Number of words,54112
Number of unique words,4505
Average word frequency,12.011543
Entropy,7.644501

Word,Frequency,Proportion,Entropy Term
store,43,0.000795,0.005672
cast,10,0.000185,0.001589
iron,3,0.000055,0.000543
far,24,0.000444,0.003424
eye,9,0.000166,0.001447
singing,5,0.000092,0.000858
christmas,8,0.000148,0.001304
did,122,0.002255,0.013741
buy,31,0.000573,0.004276
away,39,0.000721,0.005215
tight,7,0.000129,0.001158
sold,11,0.000203,0.001728
quick,6,0.000111,0.001010
cute,28,0.000517,0.003915
looks,32,0.000591,0.004396
asks,7,0.000129,0.001158
cell,5,0.000092,0.000858
number,10,0.000185,0.001589
san,7,0.000129,0.001158
lies,10,0.000185,0.001589
ahead,10,0.000185,0.001589
stand,32,0.000591,0.004396
wedding,12,0.000222,0.001866
test,11,0.000203,0.001728
siamoitalianicirceosabaudia,3,0.000055,0.000543
wwe,9,0.000166,0.001447
cancer,8,0.000148,0.001304
awareness,4,0.000074,0.000703
hell,35,0.000647,0.004750
mean,44,0.000813,0.005785
isnt,50,0.000924,0.006456
cuz,8,0.000148,0.001304
happens,11,0.000203,0.001728
section,8,0.000148,0.001304
blowing,3,0.000055,0.000543
personal,17,0.000314,0.002534
trying,61,0.001127,0.007652
tix,5,0.000092,0.000858
castellvs,3,0.000055,0.000543
barclayscenter,3,0.000055,0.000543
hear,21,0.000388,0.003048
stay,48,0.000887,0.006234
safe,19,0.000351,0.002793
saying,33,0.000610,0.004514
shouldve,5,0.000092,0.000858
provided,3,0.000055,0.000543
context,5,0.000092,0.000858
comments,10,0.000185,0.001589
trans,9,0.000166,0.001447
women,47,0.000869,0.006122
books,23,0.000425,0.003300
albany,17,0.000314,0.002534
outside,20,0.000370,0.002921
window,8,0.000148,0.001304
playing,46,0.000850,0.006010
needed,16,0.000296,0.002403
continue,13,0.000240,0.002002
homework,6,0.000111,0.001010
party,29,0.000536,0.004036
early,26,0.000480,0.003671
columbus,93,0.001719,0.010941
page,13,0.000240,0.002002
fb,6,0.000111,0.001010
aka,11,0.000203,0.001728
wish,37,0.000684,0.004983
goes,37,0.000684,0.004983
slowly,4,0.000074,0.000703
lets,89,0.001645,0.010543
rock,14,0.000259,0.002137
got,202,0.003733,0.020869
dat,5,0.000092,0.000858
sound,12,0.000222,0.001866
g,6,0.000111,0.001010
literally,34,0.000628,0.004632
stood,4,0.000074,0.000703
bed,9,0.000166,0.001447
feels,14,0.000259,0.002137
debating,3,0.000055,0.000543
friend,36,0.000665,0.004867
hes,89,0.001645,0.010543
blaming,4,0.000074,0.000703
roll,10,0.000185,0.001589
plz,3,0.000055,0.000543
stripper,3,0.000055,0.000543
needs,35,0.000647,0.004750
extra,8,0.000148,0.001304
afford,6,0.000111,0.001010
work,250,0.004620,0.024844
hiring,139,0.002569,0.015321
details,49,0.000906,0.006345
holy,18,0.000333,0.002664
crap,7,0.000129,0.001158
ugly,11,0.000203,0.001728
af,23,0.000425,0.003300
tho,26,0.000480,0.003671
accident,22,0.000407,0.003174
injuries,3,0.000055,0.000543
rochester,31,0.000573,0.004276
ave,42,0.000776,0.005558
st,38,0.000702,0.005099
traffic,39,0.000721,0.005215
thoroughly,3,0.000055,0.000543
majority,6,0.000111,0.001010
press,9,0.000166,0.001447
outrageous,4,0.000074,0.000703
weeks,43,0.000795,0.005672
careers,3,0.000055,0.000543
reception,3,0.000055,0.000543
students,6,0.000111,0.001010
graham,5,0.000092,0.000858
stage,15,0.000277,0.002271
say,88,0.001626,0.010443
melania,12,0.000222,0.001866
hitting,5,0.000092,0.000858
trumps,21,0.000388,0.003048
wife,21,0.000388,0.003048
hi,52,0.000961,0.006676
retweet,6,0.000111,0.001010
fucking,87,0.001608,0.010343
accurate,3,0.000055,0.000543
actually,55,0.001016,0.007005
switch,6,0.000111,0.001010
goal,11,0.000203,0.001728
twice,10,0.000185,0.001589
usually,6,0.000111,0.001010
dinner,20,0.000370,0.002921
sister,12,0.000222,0.001866
jason,9,0.000166,0.001447
burton,7,0.000129,0.001158
wants,32,0.000591,0.004396
museum,43,0.000795,0.005672
manhattan,75,0.001386,0.009122
october,40,0.000739,0.005330
soho,11,0.000203,0.001728
lost,38,0.000702,0.005099
reading,24,0.000444,0.003424
clients,6,0.000111,0.001010
thrilled,3,0.000055,0.000543
outcome,3,0.000055,0.000543
court,7,0.000129,0.001158
helping,8,0.000148,0.001304
seeing,36,0.000665,0.004867
happy,161,0.002975,0.017309
jcrewl,10,0.000185,0.001589
yea,10,0.000185,0.001589
affordable,3,0.000055,0.000543
happen,15,0.000277,0.002271
twitter,62,0.001146,0.007759
omg,40,0.000739,0.005330
weinstein,26,0.000480,0.003671
allegations,3,0.000055,0.000543
realize,12,0.000222,0.001866
massage,5,0.000092,0.000858
didnt,82,0.001515,0.009838
age,7,0.000129,0.001158
unique,5,0.000092,0.000858
experience,20,0.000370,0.002921
sweating,3,0.000055,0.000543
excited,28,0.000517,0.003915
kesharose,4,0.000074,0.000703
kesha,3,0.000055,0.000543
fun,61,0.001127,0.007652
interesting,16,0.000296,0.002403
friends,55,0.001016,0.007005
mentally,5,0.000092,0.000858
come,105,0.001940,0.012118
vs,35,0.000647,0.004750
cavs,3,0.000055,0.000543
leaving,12,0.000222,0.001866
insane,8,0.000148,0.001304
despite,5,0.000092,0.000858
feet,9,0.000166,0.001447
feeling,20,0.000370,0.002921
havent,25,0.000462,0.003548
sense,25,0.000462,0.003548
college,19,0.000351,0.002793
check,98,0.001811,0.011435
newest,9,0.000166,0.001447
episode,25,0.000462,0.003548
little,65,0.001201,0.008077
road,40,0.000739,0.005330
account,19,0.000351,0.002793
direct,6,0.000111,0.001010
thing,83,0.001534,0.009939
means,26,0.000480,0.003671
half,26,0.000480,0.003671
yeah,48,0.000887,0.006234
tells,11,0.000203,0.001728
example,6,0.000111,0.001010
remember,41,0.000758,0.005444
sell,6,0.000111,0.001010
ca,5,0.000092,0.000858
million,15,0.000277,0.002271
dollars,7,0.000129,0.001158
houston,18,0.000333,0.002664
hurricane,5,0.000092,0.000858
harvey,23,0.000425,0.003300
leg,3,0.000055,0.000543
theres,42,0.000776,0.005558
karma,4,0.000074,0.000703
smoking,3,0.000055,0.000543
foxnews,17,0.000314,0.002534
watching,49,0.000906,0.006345
daily,12,0.000222,0.001866
somebody,15,0.000277,0.002271
said,86,0.001589,0.010242
pence,17,0.000314,0.002534
nfl,66,0.001220,0.008183
stick,8,0.000148,0.001304
visit,19,0.000351,0.002793
holding,6,0.000111,0.001010
pray,5,0.000092,0.000858
panel,9,0.000166,0.001447
year,61,0.001127,0.007652
dream,19,0.000351,0.002793
winner,3,0.000055,0.000543
novel,3,0.000055,0.000543
feel,84,0.001552,0.010040
hurt,17,0.000314,0.002534
person,38,0.000702,0.005099
intercoiffureac,5,0.000092,0.000858
second,20,0.000370,0.002921
weekend,50,0.000924,0.006456
played,19,0.000351,0.002793
best,96,0.001774,0.011238
city,81,0.001497,0.009736
country,30,0.000554,0.004157
stars,9,0.000166,0.001447
failed,4,0.000074,0.000703
stunt,22,0.000407,0.003174
logic,5,0.000092,0.000858
voted,5,0.000092,0.000858
vote,21,0.000388,0.003048
assume,6,0.000111,0.001010
joy,5,0.000092,0.000858
tweets,20,0.000370,0.002921
sh,6,0.000111,0.001010
que,74,0.001368,0.009019
al,14,0.000259,0.002137
le,22,0.000407,0.003174
del,16,0.000296,0.002403
se,27,0.000499,0.003794
sayin,5,0.000092,0.000858
lil,18,0.000333,0.002664
boy,41,0.000758,0.005444
ears,3,0.000055,0.000543
sits,3,0.000055,0.000543
sneakers,4,0.000074,0.000703
officially,5,0.000092,0.000858
interested,56,0.001035,0.007113
read,90,0.001663,0.010643
interviews,3,0.000055,0.000543
rick,11,0.000203,0.001728
morty,10,0.000185,0.001589
fanbase,3,0.000055,0.000543
szechuan,4,0.000074,0.000703
sauce,12,0.000222,0.001866
suck,14,0.000259,0.002137
deserve,19,0.000351,0.002793
park,59,0.001090,0.007437
avenue,48,0.000887,0.006234
blessed,7,0.000129,0.001158
live,56,0.001035,0.007113
getting,61,0.001127,0.007652
paid,10,0.000185,0.001589
explore,4,0.000074,0.000703
nature,10,0.000185,0.001589
period,6,0.000111,0.001010
isles,25,0.000462,0.003548
stlblues,7,0.000129,0.001158
status,3,0.000055,0.000543
republican,8,0.000148,0.001304
sorry,40,0.000739,0.005330
messed,4,0.000074,0.000703
changed,11,0.000203,0.001728
h,13,0.000240,0.002002
p,25,0.000462,0.003548
y,57,0.001053,0.007222
easily,5,0.000092,0.000858
spain,3,0.000055,0.000543
score,17,0.000314,0.002534
goals,4,0.000074,0.000703
israel,4,0.000074,0.000703
guys,47,0.000869,0.006122
european,4,0.000074,0.000703
qualifiers,3,0.000055,0.000543
europe,7,0.000129,0.001158
doranlk,14,0.000259,0.002137
liberalsue,18,0.000333,0.002664
gingiecato,18,0.000333,0.002664
nesjloch,22,0.000407,0.003174
sassycassycat,22,0.000407,0.003174
washynetty,20,0.000370,0.002921
vanessahawkhead,18,0.000333,0.002664
missing,17,0.000314,0.002534
wouldnt,21,0.000388,0.003048
class,24,0.000444,0.003424
loved,11,0.000203,0.001728
oh,79,0.001460,0.009532
friz,4,0.000074,0.000703
sees,5,0.000092,0.000858
miller,6,0.000111,0.001010
sam,6,0.000111,0.001010
gonna,77,0.001423,0.009328
museummodernart,4,0.000074,0.000703
artistdate,3,0.000055,0.000543
inspiration,10,0.000185,0.001589
moma,11,0.000203,0.001728
discover,12,0.000222,0.001866
america,51,0.000942,0.006566
indians,7,0.000129,0.001158
blacks,3,0.000055,0.000543
suggestions,3,0.000055,0.000543
reaching,3,0.000055,0.000543
clout,5,0.000092,0.000858
son,26,0.000480,0.003671
goodies,4,0.000074,0.000703
asking,21,0.000388,0.003048
worse,21,0.000388,0.003048
qb,3,0.000055,0.000543
results,9,0.000166,0.001447
follow,87,0.001608,0.010343
los,41,0.000758,0.005444
mos,3,0.000055,0.000543
lo,46,0.000850,0.006010
tiempo,5,0.000092,0.000858
queens,13,0.000240,0.002002
stilettoroyalty,7,0.000129,0.001158
jenetallday,10,0.000185,0.001589
robertcyoung,7,0.000129,0.001158
iamlaurenp,7,0.000129,0.001158
shanellelittle,7,0.000129,0.001158
heathermatarazz,7,0.000129,0.001158
lohendri,9,0.000166,0.001447
healthy,14,0.000259,0.002137
appreciate,15,0.000277,0.002271
conference,3,0.000055,0.000543
connect,7,0.000129,0.001158
youre,186,0.003437,0.019500
land,9,0.000166,0.001447
located,4,0.000074,0.000703
camp,3,0.000055,0.000543
lee,6,0.000111,0.001010
x,11,0.000203,0.001728
sc,12,0.000222,0.001866
honor,13,0.000240,0.002002
thank,121,0.002236,0.013647
u,148,0.002735,0.016141
americas,12,0.000222,0.001866
excellent,8,0.000148,0.001304
birthday,47,0.000869,0.006122
o,33,0.000610,0.004514
philadelphia,8,0.000148,0.001304
musicmonday,3,0.000055,0.000543
celebrate,12,0.000222,0.001866
legacy,6,0.000111,0.001010
johnlennon,5,0.000092,0.000858
b,35,0.000647,0.004750
carpet,5,0.000092,0.000858
warren,4,0.000074,0.000703
services,7,0.000129,0.001158
proposal,3,0.000055,0.000543
straight,21,0.000388,0.003048
house,31,0.000573,0.004276
air,30,0.000554,0.004157
train,30,0.000554,0.004157
closure,4,0.000074,0.000703
east,57,0.001053,0.007222
street,86,0.001589,0.010242
incident,153,0.002827,0.016593
eb,48,0.000887,0.006234
loyalty,12,0.000222,0.001866
wind,7,0.000129,0.001158
mph,3,0.000055,0.000543
barometer,3,0.000055,0.000543
rising,5,0.000092,0.000858
temperature,3,0.000055,0.000543
f,14,0.000259,0.002137
humidity,12,0.000222,0.001866
rhodeisland,3,0.000055,0.000543
swallowcum,4,0.000074,0.000703
sucking,3,0.000055,0.000543
incall,4,0.000074,0.000703
snapchatme,4,0.000074,0.000703
vacation,6,0.000111,0.001010
plans,5,0.000092,0.000858
pull,8,0.000148,0.001304
prob,6,0.000111,0.001010
dick,21,0.000388,0.003048
fans,49,0.000906,0.006345
stopped,5,0.000092,0.000858
table,8,0.000148,0.001304
nycomiccon,8,0.000148,0.001304
helped,9,0.000166,0.001447
raise,10,0.000185,0.001589
thousand,3,0.000055,0.000543
fifa,4,0.000074,0.000703
president,52,0.000961,0.006676
dog,25,0.000462,0.003548
watch,67,0.001238,0.008288
taste,12,0.000222,0.001866
anderson,4,0.000074,0.000703
old,47,0.000869,0.006122
paintings,3,0.000055,0.000543
wonderful,14,0.000259,0.002137
august,3,0.000055,0.000543
tom,8,0.000148,0.001304
petty,8,0.000148,0.001304
stfu,7,0.000129,0.001158
shirt,3,0.000055,0.000543
cheers,7,0.000129,0.001158
gym,11,0.000203,0.001728
using,24,0.000444,0.003424
iphone,6,0.000111,0.001010
movie,22,0.000407,0.003174
draw,3,0.000055,0.000543
tattoo,12,0.000222,0.001866
anxiety,7,0.000129,0.001158
attack,10,0.000185,0.001589
yo,35,0.000647,0.004750
internet,9,0.000166,0.001447
wanna,61,0.001127,0.007652
steal,5,0.000092,0.000858
tryna,13,0.000240,0.002002
girl,58,0.001072,0.007330
style,9,0.000166,0.001447
expected,7,0.000129,0.001158
wild,12,0.000222,0.001866
cultural,3,0.000055,0.000543
depression,5,0.000092,0.000858
months,20,0.000370,0.002921
currently,18,0.000333,0.002664
btw,11,0.000203,0.001728
coming,54,0.000998,0.006896
soon,35,0.000647,0.004750
monday,76,0.001404,0.009225
friday,31,0.000573,0.004276
training,9,0.000166,0.001447
z,3,0.000055,0.000543
w,72,0.001331,0.008811
rooftops,3,0.000055,0.000543
newyorkcity,17,0.000314,0.002534
architecture,9,0.000166,0.001447
fam,6,0.000111,0.001010
clearly,16,0.000296,0.002403
wolverine,3,0.000055,0.000543
piece,35,0.000647,0.004750
spiderman,5,0.000092,0.000858
comics,8,0.000148,0.001304
yesterday,20,0.000370,0.002921
believed,4,0.000074,0.000703
won,12,0.000222,0.001866
wait,60,0.001109,0.007545
muy,4,0.000074,0.000703
es,30,0.000554,0.004157
este,8,0.000148,0.001304
wallstreet,6,0.000111,0.001010
lowermanhattan,4,0.000074,0.000703
financialdistrict,4,0.000074,0.000703
nyse,5,0.000092,0.000858
wall,17,0.000314,0.002534
trl,17,0.000314,0.002534
screwed,3,0.000055,0.000543
swiss,3,0.000055,0.000543
peppers,4,0.000074,0.000703
deli,3,0.000055,0.000543
hall,12,0.000222,0.001866
nyr,5,0.000092,0.000858
youll,14,0.000259,0.002137
subway,15,0.000277,0.002271
faster,3,0.000055,0.000543
folks,18,0.000333,0.002664
tixs,3,0.000055,0.000543
pair,3,0.000055,0.000543
minute,5,0.000092,0.000858
gone,17,0.000314,0.002534
ya,65,0.001201,0.008077
feelings,14,0.000259,0.002137
league,10,0.000185,0.001589
realmichaelkay,4,0.000074,0.000703
online,9,0.000166,0.001447
mike,13,0.000240,0.002002
whats,74,0.001368,0.009019
tmksespn,3,0.000055,0.000543
broken,12,0.000222,0.001866
point,34,0.000628,0.004632
fantasy,4,0.000074,0.000703
season,48,0.000887,0.006234
comes,62,0.001146,0.007759
crazy,33,0.000610,0.004514
stream,8,0.000148,0.001304
dare,6,0.000111,0.001010
cost,9,0.000166,0.001447
discounted,3,0.000055,0.000543
festival,6,0.000111,0.001010
spam,3,0.000055,0.000543
filter,4,0.000074,0.000703
manager,28,0.000517,0.003915
mondays,16,0.000296,0.002403
seriously,14,0.000259,0.002137
asap,5,0.000092,0.000858
ultra,5,0.000092,0.000858
record,14,0.000259,0.002137
discussing,3,0.000055,0.000543
film,26,0.000480,0.003671
explain,11,0.000203,0.001728
dove,22,0.000407,0.003174
ad,20,0.000370,0.002921
exit,88,0.001626,0.010443
mountain,7,0.000129,0.001158
rd,31,0.000573,0.004276
binghamtonnyc,5,0.000092,0.000858
updated,41,0.000758,0.005444
robertmosescauseway,4,0.000074,0.000703
nb,38,0.000702,0.005099
island,20,0.000370,0.002921
inlet,4,0.000074,0.000703
bridge,26,0.000480,0.003671
sky,5,0.000092,0.000858
pussy,11,0.000203,0.001728
aye,5,0.000092,0.000858
werent,8,0.000148,0.001304
l,21,0.000388,0.003048
para,17,0.000314,0.002534
mi,12,0.000222,0.001866
sephora,5,0.000092,0.000858
gracias,11,0.000203,0.001728
jcpenney,6,0.000111,0.001010
soworthit,4,0.000074,0.000703
dapperafrika,4,0.000074,0.000703
charged,4,0.000074,0.000703
idk,25,0.000462,0.003548
stole,3,0.000055,0.000543
pics,15,0.000277,0.002271
hard,56,0.001035,0.007113
falls,7,0.000129,0.001158
finest,3,0.000055,0.000543
breasts,3,0.000055,0.000543
directchat,5,0.000092,0.000858
summer,16,0.000296,0.002403
porter,4,0.000074,0.000703
bet,9,0.000166,0.001447
pass,6,0.000111,0.001010
mueller,3,0.000055,0.000543
future,16,0.000296,0.002403
food,40,0.000739,0.005330
discussion,7,0.000129,0.001158
modern,8,0.000148,0.001304
dope,13,0.000240,0.002002
atlantic,4,0.000074,0.000703
article,13,0.000240,0.002002
senschumer,3,0.000055,0.000543
