Number of words,54112
Number of unique words,4505
Average word frequency,12.011543
Entropy,7.644501

Word,Frequency,Proportion,Entropy Term
waiver,3,0.000055,0.000543
jones,22,0.000407,0.003174
kid,14,0.000259,0.002137
running,18,0.000333,0.002664
makes,45,0.000832,0.005898
laugh,7,0.000129,0.001158
foxandfriends,37,0.000684,0.004983
kellyannepolls,43,0.000795,0.005672
colors,6,0.000111,0.001010
build,8,0.000148,0.001304
exclusive,7,0.000129,0.001158
meryl,4,0.000074,0.000703
streep,5,0.000092,0.000858
speaks,9,0.000166,0.001447
industry,10,0.000185,0.001589
search,65,0.001201,0.008077
quality,4,0.000074,0.000703
mlbuk,3,0.000055,0.000543
joezmcfly,4,0.000074,0.000703
yankees,39,0.000721,0.005215
lindsayph,6,0.000111,0.001010
forever,22,0.000407,0.003174
homie,6,0.000111,0.001010
statue,6,0.000111,0.001010
nearly,3,0.000055,0.000543
penn,21,0.000388,0.003048
station,65,0.001201,0.008077
goddess,4,0.000074,0.000703
indigenouspeopleday,8,0.000148,0.001304
comiccon,14,0.000259,0.002137
javits,21,0.000388,0.003048
center,43,0.000795,0.005672
nyjets,3,0.000055,0.000543
jets,12,0.000222,0.001866
players,28,0.000517,0.003915
memories,8,0.000148,0.001304
games,29,0.000536,0.004036
events,9,0.000166,0.001447
years,70,0.001294,0.008603
club,22,0.000407,0.003174
mood,28,0.000517,0.003915
head,29,0.000536,0.004036
game,104,0.001922,0.012021
playoff,15,0.000277,0.002271
baseball,24,0.000444,0.003424
theyll,11,0.000203,0.001728
speak,26,0.000480,0.003671
sexual,7,0.000129,0.001158
fired,17,0.000314,0.002534
starting,15,0.000277,0.002271
better,89,0.001645,0.010543
place,38,0.000702,0.005099
lady,29,0.000536,0.004036
human,13,0.000240,0.002002
hours,16,0.000296,0.002403
short,15,0.000277,0.002271
canadian,8,0.000148,0.001304
followers,11,0.000203,0.001728
thanksgiving,13,0.000240,0.002002
region,3,0.000055,0.000543
american,44,0.000813,0.005785
decency,3,0.000055,0.000543
solid,8,0.000148,0.001304
bring,16,0.000296,0.002403
broadway,5,0.000092,0.000858
id,32,0.000591,0.004396
treat,10,0.000185,0.001589
interests,3,0.000055,0.000543
bc,28,0.000517,0.003915
maybe,38,0.000702,0.005099
theyre,36,0.000665,0.004867
showing,9,0.000166,0.001447
fight,21,0.000388,0.003048
reality,11,0.000203,0.001728
tv,33,0.000610,0.004514
gets,33,0.000610,0.004514
spin,5,0.000092,0.000858
dev,4,0.000074,0.000703
water,26,0.000480,0.003671
caught,10,0.000185,0.001589
taking,36,0.000665,0.004867
pic,19,0.000351,0.002793
try,44,0.000813,0.005785
trip,19,0.000351,0.002793
comfort,3,0.000055,0.000543
zones,5,0.000092,0.000858
bum,9,0.000166,0.001447
ass,59,0.001090,0.007437
wanted,23,0.000425,0.003300
dnt,3,0.000055,0.000543
fast,10,0.000185,0.001589
pa,9,0.000166,0.001447
nan,3,0.000055,0.000543
ti,8,0.000148,0.001304
sa,5,0.000092,0.000858
secaucus,7,0.000129,0.001158
transfer,5,0.000092,0.000858
hoboken,10,0.000185,0.001589
path,6,0.000111,0.001010
special,36,0.000665,0.004867
event,21,0.000388,0.003048
wb,27,0.000499,0.003794
upper,11,0.000203,0.001728
grand,18,0.000333,0.002664
central,33,0.000610,0.004514
terminal,19,0.000351,0.002793
haven,4,0.000074,0.000703
union,15,0.000277,0.002271
cr,26,0.000480,0.003671
georgewashingtonbridge,8,0.000148,0.001304
prospect,7,0.000129,0.001158
sheepshead,4,0.000074,0.000703
bay,8,0.000148,0.001304
lexington,3,0.000055,0.000543
av,8,0.000148,0.001304
bus,13,0.000240,0.002002
stop,85,0.001571,0.010141
eyebrows,3,0.000055,0.000543
hair,25,0.000462,0.003548
color,13,0.000240,0.002002
nails,5,0.000092,0.000858
worry,5,0.000092,0.000858
bitches,12,0.000222,0.001866
mikepence,4,0.000074,0.000703
hello,15,0.000277,0.002271
understand,30,0.000554,0.004157
dancing,4,0.000074,0.000703
normal,4,0.000074,0.000703
passing,3,0.000055,0.000543
paper,11,0.000203,0.001728
believe,36,0.000665,0.004867
private,7,0.000129,0.001158
huntimoon,3,0.000055,0.000543
def,9,0.000166,0.001447
create,9,0.000166,0.001447
someones,8,0.000148,0.001304
hand,9,0.000166,0.001447
finger,4,0.000074,0.000703
acting,8,0.000148,0.001304
coach,9,0.000166,0.001447
gives,18,0.000333,0.002664
inner,7,0.000129,0.001158
secret,9,0.000166,0.001447
actor,3,0.000055,0.000543
designer,9,0.000166,0.001447
dry,5,0.000092,0.000858
proud,26,0.000480,0.003671
launch,15,0.000277,0.002271
scam,3,0.000055,0.000543
tf,10,0.000185,0.001589
looking,103,0.001903,0.011923
joe,12,0.000222,0.001866
bigger,8,0.000148,0.001304
england,4,0.000074,0.000703
anniversary,6,0.000111,0.001010
sooo,3,0.000055,0.000543
young,16,0.000296,0.002403
fell,4,0.000074,0.000703
coffee,22,0.000407,0.003174
cause,37,0.000684,0.004983
cafe,6,0.000111,0.001010
homeless,3,0.000055,0.000543
opens,6,0.000111,0.001010
tune,4,0.000074,0.000703
says,29,0.000536,0.004036
wear,16,0.000296,0.002403
white,76,0.001404,0.009225
scene,7,0.000129,0.001158
express,5,0.000092,0.000858
japanese,4,0.000074,0.000703
financial,10,0.000185,0.001589
institution,4,0.000074,0.000703
generous,3,0.000055,0.000543
dm,22,0.000407,0.003174
scoring,4,0.000074,0.000703
bonus,3,0.000055,0.000543
points,6,0.000111,0.001010
crowd,8,0.000148,0.001304
stadium,6,0.000111,0.001010
date,13,0.000240,0.002002
coverage,4,0.000074,0.000703
parade,5,0.000092,0.000858
fashion,17,0.000314,0.002534
yesss,3,0.000055,0.000543
war,16,0.000296,0.002403
national,16,0.000296,0.002403
terrible,9,0.000166,0.001447
stellar,3,0.000055,0.000543
meant,3,0.000055,0.000543
definitely,26,0.000480,0.003671
discovered,5,0.000092,0.000858
beauty,11,0.000203,0.001728
anncoulter,6,0.000111,0.001010
guess,23,0.000425,0.003300
knee,7,0.000129,0.001158
lemme,6,0.000111,0.001010
pop,7,0.000129,0.001158
small,7,0.000129,0.001158
c,17,0.000314,0.002534
sunday,15,0.000277,0.002271
awesome,47,0.000869,0.006122
guardians,3,0.000055,0.000543
galaxy,3,0.000055,0.000543
favorite,48,0.000887,0.006234
candy,7,0.000129,0.001158
box,8,0.000148,0.001304
dark,13,0.000240,0.002002
room,16,0.000296,0.002403
cookie,4,0.000074,0.000703
logical,4,0.000074,0.000703
extension,3,0.000055,0.000543
childish,5,0.000092,0.000858
west,27,0.000499,0.003794
casino,5,0.000092,0.000858
parking,5,0.000092,0.000858
cognizant,3,0.000055,0.000543
trippingcrutch,3,0.000055,0.000543
mlb,15,0.000277,0.002271
devils,8,0.000148,0.001304
patriotism,3,0.000055,0.000543
administration,7,0.000129,0.001158
bigoted,3,0.000055,0.000543
peace,15,0.000277,0.002271
john,14,0.000259,0.002137
music,62,0.001146,0.007759
lmaooo,8,0.000148,0.001304
guevara,3,0.000055,0.000543
forget,20,0.000370,0.002921
jake,6,0.000111,0.001010
walls,3,0.000055,0.000543
wondering,8,0.000148,0.001304
rt,24,0.000444,0.003424
faith,5,0.000092,0.000858
course,21,0.000388,0.003048
philosophy,3,0.000055,0.000543
difficult,4,0.000074,0.000703
jhene,10,0.000185,0.001589
aiko,4,0.000074,0.000703
alright,9,0.000166,0.001447
tax,18,0.000333,0.002664
list,21,0.000388,0.003048
price,7,0.000129,0.001158
portrait,9,0.000166,0.001447
mode,3,0.000055,0.000543
senior,11,0.000203,0.001728
specialist,12,0.000222,0.001866
member,19,0.000351,0.002793
update,29,0.000536,0.004036
tail,4,0.000074,0.000703
wagging,3,0.000055,0.000543
jack,9,0.000166,0.001447
biz,4,0.000074,0.000703
spending,9,0.000166,0.001447
days,47,0.000869,0.006122
spent,13,0.000240,0.002002
large,4,0.000074,0.000703
working,38,0.000702,0.005099
plan,21,0.000388,0.003048
photo,59,0.001090,0.007437
consider,7,0.000129,0.001158
bestfriend,3,0.000055,0.000543
anymore,22,0.000407,0.003174
stays,4,0.000074,0.000703
important,17,0.000314,0.002534
brooklynnets,4,0.000074,0.000703
jersey,52,0.000961,0.006676
match,6,0.000111,0.001010
att,7,0.000129,0.001158
supremacists,3,0.000055,0.000543
dis,4,0.000074,0.000703
levels,6,0.000111,0.001010
physical,3,0.000055,0.000543
musical,6,0.000111,0.001010
flattered,3,0.000055,0.000543
offer,10,0.000185,0.001589
splendid,3,0.000055,0.000543
pretend,3,0.000055,0.000543
reverse,6,0.000111,0.001010
engineering,3,0.000055,0.000543
cons,3,0.000055,0.000543
cover,13,0.000240,0.002002
signing,3,0.000055,0.000543
having,50,0.000924,0.006456
fort,3,0.000055,0.000543
hamilton,4,0.000074,0.000703
comic,21,0.000388,0.003048
kick,11,0.000203,0.001728
fuckin,14,0.000259,0.002137
wit,11,0.000203,0.001728
song,40,0.000739,0.005330
smith,10,0.000185,0.001589
snl,3,0.000055,0.000543
flames,4,0.000074,0.000703
add,7,0.000129,0.001158
sharing,10,0.000185,0.001589
stress,4,0.000074,0.000703
deloittes,7,0.000129,0.001158
mad,28,0.000517,0.003915
halloween,25,0.000462,0.003548
amazon,10,0.000185,0.001589
vegas,9,0.000166,0.001447
guns,5,0.000092,0.000858
laws,6,0.000111,0.001010
moving,8,0.000148,0.001304
coast,4,0.000074,0.000703
retire,4,0.000074,0.000703
dangerous,7,0.000129,0.001158
state,25,0.000462,0.003548
sir,3,0.000055,0.000543
knowing,7,0.000129,0.001158
value,8,0.000148,0.001304
diversity,6,0.000111,0.001010
garbage,12,0.000222,0.001866
gotten,3,0.000055,0.000543
bad,67,0.001238,0.008288
doesnt,60,0.001109,0.007545
recognize,3,0.000055,0.000543
print,3,0.000055,0.000543
mix,10,0.000185,0.001589
editor,3,0.000055,0.000543
interview,14,0.000259,0.002137
sing,6,0.000111,0.001010
marketurbanism,5,0.000092,0.000858
ugh,7,0.000129,0.001158
neighborhood,5,0.000092,0.000858
doubles,4,0.000074,0.000703
sf,4,0.000074,0.000703
chill,11,0.000203,0.001728
shorty,5,0.000092,0.000858
jaketapper,3,0.000055,0.000543
presidential,3,0.000055,0.000543
north,25,0.000462,0.003548
korea,5,0.000092,0.000858
russia,9,0.000166,0.001447
enjoying,6,0.000111,0.001010
race,12,0.000222,0.001866
baiting,4,0.000074,0.000703
vp,67,0.001238,0.008288
bartending,3,0.000055,0.000543
cup,15,0.000277,0.002271
expert,4,0.000074,0.000703
unless,4,0.000074,0.000703
men,36,0.000665,0.004867
late,19,0.000351,0.002793
senate,7,0.000129,0.001158
ekweremadu,3,0.000055,0.000543
deliver,4,0.000074,0.000703
public,17,0.000314,0.002534
lecture,4,0.000074,0.000703
goodness,4,0.000074,0.000703
wash,5,0.000092,0.000858
james,7,0.000129,0.001158
sudsymeliora,5,0.000092,0.000858
telling,12,0.000222,0.001866
hated,5,0.000092,0.000858
holiday,18,0.000333,0.002664
potential,5,0.000092,0.000858
devers,12,0.000222,0.001866
redsox,41,0.000758,0.005444
cousin,4,0.000074,0.000703
santa,4,0.000074,0.000703
veterans,3,0.000055,0.000543
building,20,0.000370,0.002921
santarosafire,3,0.000055,0.000543
napafire,6,0.000111,0.001010
respectful,3,0.000055,0.000543
houses,7,0.000129,0.001158
tinder,9,0.000166,0.001447
offices,3,0.000055,0.000543
weeseandbeyond,13,0.000240,0.002002
jasontebbe,17,0.000314,0.002534
dems,7,0.000129,0.001158
coordinator,3,0.000055,0.000543
crying,16,0.000296,0.002403
ride,12,0.000222,0.001866
totally,14,0.000259,0.002137
okay,20,0.000370,0.002921
jokes,9,0.000166,0.001447
funny,21,0.000388,0.003048
gwb,4,0.000074,0.000703
lower,18,0.000333,0.002664
sb,20,0.000370,0.002921
ooh,3,0.000055,0.000543
pretty,45,0.000832,0.005898
kelly,8,0.000148,0.001304
bless,5,0.000092,0.000858
rest,17,0.000314,0.002534
sleep,17,0.000314,0.002534
later,16,0.000296,0.002403
honored,6,0.000111,0.001010
gravity,3,0.000055,0.000543
fitness,9,0.000166,0.001447
vision,3,0.000055,0.000543
eat,24,0.000444,0.003424
turning,8,0.000148,0.001304
free,52,0.000961,0.006676
brother,14,0.000259,0.002137
town,9,0.000166,0.001447
hotel,12,0.000222,0.001866
netflix,9,0.000166,0.001447
trade,24,0.000444,0.003424
news,36,0.000665,0.004867
note,10,0.000185,0.001589
costumes,4,0.000074,0.000703
dang,5,0.000092,0.000858
nelly,5,0.000092,0.000858
dms,4,0.000074,0.000703
raw,5,0.000092,0.000858
glasses,4,0.000074,0.000703
shannon,5,0.000092,0.000858
fdr,4,0.000074,0.000703
drive,10,0.000185,0.001589
halsey,3,0.000055,0.000543
territory,3,0.000055,0.000543
garden,15,0.000277,0.002271
shift,15,0.000277,0.002271
supervisor,12,0.000222,0.001866
port,15,0.000277,0.002271
taco,7,0.000129,0.001158
bell,4,0.000074,0.000703
cop,13,0.000240,0.002002
jackfruit,4,0.000074,0.000703
bird,6,0.000111,0.001010
nap,11,0.000203,0.001728
accessories,7,0.000129,0.001158
walking,9,0.000166,0.001447
successfully,4,0.000074,0.000703
dimension,3,0.000055,0.000543
jumping,3,0.000055,0.000543
titled,5,0.000092,0.000858
leadership,8,0.000148,0.001304
africa,6,0.000111,0.001010
models,3,0.000055,0.000543
amysiskind,3,0.000055,0.000543
wonder,24,0.000444,0.003424
coybig,9,0.000166,0.001447
cheering,3,0.000055,0.000543
boys,15,0.000277,0.002271
green,12,0.000222,0.001866
cool,29,0.000536,0.004036
nra,3,0.000055,0.000543
different,32,0.000591,0.004396
doctor,7,0.000129,0.001158
doom,4,0.000074,0.000703
kneel,6,0.000111,0.001010
switched,4,0.000074,0.000703
sex,13,0.000240,0.002002
clear,17,0.000314,0.002534
plastic,3,0.000055,0.000543
vinyl,4,0.000074,0.000703
records,3,0.000055,0.000543
freeship,8,0.000148,0.001304
por,19,0.000351,0.002793
vamos,3,0.000055,0.000543
figure,10,0.000185,0.001589
deal,16,0.000296,0.002403
yikes,7,0.000129,0.001158
ban,4,0.000074,0.000703
niggas,31,0.000573,0.004276
dating,16,0.000296,0.002403
confusion,3,0.000055,0.000543
sos,4,0.000074,0.000703
clown,8,0.000148,0.001304
embarrassing,4,0.000074,0.000703
brain,9,0.000166,0.001447
goooo,3,0.000055,0.000543
awful,8,0.000148,0.001304
bruins,6,0.000111,0.001010
bruinsfam,6,0.000111,0.001010
nhl,8,0.000148,0.001304
nhlbruins,5,0.000092,0.000858
hate,41,0.000758,0.005444
publicly,3,0.000055,0.000543
woman,33,0.000610,0.004514
travels,4,0.000074,0.000703
dj,8,0.000148,0.001304
baker,7,0.000129,0.001158
enriquevbjr,3,0.000055,0.000543
history,30,0.000554,0.004157
bio,14,0.000259,0.002137
dad,17,0.000314,0.002534
columbusday,28,0.000517,0.003915
cut,17,0.000314,0.002534
parody,3,0.000055,0.000543
slave,8,0.000148,0.001304
ur,34,0.000628,0.004632
pocket,4,0.000074,0.000703
saved,8,0.000148,0.001304
testing,5,0.000092,0.000858
bitter,4,0.000074,0.000703
lightcm,4,0.000074,0.000703
swear,15,0.000277,0.002271
mess,11,0.000203,0.001728
steve,5,0.000092,0.000858
newmusic,6,0.000111,0.001010
ep,3,0.000055,0.000543
heavy,5,0.000092,0.000858
spotify,14,0.000259,0.002137
lashes,3,0.000055,0.000543
weight,5,0.000092,0.000858
hoping,7,0.000129,0.001158
knows,24,0.000444,0.003424
franklindrooseveltdrive,7,0.000129,0.001158
heres,23,0.000425,0.003300
mondaymotivation,19,0.000351,0.002793
power,32,0.000591,0.004396
bout,16,0.000296,0.002403
rise,4,0.000074,0.000703
line,38,0.000702,0.005099
teacher,4,0.000074,0.000703
italy,6,0.000111,0.001010
alex,8,0.000148,0.001304
original,5,0.000092,0.000858
anthonycumiaxyz,4,0.000074,0.000703
keeps,6,0.000111,0.001010
brazy,7,0.000129,0.001158
baby,36,0.000665,0.004867
unewec,4,0.000074,0.000703
uncfs,3,0.000055,0.000543
electric,7,0.000129,0.001158
slut,4,0.000074,0.000703
fave,3,0.000055,0.000543
estreno,7,0.000129,0.001158
mundial,9,0.000166,0.001447
winning,10,0.000185,0.001589
oficial,3,0.000055,0.000543
thor,3,0.000055,0.000543
marvel,9,0.000166,0.001447
numbers,4,0.000074,0.000703
dump,7,0.000129,0.001158
hearts,3,0.000055,0.000543
dogs,5,0.000092,0.000858
giants,12,0.000222,0.001866
josh,6,0.000111,0.001010
director,21,0.000388,0.003048
charge,8,0.000148,0.001304
order,19,0.000351,0.002793
parts,5,0.000092,0.000858
south,18,0.000333,0.002664
brunswick,5,0.000092,0.000858
verlander,28,0.000517,0.003915
whoa,3,0.000055,0.000543
et,6,0.000111,0.001010
ce,3,0.000055,0.000543
cest,5,0.000092,0.000858
let,65,0.001201,0.008077
wack,4,0.000074,0.000703
strong,15,0.000277,0.002271
decide,10,0.000185,0.001589
drop,14,0.000259,0.002137
rid,8,0.000148,0.001304
younger,5,0.000092,0.000858
changes,4,0.000074,0.000703
roster,3,0.000055,0.000543
user,3,0.000055,0.000543
phonesex,4,0.000074,0.000703
destruction,3,0.000055,0.000543
link,26,0.000480,0.003671
favor,10,0.000185,0.001589
took,24,0.000444,0.003424
personally,5,0.000092,0.000858
smart,12,0.000222,0.001866
destroy,3,0.000055,0.000543
given,11,0.000203,0.001728
tragic,5,0.000092,0.000858
lotta,3,0.000055,0.000543
lately,3,0.000055,0.000543
defends,3,0.000055,0.000543
yr,3,0.000055,0.000543
realizing,5,0.000092,0.000858
hosting,7,0.000129,0.001158
fandoms,3,0.000055,0.000543
collide,3,0.000055,0.000543
managed,3,0.000055,0.000543
explicitly,3,0.000055,0.000543
agree,20,0.000370,0.002921
general,20,0.000370,0.002921
similar,3,0.000055,0.000543
form,10,0.000185,0.001589
blade,14,0.000259,0.002137
runner,17,0.000314,0.002534
matrix,3,0.000055,0.000543
todays,14,0.000259,0.002137
talking,49,0.000906,0.006345
parties,9,0.000166,0.001447
republicans,12,0.000222,0.001866
snapchat,5,0.000092,0.000858
times,45,0.000832,0.005898
square,37,0.000684,0.004983
mini,7,0.000129,0.001158
past,22,0.000407,0.003174
wknd,3,0.000055,0.000543
invite,6,0.000111,0.001010
series,30,0.000554,0.004157
organized,3,0.000055,0.000543
accomplish,4,0.000074,0.000703
cares,12,0.000222,0.001866
concerned,8,0.000148,0.001304
yep,17,0.000314,0.002534
imma,4,0.000074,0.000703
slap,3,0.000055,0.000543
usa,20,0.000370,0.002921
sweet,13,0.000240,0.002002
representing,3,0.000055,0.000543
bliss,3,0.000055,0.000543
empathy,3,0.000055,0.000543
hahaha,14,0.000259,0.002137
acknowledge,9,0.000166,0.001447
wallace,6,0.000111,0.001010
big,81,0.001497,0.009736
famous,7,0.000129,0.001158
ex,3,0.000055,0.000543
current,9,0.000166,0.001447
media,33,0.000610,0.004514
sponsor,4,0.000074,0.000703
clarkson,3,0.000055,0.000543
basketball,4,0.000074,0.000703
donations,3,0.000055,0.000543
black,86,0.001589,0.010242
welcome,18,0.000333,0.002664
glass,5,0.000092,0.000858
shares,6,0.000111,0.001010
gender,4,0.000074,0.000703
equality,3,0.000055,0.000543
living,26,0.000480,0.003671
minutes,11,0.000203,0.001728
tambin,6,0.000111,0.001010
el,47,0.000869,0.006122
carlos,3,0.000055,0.000543
fat,11,0.000203,0.001728
titties,5,0.000092,0.000858
kill,23,0.000425,0.003300
player,9,0.000166,0.001447
deserves,8,0.000148,0.001304
entered,4,0.000074,0.000703
gallery,5,0.000092,0.000858
ones,25,0.000462,0.003548
moves,5,0.000092,0.000858
effect,3,0.000055,0.000543
actus,5,0.000092,0.000858
consulting,8,0.000148,0.001304
group,28,0.000517,0.003915
tries,3,0.000055,0.000543
howarth,3,0.000055,0.000543
scary,13,0.000240,0.002002
li,4,0.000074,0.000703
themaholupper,5,0.000092,0.000858
planet,12,0.000222,0.001866
coworkers,3,0.000055,0.000543
death,9,0.000166,0.001447
gotta,45,0.000832,0.005898
abstract,3,0.000055,0.000543
flowers,4,0.000074,0.000703
mixed,7,0.000129,0.001158
mediadm,3,0.000055,0.000543
informationto,3,0.000055,0.000543
donate,8,0.000148,0.001304
descriptionink,3,0.000055,0.000543
sale,43,0.000795,0.005672
relief,15,0.000277,0.002271
savage,6,0.000111,0.001010
dirty,11,0.000203,0.001728
podcast,15,0.000277,0.002271
michael,3,0.000055,0.000543
african,5,0.000092,0.000858
gift,9,0.000166,0.001447
candidate,8,0.000148,0.001304
worst,16,0.000296,0.002403
known,15,0.000277,0.002271
actions,4,0.000074,0.000703
led,6,0.000111,0.001010
decision,13,0.000240,0.002002
police,9,0.000166,0.001447
wave,3,0.000055,0.000543
fair,6,0.000111,0.001010
continues,6,0.000111,0.001010
trust,18,0.000333,0.002664
hmu,5,0.000092,0.000858
matt,4,0.000074,0.000703
feature,6,0.000111,0.001010
boston,27,0.000499,0.003794
couple,15,0.000277,0.002271
thursday,17,0.000314,0.002534
matter,18,0.000333,0.002664
brutal,5,0.000092,0.000858
bush,3,0.000055,0.000543
sht,3,0.000055,0.000543
mins,16,0.000296,0.002403
making,64,0.001183,0.007972
writers,4,0.000074,0.000703
sadly,5,0.000092,0.000858
robert,5,0.000092,0.000858
beer,9,0.000166,0.001447
drink,20,0.000370,0.002921
craft,3,0.000055,0.000543
rizwanpehelwan,4,0.000074,0.000703
bros,3,0.000055,0.000543
afraid,4,0.000074,0.000703
blue,12,0.000222,0.001866
bank,6,0.000111,0.001010
congrats,18,0.000333,0.002664
deserved,5,0.000092,0.000858
salty,3,0.000055,0.000543
went,35,0.000647,0.004750
astros,39,0.000721,0.005215
hug,4,0.000074,0.000703
assistant,10,0.000185,0.001589
harbor,3,0.000055,0.000543
track,9,0.000166,0.001447
luck,8,0.000148,0.001304
justin,11,0.000203,0.001728
shoot,17,0.000314,0.002534
bedfordstuyvesant,4,0.000074,0.000703
golfing,5,0.000092,0.000858
fundraiser,4,0.000074,0.000703
ironstache,3,0.000055,0.000543
thought,39,0.000721,0.005215
seat,7,0.000129,0.001158
heated,4,0.000074,0.000703
haha,19,0.000351,0.002793
leaders,5,0.000092,0.000858
civil,3,0.000055,0.000543
society,3,0.000055,0.000543
africans,3,0.000055,0.000543
pointing,3,0.000055,0.000543
loss,11,0.000203,0.001728
blood,8,0.000148,0.001304
kids,31,0.000573,0.004276
places,10,0.000185,0.001589
enjoyed,3,0.000055,0.000543
local,14,0.000259,0.002137
recommendations,4,0.000074,0.000703
ma,11,0.000203,0.001728
surprise,6,0.000111,0.001010
completely,9,0.000166,0.001447
fork,3,0.000055,0.000543
umm,3,0.000055,0.000543
smh,23,0.000425,0.003300
nigga,28,0.000517,0.003915
jordans,4,0.000074,0.000703
clothes,8,0.000148,0.001304
weve,7,0.000129,0.001158
dated,3,0.000055,0.000543
loser,6,0.000111,0.001010
dreams,10,0.000185,0.001589
sales,18,0.000333,0.002664
associate,12,0.000222,0.001866
mall,4,0.000074,0.000703
watched,15,0.000277,0.002271
chris,16,0.000296,0.002403
pay,18,0.000333,0.002664
lego,4,0.000074,0.000703
suffer,4,0.000074,0.000703
lack,4,0.000074,0.000703
reference,6,0.000111,0.001010
generation,5,0.000092,0.000858
shows,13,0.000240,0.002002
formula,3,0.000055,0.000543
loving,10,0.000185,0.001589
woke,10,0.000185,0.001589
sick,18,0.000333,0.002664
excitement,3,0.000055,0.000543
base,4,0.000074,0.000703
necessarily,3,0.000055,0.000543
badly,3,0.000055,0.000543
sad,29,0.000536,0.004036
pathetic,11,0.000203,0.001728
vicepresidentpence,4,0.000074,0.000703
photos,14,0.000259,0.002137
ideas,10,0.000185,0.001589
xbox,3,0.000055,0.000543
dude,20,0.000370,0.002921
nephew,3,0.000055,0.000543
fever,3,0.000055,0.000543
knew,18,0.000333,0.002664
release,13,0.000240,0.002002
annual,11,0.000203,0.001728
eu,6,0.000111,0.001010
das,8,0.000148,0.001304
muito,4,0.000074,0.000703
boost,3,0.000055,0.000543
middle,11,0.000203,0.001728
innings,3,0.000055,0.000543
adorable,4,0.000074,0.000703
easier,7,0.000129,0.001158
bought,14,0.000259,0.002137
lab,6,0.000111,0.001010
near,9,0.000166,0.001447
tiene,4,0.000074,0.000703
corner,8,0.000148,0.001304
spend,14,0.000259,0.002137
energy,15,0.000277,0.002271
martinez,4,0.000074,0.000703
ice,8,0.000148,0.001304
hospital,8,0.000148,0.001304
kudos,3,0.000055,0.000543
mot,3,0.000055,0.000543
heart,35,0.000647,0.004750
indigenouspeoplesday,17,0.000314,0.002534
edition,21,0.000388,0.003048
registered,3,0.000055,0.000543
giving,28,0.000517,0.003915
stores,3,0.000055,0.000543
blast,5,0.000092,0.000858
passport,6,0.000111,0.001010
huh,7,0.000129,0.001158
absolutely,19,0.000351,0.002793
ridiculous,6,0.000111,0.001010
ben,3,0.000055,0.000543
exposed,7,0.000129,0.001158
brick,5,0.000092,0.000858
keeping,11,0.000203,0.001728
putting,14,0.000259,0.002137
micheal,3,0.000055,0.000543
nina,5,0.000092,0.000858
senator,8,0.000148,0.001304
signed,9,0.000166,0.001447
adviser,5,0.000092,0.000858
girlfriends,3,0.000055,0.000543
face,42,0.000776,0.005558
upvaudevisuals,30,0.000554,0.004157
circus,30,0.000554,0.004157
theater,37,0.000684,0.004983
sideshow,30,0.000554,0.004157
magic,34,0.000628,0.004632
keepitup,30,0.000554,0.004157
ajaromano,3,0.000055,0.000543
missed,16,0.000296,0.002403
memo,3,0.000055,0.000543
tour,13,0.000240,0.002002
milwaukee,3,0.000055,0.000543
ladies,12,0.000222,0.001866
stuff,13,0.000240,0.002002
thelastjedi,3,0.000055,0.000543
trailer,15,0.000277,0.002271
beginning,4,0.000074,0.000703
immediately,4,0.000074,0.000703
asleep,3,0.000055,0.000543
protesting,4,0.000074,0.000703
cheap,3,0.000055,0.000543
wasting,4,0.000074,0.000703
report,15,0.000277,0.002271
cancelled,3,0.000055,0.000543
deleted,3,0.000055,0.000543
spicy,3,0.000055,0.000543
remix,5,0.000092,0.000858
safety,6,0.000111,0.001010
iv,3,0.000055,0.000543
teachers,9,0.000166,0.001447
came,24,0.000444,0.003424
bakery,3,0.000055,0.000543
reminder,6,0.000111,0.001010
access,13,0.000240,0.002002
review,11,0.000203,0.001728
vtechs,4,0.000074,0.000703
monitors,4,0.000074,0.000703
applaud,3,0.000055,0.000543
gt,12,0.000222,0.001866
bob,16,0.000296,0.002403
marley,5,0.000092,0.000858
neighbors,4,0.000074,0.000703
gun,8,0.000148,0.001304
curtis,4,0.000074,0.000703
field,7,0.000129,0.001158
hockey,7,0.000129,0.001158
gododgers,3,0.000055,0.000543
especially,9,0.000166,0.001447
poor,12,0.000222,0.001866
calling,23,0.000425,0.003300
theyd,3,0.000055,0.000543
calls,12,0.000222,0.001866
body,17,0.000314,0.002534
mouth,9,0.000166,0.001447
error,3,0.000055,0.000543
moved,6,0.000111,0.001010
spread,7,0.000129,0.001158
stack,3,0.000055,0.000543
developer,7,0.000129,0.001158
rush,3,0.000055,0.000543
professor,8,0.000148,0.001304
oldest,3,0.000055,0.000543
child,12,0.000222,0.001866
adoption,3,0.000055,0.000543
tweeting,7,0.000129,0.001158
moment,23,0.000425,0.003300
saving,7,0.000129,0.001158
travel,15,0.000277,0.002271
harsh,3,0.000055,0.000543
shout,13,0.000240,0.002002
hook,9,0.000166,0.001447
ima,8,0.000148,0.001304
nail,3,0.000055,0.000543
harlan,3,0.000055,0.000543
forward,19,0.000351,0.002793
gon,4,0.000074,0.000703
case,24,0.000444,0.003424
ken,4,0.000074,0.000703
bone,3,0.000055,0.000543
releasing,4,0.000074,0.000703
animal,4,0.000074,0.000703
thankful,5,0.000092,0.000858
apple,21,0.000388,0.003048
