Number of pairs,21350.000000
Number of unique pairs,3045
Average pair frequency,7.011494
Pair entropy,7.467336

Pair,Frequency,Proportion,Entropy Term,Mutual Information
en job,3.000000,0.000141,0.001246,2.502234
en great,4.000000,0.000187,0.001608,3.307332
en del,3.000000,0.000141,0.001246,5.735998
en park,4.000000,0.000187,0.001608,4.718732
en queens,3.000000,0.000141,0.001246,5.943638
en este,3.000000,0.000141,0.001246,6.429146
en el,4.000000,0.000187,0.001608,4.946122
en las,3.000000,0.000141,0.001246,5.464065
realdonaldtrump respect,3.000000,0.000141,0.001246,4.987913
realdonaldtrump flotus,3.000000,0.000141,0.001246,5.725511
realdonaldtrump like,3.000000,0.000141,0.001246,1.990009
realdonaldtrump president,3.000000,0.000141,0.001246,4.172163
realdonaldtrump ass,3.000000,0.000141,0.001246,4.045869
realdonaldtrump white,3.000000,0.000141,0.001246,3.792673
realdonaldtrump vp,14.000000,0.000656,0.004806,5.459159
realdonaldtrump thought,3.000000,0.000141,0.001246,4.459845
realdonaldtrump mr,3.000000,0.000141,0.001246,5.078884
ill just,4.000000,0.000187,0.001608,2.800897
ill tell,3.000000,0.000141,0.001246,4.694722
ill play,3.000000,0.000141,0.001246,4.748789
ill best,3.000000,0.000141,0.001246,4.173425
run time,3.000000,0.000141,0.001246,3.822448
lol know,3.000000,0.000141,0.001246,2.569685
lol just,4.000000,0.000187,0.001608,2.048909
lol like,5.000000,0.000234,0.001958,2.363213
lol nyc,3.000000,0.000141,0.001246,2.832494
right lol,3.000000,0.000141,0.001246,3.015972
right going,3.000000,0.000141,0.001246,3.001787
right just,4.000000,0.000187,0.001608,2.020738
right like,6.000000,0.000281,0.002298,2.517364
right got,3.000000,0.000141,0.001246,2.649347
seven job,3.000000,0.000141,0.001246,4.523179
seven ny,4.000000,0.000187,0.001608,4.793767
seven latest,3.000000,0.000141,0.001246,5.246329
seven click,4.000000,0.000187,0.001608,5.897234
seven team,3.000000,0.000141,0.001246,5.624258
seven hiring,4.000000,0.000187,0.001608,5.882741
apartment doing,3.000000,0.000141,0.001246,6.165855
thinking just,3.000000,0.000141,0.001246,3.483994
doing day,3.000000,0.000141,0.001246,2.946979
doing shit,4.000000,0.000187,0.001608,3.961710
doing homework,3.000000,0.000141,0.001246,6.859002
tweet like,3.000000,0.000141,0.001246,2.805046
light bonedark,3.000000,0.000141,0.001246,8.737773
light atomic,3.000000,0.000141,0.001246,8.737773
going tonight,3.000000,0.000141,0.001246,3.505693
going need,4.000000,0.000187,0.001608,2.916949
going make,4.000000,0.000187,0.001608,3.282549
going today,4.000000,0.000187,0.001608,3.007009
going really,3.000000,0.000141,0.001246,2.909006
going like,7.000000,0.000328,0.002630,2.685501
going good,3.000000,0.000141,0.001246,2.629266
going worse,5.000000,0.000234,0.001958,5.437904
going game,4.000000,0.000187,0.001608,3.614892
sure want,3.000000,0.000141,0.001246,3.287125
sure know,5.000000,0.000234,0.001958,3.911279
sure u,3.000000,0.000141,0.001246,3.819342
shes lady,3.000000,0.000141,0.001246,5.709984
phone like,3.000000,0.000141,0.001246,3.297522
tomorrow just,3.000000,0.000141,0.001246,3.301672
day love,4.000000,0.000187,0.001608,1.898199
day going,3.000000,0.000141,0.001246,2.267818
day tomorrow,3.000000,0.000141,0.001246,3.822448
day job,4.000000,0.000187,0.001608,1.504974
day look,3.000000,0.000141,0.001246,2.569685
day make,3.000000,0.000141,0.001246,2.246912
day time,3.000000,0.000141,0.001246,1.702184
day know,3.000000,0.000141,0.001246,1.807545
day just,5.000000,0.000234,0.001958,1.509912
day today,4.000000,0.000187,0.001608,2.259054
day people,3.000000,0.000141,0.001246,1.726477
day like,8.000000,0.000375,0.002956,2.071077
day nyc,8.000000,0.000375,0.002956,3.051183
day party,4.000000,0.000187,0.001608,4.144032
day early,3.000000,0.000141,0.001246,3.965549
day got,4.000000,0.000187,0.001608,2.203060
day work,6.000000,0.000281,0.002298,2.395332
day remember,3.000000,0.000141,0.001246,3.510073
day getting,5.000000,0.000234,0.001958,3.623597
day thank,3.000000,0.000141,0.001246,2.427855
day monday,3.000000,0.000141,0.001246,2.892912
day foxandfriends,3.000000,0.000141,0.001246,3.612727
day kellyannepolls,3.000000,0.000141,0.001246,3.462445
day maybe,4.000000,0.000187,0.001608,3.873741
day ass,3.000000,0.000141,0.001246,3.146108
day parade,3.000000,0.000141,0.001246,5.614207
day favorite,3.000000,0.000141,0.001246,3.352444
day beenalong,3.000000,0.000141,0.001246,5.614207
oct tonight,25.000000,0.001171,0.007904,6.753142
oct chance,23.000000,0.001077,0.007361,7.351479
oct forecast,25.000000,0.001171,0.007904,7.960953
wrathsmuzik deathbeforedisshonorprodz,3.000000,0.000141,0.001246,9.526230
wrathsmuzik np,3.000000,0.000141,0.001246,9.238548
wrathsmuzik soundcloud,3.000000,0.000141,0.001246,8.322258
wrathsmuzik trueemcee,4.000000,0.000187,0.001608,9.526230
deathbeforedisshonorprodz np,3.000000,0.000141,0.001246,10.442521
deathbeforedisshonorprodz soundcloud,3.000000,0.000141,0.001246,9.526230
np soundcloud,3.000000,0.000141,0.001246,9.238548
rainy day,13.000000,0.000609,0.004508,5.357778
rainy nyc,3.000000,0.000141,0.001246,4.441932
rainy monday,6.000000,0.000281,0.002298,5.957637
rainy days,4.000000,0.000187,0.001608,6.032758
beautiful community,3.000000,0.000141,0.001246,6.571320
beautiful artistsartists,3.000000,0.000141,0.001246,7.957614
beautiful uppereastside,3.000000,0.000141,0.001246,7.669932
yall shit,3.000000,0.000141,0.001246,3.674028
yall know,3.000000,0.000141,0.001246,3.234661
yall just,3.000000,0.000141,0.001246,2.426203
yall really,4.000000,0.000187,0.001608,3.875849
yall true,3.000000,0.000141,0.001246,4.844099
mta st,3.000000,0.000141,0.001246,6.987257
mta subway,4.000000,0.000187,0.001608,8.204475
long life,3.000000,0.000141,0.001246,4.139444
long time,4.000000,0.000187,0.001608,3.650598
long ago,5.000000,0.000234,0.001958,5.929466
long weekend,3.000000,0.000141,0.001246,4.972354
long island,4.000000,0.000187,0.001608,6.176326
shit ive,3.000000,0.000141,0.001246,3.462058
shit make,3.000000,0.000141,0.001246,2.973960
shit know,5.000000,0.000234,0.001958,3.045419
shit just,6.000000,0.000281,0.002298,2.419283
shit today,4.000000,0.000187,0.001608,2.986103
shit like,5.000000,0.000234,0.001958,2.328122
shit fuck,3.000000,0.000141,0.001246,3.375983
shit come,3.000000,0.000141,0.001246,3.296734
shit youre,3.000000,0.000141,0.001246,2.724947
shit copy,3.000000,0.000141,0.001246,5.648109
shit received,3.000000,0.000141,0.001246,6.341256
start week,5.000000,0.000234,0.001958,4.741242
start ny,6.000000,0.000281,0.002298,3.554076
start route,6.000000,0.000281,0.002298,6.938466
legal issue,59.000000,0.002763,0.016280,7.271377
legal jerseycitylawyer,51.000000,0.002389,0.014421,7.511327
legal jdhuntr,4.000000,0.000187,0.001608,5.678746
legal jobs,4.000000,0.000187,0.001608,5.314103
legal counsel,5.000000,0.000234,0.001958,6.125033
legal thetrumpreport,4.000000,0.000187,0.001608,7.511327
legal donald,3.000000,0.000141,0.001246,6.044990
legal artusalawfirm,4.000000,0.000187,0.001608,7.511327
issue issues,4.000000,0.000187,0.001608,6.064408
issue jerseycitylawyer,51.000000,0.002389,0.014421,7.511327
issue cop,3.000000,0.000141,0.001246,6.044990
issue thetrumpreport,4.000000,0.000187,0.001608,7.511327
issue donald,3.000000,0.000141,0.001246,6.044990
issue magazine,3.000000,0.000141,0.001246,6.530498
issue artusalawfirm,4.000000,0.000187,0.001608,7.511327
issue dior,3.000000,0.000141,0.001246,6.664030
jerseycitylawyer issues,4.000000,0.000187,0.001608,6.450071
jerseycitylawyer cfpb,3.000000,0.000141,0.001246,7.896990
hope tonight,3.000000,0.000141,0.001246,4.350646
hope great,3.000000,0.000141,0.001246,3.327616
hope like,4.000000,0.000187,0.001608,2.970838
hope youre,3.000000,0.000141,0.001246,3.590807
hope maybe,3.000000,0.000141,0.001246,5.178968
hope jemele,3.000000,0.000141,0.001246,4.904531
hope sues,4.000000,0.000187,0.001608,7.717942
job legal,5.000000,0.000234,0.001958,3.114412
job family,3.000000,0.000141,0.001246,3.049874
job want,3.000000,0.000141,0.001246,1.391646
job time,6.000000,0.000281,0.002298,2.092761
job just,6.000000,0.000281,0.002298,1.389663
job people,3.000000,0.000141,0.001246,1.423906
job great,98.000000,0.004590,0.024713,4.918492
job ny,65.000000,0.003044,0.017641,3.973402
job click,42.000000,0.001967,0.012258,4.640151
job apply,40.000000,0.001874,0.011766,5.068691
job restaurant,3.000000,0.000141,0.001246,4.723850
job sr,6.000000,0.000281,0.002298,5.668312
job jerseycity,5.000000,0.000234,0.001958,5.352459
job nj,10.000000,0.000468,0.003591,3.529928
job jdhuntr,5.000000,0.000234,0.001958,4.213024
job inhouse,16.000000,0.000749,0.005393,5.599319
job jobs,10.000000,0.000468,0.003591,4.541528
job team,5.000000,0.000234,0.001958,2.526625
job opening,99.000000,0.004637,0.024918,5.380630
job night,4.000000,0.000187,0.001608,2.891269
job fit,80.000000,0.003747,0.020934,5.504009
job barista,7.000000,0.000328,0.002630,5.465787
job store,12.000000,0.000562,0.004206,4.546169
job albany,3.000000,0.000141,0.001246,4.087861
job work,5.000000,0.000234,0.001958,1.910439
job hiring,3.000000,0.000141,0.001246,1.986601
job rochester,5.000000,0.000234,0.001958,3.997913
job account,3.000000,0.000141,0.001246,3.976636
job manager,7.000000,0.000328,0.002630,4.436168
job looking,4.000000,0.000187,0.001608,2.574028
job senior,3.000000,0.000141,0.001246,4.523179
job specialist,3.000000,0.000141,0.001246,4.436168
job shift,11.000000,0.000515,0.003901,5.512307
job supervisor,6.000000,0.000281,0.002298,5.129315
job director,6.000000,0.000281,0.002298,4.569699
job assistant,4.000000,0.000187,0.001608,4.906172
job sales,5.000000,0.000234,0.001958,4.541528
job associate,4.000000,0.000187,0.001608,4.723850
job varioususcities,6.000000,0.000281,0.002298,4.975164
job engineer,3.000000,0.000141,0.001246,5.129315
job pharmacy,6.000000,0.000281,0.002298,5.416997
job nurse,3.000000,0.000141,0.001246,4.618490
job cdl,3.000000,0.000141,0.001246,5.822462
job drivers,3.000000,0.000141,0.001246,5.129315
tonight got,3.000000,0.000141,0.001246,3.153252
tonight lo,25.000000,0.001171,0.007904,6.753142
tonight chance,23.000000,0.001077,0.007361,6.714212
tonight showers,25.000000,0.001171,0.007904,7.362907
want seven,4.000000,0.000187,0.001608,5.287785
want start,4.000000,0.000187,0.001608,3.642629
want talk,3.000000,0.000141,0.001246,3.684427
want make,3.000000,0.000141,0.001246,2.421265
want time,4.000000,0.000187,0.001608,2.164220
want like,3.000000,0.000141,0.001246,1.264601
want ny,40.000000,0.001874,0.011766,3.964818
want things,4.000000,0.000187,0.001608,3.496026
want nj,7.000000,0.000328,0.002630,3.650177
want night,3.000000,0.000141,0.001246,3.080511
want view,32.000000,0.001499,0.009747,5.590735
want work,93.000000,0.004356,0.023680,5.310525
want hiring,24.000000,0.001124,0.007634,4.542966
want rochester,5.000000,0.000234,0.001958,4.474837
want u,3.000000,0.000141,0.001246,2.400786
want cool,3.000000,0.000141,0.001246,4.030703
want black,3.000000,0.000141,0.001246,2.943651
want starbucks,3.000000,0.000141,0.001246,5.606239
talk like,4.000000,0.000187,0.001608,3.368140
ive day,5.000000,0.000234,0.001958,3.245835
ive seen,10.000000,0.000468,0.003591,6.241567
ive life,3.000000,0.000141,0.001246,3.693859
ive way,3.000000,0.000141,0.001246,3.784831
ive heard,5.000000,0.000234,0.001958,5.858575
ive got,3.000000,0.000141,0.001246,3.130524
ive years,4.000000,0.000187,0.001608,4.477978
ive watched,3.000000,0.000141,0.001246,5.730741
ive copy,3.000000,0.000141,0.001246,6.136206
ive received,3.000000,0.000141,0.001246,6.829353
ive felt,3.000000,0.000141,0.001246,5.953885
need change,4.000000,0.000187,0.001608,4.111575
need right,5.000000,0.000234,0.001958,3.126106
need life,3.000000,0.000141,0.001246,2.840161
need know,5.000000,0.000234,0.001958,2.679819
need like,5.000000,0.000234,0.001958,1.962521
need good,3.000000,0.000141,0.001246,2.242759
need money,3.000000,0.000141,0.001246,3.524651
need man,4.000000,0.000187,0.001608,3.110602
need help,4.000000,0.000187,0.001608,4.066113
need stop,3.000000,0.000141,0.001246,3.142442
need face,3.000000,0.000141,0.001246,3.847424
need brand,58.000000,0.002717,0.016051,6.388041
need eyecatching,58.000000,0.002717,0.016051,6.486481
need identity,58.000000,0.002717,0.016051,6.486481
look beautiful,3.000000,0.000141,0.001246,4.402266
look like,12.000000,0.000562,0.004206,3.526364
look good,8.000000,0.000375,0.002956,3.911962
look forward,3.000000,0.000141,0.001246,5.329028
life love,3.000000,0.000141,0.001246,2.569368
life just,5.000000,0.000234,0.001958,2.468763
life like,4.000000,0.000187,0.001608,2.336780
life happy,3.000000,0.000141,0.001246,3.101091
life step,3.000000,0.000141,0.001246,5.238057
n y,3.000000,0.000141,0.001246,5.418641
n u,3.000000,0.000141,0.001246,4.464480
make love,3.000000,0.000141,0.001246,2.337566
make sure,4.000000,0.000187,0.001608,4.127502
make day,3.000000,0.000141,0.001246,2.246912
make want,4.000000,0.000187,0.001608,2.708947
make like,5.000000,0.000234,0.001958,2.328122
make work,3.000000,0.000141,0.001246,2.429233
make happy,4.000000,0.000187,0.001608,3.156972
make happen,3.000000,0.000141,0.001246,5.242644
make sense,5.000000,0.000234,0.001958,5.242644
make feel,4.000000,0.000187,0.001608,3.807559
make better,3.000000,0.000141,0.001246,3.462058
time realdonaldtrump,3.000000,0.000141,0.001246,2.601946
time change,3.000000,0.000141,0.001246,3.644767
time going,4.000000,0.000187,0.001608,2.737822
time day,4.000000,0.000187,0.001608,1.989866
time just,4.000000,0.000187,0.001608,1.469090
time today,3.000000,0.000141,0.001246,2.153693
time really,5.000000,0.000234,0.001958,2.854197
time people,3.000000,0.000141,0.001246,1.908799
time like,3.000000,0.000141,0.001246,1.272569
time did,3.000000,0.000141,0.001246,2.601946
time goes,3.000000,0.000141,0.001246,3.795049
time half,3.000000,0.000141,0.001246,4.147870
time years,4.000000,0.000187,0.001608,3.445154
time let,3.000000,0.000141,0.001246,3.231580
time black,3.000000,0.000141,0.001246,2.951620
know love,3.000000,0.000141,0.001246,1.898199
know right,4.000000,0.000187,0.001608,2.829196
know yall,3.000000,0.000141,0.001246,3.234661
know shit,5.000000,0.000234,0.001958,3.045419
know want,3.000000,0.000141,0.001246,1.981898
know make,3.000000,0.000141,0.001246,2.534594
know time,3.000000,0.000141,0.001246,1.989866
know just,3.000000,0.000141,0.001246,1.286769
know really,5.000000,0.000234,0.001958,2.959558
know people,4.000000,0.000187,0.001608,2.301841
know like,4.000000,0.000187,0.001608,1.665611
know good,3.000000,0.000141,0.001246,2.168993
know real,5.000000,0.000234,0.001958,3.627704
know got,3.000000,0.000141,0.001246,2.203060
know happy,4.000000,0.000187,0.001608,2.717605
know live,3.000000,0.000141,0.001246,3.485976
know youre,6.000000,0.000281,0.002298,2.978728
know u,3.000000,0.000141,0.001246,2.514115
know monday,3.000000,0.000141,0.001246,3.180594
know whats,3.000000,0.000141,0.001246,3.207262
know better,4.000000,0.000187,0.001608,3.310373
know talking,3.000000,0.000141,0.001246,3.619507
know dats,3.000000,0.000141,0.001246,4.515595
know rightcongratulations,3.000000,0.000141,0.001246,6.412715
know usher,3.000000,0.000141,0.001246,6.412715
just video,4.000000,0.000187,0.001608,2.879678
just lol,6.000000,0.000281,0.002298,2.454374
just right,4.000000,0.000187,0.001608,2.020738
just tweet,3.000000,0.000141,0.001246,2.713885
just going,7.000000,0.000328,0.002630,2.594340
just day,8.000000,0.000375,0.002956,1.979916
just listen,4.000000,0.000187,0.001608,3.494044
just yall,3.000000,0.000141,0.001246,2.426203
just want,7.000000,0.000328,0.002630,2.020738
just need,7.000000,0.000328,0.002630,2.207833
just look,5.000000,0.000234,0.001958,2.559735
just make,5.000000,0.000234,0.001958,2.236961
just time,5.000000,0.000234,0.001958,1.692234
just know,6.000000,0.000281,0.002298,1.979916
just care,3.000000,0.000141,0.001246,3.065283
just told,4.000000,0.000187,0.001608,3.276979
just today,5.000000,0.000234,0.001958,1.961422
just home,4.000000,0.000187,0.001608,2.385381
just think,7.000000,0.000328,0.002630,2.519729
just thanks,3.000000,0.000141,0.001246,1.866587
just finished,4.000000,0.000187,0.001608,4.793327
just like,19.000000,0.000890,0.006251,2.415298
just good,3.000000,0.000141,0.001246,1.360535
just wow,4.000000,0.000187,0.001608,2.930108
just wrong,3.000000,0.000141,0.001246,2.896207
just hit,5.000000,0.000234,0.001958,3.812498
just saw,3.000000,0.000141,0.001246,3.611827
just man,3.000000,0.000141,0.001246,1.940695
just nj,15.000000,0.000703,0.005101,3.717187
just called,3.000000,0.000141,0.001246,3.119350
just fine,3.000000,0.000141,0.001246,3.658347
just win,3.000000,0.000141,0.001246,2.831668
just did,5.000000,0.000234,0.001958,2.409674
just trying,3.000000,0.000141,0.001246,2.591995
just saying,3.000000,0.000141,0.001246,3.206362
just columbus,3.000000,0.000141,0.001246,2.170270
just got,9.000000,0.000422,0.003276,2.493214
just hiring,3.000000,0.000141,0.001246,1.768395
just say,9.000000,0.000422,0.003276,3.324145
just wants,3.000000,0.000141,0.001246,3.237133
just come,4.000000,0.000187,0.001608,2.336591
just theres,3.000000,0.000141,0.001246,2.965200
just said,5.000000,0.000234,0.001958,2.759348
just feel,4.000000,0.000187,0.001608,2.559735
just best,3.000000,0.000141,0.001246,2.138521
just read,3.000000,0.000141,0.001246,2.203060
just getting,3.000000,0.000141,0.001246,2.591995
just gonna,3.000000,0.000141,0.001246,2.359064
just worse,5.000000,0.000234,0.001958,4.169173
just president,3.000000,0.000141,0.001246,2.751626
just wanna,10.000000,0.000468,0.003591,3.795968
just w,3.000000,0.000141,0.001246,2.426203
just hard,3.000000,0.000141,0.001246,2.677518
just makes,4.000000,0.000187,0.001608,3.183889
just game,5.000000,0.000234,0.001958,2.569304
just days,4.000000,0.000187,0.001608,3.140404
just photo,32.000000,0.001499,0.009747,4.992456
just okay,3.000000,0.000141,0.001246,3.707137
just different,3.000000,0.000141,0.001246,3.237133
just cut,3.000000,0.000141,0.001246,3.869656
just let,4.000000,0.000187,0.001608,2.816164
just big,3.000000,0.000141,0.001246,2.308420
just sale,15.000000,0.000703,0.005101,4.551107
just couple,3.000000,0.000141,0.001246,3.994819
just heart,3.000000,0.000141,0.001246,3.147521
just case,3.000000,0.000141,0.001246,3.524816
just tried,3.000000,0.000141,0.001246,3.869656
just posted,34.000000,0.001593,0.010260,5.417046
just shut,3.000000,0.000141,0.001246,4.304974
just instead,4.000000,0.000187,0.001608,3.589354
just jemelehill,4.000000,0.000187,0.001608,2.608525
just jemele,3.000000,0.000141,0.001246,2.790846
just leave,3.000000,0.000141,0.001246,3.812498
just ate,4.000000,0.000187,0.001608,4.911110
just listed,15.000000,0.000703,0.005101,5.539719
just ways,3.000000,0.000141,0.001246,4.217963
just relax,3.000000,0.000141,0.001246,5.604257
just koreatown,4.000000,0.000187,0.001608,5.198792
just remembered,3.000000,0.000141,0.001246,5.093431
care u,3.000000,0.000141,0.001246,4.292629
told today,3.000000,0.000141,0.001246,3.961582
told say,4.000000,0.000187,0.001608,5.024201
told didnt,4.000000,0.000187,0.001608,5.094819
earlier today,3.000000,0.000141,0.001246,6.288860
wont just,3.000000,0.000141,0.001246,3.407032
today love,4.000000,0.000187,0.001608,2.349708
today day,10.000000,0.000468,0.003591,3.175345
today want,5.000000,0.000234,0.001958,2.656551
today just,4.000000,0.000187,0.001608,1.738278
today like,3.000000,0.000141,0.001246,1.541756
today good,3.000000,0.000141,0.001246,2.332820
today join,3.000000,0.000141,0.001246,3.280705
today columbus,3.000000,0.000141,0.001246,3.142555
today work,3.000000,0.000141,0.001246,2.153693
today happy,4.000000,0.000187,0.001608,2.881432
today boy,3.000000,0.000141,0.001246,3.961582
home run,4.000000,0.000187,0.001608,5.026421
home day,3.000000,0.000141,0.001246,2.618475
home great,4.000000,0.000187,0.001608,3.121002
home like,3.000000,0.000141,0.001246,2.188860
home nyc,3.000000,0.000141,0.001246,3.168966
home work,4.000000,0.000187,0.001608,3.088479
home game,4.000000,0.000187,0.001608,3.965549
amazing job,3.000000,0.000141,0.001246,2.810201
amazing people,5.000000,0.000234,0.001958,3.830211
amazing film,3.000000,0.000141,0.001246,5.558457
school safety,3.000000,0.000141,0.001246,7.639161
really right,4.000000,0.000187,0.001608,3.182702
really doing,3.000000,0.000141,0.001246,3.588167
really want,11.000000,0.000515,0.003901,3.634687
really need,4.000000,0.000187,0.001608,2.810181
really great,4.000000,0.000187,0.001608,2.663577
really like,6.000000,0.000281,0.002298,2.424582
really good,5.000000,0.000234,0.001958,3.033324
really wish,6.000000,0.000281,0.002298,4.947062
really got,5.000000,0.000234,0.001958,3.067391
really needs,3.000000,0.000141,0.001246,4.309485
really fucking,3.000000,0.000141,0.001246,3.398925
really seeing,3.000000,0.000141,0.001246,4.281314
really happy,4.000000,0.000187,0.001608,3.071110
really ya,3.000000,0.000141,0.001246,3.690445
really stop,4.000000,0.000187,0.001608,3.709864
really bad,3.000000,0.000141,0.001246,3.660140
really espn,3.000000,0.000141,0.001246,2.860886
brown gum,3.000000,0.000141,0.001246,8.678933
williamsburg brooklyn,5.000000,0.000234,0.001958,6.704852
brooklyn ny,16.000000,0.000749,0.005393,3.923996
brooklyn incident,13.000000,0.000609,0.004508,4.709367
brooklyn bridge,6.000000,0.000281,0.002298,5.708518
brooklyn streetphotographer,4.000000,0.000187,0.001608,7.174855
brooklyn downtown,13.000000,0.000609,0.004508,6.695282
think going,6.000000,0.000281,0.002298,3.634310
think make,4.000000,0.000187,0.001608,3.207938
think time,8.000000,0.000375,0.002956,3.356358
think know,3.000000,0.000141,0.001246,2.480889
think really,3.000000,0.000141,0.001246,2.834395
think people,6.000000,0.000281,0.002298,3.092969
think like,4.000000,0.000187,0.001608,2.051274
think good,3.000000,0.000141,0.001246,2.554656
trump just,6.000000,0.000281,0.002298,2.468763
trump today,4.000000,0.000187,0.001608,3.035583
trump follow,8.000000,0.000375,0.002956,4.515095
trump u,3.000000,0.000141,0.001246,3.002962
trump train,10.000000,0.000468,0.003591,5.802950
trump president,3.000000,0.000141,0.001246,4.048930
trump war,3.000000,0.000141,0.001246,5.227585
trump republicans,5.000000,0.000234,0.001958,6.026093
trump known,3.000000,0.000141,0.001246,5.292124
trump calling,3.000000,0.000141,0.001246,4.864680
trump ivana,3.000000,0.000141,0.001246,5.055735
trump supporters,4.000000,0.000187,0.001608,6.496097
people thinking,3.000000,0.000141,0.001246,4.211384
people day,4.000000,0.000187,0.001608,2.014159
people want,4.000000,0.000187,0.001608,2.188513
people need,5.000000,0.000234,0.001958,2.598751
people life,3.000000,0.000141,0.001246,2.685327
people make,3.000000,0.000141,0.001246,2.453526
people know,6.000000,0.000281,0.002298,2.707306
people just,7.000000,0.000328,0.002630,2.052999
people really,3.000000,0.000141,0.001246,2.367665
people think,3.000000,0.000141,0.001246,2.399822
people like,12.000000,0.000562,0.004206,2.683156
people act,3.000000,0.000141,0.001246,4.539888
people racist,3.000000,0.000141,0.001246,3.623597
people did,3.000000,0.000141,0.001246,2.626239
people got,5.000000,0.000234,0.001958,2.632817
people fucking,3.000000,0.000141,0.001246,2.964351
people lost,3.000000,0.000141,0.001246,3.792673
people didnt,3.000000,0.000141,0.001246,3.023540
people feel,5.000000,0.000234,0.001958,3.510268
people getting,3.000000,0.000141,0.001246,3.319386
people wanna,4.000000,0.000187,0.001608,3.607068
people taking,3.000000,0.000141,0.001246,3.846741
people understand,3.000000,0.000141,0.001246,4.029062
people media,3.000000,0.000141,0.001246,3.933752
people dumb,3.000000,0.000141,0.001246,4.434527
thanks love,5.000000,0.000234,0.001958,2.988843
thanks s,4.000000,0.000187,0.001608,4.741242
thanks continuing,7.000000,0.000328,0.002630,6.635859
thanks support,4.000000,0.000187,0.001608,4.389844
thanks great,4.000000,0.000187,0.001608,2.889890
thanks follow,34.000000,0.001593,0.010260,6.052986
thanks sharing,4.000000,0.000187,0.001608,6.076243
s continuing,4.000000,0.000187,0.001608,7.274939
s support,4.000000,0.000187,0.001608,5.588540
s great,3.000000,0.000141,0.001246,3.800904
continuing support,8.000000,0.000375,0.002956,7.616688
continuing great,7.000000,0.000328,0.002630,5.983203
continuing week,6.000000,0.000281,0.002298,6.664030
support great,8.000000,0.000375,0.002956,4.430335
support week,8.000000,0.000375,0.002956,5.265313
support visit,3.000000,0.000141,0.001246,5.994005
great love,3.000000,0.000141,0.001246,1.825362
great tomorrow,3.000000,0.000141,0.001246,4.037293
great day,19.000000,0.000890,0.006251,3.580534
great job,8.000000,0.000375,0.002956,2.412966
great need,3.000000,0.000141,0.001246,2.096156
great today,3.000000,0.000141,0.001246,2.186217
great week,11.000000,0.000515,0.003901,4.083813
great lots,4.000000,0.000187,0.001608,5.241265
great way,4.000000,0.000187,0.001608,3.072212
great things,4.000000,0.000187,0.001608,3.536517
great inhouse,3.000000,0.000141,0.001246,4.442758
great jobs,5.000000,0.000234,0.001958,4.365797
great team,5.000000,0.000234,0.001958,3.044041
great fit,97.000000,0.004543,0.024507,6.214108
great store,6.000000,0.000281,0.002298,4.370437
great work,3.000000,0.000141,0.001246,1.917029
great hiring,3.000000,0.000141,0.001246,2.504016
great come,3.000000,0.000141,0.001246,2.784530
great account,3.000000,0.000141,0.001246,4.494051
great visit,4.000000,0.000187,0.001608,4.781733
great weekend,6.000000,0.000281,0.002298,4.219614
great goodies,3.000000,0.000141,0.001246,6.052196
