Number of pairs,21350.000000
Number of unique pairs,3045
Average pair frequency,7.011494
Pair entropy,7.467336

Pair,Frequency,Proportion,Entropy Term,Mutual Information
great piece,3.000000,0.000141,0.001246,3.883142
great manager,3.000000,0.000141,0.001246,4.106286
great awesome,8.000000,0.000375,0.002956,4.569172
great shift,4.000000,0.000187,0.001608,5.018122
great supervisor,4.000000,0.000187,0.001608,5.241265
great making,3.000000,0.000141,0.001246,3.279607
great associate,3.000000,0.000141,0.001246,4.953583
great photos,4.000000,0.000187,0.001608,5.087115
great ideas,4.000000,0.000187,0.001608,5.423587
great developer,3.000000,0.000141,0.001246,5.492580
great pharmacy,3.000000,0.000141,0.001246,5.241265
great technician,3.000000,0.000141,0.001246,5.359049
week realdonaldtrump,3.000000,0.000141,0.001246,3.469446
week lots,4.000000,0.000187,0.001608,6.076243
week like,5.000000,0.000234,0.001958,2.650895
week visit,4.000000,0.000187,0.001608,5.616711
week goodies,4.000000,0.000187,0.001608,7.174855
like lot,3.000000,0.000141,0.001246,2.943882
like love,5.000000,0.000234,0.001958,1.691727
like video,3.000000,0.000141,0.001246,2.683156
like change,3.000000,0.000141,0.001246,3.032830
like going,3.000000,0.000141,0.001246,1.838203
like day,7.000000,0.000328,0.002630,1.937545
like long,3.000000,0.000141,0.001246,2.750978
like shit,16.000000,0.000749,0.005393,3.491272
like job,3.000000,0.000141,0.001246,0.787677
like want,3.000000,0.000141,0.001246,1.264601
like ive,3.000000,0.000141,0.001246,2.305393
like need,5.000000,0.000234,0.001958,1.962521
like life,4.000000,0.000187,0.001608,2.336780
like make,4.000000,0.000187,0.001608,2.104978
like time,4.000000,0.000187,0.001608,1.560251
like know,5.000000,0.000234,0.001958,1.888755
like just,14.000000,0.000656,0.004806,2.109916
like home,5.000000,0.000234,0.001958,2.699685
like really,5.000000,0.000234,0.001958,2.242260
like people,5.000000,0.000234,0.001958,1.807687
like week,3.000000,0.000141,0.001246,2.140069
like good,3.000000,0.000141,0.001246,1.451695
like fall,3.000000,0.000141,0.001246,3.210511
like hey,3.000000,0.000141,0.001246,2.823738
like higher,3.000000,0.000141,0.001246,4.596805
like world,3.000000,0.000141,0.001246,2.450224
like man,3.000000,0.000141,0.001246,2.031856
like real,3.000000,0.000141,0.001246,2.399581
like lmao,3.000000,0.000141,0.001246,2.823738
like help,4.000000,0.000187,0.001608,3.275049
like did,6.000000,0.000281,0.002298,2.683156
like playing,3.000000,0.000141,0.001246,2.965388
like columbus,3.000000,0.000141,0.001246,2.261430
like got,4.000000,0.000187,0.001608,1.773444
like hes,4.000000,0.000187,0.001608,2.593075
like wants,3.000000,0.000141,0.001246,3.328294
like vs,3.000000,0.000141,0.001246,3.238682
like year,3.000000,0.000141,0.001246,2.683156
like oh,3.000000,0.000141,0.001246,2.424582
like youre,5.000000,0.000234,0.001958,2.079109
like u,4.000000,0.000187,0.001608,2.084500
like birthday,3.000000,0.000141,0.001246,2.943882
like old,4.000000,0.000187,0.001608,3.231564
like movie,4.000000,0.000187,0.001608,3.990669
like whats,3.000000,0.000141,0.001246,2.489965
like crazy,3.000000,0.000141,0.001246,3.297522
like makes,3.000000,0.000141,0.001246,2.987367
like years,4.000000,0.000187,0.001608,2.833217
like mad,3.000000,0.000141,0.001246,3.461825
like hate,3.000000,0.000141,0.001246,3.080458
like cut,4.000000,0.000187,0.001608,4.248498
like baby,3.000000,0.000141,0.001246,3.210511
like black,6.000000,0.000281,0.002298,3.032830
like justin,3.000000,0.000141,0.001246,4.396134
like t,3.000000,0.000141,0.001246,3.575154
like fresh,3.000000,0.000141,0.001246,4.309123
like write,3.000000,0.000141,0.001246,4.491445
like preventing,4.000000,0.000187,0.001608,5.695417
like asthma,4.000000,0.000187,0.001608,5.289952
like attacks,4.000000,0.000187,0.001608,4.884487
like quarters,5.000000,0.000234,0.001958,5.918561
good day,7.000000,0.000328,0.002630,2.728609
good job,3.000000,0.000141,0.001246,1.578740
good make,3.000000,0.000141,0.001246,2.608360
good time,5.000000,0.000234,0.001958,2.574458
good know,3.000000,0.000141,0.001246,2.168993
good great,4.000000,0.000187,0.001608,2.383838
good week,3.000000,0.000141,0.001246,2.931133
good like,4.000000,0.000187,0.001608,1.739378
good way,3.000000,0.000141,0.001246,2.931133
good things,3.000000,0.000141,0.001246,3.395439
good team,4.000000,0.000187,0.001608,2.967501
good nyc,3.000000,0.000141,0.001246,2.431802
good guy,3.000000,0.000141,0.001246,3.596109
good books,4.000000,0.000187,0.001608,4.737281
good friend,3.000000,0.000141,0.001246,4.001575
good actually,3.000000,0.000141,0.001246,3.577760
good thing,5.000000,0.000234,0.001958,3.677079
good music,6.000000,0.000281,0.002298,4.151106
good bad,3.000000,0.000141,0.001246,3.380401
good luck,3.000000,0.000141,0.001246,5.505652
nycc cosplay,4.000000,0.000187,0.001608,6.341946
nycc comiccon,10.000000,0.000468,0.003591,7.663702
nycc javits,15.000000,0.000703,0.005101,7.663702
nycc center,12.000000,0.000562,0.004206,6.723881
nycc newyorkcomiccon,4.000000,0.000187,0.001608,8.000174
cosplay nycc,9.000000,0.000422,0.003276,7.152876
cosplay comiccon,4.000000,0.000187,0.001608,7.531530
cosplay javits,7.000000,0.000328,0.002630,7.685681
cosplay center,4.000000,0.000187,0.001608,6.409387
photography got,16.000000,0.000749,0.005393,5.682219
photography brittany,16.000000,0.000749,0.005393,7.945964
photography lynn,16.000000,0.000749,0.005393,7.994754
wow day,3.000000,0.000141,0.001246,3.163202
wow just,4.000000,0.000187,0.001608,2.930108
nice way,3.000000,0.000141,0.001246,4.146333
nice play,3.000000,0.000141,0.001246,4.811309
cleared construction,49.000000,0.002295,0.013947,6.584803
cleared directions,35.000000,0.001639,0.010514,6.544597
cleared ny,4.000000,0.000187,0.001608,2.412539
cleared st,3.000000,0.000141,0.001246,4.510718
cleared avenue,9.000000,0.000422,0.003276,5.375716
cleared east,4.000000,0.000187,0.001608,4.392935
cleared street,9.000000,0.000422,0.003276,4.792569
cleared incident,57.000000,0.002670,0.015821,6.062305
cleared eb,16.000000,0.000749,0.005393,5.951080
cleared exit,17.000000,0.000796,0.005682,5.405569
cleared nb,15.000000,0.000703,0.005101,6.120156
cleared special,3.000000,0.000141,0.001246,4.564785
cleared event,3.000000,0.000141,0.001246,5.103782
cleared wb,12.000000,0.000562,0.004206,6.238762
cleared grand,4.000000,0.000187,0.001608,5.545615
cleared georgewashingtonbridge,4.000000,0.000187,0.001608,6.356545
cleared west,4.000000,0.000187,0.001608,5.140149
cleared sb,9.000000,0.000422,0.003276,6.251184
cleared town,3.000000,0.000141,0.001246,5.951080
cleared franklindrooseveltdrive,4.000000,0.000187,0.001608,6.490076
cleared south,3.000000,0.000141,0.001246,5.257933
construction directions,42.000000,0.001967,0.012258,7.149333
construction ny,4.000000,0.000187,0.001608,2.834953
construction road,14.000000,0.000656,0.004806,6.422285
construction eb,11.000000,0.000515,0.003901,5.998801
construction exit,17.000000,0.000796,0.005682,5.827983
construction mountain,5.000000,0.000234,0.001958,7.135634
construction robertmosescauseway,4.000000,0.000187,0.001608,7.472107
construction nb,7.000000,0.000328,0.002630,5.780431
construction island,4.000000,0.000187,0.001608,5.862669
construction wb,9.000000,0.000422,0.003276,6.373494
construction cr,14.000000,0.000656,0.004806,6.853067
construction west,9.000000,0.000422,0.003276,6.373494
construction casino,3.000000,0.000141,0.001246,6.961281
construction sb,4.000000,0.000187,0.001608,5.862669
construction town,3.000000,0.000141,0.001246,6.373494
construction south,3.000000,0.000141,0.001246,5.680347
construction transit,4.000000,0.000187,0.001608,6.912491
directions cleared,7.000000,0.000328,0.002630,4.935159
directions ny,9.000000,0.000422,0.003276,3.942149
directions road,14.000000,0.000656,0.004806,6.718550
directions incident,4.000000,0.000187,0.001608,4.124229
directions exit,9.000000,0.000422,0.003276,5.488260
directions mountain,5.000000,0.000234,0.001958,7.431900
directions rd,6.000000,0.000281,0.002298,6.126145
directions bridge,5.000000,0.000234,0.001958,6.119714
directions station,13.000000,0.000609,0.004508,6.158935
directions cr,9.000000,0.000422,0.003276,6.707501
directions gowanus,4.000000,0.000187,0.001608,7.545229
directions hill,4.000000,0.000187,0.001608,5.094224
directions transit,4.000000,0.000187,0.001608,7.208757
directions marble,4.000000,0.000187,0.001608,7.545229
directions streetinwood,3.000000,0.000141,0.001246,7.768372
way right,3.000000,0.000141,0.001246,3.303654
way long,3.000000,0.000141,0.001246,4.230416
way brooklyn,6.000000,0.000281,0.002298,4.312654
way like,3.000000,0.000141,0.001246,2.140069
way did,3.000000,0.000141,0.001246,3.469446
way feel,3.000000,0.000141,0.001246,3.842651
way better,3.000000,0.000141,0.001246,3.784831
way kids,4.000000,0.000187,0.001608,5.127162
way franklinave,6.000000,0.000281,0.002298,6.664030
way afrolatinos,5.000000,0.000234,0.001958,7.174855
single person,5.000000,0.000234,0.001958,6.399470
single dvd,3.000000,0.000141,0.001246,7.580320
single cases,3.000000,0.000141,0.001246,7.734471
ready trump,8.000000,0.000375,0.002956,5.029760
ready train,7.000000,0.000328,0.002630,6.422285
ready tonights,3.000000,0.000141,0.001246,7.030274
ready debut,3.000000,0.000141,0.001246,7.184425
ready trumplemaga,7.000000,0.000328,0.002630,7.877572
ready trumple,3.000000,0.000141,0.001246,7.877572
social media,16.000000,0.000749,0.005393,7.639161
recommend job,78.000000,0.003653,0.020503,5.797145
recommend ny,24.000000,0.001124,0.007634,4.601395
recommend sr,3.000000,0.000141,0.001246,6.599491
recommend jerseycity,3.000000,0.000141,0.001246,6.465960
recommend nj,5.000000,0.000234,0.001958,4.461107
recommend jobs,3.000000,0.000141,0.001246,4.961882
recommend store,3.000000,0.000141,0.001246,4.784201
recommend sales,4.000000,0.000187,0.001608,5.942711
ny love,3.000000,0.000141,0.001246,1.290852
ny realdonaldtrump,6.000000,0.000281,0.002298,2.793106
ny day,3.000000,0.000141,0.001246,1.200198
ny oct,15.000000,0.000703,0.005101,4.684777
ny job,75.000000,0.003513,0.019852,4.116503
ny want,4.000000,0.000187,0.001608,1.662233
ny time,4.000000,0.000187,0.001608,1.670201
ny just,5.000000,0.000234,0.001958,1.190247
ny thanks,4.000000,0.000187,0.001608,2.355380
ny great,45.000000,0.002108,0.012988,4.123093
ny good,3.000000,0.000141,0.001246,1.561646
ny cleared,7.000000,0.000328,0.002630,2.972155
ny construction,6.000000,0.000281,0.002298,3.240419
ny directions,3.000000,0.000141,0.001246,2.843537
ny latest,41.000000,0.001920,0.012012,4.235736
ny click,67.000000,0.003138,0.018089,5.090080
ny apply,31.000000,0.001452,0.009488,4.796704
ny opening,38.000000,0.001780,0.011269,4.406001
ny fit,44.000000,0.002061,0.012746,4.889077
ny view,40.000000,0.001874,0.011766,5.319860
ny did,3.000000,0.000141,0.001246,2.099959
ny work,3.000000,0.000141,0.001246,1.382519
ny details,36.000000,0.001686,0.010767,5.497067
ny st,3.000000,0.000141,0.001246,3.266394
ny check,38.000000,0.001780,0.011269,4.857987
ny road,8.000000,0.000375,0.002956,4.195930
ny interested,3.000000,0.000141,0.001246,2.878628
ny oh,4.000000,0.000187,0.001608,2.822214
ny youre,4.000000,0.000187,0.001608,1.965916
ny exit,6.000000,0.000281,0.002298,3.119791
ny prospect,3.000000,0.000141,0.001246,4.958070
ny stop,3.000000,0.000141,0.001246,2.461329
ny redsox,3.000000,0.000141,0.001246,3.190408
ny hook,4.000000,0.000187,0.001608,4.994438
ny expressway,4.000000,0.000187,0.001608,4.706756
ny aldubftnqt,4.000000,0.000187,0.001608,2.500314
ny forecast,15.000000,0.000703,0.005101,5.255322
ny mon,17.000000,0.000796,0.005682,5.306377
ny roa,4.000000,0.000187,0.001608,5.805368
does know,3.000000,0.000141,0.001246,3.291820
hey realdonaldtrump,3.000000,0.000141,0.001246,4.153115
hey know,3.000000,0.000141,0.001246,3.541035
hey miss,3.000000,0.000141,0.001246,5.085935
wrong way,3.000000,0.000141,0.001246,4.466805
wrong youre,3.000000,0.000141,0.001246,3.895019
money goes,3.000000,0.000141,0.001246,5.256067
act like,4.000000,0.000187,0.001608,4.191340
higher standard,3.000000,0.000141,0.001246,8.650762
authority terminal,4.000000,0.000187,0.001608,8.191229
authority bus,4.000000,0.000187,0.001608,8.570719
things time,3.000000,0.000141,0.001246,3.216312
things just,3.000000,0.000141,0.001246,2.513215
things like,3.000000,0.000141,0.001246,2.604375
art ny,4.000000,0.000187,0.001608,3.502783
fake news,5.000000,0.000234,0.001958,6.719240
fuck yall,3.000000,0.000141,0.001246,4.076051
fuck christopher,5.000000,0.000234,0.001958,5.772500
fuck columbus,8.000000,0.000375,0.002956,4.800947
fuck espn,4.000000,0.000187,0.001608,3.636453
r e,4.000000,0.000187,0.001608,6.202995
r p,3.000000,0.000141,0.001246,6.097634
racist ad,3.000000,0.000141,0.001246,6.125033
use football,3.000000,0.000141,0.001246,5.955759
use instead,4.000000,0.000187,0.001608,6.100340
world today,4.000000,0.000187,0.001608,3.619031
world think,4.000000,0.000187,0.001608,3.840867
world like,3.000000,0.000141,0.001246,2.450224
world nyc,3.000000,0.000141,0.001246,3.430331
world gonna,3.000000,0.000141,0.001246,4.239817
world center,5.000000,0.000234,0.001958,5.333248
world cup,10.000000,0.000468,0.003591,7.079545
world trade,5.000000,0.000234,0.001958,5.916394
world living,3.000000,0.000141,0.001246,5.325526
man want,4.000000,0.000187,0.001608,2.923507
man like,4.000000,0.000187,0.001608,2.319538
man stupid,3.000000,0.000141,0.001246,4.668746
man everyday,7.000000,0.000328,0.002630,5.968029
man crush,8.000000,0.000375,0.002956,6.661176
rain today,3.000000,0.000141,0.001246,4.091635
rain gt,4.000000,0.000187,0.001608,7.146684
huge fan,6.000000,0.000281,0.002298,6.929733
tompepinsky thosjleeper,3.000000,0.000141,0.001246,9.708552
tompepinsky profmirya,5.000000,0.000234,0.001958,10.219378
tompepinsky benlauderdale,4.000000,0.000187,0.001608,9.996234
thosjleeper profmirya,5.000000,0.000234,0.001958,10.219378
thosjleeper benlauderdale,4.000000,0.000187,0.001608,9.996234
profmirya benlauderdale,4.000000,0.000187,0.001608,9.996234
yes isles,3.000000,0.000141,0.001246,5.683200
yes thank,3.000000,0.000141,0.001246,4.106286
ms love,5.000000,0.000234,0.001958,4.880686
ms jones,5.000000,0.000234,0.001958,7.402772
latest job,140.000000,0.006557,0.032965,5.480901
latest time,3.000000,0.000141,0.001246,2.122763
latest ny,32.000000,0.001499,0.009747,3.987900
latest click,34.000000,0.001593,0.010260,5.151991
latest nj,4.000000,0.000187,0.001608,3.336786
latest inhouse,6.000000,0.000281,0.002298,5.341639
latest opening,148.000000,0.006932,0.034464,6.505871
latest hiring,3.000000,0.000141,0.001246,2.709750
latest shift,3.000000,0.000141,0.001246,4.936174
latest podcast,3.000000,0.000141,0.001246,4.936174
latest varioususcities,4.000000,0.000187,0.001608,5.292849
click lol,3.000000,0.000141,0.001246,3.065804
click apply,82.000000,0.003841,0.021363,6.872903
click inhouse,6.000000,0.000281,0.002298,5.704862
click jobs,6.000000,0.000281,0.002298,5.117075
click night,3.000000,0.000141,0.001246,3.689959
click barista,7.000000,0.000328,0.002630,6.552160
click store,10.000000,0.000468,0.003591,5.450220
click details,43.000000,0.002014,0.012502,6.778214
click account,3.000000,0.000141,0.001246,5.063008
click baker,4.000000,0.000187,0.001608,6.349219
click link,4.000000,0.000187,0.001608,5.037032
click sales,3.000000,0.000141,0.001246,5.117075
click pharmacy,3.000000,0.000141,0.001246,5.810222
click technician,3.000000,0.000141,0.001246,5.928005
click seasonal,3.000000,0.000141,0.001246,6.398009
apply care,3.000000,0.000141,0.001246,4.847190
apply sr,3.000000,0.000141,0.001246,6.538866
apply jdhuntr,8.000000,0.000375,0.002956,6.246730
apply inhouse,6.000000,0.000281,0.002298,6.182191
apply jobs,6.000000,0.000281,0.002298,5.594405
apply night,3.000000,0.000141,0.001246,4.167288
apply barista,7.000000,0.000328,0.002630,7.029489
apply store,10.000000,0.000468,0.003591,5.927549
apply manager,9.000000,0.000422,0.003276,6.251184
apply specialist,3.000000,0.000141,0.001246,5.999870
apply baker,4.000000,0.000187,0.001608,6.826548
apply sales,4.000000,0.000187,0.001608,5.882087
apply associate,3.000000,0.000141,0.001246,5.999870
apply luxury,3.000000,0.000141,0.001246,6.875339
apply pharmacy,3.000000,0.000141,0.001246,6.287552
apply technician,3.000000,0.000141,0.001246,6.405335
apply seasonal,3.000000,0.000141,0.001246,6.875339
corporate counsel,4.000000,0.000187,0.001608,7.511327
truth trump,3.000000,0.000141,0.001246,4.822120
moon rd,3.000000,0.000141,0.001246,7.095545
christopher columbus,16.000000,0.000749,0.005393,6.977762
christopher acknowledge,5.000000,0.000234,0.001958,8.149986
christopher wallace,5.000000,0.000234,0.001958,8.555451
real talk,4.000000,0.000187,0.001608,5.107089
real life,3.000000,0.000141,0.001246,3.788046
real time,3.000000,0.000141,0.001246,3.011518
real friends,3.000000,0.000141,0.001246,4.525645
real lady,4.000000,0.000187,0.001608,5.453365
real ones,5.000000,0.000234,0.001958,5.824928
real housewives,4.000000,0.000187,0.001608,7.434366
restaurant associate,3.000000,0.000141,0.001246,8.245297
aint shit,8.000000,0.000375,0.002956,5.267962
aint like,3.000000,0.000141,0.001246,3.130468
aint got,5.000000,0.000234,0.001958,4.466424
e r,3.000000,0.000141,0.001246,5.915312
e st,3.000000,0.000141,0.001246,5.888644
che la,3.000000,0.000141,0.001246,6.804935
che guevara,3.000000,0.000141,0.001246,10.037056
tell job,3.000000,0.000141,0.001246,2.878023
tell like,4.000000,0.000187,0.001608,3.038661
tell ya,3.000000,0.000141,0.001246,4.709989
tell epa,4.000000,0.000187,0.001608,7.380299
tell cleanpowerplan,4.000000,0.000187,0.001608,7.380299
jerseycity job,3.000000,0.000141,0.001246,4.841633
jerseycity nj,8.000000,0.000375,0.002956,7.233696
nj oct,10.000000,0.000468,0.003591,5.707639
nj job,11.000000,0.000515,0.003901,3.625238
nj just,8.000000,0.000375,0.002956,3.088579
nj great,5.000000,0.000234,0.001958,3.354196
nj latest,7.000000,0.000328,0.002630,3.896402
nj click,10.000000,0.000468,0.003591,4.616300
nj apply,4.000000,0.000187,0.001608,4.177339
nj opening,7.000000,0.000328,0.002630,4.142653
nj fit,5.000000,0.000234,0.001958,4.142653
nj view,7.000000,0.000328,0.002630,5.005219
nj details,6.000000,0.000281,0.002298,5.133635
nj check,7.000000,0.000328,0.002630,4.594638
nj sale,7.000000,0.000328,0.002630,5.418406
nj forecast,10.000000,0.000468,0.003591,6.278184
nj listed,7.000000,0.000328,0.002630,6.407017
nj auto,15.000000,0.000703,0.005101,7.169157
nj auction,15.000000,0.000703,0.005101,7.169157
nj sip,15.000000,0.000703,0.005101,7.233696
nj mon,10.000000,0.000468,0.003591,6.204076
join seven,3.000000,0.000141,0.001246,6.135083
join latest,23.000000,0.001077,0.007361,5.286657
join team,41.000000,0.001920,0.012012,6.242664
join cognizant,3.000000,0.000141,0.001246,7.434366
join actus,3.000000,0.000141,0.001246,6.923541
join consulting,3.000000,0.000141,0.001246,6.453537
join group,3.000000,0.000141,0.001246,5.200774
join dell,4.000000,0.000187,0.001608,7.028901
join health,7.000000,0.000328,0.002630,6.048072
join cvs,7.000000,0.000328,0.002630,7.183052
join accenture,3.000000,0.000141,0.001246,7.146684
jdhuntr legal,4.000000,0.000187,0.001608,5.678746
jdhuntr corporate,5.000000,0.000234,0.001958,7.511327
jdhuntr inhouse,4.000000,0.000187,0.001608,7.000502
jdhuntr jobs,5.000000,0.000234,0.001958,6.635859
jdhuntr general,5.000000,0.000234,0.001958,7.223645
jdhuntr counsel,17.000000,0.000796,0.005682,8.447421
jdhuntr attorney,3.000000,0.000141,0.001246,8.099114
inhouse legal,3.000000,0.000141,0.001246,5.614207
inhouse corporate,5.000000,0.000234,0.001958,7.734471
inhouse jdhuntr,16.000000,0.000749,0.005393,8.386796
inhouse jobs,20.000000,0.000937,0.006532,8.245297
inhouse counsel,6.000000,0.000281,0.002298,7.629110
jobs legal,4.000000,0.000187,0.001608,5.314103
jobs corporate,5.000000,0.000234,0.001958,7.146684
jobs jdhuntr,20.000000,0.000937,0.006532,8.022153
jobs general,5.000000,0.000234,0.001958,6.859002
jobs counsel,15.000000,0.000703,0.005101,7.957614
team job,51.000000,0.002389,0.014421,4.849013
team want,3.000000,0.000141,0.001246,2.492724
team latest,51.000000,0.002389,0.014421,5.572163
team opening,49.000000,0.002295,0.013947,5.778408
team red,3.000000,0.000141,0.001246,4.110130
team dark,3.000000,0.000141,0.001246,5.457204
team member,9.000000,0.000422,0.003276,6.176326
team metallic,3.000000,0.000141,0.001246,6.923541
opening job,3.000000,0.000141,0.001246,1.884122
opening time,4.000000,0.000187,0.001608,2.656696
opening just,3.000000,0.000141,0.001246,1.665917
opening jdhuntr,7.000000,0.000328,0.002630,5.518897
opening inhouse,7.000000,0.000328,0.002630,5.742041
opening jobs,6.000000,0.000281,0.002298,5.000103
opening nyc,3.000000,0.000141,0.001246,2.737184
opening work,3.000000,0.000141,0.001246,2.369014
opening hiring,3.000000,0.000141,0.001246,2.956001
opening manager,3.000000,0.000141,0.001246,4.558271
opening specialist,3.000000,0.000141,0.001246,5.405569
opening shift,3.000000,0.000141,0.001246,5.182425
opening supervisor,5.000000,0.000234,0.001958,5.916394
indigenous day,18.000000,0.000843,0.005968,5.757308
indigenous people,6.000000,0.000281,0.002298,4.865310
indigenous peoples,16.000000,0.000749,0.005393,8.347575
peoples day,15.000000,0.000703,0.005101,5.837351
red dark,3.000000,0.000141,0.001246,6.450455
red sox,27.000000,0.001265,0.008439,7.629110
red metallic,3.000000,0.000141,0.001246,7.916792
set photography,16.000000,0.000749,0.005393,7.276914
set aj,16.000000,0.000749,0.005393,7.709778
set alexanders,16.000000,0.000749,0.005393,7.892100
nyc love,5.000000,0.000234,0.001958,2.671834
nyc going,3.000000,0.000141,0.001246,2.818309
nyc just,4.000000,0.000187,0.001608,1.837260
nyc brooklyn,4.000000,0.000187,0.001608,3.407858
nyc photography,3.000000,0.000141,0.001246,4.163218
nyc ny,4.000000,0.000187,0.001608,2.038371
nyc museum,5.000000,0.000234,0.001958,4.523762
nyc manhattan,7.000000,0.000328,0.002630,4.303946
nyc city,4.000000,0.000187,0.001608,3.667369
nyc newyorkcity,8.000000,0.000375,0.002956,5.921752
nyc architecture,3.000000,0.000141,0.001246,5.576912
nyc nyse,4.000000,0.000187,0.001608,6.452380
nyc american,3.000000,0.000141,0.001246,3.989947
nyc times,4.000000,0.000187,0.001608,4.255156
nyc open,3.000000,0.000141,0.001246,4.372939
send help,3.000000,0.000141,0.001246,5.942711
night w,3.000000,0.000141,0.001246,4.333274
night baker,4.000000,0.000187,0.001608,6.951712
met ny,3.000000,0.000141,0.001246,4.013608
guy just,3.000000,0.000141,0.001246,2.713885
guy told,3.000000,0.000141,0.001246,5.224872
guy like,3.000000,0.000141,0.001246,2.805046
ok time,3.000000,0.000141,0.001246,3.380615
fit job,4.000000,0.000187,0.001608,2.508276
fit jdhuntr,5.000000,0.000234,0.001958,5.518897
fit inhouse,3.000000,0.000141,0.001246,5.231215
fit jobs,5.000000,0.000234,0.001958,5.154254
fit team,3.000000,0.000141,0.001246,3.321673
fit store,8.000000,0.000375,0.002956,5.446577
fit account,3.000000,0.000141,0.001246,5.282508
fit manager,4.000000,0.000187,0.001608,5.182425
fit member,3.000000,0.000141,0.001246,5.282508
fit shift,4.000000,0.000187,0.001608,5.806579
fit supervisor,4.000000,0.000187,0.001608,6.029723
fit associate,4.000000,0.000187,0.001608,6.029723
fit developer,3.000000,0.000141,0.001246,6.281037
fit executive,3.000000,0.000141,0.001246,6.435188
fit pharmacy,3.000000,0.000141,0.001246,6.029723
fit technician,3.000000,0.000141,0.001246,6.147506
called racist,3.000000,0.000141,0.001246,5.537246
called sis,3.000000,0.000141,0.001246,6.510695
heard truly,5.000000,0.000234,0.001958,7.256168
truly wrathsmuzik,5.000000,0.000234,0.001958,8.044626
truly trueemcee,4.000000,0.000187,0.001608,8.737773
lmao shit,4.000000,0.000187,0.001608,4.268084
lmao just,4.000000,0.000187,0.001608,3.020260
lmao like,3.000000,0.000141,0.001246,2.823738
lmao man,3.000000,0.000141,0.001246,4.194962
break heart,3.000000,0.000141,0.001246,6.327557
stupid trump,3.000000,0.000141,0.001246,4.503667
stupid people,3.000000,0.000141,0.001246,3.933752
bitch forever,5.000000,0.000234,0.001958,6.946014
bitch shoot,5.000000,0.000234,0.001958,7.203843
bitch glocks,5.000000,0.000234,0.001958,8.427618
level cleared,3.000000,0.000141,0.001246,5.203865
level nb,3.000000,0.000141,0.001246,6.345403
fine hell,3.000000,0.000141,0.001246,6.327557
god damn,3.000000,0.000141,0.001246,5.067243
god bless,5.000000,0.000234,0.001958,7.839831
win series,4.000000,0.000187,0.001608,5.942711
play like,3.000000,0.000141,0.001246,2.805046
play yesterday,3.000000,0.000141,0.001246,5.942711
play games,3.000000,0.000141,0.001246,5.571148
play game,4.000000,0.000187,0.001608,4.581735
view latest,51.000000,0.002389,0.014421,6.303050
view opening,49.000000,0.002295,0.013947,6.509296
barista store,9.000000,0.000422,0.003276,7.962255
store team,5.000000,0.000234,0.001958,4.771779
store manager,4.000000,0.000187,0.001608,6.121705
store member,5.000000,0.000234,0.001958,6.732614
did shit,4.000000,0.000187,0.001608,3.434355
did job,4.000000,0.000187,0.001608,2.404736
did know,8.000000,0.000375,0.002956,3.688136
did just,6.000000,0.000281,0.002298,2.591995
did really,3.000000,0.000141,0.001246,3.060812
did think,3.000000,0.000141,0.001246,3.092969
did like,3.000000,0.000141,0.001246,1.990009
did use,4.000000,0.000187,0.001608,4.697517
did say,3.000000,0.000141,0.001246,3.646070
did discover,3.000000,0.000141,0.001246,5.638500
looks amazing,3.000000,0.000141,0.001246,5.350818
looks like,18.000000,0.000843,0.005968,5.120053
stand ready,3.000000,0.000141,0.001246,5.510448
stand jemelehill,4.000000,0.000187,0.001608,5.367347
wwe told,3.000000,0.000141,0.001246,7.016631
wwe didnt,4.000000,0.000187,0.001608,6.611166
hell game,4.000000,0.000187,0.001608,5.015371
mean pretty,3.000000,0.000141,0.001246,5.336576
isnt car,3.000000,0.000141,0.001246,6.125033
isnt just,3.000000,0.000141,0.001246,2.790846
section mate,4.000000,0.000187,0.001608,9.189758
personal known,4.000000,0.000187,0.001608,7.673846
personal espn,4.000000,0.000187,0.001608,5.377950
personal views,4.000000,0.000187,0.001608,8.302455
trying want,3.000000,0.000141,0.001246,3.287125
trying make,6.000000,0.000281,0.002298,4.532967
trying like,3.000000,0.000141,0.001246,2.683156
trying figure,3.000000,0.000141,0.001246,6.513969
stay safe,6.000000,0.000281,0.002298,6.804935
stay alive,3.000000,0.000141,0.001246,6.571320
safe say,3.000000,0.000141,0.001246,5.505652
saying love,4.000000,0.000187,0.001608,4.105474
saying look,3.000000,0.000141,0.001246,4.776960
trans manhattan,6.000000,0.000281,0.002298,7.105862
trans expressway,6.000000,0.000281,0.002298,8.938444
women air,4.000000,0.000187,0.001608,5.963765
women max,3.000000,0.000141,0.001246,6.186908
women premium,3.000000,0.000141,0.001246,6.774695
books great,4.000000,0.000187,0.001608,4.590678
books planet,3.000000,0.000141,0.001246,7.307027
books photos,4.000000,0.000187,0.001608,7.440558
books ideas,4.000000,0.000187,0.001608,7.777031
books cooks,3.000000,0.000141,0.001246,7.846023
books proposes,3.000000,0.000141,0.001246,8.693321
albany job,3.000000,0.000141,0.001246,4.087861
albany ny,5.000000,0.000234,0.001958,4.581592
albany east,6.000000,0.000281,0.002298,6.744310
albany exit,8.000000,0.000375,0.002956,6.597707
albany northway,6.000000,0.000281,0.002298,8.995602
playing time,3.000000,0.000141,0.001246,3.577325
playing like,3.000000,0.000141,0.001246,2.965388
party wedding,4.000000,0.000187,0.001608,7.362907
