Source,Target
Wilfrid_Sellars,John_McDowell
Wilfrid_Sellars,Gilbert_Ryle
Wilfrid_Sellars,James_F._Conant
Wilfrid_Sellars,Richard_Rorty
Wilfrid_Sellars,Mark_Lance
Wilfrid_Sellars,Robert_Brandom
William_Frankena,Clarence_Irving_Lewis
Wang_Fuzhi,Zhu_Xi
Clarence_Irving_Lewis,Robert_Paul_Wolff
Clarence_Irving_Lewis,Roderick_Chisholm
Clarence_Irving_Lewis,Roderick_Firth
Clarence_Irving_Lewis,Willard_Van_Orman_Quine
David_Abram,Maurice_Merleau-Ponty
Carl_Menger,Franz_Brentano
Muhsin_al-Hakim,Grand_Ayatollah_Muhammad_Hussain_Najafi
Morris_Halle,Noam_Chomsky
Judith_Jarvis_Thomson,Philippa_Foot
Michael_Taussig,Karl_Marx
Abu_Zayd_al-Balkhi,Joseph_Wolpe
Abu_Zayd_al-Balkhi,Muhammad_ibn_Zakariya_al-Razi
Keith_Ward,Richard_Swinburne
Simon_Critchley,Alain_Badiou
Simon_Critchley,Jacques_Rancière
Jean_Cavaillès,Léon_Brunschvicg
Jean_Cavaillès,Gaston_Bachelard
Jean_Cavaillès,Jacques_Bouveresse
Avital_Ronell,Emmanuel_Levinas
Michael_Jackson_(anthropologist),Jean-Paul_Sartre
Michael_Jackson_(anthropologist),William_James
Michael_Jackson_(anthropologist),Hannah_Arendt
Simone_de_Beauvoir,Karl_Marx
Simone_de_Beauvoir,Adrienne_Rich
Simone_de_Beauvoir,Judith_Butler
Simone_de_Beauvoir,Jean-Paul_Sartre
Simone_de_Beauvoir,Sarah_Hoagland
Simone_de_Beauvoir,Germaine_Greer
Simone_de_Beauvoir,Betty_Friedan
Carl_Stumpf,Franz_Brentano
Michael_Warner,Judith_Butler
William_Irwin_Thompson,Alfred_North_Whitehead
Anders_Chydenius,Liberalism_and_centrism_in_Sweden
Protagoras,Ferdinand_Canning_Scott_Schiller
Protagoras,Jeremy_Bentham
Protagoras,Zeno_of_Elea
Muhammad_Husayn_Tabatabaei,Mohammad_Beheshti
Muhammad_Husayn_Tabatabaei,Dariush_Shayegan
Muhammad_Husayn_Tabatabaei,Ebrahim_Amini
Muhammad_Husayn_Tabatabaei,Hossein_Nasr
Muhammad_Husayn_Tabatabaei,Musa_al-Sadr
Muhammad_Husayn_Tabatabaei,Allama_Amjad_Jauhari
Muhammad_Husayn_Tabatabaei,Morteza_Motahhari
Ferdinand_de_Saussure,Michel_Foucault
Ferdinand_de_Saussure,Ernesto_Laclau
Ferdinand_de_Saussure,Claude_Lévi-Strauss
Ferdinand_de_Saussure,Leonard_Bloomfield
Ferdinand_de_Saussure,Roman_Jakobson
Ferdinand_de_Saussure,Roland_Barthes
Ferdinand_de_Saussure,Jacques_Derrida
Ferdinand_de_Saussure,Noam_Chomsky
Johann_Friedrich_Herbart,Immanuel_Hermann_Fichte
Johann_Friedrich_Herbart,Hermann_Lotze
Johann_Friedrich_Herbart,Friedrich_Eduard_Beneke
Johann_Friedrich_Herbart,Antonio_Labriola
Theodor_W._Adorno,Walter_Benjamin
Theodor_W._Adorno,Georg_Wilhelm_Friedrich_Hegel
Theodor_W._Adorno,Max_Horkheimer
Theodor_W._Adorno,Søren_Kierkegaard
Theodor_W._Adorno,Jürgen_Habermas
French_Revolution,Jean-Jacques_Rousseau
Abul_Ala_Maududi,Mian_Tufail_Mohammad
Abul_Ala_Maududi,Jalaluddin_Umri
Abul_Ala_Maududi,Ghulam_Azam
Abul_Ala_Maududi,Qazi_Hussain_Ahmad
Abul_Ala_Maududi,Syed_Munawar_Hasan
Abul_Ala_Maududi,Yusuf_Islahi
Abul_Ala_Maududi,Khurram_Murad
Abul_Ala_Maududi,Israr_Ahmed
Abul_Ala_Maududi,Muhammad_Iqbal
Abul_Ala_Maududi,Syed_Ali_Shah_Geelani
William_Ewart_Gladstone,Edmund_Burke
Peter_Lamborn_Wilson,Charles_Fourier
Epicurus,Michel_Foucault
Epicurus,Hermarchus
Epicurus,Hadrian
Epicurus,Philodemus
Epicurus,Catius
Epicurus,Jeremy_Bentham
Epicurus,Karl_Marx
Epicurus,Pyrrho
Epicurus,David_Hume
Epicurus,Han_Ryner
Epicurus,Metrodorus_of_Lampsacus_(the_younger)
Epicurus,Pierre_Gassendi
Epicurus,Aristippus
Epicurus,Thomas_Jefferson
Epicurus,Immanuel_Kant
Epicurus,John_Stuart_Mill
Epicurus,Thomas_Hobbes
David_Marr_(neuroscientist),Hilary_Putnam
Cheng_Yi_(philosopher),Zhu_Xi
John_D._Caputo,James_K._A._Smith
John_D._Caputo,Paul_Ricœur
John_D._Caputo,Gianni_Vattimo
John_D._Caputo,Richard_Kearney
Ferdinand_Canning_Scott_Schiller,William_James
John_B._Cobb,Charles_Hartshorne
John_Locke,Adam_Smith
John_Locke,David_Hume
John_Locke,George_Berkeley
John_Locke,Francis_Bacon
John_Locke,Immanuel_Kant
John_Locke,Hugo_Grotius
John_Locke,Arthur_Schopenhauer
John_Locke,Thomas_Hobbes
Jerome_of_Prague,Jan_Hus
Dugald_Stewart,David_Hume
Francis_Fukuyama,Georg_Wilhelm_Friedrich_Hegel
Terence_McKenna,Robert_Anton_Wilson
Terence_McKenna,Ralph_Abraham
Terence_McKenna,Rupert_Sheldrake
Terence_McKenna,Alfred_North_Whitehead
Terence_McKenna,Clifford_A._Pickover
Friedrich_Wilhelm_Joseph_Schelling,Giordano_Bruno
Friedrich_Wilhelm_Joseph_Schelling,Georg_Wilhelm_Friedrich_Hegel
Friedrich_Wilhelm_Joseph_Schelling,Slavoj_Žižek
Friedrich_Wilhelm_Joseph_Schelling,Johann_Wolfgang_von_Goethe
Friedrich_Wilhelm_Joseph_Schelling,Johann_Gottlieb_Fichte
Friedrich_Wilhelm_Joseph_Schelling,Paul_Tillich
Friedrich_Wilhelm_Joseph_Schelling,Søren_Kierkegaard
Friedrich_Wilhelm_Joseph_Schelling,Immanuel_Kant
Friedrich_Wilhelm_Joseph_Schelling,Samuel_Taylor_Coleridge
Amy_Goodman,Noam_Chomsky
Raymond_Williams,Antonio_Gramsci
Bengali_poetry,Motiur_Rahman_Mollik
Edmund_Leach,Ernest_Gellner
Wayne_C._Booth,Richard_McKeon
Kevin_Carson,Ivan_Illich
Kevin_Carson,Pierre-Joseph_Proudhon
Herman_Dooyeweerd,Othmar_Spann
Thales,Anaximenes_of_Miletus
Jakob_Friedrich_Fries,Friedrich_Heinrich_Jacobi
Adam_Ferguson,David_Hume
Adam_Ferguson,William_Cleghorn
Green_Anarchy,John_Zerzan
Xuanxue,Confucius
Albertus_Magnus,Boethius
George_Grant_(philosopher),Matt_Cohen_(writer)
George_Grant_(philosopher),William_Christian_(Canadian_political_scientist)
George_Grant_(philosopher),Dennis_Lee_(author)
George_Grant_(philosopher),Ron_Dart
George_Grant_(philosopher),Barry_F._Cooper
Czesław_Miłosz,Simone_Weil
Czesław_Miłosz,Lev_Shestov
Jean-Luc_Godard,Simone_Weil
Music_of_Bengal,Motiur_Rahman_Mollik
George_Boole,Bertrand_Russell
George_Boole,William_Stanley_Jevons
George_Boole,Augustus_De_Morgan
Michel_Foucault,Claude_Lévi-Strauss
Michel_Foucault,Maurice_Merleau-Ponty
Michel_Foucault,Gaston_Bachelard
Michel_Foucault,Karl_Marx
Michel_Foucault,Jean-Paul_Sartre
Michel_Foucault,Immanuel_Kant
Michel_Foucault,Roland_Barthes
Michel_Foucault,Hannah_Arendt
Michel_Foucault,Gilles_Deleuze
Archytas,Menaechmus
Archytas,Eudoxus_of_Cnidus
Adam_Smith,Bernard_Mandeville
Adam_Smith,David_Hume
Adam_Smith,William_Petty
Rousas_John_Rushdoony,Cornelius_Van_Til
Rousas_John_Rushdoony,Francis_Nigel_Lee
Rousas_John_Rushdoony,Francis_Schaeffer
Rousas_John_Rushdoony,Greg_Bahnsen
Rousas_John_Rushdoony,John_Lofton
Sidney_Hook,Morris_Raphael_Cohen
Sidney_Hook,Paul_Kurtz
Ray_Brassier,Nick_Land
Ray_Brassier,Alain_Badiou
Oskar_Morgenstern,Othmar_Spann
Ralph_Waldo_Emerson,Georg_Wilhelm_Friedrich_Hegel
Ralph_Waldo_Emerson,Harold_Bloom
Ralph_Waldo_Emerson,Michel_de_Montaigne
Ralph_Waldo_Emerson,Robert_Musil
Ralph_Waldo_Emerson,Ivan_Cankar
Ralph_Waldo_Emerson,William_James
Ralph_Waldo_Emerson,Emma_Goldman
Ralph_Waldo_Emerson,Immanuel_Kant
Georg_Misch,Wilhelm_Dilthey
Michael_Sandel,Richard_David_Precht
Hans_Vaihinger,Alfred_Adler
Hans_Vaihinger,Karl_Robert_Eduard_von_Hartmann
Curzio_Malaparte,Georges_Sorel
Shah_Ghulam_Ali_Dehlavi,Mirza_Mazhar_Jan-e-Janaan
Shah_Ghulam_Ali_Dehlavi,Muhammad_Tahir
Chinese_philosophy,Confucius
Gerald_Cohen,John_Roemer
Gerald_Cohen,Michael_Otsuka
Gerald_Cohen,Jonathan_Wolff_(philosopher)
Gerald_Cohen,Leslie_Jacobs
Hypatia,Synesius
Hypatia,Plotinus
Paul_Krugman,John_Stuart_Mill
Sufism,Ahmad_Sirhindi
Sufism,Khwaja_Shamsuddin_Azimi
François_Quesnay,Confucius
Alhazen,Kamāl_al-Dīn_al-Fārisī
James_Madison,David_Hume
Henri_Bergson,William_James
Henri_Bergson,Immanuel_Kant
Henri_Bergson,Plotinus
Henri_Bergson,Herbert_Spencer
Henri_Bergson,Maine_de_Biran
Alvin_Plantinga,Thomas_Reid
Alvin_Plantinga,William_Lane_Craig
Benedict_Ashley,Mortimer_J._Adler
Shibli_Nomani,Hamiduddin_Farahi
Shibli_Nomani,Javed_Ahmad_Ghamidi
Shibli_Nomani,Mohandas_Karamchand_Gandhi
Shibli_Nomani,Amin_Ahsan_Islahi
Shibli_Nomani,Syed_Sulaiman_Nadvi
Shibli_Nomani,Abul_Kalam_Azad
Hamka,Muhammadiyah
Ernesto_Laclau,Antonio_Gramsci
Ernesto_Laclau,Karl_Marx
Ernesto_Laclau,Jacques_Rancière
Ernesto_Laclau,Slavoj_Žižek
W._E._B._Du_Bois,William_James
Frithjof_Schuon,René_Guénon
Robert_Cummings_Neville,Confucius
Donald_Davidson_(philosopher),John_McDowell
Donald_Davidson_(philosopher),Rudolf_Carnap
Donald_Davidson_(philosopher),Colin_McGinn
Donald_Davidson_(philosopher),Pascal_Engel
Donald_Davidson_(philosopher),Hilary_Putnam
Donald_Davidson_(philosopher),Gareth_Evans_(philosopher)
Donald_Davidson_(philosopher),Richard_Rorty
Donald_Davidson_(philosopher),Ernest_Lepore
Donald_Davidson_(philosopher),Robert_Brandom
Bayazid_Bastami,Muhammad_Iqbal
Anniceris,Aristippus
Claude_Lévi-Strauss,Maurice_Merleau-Ponty
Claude_Lévi-Strauss,Georg_Wilhelm_Friedrich_Hegel
Claude_Lévi-Strauss,Jean-Jacques_Rousseau
Marxists,Karl_Marx
Karl_Llewellyn,Rudolf_von_Jhering
Muhammad_al-Bukhari,Yahya_ibn_Ma'in
André_Gorz,Ivan_Illich
André_Gorz,Jean-Paul_Sartre
Junius_Rusticus,Epictetus
Max_Black,G._E._Moore
Ahmed_Raza_Khan_Barelvi,Burhan_al-Din_al-Marghinani
John_McDowell,Immanuel_Kant
John_McDowell,Philippa_Foot
Jack_Balkin,T._K._Seung
Alfred_Marshall,Herbert_Spencer
Renzo_Novatore,Georges_Palante
Renzo_Novatore,Severino_Di_Giovanni
Gilbert_Ryle,R._M._Hare
Gilbert_Ryle,Daniel_Dennett
Gilbert_Ryle,Franz_Brentano
Mirza_Mazhar_Jan-e-Janaan,Ahmad_Sirhindi
Mirza_Mazhar_Jan-e-Janaan,Ibn_Abidin
Mirza_Mazhar_Jan-e-Janaan,Qadi_Thanaullah_Panipati
Marco_Pallis,René_Guénon
James_Moore_(Cornish_author),George_Gurdjieff
Timon_of_Phlius,Pyrrho
Léon_Brunschvicg,Alexandre_Koyré
Charles_Taylor_(philosopher),Axel_Honneth
Charles_Taylor_(philosopher),Georg_Wilhelm_Friedrich_Hegel
Charles_Taylor_(philosopher),Hubert_Dreyfus
Charles_Taylor_(philosopher),Hannah_Arendt
"Henry_Home,_Lord_Kames",David_Hume
Hans-Georg_Gadamer,Wilhelm_Dilthey
Hans-Georg_Gadamer,Georg_Wilhelm_Friedrich_Hegel
Hans-Georg_Gadamer,Richard_Rorty
Berl_Katznelson,A._D._Gordon
Taha_Hussein,Naguib_Mahfouz
Nancy_Fraser,Martha_Fineman
Victor_Cousin,Thomas_Reid
Victor_Cousin,Maine_de_Biran
Stephen_Mulhall,Stanley_Cavell
Katherine_Mansfield,George_Gurdjieff
T._K._Seung,David_Williams_(philosopher)
Jacques_Barzun,Louis_Arnaud_Reid
Khâlid-i_Baghdâdî,Ahmad_Sirhindi
Epictetus,Han_Ryner
Epictetus,Marcus_Aurelius
Epictetus,Arrian
Epictetus,Zeno_of_Citium
Neil_Smith_(linguist),Noam_Chomsky
Wilhelm_Dilthey,Max_Scheler
Wilhelm_Dilthey,Georg_Wilhelm_Friedrich_Hegel
Wilhelm_Dilthey,Ludwig_von_Mises
Wilhelm_Dilthey,Rudolf_Steiner
Wilhelm_Dilthey,R._G._Collingwood
Wilhelm_Dilthey,Mikhail_Bakhtin
Wilhelm_Dilthey,Jürgen_Habermas
Wilhelm_Dilthey,John_Stuart_Mill
Iamblichus,Plotinus
Peter_Abelard,Boethius
Jawdat_Said,Muhammad_Iqbal
Hermann_Cohen,Friedrich_Albert_Lange
Augustine_of_Hippo,Plotinus
Julian_C._Boyd,Noam_Chomsky
Gaudiya_Vaishnavism,Jiva_Goswami
Cornel_West,Antonio_Gramsci
Robert_Dilts,John_Grinder
Peter_Unger,Peter_Singer
Bengali_Language_Movement,Motiur_Rahman_Mollik
Daniel_Ross_(philosopher),Bernard_Stiegler
Candace_Vogler,Philippa_Foot
Noël_Carroll,Arthur_Danto
Confucius,Ezra_Pound
Confucius,Xunzi
Confucius,Physiocracy
Horace,Philodemus
Albert_Blumberg,Moritz_Schlick
Seneca_the_Younger,Zeno_of_Citium
Wynn_Schwartz,Peter_G._Ossorio
Milton_H._Erickson,John_Grinder
Ernest_Gellner,Ian_Jarvie
Ernest_Gellner,Mikhail_Kryukov
Ernest_Gellner,Joseph_Agassi
Ernest_Gellner,José_Guilherme_Merquior
Ernest_Gellner,Andrey_Korotayev
Ernest_Gellner,Anthony_D._Smith
Ernest_Gellner,Alan_Macfarlane
Ernest_Gellner,Adam_Kuper
Ernest_Gellner,Valery_Tishkov
Jean_Barbeyrac,Hugo_Grotius
Scottish_Enlightenment,Hugo_Grotius
Antoine_Arnauld,Blaise_Pascal
Michel_Serres,Gaston_Bachelard
Michel_Serres,Pierre_Lévy
Michel_Serres,Bruno_Latour
Harrison_White,Georg_Simmel
Muhammad_Tahir,Muhammad_Sirajuddin_Naqshbandi
Muhammad_Tahir,Allah_Bakhsh
Muhammad_Tahir,Allama_Muhammad_Idrees_Dahiri
Muhammad_Tahir,Fazal_Ali_Qureshi
Muhammad_Tahir,Abdul_Ghaffar_Naqshbandi
Maurice_Merleau-Ponty,Cornelius_Castoriadis
Maurice_Merleau-Ponty,Eugène_Minkowski
Maurice_Merleau-Ponty,Jean-Paul_Sartre
Maurice_Merleau-Ponty,Hubert_Dreyfus
Maurice_Merleau-Ponty,Alfred_North_Whitehead
Maurice_Merleau-Ponty,Hannah_Arendt
Maurice_Merleau-Ponty,Gilles_Deleuze
Alfred_Tarski,Rudolf_Carnap
Alfred_Tarski,Franz_Brentano
"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma",Syed_Ahmed_Khan
Ted_Cohen,Stanley_Cavell
Tanya_Reinhart,Noam_Chomsky
Christoph_von_Sigwart,Bertrand_Russell
Christoph_von_Sigwart,F._H._Bradley
Christoph_von_Sigwart,William_James
Philo_of_Larissa,Arcesilaus
Herbert_McCabe,Seamus_Heaney
Herbert_McCabe,Anthony_Kenny
Herbert_McCabe,Brian_Davies_(philosopher)
Johannes_Tauler,Meister_Eckhart
Qutb_al-Din_al-Shirazi,Kamāl_al-Dīn_al-Fārisī
Enver_Hoxha,Karl_Marx
Ayn_Rand,Herbert_Spencer
Rudolf_Carnap,Hans_Reichenbach
Rudolf_Carnap,Imre_Lakatos
Rudolf_Carnap,David_Kaplan_(philosopher)
Rudolf_Carnap,David_Lewis_(philosopher)
Rudolf_Carnap,Gottlob_Frege
Rudolf_Carnap,Analytic_philosophy
Rudolf_Carnap,Karl_Popper
Rudolf_Carnap,Willard_Van_Orman_Quine
Tomás_Mac_Giolla,Roy_Johnston
Thomas_Reid,G._E._Moore
Thomas_Reid,David_Hume
Thomas_Reid,George_Berkeley
Thomas_Reid,David_Hartley_(philosopher)
Thomas_Reid,William_James
Roy_Bhaskar,Horace_Romano_Harré
John_Haugeland,Hubert_Dreyfus
Situationist_International,Karl_Marx
David_Stove,John_Anderson_(philosopher)
John_O'Donohue,Georg_Wilhelm_Friedrich_Hegel
Ivan_Illich,Bob_Black
Ivan_Illich,Lee_Felsenstein
Ivan_Illich,Wolfgang_Sachs
Ivan_Illich,Everett_Reimer
Ivan_Illich,John_Zerzan
Giordano_Bruno,James_Joyce
Giordano_Bruno,Hans_Blumenberg
Giordano_Bruno,Gottfried_Wilhelm_Leibniz
Giordano_Bruno,Nicola_Antonio_Stigliola
Giordano_Bruno,Arthur_Schopenhauer
Andrew_Sullivan,Michael_Oakeshott
John_Bowlby,Mary_Ainsworth
Ayatollah,Allama_Amjad_Jauhari
Blaise_Pascal,Michel_de_Montaigne
Omar_Khayyám,Attar_of_Nishapur
J._P._Moreland,William_Lane_Craig
Richard_Swinburne,Antony_Flew
Maurice_Cowling,Michael_Oakeshott
Pope_Sixtus_IV,Duns_Scotus
John_Passmore,John_Anderson_(philosopher)
Siger_of_Brabant,Averroes
Martin_Lings,René_Guénon
Muhammad_Sirajuddin_Naqshbandi,Fazal_Ali_Qureshi
Kazimierz_Twardowski,Franz_Brentano
Ian_Roderick_Macneil,Lon_L._Fuller
Socrates,Western_philosophy
Socrates,Aristippus
Epicureanism,Philodemus
Nick_Land,Reza_Negarestani
Fiqh,Ahmad_Sirhindi
Friedrich_Schleiermacher,Karl_Barth
Friedrich_Schleiermacher,Paul_Tillich
A._D._Gordon,Eliezer_Schweid
William_Graham_Sumner,Herbert_Spencer
Albert_Einstein,David_Hume
Albert_Einstein,Moritz_Schlick
Gaston_Bachelard,Michel_Tournier
Gaston_Bachelard,Cornelius_Castoriadis
Gaston_Bachelard,Émile_Meyerson
Gaston_Bachelard,Pierre_Bourdieu
Gaston_Bachelard,Alexandre_Koyré
Gaston_Bachelard,Jean-Michel_Berthelot
Gaston_Bachelard,Gilbert_Durand
Gaston_Bachelard,Thomas_Kuhn
Gaston_Bachelard,Jean-Louis_Le_Moigne
Arthur_Danto,Georg_Wilhelm_Friedrich_Hegel
Wilhelm_Windelband,Hermann_Lotze
Axel_Honneth,Max_Horkheimer
Walter_Benjamin,Carl_Schmitt
Walter_Benjamin,Georges_Sorel
Walter_Benjamin,Max_Horkheimer
Pedro_Henríquez_Ureña,Alejandro_Korn
Colin_McGinn,Arda_Denkel
Colin_McGinn,Noam_Chomsky
Thomas_Nagel,John_Rawls
Friedrich_Albert_Lange,Eduard_Bernstein
Philosophy_of_science,Thomas_Kuhn
John_Frame_(theologian),Cornelius_Van_Til
Evan_Thompson,Dan_Zahavi
Osvaldo_Lira,Juan_Vázquez_de_Mella
Karl_Leonhard_Reinhold,Salomon_Maimon
Karl_Leonhard_Reinhold,Johann_Gottlieb_Fichte
Benito_Mussolini,Georges_Sorel
Jane_Heap,George_Gurdjieff
Ahmad_Sirhindi,Islamic_philosophy
Ahmad_Sirhindi,Muhammad_Iqbal
Néstor_García_Canclini,Antonio_Gramsci
Michael_Oakeshott,F._H._Bradley
Michael_Oakeshott,Margaret_Thatcher
Joseph_Dietzgen,Karl_Marx
Joseph_Dietzgen,Vladimir_Lenin
Stilpo,Nicarete_of_Megara
Stilpo,Crates_of_Thebes
Stilpo,Asclepiades_of_Phlius
Stilpo,Zeno_of_Citium
Stilpo,Menedemus
René_Guénon,Michel_Valsan
René_Guénon,Mircea_Eliade
René_Guénon,Raymond_Queneau
René_Guénon,Jean-Louis_Michon
René_Guénon,Huston_Smith
René_Guénon,Ananda_Coomaraswamy
Pierre_Louis_Maupertuis,Gottfried_Wilhelm_Leibniz
Kamāl_al-Dīn_al-Fārisī,Nasir_al-Din_al-Tusi
John_Clarke_(Dean_of_Salisbury),William_Wollaston
Bernard_Mandeville,William_Petty
Mordecai_Kaplan,William_James
Mordecai_Kaplan,Alfred_North_Whitehead
Maria_Lacerda_de_Moura,Han_Ryner
Antonio_Gramsci,Benedetto_Croce
Antonio_Gramsci,Jalal_Al-e-Ahmad
Antonio_Gramsci,Karl_Marx
Antonio_Gramsci,Judith_Butler
Antonio_Gramsci,Niccolò_Machiavelli
Antonio_Gramsci,Chantal_Mouffe
Antonio_Gramsci,Georges_Sorel
Antonio_Gramsci,Alex_Callinicos
Antonio_Gramsci,Giovanni_Arrighi
Antonio_Gramsci,Stuart_Hall_(cultural_theorist)
Antonio_Gramsci,Robert_W._Cox
Antonio_Gramsci,Piero_Gobetti
Antonio_Gramsci,Antonio_Labriola
Antonio_Gramsci,Domenico_Losurdo
Robert_M._Pirsig,Richard_McKeon
Karl_Barth,Georg_Wilhelm_Friedrich_Hegel
Jan_Hus,John_Wycliffe
Jan_Hus,Martin_Luther
Hans_Reichenbach,Vienna_Circle
Georg_Wilhelm_Friedrich_Hegel,Benedetto_Croce
Georg_Wilhelm_Friedrich_Hegel,Walt_Whitman
Georg_Wilhelm_Friedrich_Hegel,Guy_Debord
Georg_Wilhelm_Friedrich_Hegel,Fyodor_Dostoyevsky
Georg_Wilhelm_Friedrich_Hegel,Lev_Vygotsky
Georg_Wilhelm_Friedrich_Hegel,Jürgen_Moltmann
Georg_Wilhelm_Friedrich_Hegel,Karl_Marx
Georg_Wilhelm_Friedrich_Hegel,Judith_Butler
Georg_Wilhelm_Friedrich_Hegel,Herbert_Marcuse
Georg_Wilhelm_Friedrich_Hegel,Johann_Gottfried_Herder
Georg_Wilhelm_Friedrich_Hegel,Evald_Ilyenkov
Georg_Wilhelm_Friedrich_Hegel,Alexandre_Koyré
Georg_Wilhelm_Friedrich_Hegel,Slavoj_Žižek
Georg_Wilhelm_Friedrich_Hegel,Jean-Paul_Sartre
Georg_Wilhelm_Friedrich_Hegel,F._H._Bradley
Georg_Wilhelm_Friedrich_Hegel,Roberto_Mangabeira_Unger
Georg_Wilhelm_Friedrich_Hegel,Alexandre_Kojève
Georg_Wilhelm_Friedrich_Hegel,Max_Horkheimer
Georg_Wilhelm_Friedrich_Hegel,Peter_Singer
Georg_Wilhelm_Friedrich_Hegel,Vladimir_Lenin
Georg_Wilhelm_Friedrich_Hegel,Hermann_Lotze
Georg_Wilhelm_Friedrich_Hegel,Johann_Gottlieb_Fichte
Georg_Wilhelm_Friedrich_Hegel,Friedrich_Heinrich_Jacobi
Georg_Wilhelm_Friedrich_Hegel,Søren_Kierkegaard
Georg_Wilhelm_Friedrich_Hegel,Immanuel_Kant
Georg_Wilhelm_Friedrich_Hegel,David_Strauss
Georg_Wilhelm_Friedrich_Hegel,Johannes_Scotus_Eriugena
Georg_Wilhelm_Friedrich_Hegel,Wolfhart_Pannenberg
Georg_Wilhelm_Friedrich_Hegel,Jürgen_Habermas
Georg_Wilhelm_Friedrich_Hegel,Jacques_Derrida
Georg_Wilhelm_Friedrich_Hegel,Thomas_Hill_Green
Georg_Wilhelm_Friedrich_Hegel,Montesquieu
Georg_Wilhelm_Friedrich_Hegel,Jean-Jacques_Rousseau
Georg_Wilhelm_Friedrich_Hegel,Robert_Brandom
Georg_Wilhelm_Friedrich_Hegel,Gilles_Deleuze
Georg_Wilhelm_Friedrich_Hegel,Frantz_Fanon
Wilhelm_von_Humboldt,Christian_Jakob_Kraus
Jean-Claude_Milner,Imre_Lakatos
Benedetto_Croce,R._G._Collingwood
Benedetto_Croce,Antonio_Labriola
Benedetto_Croce,Jean-Jacques_Rousseau
Félix_Guattari,Guy_Hocquenghem
Félix_Guattari,Michael_Hardt
Félix_Guattari,Gilles_Deleuze
Félix_Guattari,Antonio_Negri
Cornelius_Castoriadis,Guy_Debord
Cornelius_Castoriadis,Maurice_Brinton
Cornelius_Castoriadis,Hannah_Arendt
Nanavira_Thera,Jean-Paul_Sartre
Bob_Black,Herbert_Marcuse
Bob_Black,CrimethInc.
Bob_Black,Raoul_Vaneigem
Bob_Black,Charles_Fourier
Crates_of_Thebes,Hipparchia_of_Maroneia
Crates_of_Thebes,Zeno_of_Citium
Robert_Peel,Edmund_Burke
Hegesias_of_Cyrene,Aristippus
Michael_Albert,Noam_Chomsky
Pierre_Bourdieu,Michel_de_Certeau
Pierre_Bourdieu,Karl_Marx
Philosophy,Thomas_Kuhn
Pakistan_Movement,Ghulam_Bhik_Nairang
Pakistan_Movement,Muhammad_Iqbal
Imre_Lakatos,Paul_Feyerabend
Imre_Lakatos,Thomas_Kuhn
Che_Guevara,Karl_Marx
Che_Guevara,Jean-Paul_Sartre
Che_Guevara,Alexander_Herzen
Ray_Jackendoff,Noam_Chomsky
Louis_Gabriel_Ambroise_de_Bonald,Gottfried_Wilhelm_Leibniz
Guy_Debord,Karl_Marx
Guy_Debord,May_1968_in_France
Guy_Debord,Henri_Lefebvre
Post-left_anarchy,Raoul_Vaneigem
Ola_Raknes,William_James
Peter_Brook,George_Gurdjieff
Alexander_Gottlieb_Baumgarten,Immanuel_Kant
Anton_LaVey,Herbert_Spencer
David_Malet_Armstrong,John_Anderson_(philosopher)
Arcesilaus,Pyrrho
Arcesilaus,Lacydes_of_Cyrene
Arcesilaus,Clitomachus_(philosopher)
Carl_Schmitt,Georges_Sorel
Roderick_Chisholm,Franz_Brentano
John_Anderson_(philosopher),Samuel_Alexander
John_Anderson_(philosopher),J._L._Mackie
John_Anderson_(philosopher),Eugene_Kamenka
John_Anderson_(philosopher),A._J._Baker
Ibrahim_ibn_Ya'qub_al-Juzajani,Yahya_ibn_Ma'in
Ibrahim_ibn_Ya'qub_al-Juzajani,Ali_ibn_al-Madini
Muqbil_bin_Haadi_al-Waadi'ee,Ibn_Abi_Asim
Oets_Kolk_Bouwsma,Norman_Malcolm
Zhu_Xi,Wang_Yangming
Zhu_Xi,Tu_Weiming
Zhu_Xi,Yi_Hwang
Zhu_Xi,Ch'ien_Mu
Mao_Zedong,Karl_Marx
Mao_Zedong,Alexander_Herzen
Ronald_Dworkin,Lon_L._Fuller
Ronald_Dworkin,Robert_Alexy
Ronald_Dworkin,John_Stuart_Mill
Paul_Ricœur,Don_Ihde
Paul_Ricœur,Jacques_Derrida
Alan_Chadwick,Rudolf_Steiner
Muhammad_Mustafa_Jauhar,Allama_Amjad_Jauhari
Crates_of_Athens,Pyrrho
Syed_Ahmed_Khan,All-India_Muslim_League
"Oliver_Wendell_Holmes,_Jr.",Zechariah_Chafee
Robert_Nozick,Immanuel_Kant
Robert_Nozick,John_Stuart_Mill
Bruno_Bosteels,Alain_Badiou
Johann_Georg_Hamann,David_Hume
Desiderius_Erasmus,Damião_de_Góis
Desiderius_Erasmus,Giovanni_Pico_della_Mirandola
Desiderius_Erasmus,William_Tyndale
Desiderius_Erasmus,John_Colet
Desiderius_Erasmus,Martin_Luther
Wassily_Kandinsky,Rudolf_Steiner
Pierre-Joseph_Proudhon,Karl_Marx
Pierre-Joseph_Proudhon,Benjamin_Tucker
Pierre-Joseph_Proudhon,Georges_Sorel
Pierre-Joseph_Proudhon,Peter_Kropotkin
Pierre-Joseph_Proudhon,Joseph_Déjacque
