Number of words,54041
Number of unique words,4531
Average word frequency,11.926948
Entropy,7.652777

Word,Frequency,Proportion,Entropy Term
zero,12,0.000222,0.001868
later,23,0.000426,0.003304
allowing,4,0.000074,0.000704
annoying,10,0.000185,0.001590
follower,3,0.000056,0.000544
feel,78,0.001443,0.009441
followers,8,0.000148,0.001305
hits,3,0.000056,0.000544
cousin,6,0.000111,0.001011
charlie,5,0.000093,0.000859
stage,5,0.000093,0.000859
msg,4,0.000074,0.000704
guy,55,0.001018,0.007012
le,22,0.000407,0.003178
listening,20,0.000370,0.002924
week,113,0.002091,0.012902
cozy,4,0.000074,0.000704
stock,3,0.000056,0.000544
pizza,21,0.000389,0.003052
legend,15,0.000278,0.002273
giveaway,6,0.000111,0.001011
enter,3,0.000056,0.000544
chance,19,0.000352,0.002796
gift,15,0.000278,0.002273
code,10,0.000185,0.001590
special,29,0.000537,0.004041
combo,4,0.000074,0.000704
actual,9,0.000167,0.001449
epascottpruitt,6,0.000111,0.001011
piece,23,0.000426,0.003304
t,29,0.000537,0.004041
peoples,34,0.000629,0.004638
ese,6,0.000111,0.001011
misma,3,0.000056,0.000544
sol,3,0.000056,0.000544
nope,11,0.000204,0.001730
player,11,0.000204,0.001730
shoutout,9,0.000167,0.001449
parking,6,0.000111,0.001011
stay,35,0.000648,0.004755
tuned,5,0.000093,0.000859
tomorrow,48,0.000888,0.006241
invest,4,0.000074,0.000704
spent,8,0.000148,0.001305
minutes,20,0.000370,0.002924
color,14,0.000259,0.002139
page,12,0.000222,0.001868
fed,3,0.000056,0.000544
kibetzval,7,0.000130,0.001160
virgyane,3,0.000056,0.000544
snap,11,0.000204,0.001730
blowing,6,0.000111,0.001011
knew,26,0.000481,0.003675
figure,11,0.000204,0.001730
america,43,0.000796,0.005678
travel,25,0.000463,0.003552
rain,65,0.001203,0.008086
city,55,0.001018,0.007012
unlike,3,0.000056,0.000544
pence,26,0.000481,0.003675
audience,4,0.000074,0.000704
paid,16,0.000296,0.002406
football,23,0.000426,0.003304
politics,7,0.000130,0.001160
wait,65,0.001203,0.008086
legs,7,0.000130,0.001160
hurts,8,0.000148,0.001305
yall,67,0.001240,0.008298
important,18,0.000333,0.002667
jay,7,0.000130,0.001160
qb,7,0.000130,0.001160
consider,7,0.000130,0.001160
thing,79,0.001462,0.009543
drawing,7,0.000130,0.001160
sessions,3,0.000056,0.000544
barely,5,0.000093,0.000859
boss,9,0.000167,0.001449
rochester,28,0.000518,0.003920
shift,15,0.000278,0.002273
classes,7,0.000130,0.001160
field,9,0.000167,0.001449
ah,12,0.000222,0.001868
ugh,12,0.000222,0.001868
believe,45,0.000833,0.005905
okay,22,0.000407,0.003178
watch,53,0.000981,0.006794
avi,4,0.000074,0.000704
tho,32,0.000592,0.004401
tips,14,0.000259,0.002139
scoring,4,0.000074,0.000704
crying,19,0.000352,0.002796
quite,9,0.000167,0.001449
artists,12,0.000222,0.001868
monk,3,0.000056,0.000544
swinging,3,0.000056,0.000544
roll,8,0.000148,0.001305
yup,14,0.000259,0.002139
davidbegnaud,4,0.000074,0.000704
gov,9,0.000167,0.001449
mayor,5,0.000093,0.000859
mikepence,43,0.000796,0.005678
order,27,0.000500,0.003798
kings,11,0.000204,0.001730
challenge,8,0.000148,0.001305
adventure,6,0.000111,0.001011
game,101,0.001869,0.011741
fantasy,9,0.000167,0.001449
tradition,12,0.000222,0.001868
ate,6,0.000111,0.001011
siblings,3,0.000056,0.000544
school,51,0.000944,0.006574
kneel,3,0.000056,0.000544
middle,9,0.000167,0.001449
dirty,7,0.000130,0.001160
forgotten,5,0.000093,0.000859
heights,6,0.000111,0.001011
historic,4,0.000074,0.000704
district,7,0.000130,0.001160
birthday,71,0.001314,0.008717
nyy,3,0.000056,0.000544
playoff,8,0.000148,0.001305
gives,14,0.000259,0.002139
left,34,0.000629,0.004638
equality,3,0.000056,0.000544
anti,7,0.000130,0.001160
says,35,0.000648,0.004755
feet,8,0.000148,0.001305
cider,3,0.000056,0.000544
probably,31,0.000574,0.004281
beat,10,0.000185,0.001590
scenes,7,0.000130,0.001160
parade,21,0.000389,0.003052
l,21,0.000389,0.003052
w,89,0.001647,0.010555
id,49,0.000907,0.006352
happening,10,0.000185,0.001590
watched,10,0.000185,0.001590
ad,14,0.000259,0.002139
dear,16,0.000296,0.002406
die,17,0.000315,0.002537
fast,13,0.000241,0.002004
phone,30,0.000555,0.004161
battery,5,0.000093,0.000859
documentary,4,0.000074,0.000704
rap,4,0.000074,0.000704
marketing,12,0.000222,0.001868
alsjns,4,0.000074,0.000704
bills,7,0.000130,0.001160
jets,5,0.000093,0.000859
person,42,0.000777,0.005565
lead,12,0.000222,0.001868
black,65,0.001203,0.008086
sb,66,0.001221,0.008192
experience,15,0.000278,0.002273
building,14,0.000259,0.002139
apps,7,0.000130,0.001160
ios,3,0.000056,0.000544
android,3,0.000056,0.000544
obviously,7,0.000130,0.001160
board,10,0.000185,0.001590
luck,10,0.000185,0.001590
finding,5,0.000093,0.000859
big,63,0.001166,0.007874
fish,4,0.000074,0.000704
water,25,0.000463,0.003552
south,35,0.000648,0.004755
smir,3,0.000056,0.000544
inside,20,0.000370,0.002924
projects,4,0.000074,0.000704
por,28,0.000518,0.003920
las,35,0.000648,0.004755
interview,11,0.000204,0.001730
alex,4,0.000074,0.000704
hunter,4,0.000074,0.000704
exactly,18,0.000333,0.002667
equinox,4,0.000074,0.000704
east,49,0.000907,0.006352
breathe,5,0.000093,0.000859
feels,23,0.000426,0.003304
birth,8,0.000148,0.001305
child,15,0.000278,0.002273
talked,3,0.000056,0.000544
worst,25,0.000463,0.003552
question,18,0.000333,0.002667
moved,9,0.000167,0.001449
song,45,0.000833,0.005905
david,7,0.000130,0.001160
yankees,15,0.000278,0.002273
indians,3,0.000056,0.000544
wonderful,29,0.000537,0.004041
enjoy,30,0.000555,0.004161
datadiscs,3,0.000056,0.000544
happened,18,0.000333,0.002667
received,5,0.000093,0.000859
email,17,0.000315,0.002537
sale,14,0.000259,0.002139
remembered,4,0.000074,0.000704
guess,29,0.000537,0.004041
error,3,0.000056,0.000544
remove,5,0.000093,0.000859
fr,3,0.000056,0.000544
arguing,5,0.000093,0.000859
bullshit,12,0.000222,0.001868
manasquan,4,0.000074,0.000704
saturday,29,0.000537,0.004041
companies,5,0.000093,0.000859
department,3,0.000056,0.000544
telling,18,0.000333,0.002667
slow,16,0.000296,0.002406
breaking,10,0.000185,0.001590
kettle,3,0.000056,0.000544
snacks,4,0.000074,0.000704
set,23,0.000426,0.003304
step,9,0.000167,0.001449
summer,10,0.000185,0.001590
fans,33,0.000611,0.004519
internet,12,0.000222,0.001868
retail,14,0.000259,0.002139
store,39,0.000722,0.005221
dam,3,0.000056,0.000544
straight,14,0.000259,0.002139
fine,21,0.000389,0.003052
lines,14,0.000259,0.002139
lovely,12,0.000222,0.001868
clients,3,0.000056,0.000544
blessings,3,0.000056,0.000544
genocide,6,0.000111,0.001011
hoe,3,0.000056,0.000544
estn,6,0.000111,0.001011
rules,5,0.000093,0.000859
try,38,0.000703,0.005105
california,9,0.000167,0.001449
electric,5,0.000093,0.000859
went,46,0.000851,0.006017
comedy,12,0.000222,0.001868
club,24,0.000444,0.003428
told,36,0.000666,0.004872
stories,10,0.000185,0.001590
sober,3,0.000056,0.000544
dream,16,0.000296,0.002406
albany,15,0.000278,0.002273
keeping,11,0.000204,0.001730
foot,8,0.000148,0.001305
competition,8,0.000148,0.001305
amandaseales,3,0.000056,0.000544
ur,36,0.000666,0.004872
petty,3,0.000056,0.000544
decided,10,0.000185,0.001590
curious,3,0.000056,0.000544
shows,25,0.000463,0.003552
nyjets,6,0.000111,0.001011
winning,14,0.000259,0.002139
games,22,0.000407,0.003178
high,23,0.000426,0.003304
pick,21,0.000389,0.003052
sr,4,0.000074,0.000704
consultant,11,0.000204,0.001730
charger,3,0.000056,0.000544
complaining,3,0.000056,0.000544
columbusday,46,0.000851,0.006017
courage,4,0.000074,0.000704
explore,7,0.000130,0.001160
train,19,0.000352,0.002796
concert,7,0.000130,0.001160
cd,5,0.000093,0.000859
issa,8,0.000148,0.001305
fixed,5,0.000093,0.000859
nevada,3,0.000056,0.000544
bbw,3,0.000056,0.000544
skypeme,3,0.000056,0.000544
tribe,4,0.000074,0.000704
energy,10,0.000185,0.001590
card,17,0.000315,0.002537
man,68,0.001258,0.008403
dangerous,6,0.000111,0.001011
kick,6,0.000111,0.001011
twitter,46,0.000851,0.006017
excuse,11,0.000204,0.001730
hold,10,0.000185,0.001590
youve,17,0.000315,0.002537
lip,3,0.000056,0.000544
london,7,0.000130,0.001160
writing,14,0.000259,0.002139
designer,10,0.000185,0.001590
mon,3,0.000056,0.000544
tunes,5,0.000093,0.000859
finished,6,0.000111,0.001011
fields,3,0.000056,0.000544
green,16,0.000296,0.002406
views,6,0.000111,0.001011
downtown,6,0.000111,0.001011
awesome,39,0.000722,0.005221
incident,186,0.003442,0.019521
bline,6,0.000111,0.001011
grand,32,0.000592,0.004401
station,78,0.001443,0.009441
dline,6,0.000111,0.001011
nada,4,0.000074,0.000704
lips,3,0.000056,0.000544
blah,11,0.000204,0.001730
elections,3,0.000056,0.000544
consequences,3,0.000056,0.000544
solid,10,0.000185,0.001590
expertise,3,0.000056,0.000544
rd,34,0.000629,0.004638
chili,3,0.000056,0.000544
traffic,36,0.000666,0.004872
wish,52,0.000962,0.006684
wouldnt,18,0.000333,0.002667
barista,8,0.000148,0.001305
women,42,0.000777,0.005565
shirt,9,0.000167,0.001449
race,13,0.000241,0.002004
racist,25,0.000463,0.003552
months,16,0.000296,0.002406
allyalliealley,6,0.000111,0.001011
lazyzimms,6,0.000111,0.001011
sethrogen,7,0.000130,0.001160
kid,15,0.000278,0.002273
dreaming,5,0.000093,0.000859
took,35,0.000648,0.004755
office,24,0.000444,0.003428
stuck,11,0.000204,0.001730
lies,6,0.000111,0.001011
politico,3,0.000056,0.000544
comparing,4,0.000074,0.000704
administration,12,0.000222,0.001868
realized,10,0.000185,0.001590
historical,8,0.000148,0.001305
poc,5,0.000093,0.000859
wonder,22,0.000407,0.003178
woman,26,0.000481,0.003675
eh,6,0.000111,0.001011
dry,8,0.000148,0.001305
azulszmanda,3,0.000056,0.000544
azul,3,0.000056,0.000544
friend,51,0.000944,0.006574
putting,8,0.000148,0.001305
despite,5,0.000093,0.000859
foto,7,0.000130,0.001160
depite,3,0.000056,0.000544
arent,22,0.000407,0.003178
brunch,3,0.000056,0.000544
drunk,10,0.000185,0.001590
planner,5,0.000093,0.000859
qui,3,0.000056,0.000544
cest,4,0.000074,0.000704
porter,3,0.000056,0.000544
tu,12,0.000222,0.001868
et,11,0.000204,0.001730
warren,4,0.000074,0.000704
study,9,0.000167,0.001449
financial,11,0.000204,0.001730
multiple,3,0.000056,0.000544
technology,7,0.000130,0.001160
supposed,18,0.000333,0.002667
advanced,3,0.000056,0.000544
poorly,3,0.000056,0.000544
tried,14,0.000259,0.002139
respect,28,0.000518,0.003920
ty,6,0.000111,0.001011
broadcast,3,0.000056,0.000544
wet,10,0.000185,0.001590
sweat,4,0.000074,0.000704
metropolitan,13,0.000241,0.002004
museum,25,0.000463,0.003552
lmfaooooo,4,0.000074,0.000704
ay,4,0.000074,0.000704
bags,3,0.000056,0.000544
tower,9,0.000167,0.001449
xoxo,3,0.000056,0.000544
gg,3,0.000056,0.000544
fail,5,0.000093,0.000859
educated,5,0.000093,0.000859
finish,11,0.000204,0.001730
miles,6,0.000111,0.001011
elsiefest,6,0.000111,0.001011
worth,27,0.000500,0.003798
dude,21,0.000389,0.003052
design,24,0.000444,0.003428
imma,7,0.000130,0.001160
silent,8,0.000148,0.001305
grill,4,0.000074,0.000704
um,5,0.000093,0.000859
package,8,0.000148,0.001305
joel,4,0.000074,0.000704
dick,17,0.000315,0.002537
matthewdillner,3,0.000056,0.000544
route,9,0.000167,0.001449
islanders,10,0.000185,0.001590
retweet,5,0.000093,0.000859
late,14,0.000259,0.002139
whiskey,3,0.000056,0.000544
bottle,3,0.000056,0.000544
idea,27,0.000500,0.003798
sailed,3,0.000056,0.000544
ocean,5,0.000093,0.000859
discovered,7,0.000130,0.001160
lots,17,0.000315,0.002537
eats,3,0.000056,0.000544
corn,6,0.000111,0.001011
pineapple,3,0.000056,0.000544
pumpkin,13,0.000241,0.002004
g,8,0.000148,0.001305
heading,8,0.000148,0.001305
flowers,6,0.000111,0.001011
desk,5,0.000093,0.000859
times,43,0.000796,0.005678
square,22,0.000407,0.003178
speaking,12,0.000222,0.001868
act,16,0.000296,0.002406
racism,11,0.000204,0.001730
results,4,0.000074,0.000704
unforgettable,3,0.000056,0.000544
mother,10,0.000185,0.001590
bitches,10,0.000185,0.001590
proven,3,0.000056,0.000544
brought,13,0.000241,0.002004
reason,25,0.000463,0.003552
curly,5,0.000093,0.000859
texting,4,0.000074,0.000704
brain,7,0.000130,0.001160
makes,39,0.000722,0.005221
cover,19,0.000352,0.002796
photo,61,0.001129,0.007661
shoot,16,0.000296,0.002406
cheers,3,0.000056,0.000544
sigue,4,0.000074,0.000704
cosas,3,0.000056,0.000544
para,29,0.000537,0.004041
dictadura,3,0.000056,0.000544
forgive,3,0.000056,0.000544
community,11,0.000204,0.001730
yoga,8,0.000148,0.001305
harlem,15,0.000278,0.002273
studio,15,0.000278,0.002273
tip,4,0.000074,0.000704
catcher,4,0.000074,0.000704
living,33,0.000611,0.004519
cvs,7,0.000130,0.001160
health,20,0.000370,0.002924
stinarichard,3,0.000056,0.000544
weirdest,3,0.000056,0.000544
example,6,0.000111,0.001011
switch,6,0.000111,0.001011
touch,12,0.000222,0.001868
hospital,6,0.000111,0.001011
foxnews,19,0.000352,0.002796
suggest,3,0.000056,0.000544
sexual,16,0.000296,0.002406
abusers,3,0.000056,0.000544
certainly,5,0.000093,0.000859
developing,4,0.000074,0.000704
headed,4,0.000074,0.000704
size,6,0.000111,0.001011
corey,3,0.000056,0.000544
malala,10,0.000185,0.001590
goodbye,4,0.000074,0.000704
san,6,0.000111,0.001011
throw,22,0.000407,0.003178
honest,11,0.000204,0.001730
lately,5,0.000093,0.000859
posted,43,0.000796,0.005678
pics,7,0.000130,0.001160
private,10,0.000185,0.001590
info,9,0.000167,0.001449
farm,8,0.000148,0.001305
leave,30,0.000555,0.004161
sister,10,0.000185,0.001590
county,16,0.000296,0.002406
shadow,3,0.000056,0.000544
war,14,0.000259,0.002139
lowstakesdaniel,4,0.000074,0.000704
starting,14,0.000259,0.002139
dating,12,0.000222,0.001868
stunning,9,0.000167,0.001449
freaking,3,0.000056,0.000544
bastard,3,0.000056,0.000544
overturned,3,0.000056,0.000544
vehicle,6,0.000111,0.001011
lanes,5,0.000093,0.000859
blocked,22,0.000407,0.003178
tuxedo,5,0.000093,0.000859
thruway,6,0.000111,0.001011
orange,12,0.000222,0.001868
stopped,11,0.000204,0.001730
inktober,5,0.000093,0.000859
spoke,10,0.000185,0.001590
beauty,14,0.000259,0.002139
half,20,0.000370,0.002924
using,20,0.000370,0.002924
soap,12,0.000222,0.001868
place,42,0.000777,0.005565
bye,6,0.000111,0.001011
yo,32,0.000592,0.004401
laugh,11,0.000204,0.001730
homework,4,0.000074,0.000704
bella,3,0.000056,0.000544
hadid,3,0.000056,0.000544
odell,6,0.000111,0.001011
held,5,0.000093,0.000859
smh,16,0.000296,0.002406
giants,19,0.000352,0.002796
recognize,6,0.000111,0.001011
nos,4,0.000074,0.000704
como,12,0.000222,0.001868
este,10,0.000185,0.001590
q,19,0.000352,0.002796
anime,3,0.000056,0.000544
sus,7,0.000130,0.001160
vamos,4,0.000074,0.000704
citi,3,0.000056,0.000544
jerseycity,16,0.000296,0.002406
simply,5,0.000093,0.000859
suck,12,0.000222,0.001868
earth,21,0.000389,0.003052
slideshow,9,0.000167,0.001449
timely,5,0.000093,0.000859
reign,3,0.000056,0.000544
pain,5,0.000093,0.000859
based,11,0.000204,0.001730
base,5,0.000093,0.000859
update,16,0.000296,0.002406
columbia,11,0.000204,0.001730
worse,17,0.000315,0.002537
dope,7,0.000130,0.001160
loan,3,0.000056,0.000544
estreno,6,0.000111,0.001011
official,15,0.000278,0.002273
currently,6,0.000111,0.001011
message,14,0.000259,0.002139
eu,23,0.000426,0.003304
solo,9,0.000167,0.001449
tfw,3,0.000056,0.000544
midterm,3,0.000056,0.000544
discover,7,0.000130,0.001160
wrote,9,0.000167,0.001449
wrong,38,0.000703,0.005105
relationships,8,0.000148,0.001305
stood,4,0.000074,0.000704
killed,17,0.000315,0.002537
ago,28,0.000518,0.003920
smile,9,0.000167,0.001449
medical,13,0.000241,0.002004
lsdmtshrooms,13,0.000241,0.002004
wsocfash,13,0.000241,0.002004
nickjfuentes,13,0.000241,0.002004
il,11,0.000204,0.001730
successful,6,0.000111,0.001011
failure,3,0.000056,0.000544
harveyfierstein,3,0.000056,0.000544
close,17,0.000315,0.002537
calls,5,0.000093,0.000859
cleared,111,0.002054,0.012710
alltrains,4,0.000074,0.000704
directions,31,0.000574,0.004281
terminal,16,0.000296,0.002406
exit,122,0.002258,0.013756
suffern,10,0.000185,0.001590
rte,34,0.000629,0.004638
madison,4,0.000074,0.000704
ave,12,0.000222,0.001868
sales,26,0.000481,0.003675
specialist,9,0.000167,0.001449
paltz,4,0.000074,0.000704
newburgh,4,0.000074,0.000704
member,18,0.000333,0.002667
wed,6,0.000111,0.001011
continue,7,0.000130,0.001160
strong,18,0.000333,0.002667
concept,3,0.000056,0.000544
modern,13,0.000241,0.002004
madness,3,0.000056,0.000544
menos,3,0.000056,0.000544
una,18,0.000333,0.002667
familia,4,0.000074,0.000704
discussion,6,0.000111,0.001011
failed,4,0.000074,0.000704
low,8,0.000148,0.001305
batman,4,0.000074,0.000704
completely,13,0.000241,0.002004
release,6,0.000111,0.001011
upper,11,0.000204,0.001730
gorgeous,8,0.000148,0.001305
centralpark,9,0.000167,0.001449
collection,6,0.000111,0.001011
inspiration,6,0.000111,0.001011
quieren,3,0.000056,0.000544
honor,14,0.000259,0.002139
stormy,3,0.000056,0.000544
jersey,31,0.000574,0.004281
walks,3,0.000056,0.000544
meant,10,0.000185,0.001590
saw,32,0.000592,0.004401
threw,6,0.000111,0.001011
bum,4,0.000074,0.000704
lmaooo,4,0.000074,0.000704
dying,5,0.000093,0.000859
interested,54,0.000999,0.006903
fighting,4,0.000074,0.000704
rock,16,0.000296,0.002406
bed,25,0.000463,0.003552
sexy,12,0.000222,0.001868
sleep,18,0.000333,0.002667
freedom,13,0.000241,0.002004
americans,16,0.000296,0.002406
grab,6,0.000111,0.001011
butt,8,0.000148,0.001305
learning,14,0.000259,0.002139
weeks,33,0.000611,0.004519
pharmacy,3,0.000056,0.000544
technician,5,0.000093,0.000859
tillerson,4,0.000074,0.000704
meryl,19,0.000352,0.002796
stripper,9,0.000167,0.001449
mock,9,0.000167,0.001449
hurricaneharvey,9,0.000167,0.001449
awards,13,0.000241,0.002004
mike,18,0.000333,0.002667
candidate,3,0.000056,0.000544
memories,7,0.000130,0.001160
carnegie,4,0.000074,0.000704
hall,14,0.000259,0.002139
youtube,11,0.000204,0.001730
project,17,0.000315,0.002537
halloween,28,0.000518,0.003920
eb,54,0.000999,0.006903
turnpike,6,0.000111,0.001011
eastern,4,0.000074,0.000704
spur,3,0.000056,0.000544
nah,20,0.000370,0.002924
bout,13,0.000241,0.002004
suit,6,0.000111,0.001011
cuz,13,0.000241,0.002004
legit,7,0.000130,0.001160
pull,9,0.000167,0.001449
updated,50,0.000925,0.006463
lline,10,0.000185,0.001590
bound,10,0.000185,0.001590
senior,20,0.000370,0.002924
corporate,8,0.000148,0.001305
tweet,29,0.000537,0.004041
sunday,20,0.000370,0.002924
asshole,9,0.000167,0.001449
wheres,5,0.000093,0.000859
fuckin,12,0.000222,0.001868
blow,14,0.000259,0.002139
mi,25,0.000463,0.003552
gente,9,0.000167,0.001449
siempre,5,0.000093,0.000859
conmigo,3,0.000056,0.000544
gracias,8,0.000148,0.001305
eye,9,0.000167,0.001449
count,11,0.000204,0.001730
robbed,3,0.000056,0.000544
lil,16,0.000296,0.002406
nigga,21,0.000389,0.003052
sitting,15,0.000278,0.002273
oktoberfest,3,0.000056,0.000544
realize,20,0.000370,0.002924
relaxed,3,0.000056,0.000544
queen,13,0.000241,0.002004
mr,19,0.000352,0.002796
prayers,10,0.000185,0.001590
james,5,0.000093,0.000859
toxic,12,0.000222,0.001868
trips,4,0.000074,0.000704
atlantic,5,0.000093,0.000859
spain,8,0.000148,0.001305
cc,8,0.000148,0.001305
apparently,11,0.000204,0.001730
nissan,3,0.000056,0.000544
everybody,15,0.000278,0.002273
cancelled,4,0.000074,0.000704
super,20,0.000370,0.002924
crowded,3,0.000056,0.000544
management,13,0.000241,0.002004
coordinator,8,0.000148,0.001305
location,4,0.000074,0.000704
face,35,0.000648,0.004755
certified,6,0.000111,0.001011
able,21,0.000389,0.003052
chop,5,0.000093,0.000859
accept,5,0.000093,0.000859
leadership,8,0.000148,0.001305
valuable,3,0.000056,0.000544
mas,9,0.000167,0.001449
poder,5,0.000093,0.000859
si,17,0.000315,0.002537
les,12,0.000222,0.001868
complain,7,0.000130,0.001160
melo,4,0.000074,0.000704
introducing,3,0.000056,0.000544
drawings,5,0.000093,0.000859
excellent,15,0.000278,0.002273
star,13,0.000241,0.002004
pitch,6,0.000111,0.001011
kp,4,0.000074,0.000704
proof,4,0.000074,0.000704
journalism,5,0.000093,0.000859
force,7,0.000130,0.001160
dig,3,0.000056,0.000544
microsoft,3,0.000056,0.000544
legal,41,0.000759,0.005450
issue,52,0.000962,0.006684
jerseycitylawyer,12,0.000222,0.001868
pregnant,4,0.000074,0.000704
hmm,8,0.000148,0.001305
beard,5,0.000093,0.000859
news,43,0.000796,0.005678
action,9,0.000167,0.001449
seriously,25,0.000463,0.003552
gifts,3,0.000056,0.000544
partnership,5,0.000093,0.000859
easier,7,0.000130,0.001160
applaud,4,0.000074,0.000704
scroll,6,0.000111,0.001011
decision,6,0.000111,0.001011
tryna,17,0.000315,0.002537
boycott,5,0.000093,0.000859
woke,14,0.000259,0.002139
calling,18,0.000333,0.002667
rac,3,0.000056,0.000544
philosophy,3,0.000056,0.000544
prof,4,0.000074,0.000704
hurt,10,0.000185,0.001590
theres,39,0.000722,0.005221
ting,4,0.000074,0.000704
pap,8,0.000148,0.001305
pum,3,0.000056,0.000544
scratch,3,0.000056,0.000544
ripvanwinklebridge,3,0.000056,0.000544
speak,18,0.000333,0.002667
regular,8,0.000148,0.001305
pennywise,3,0.000056,0.000544
plans,7,0.000130,0.001160
wanted,20,0.000370,0.002924
lunch,42,0.000777,0.005565
realizing,3,0.000056,0.000544
benefit,9,0.000167,0.001449
million,10,0.000185,0.001590
editorial,6,0.000111,0.001011
biggest,9,0.000167,0.001449
uncle,5,0.000093,0.000859
defend,3,0.000056,0.000544
land,9,0.000167,0.001449
hell,35,0.000648,0.004755
short,12,0.000222,0.001868
film,21,0.000389,0.003052
presidency,3,0.000056,0.000544
trumps,10,0.000185,0.001590
reminds,4,0.000074,0.000704
dc,11,0.000204,0.001730
nypost,4,0.000074,0.000704
weinstein,26,0.000481,0.003675
sounds,16,0.000296,0.002406
drake,3,0.000056,0.000544
josh,4,0.000074,0.000704
talented,6,0.000111,0.001011
actorslife,4,0.000074,0.000704
hollywood,7,0.000130,0.001160
murder,6,0.000111,0.001011
williamsburg,10,0.000185,0.001590
br,4,0.000074,0.000704
delay,20,0.000370,0.002924
mins,18,0.000333,0.002667
mariah,3,0.000056,0.000544
simple,16,0.000296,0.002406
faced,3,0.000056,0.000544
weve,15,0.000278,0.002273
nytimes,18,0.000333,0.002667
public,18,0.000333,0.002667
useful,4,0.000074,0.000704
happymonday,4,0.000074,0.000704
solution,5,0.000093,0.000859
repair,3,0.000056,0.000544
replace,6,0.000111,0.001011
glass,5,0.000093,0.000859
model,17,0.000315,0.002537
auto,3,0.000056,0.000544
lights,4,0.000074,0.000704
spend,15,0.000278,0.002273
muy,5,0.000093,0.000859
pronto,3,0.000056,0.000544
christophercolumbus,5,0.000093,0.000859
bernie,6,0.000111,0.001011
chris,11,0.000204,0.001730
pero,13,0.000241,0.002004
perfect,30,0.000555,0.004161
pas,8,0.000148,0.001305
del,20,0.000370,0.002924
immediately,7,0.000130,0.001160
sound,26,0.000481,0.003675
reached,3,0.000056,0.000544
deep,11,0.000204,0.001730
soul,9,0.000167,0.001449
link,21,0.000389,0.003052
vip,11,0.000204,0.001730
lake,4,0.000074,0.000704
ticket,15,0.000278,0.002273
kind,35,0.000648,0.004755
ruin,4,0.000074,0.000704
lo,16,0.000296,0.002406
behold,7,0.000130,0.001160
round,9,0.000167,0.001449
lock,3,0.000056,0.000544
freeship,7,0.000130,0.001160
supporting,5,0.000093,0.000859
hang,11,0.000204,0.001730
wind,16,0.000296,0.002406
mph,4,0.000074,0.000704
barometer,4,0.000074,0.000704
rising,3,0.000056,0.000544
temperature,4,0.000074,0.000704
arts,7,0.000130,0.001160
value,8,0.000148,0.001305
mmm,6,0.000111,0.001011
luxury,13,0.000241,0.002004
female,14,0.000259,0.002139
internationalescorts,8,0.000148,0.001305
manhattanescorts,8,0.000148,0.001305
escorts,8,0.000148,0.001305
elite,14,0.000259,0.002139
vegan,10,0.000185,0.001590
filter,3,0.000056,0.000544
ep,7,0.000130,0.001160
wwe,10,0.000185,0.001590
cell,6,0.000111,0.001011
total,7,0.000130,0.001160
fourth,3,0.000056,0.000544
responds,3,0.000056,0.000544
key,9,0.000167,0.001449
title,7,0.000130,0.001160
faith,3,0.000056,0.000544
industrial,3,0.000056,0.000544
easy,12,0.000222,0.001868
sweet,17,0.000315,0.002537
featuring,13,0.000241,0.002004
wsj,7,0.000130,0.001160
haiti,3,0.000056,0.000544
relief,5,0.000093,0.000859
fund,6,0.000111,0.001011
otro,5,0.000093,0.000859
chicago,11,0.000204,0.001730
fear,6,0.000111,0.001011
hipstr,4,0.000074,0.000704
mondaymotivation,21,0.000389,0.003052
majority,6,0.000111,0.001011
teams,13,0.000241,0.002004
taketheknee,3,0.000056,0.000544
spice,3,0.000056,0.000544
sketch,9,0.000167,0.001449
doodle,3,0.000056,0.000544
weekly,5,0.000093,0.000859
professor,10,0.000185,0.001590
mcdonalds,11,0.000204,0.001730
students,12,0.000222,0.001868
digital,8,0.000148,0.001305
panera,3,0.000056,0.000544
bread,3,0.000056,0.000544
ups,8,0.000148,0.001305
shitty,7,0.000130,0.001160
bit,16,0.000296,0.002406
naked,7,0.000130,0.001160
sex,17,0.000315,0.002537
van,6,0.000111,0.001011
floor,7,0.000130,0.001160
company,18,0.000333,0.002667
fitness,11,0.000204,0.001730
growing,8,0.000148,0.001305
complex,7,0.000130,0.001160
kept,8,0.000148,0.001305
giggle,3,0.000056,0.000544
amazon,13,0.000241,0.002004
reviews,5,0.000093,0.000859
calendar,7,0.000130,0.001160
forever,9,0.000167,0.001449
statenisland,3,0.000056,0.000544
anxiety,6,0.000111,0.001011
run,37,0.000685,0.004989
sneakers,6,0.000111,0.001011
ye,4,0.000074,0.000704
air,27,0.000500,0.003798
canceled,4,0.000074,0.000704
ca,8,0.000148,0.001305
kill,15,0.000278,0.002273
adidas,3,0.000056,0.000544
models,7,0.000130,0.001160
winter,14,0.000259,0.002139
bellahadid,4,0.000074,0.000704
publicity,6,0.000111,0.001011
stunt,19,0.000352,0.002796
pay,37,0.000685,0.004989
student,6,0.000111,0.001011
remaining,3,0.000056,0.000544
preach,3,0.000056,0.000544
account,18,0.000333,0.002667
property,3,0.000056,0.000544
customers,4,0.000074,0.000704
snsd,3,0.000056,0.000544
survive,5,0.000093,0.000859
nearly,5,0.000093,0.000859
fx,3,0.000056,0.000544
dems,14,0.000259,0.002139
stupid,22,0.000407,0.003178
caption,3,0.000056,0.000544
