Number of pairs,19448.000000
Number of unique pairs,3136
Average pair frequency,6.201531
Pair entropy,7.568848

Pair,Frequency,Proportion,Entropy Term,Mutual Information
click apply,88.000000,0.004525,0.024426,6.951580
click restaurant,3.000000,0.000154,0.001354,5.707559
click time,4.000000,0.000206,0.001746,2.959415
click baker,3.000000,0.000154,0.001354,6.719160
click manager,6.000000,0.000309,0.002494,4.991939
click details,42.000000,0.002160,0.013255,6.812686
click shift,6.000000,0.000309,0.002494,6.090551
click retail,4.000000,0.000206,0.001746,5.754079
click store,10.000000,0.000514,0.003894,5.645866
click barista,4.000000,0.000206,0.001746,6.313695
click legal,7.000000,0.000360,0.002854,5.239180
click clinical,3.000000,0.000154,0.001354,7.006842
click assistant,4.000000,0.000206,0.001746,5.908230
click japanese,3.000000,0.000154,0.001354,6.026013
click supervisor,5.000000,0.000257,0.002125,6.419056
apply jobs,7.000000,0.000360,0.002854,5.965512
apply jdhuntr,7.000000,0.000360,0.002854,6.337075
apply associate,6.000000,0.000309,0.002494,6.000603
apply nurse,3.000000,0.000154,0.001354,6.693750
apply restaurant,3.000000,0.000154,0.001354,6.087615
apply time,3.000000,0.000154,0.001354,3.051788
apply baker,3.000000,0.000154,0.001354,7.099216
apply manager,14.000000,0.000720,0.005209,6.219292
apply shift,6.000000,0.000309,0.002494,6.470607
apply retail,4.000000,0.000206,0.001746,6.134135
apply store,13.000000,0.000668,0.004887,6.288285
apply barista,4.000000,0.000206,0.001746,6.693750
apply sales,4.000000,0.000206,0.001746,5.515095
apply specialist,3.000000,0.000154,0.001354,6.288285
apply management,3.000000,0.000154,0.001354,5.920561
apply legal,6.000000,0.000309,0.002494,5.465085
apply clinical,3.000000,0.000154,0.001354,7.386898
apply assistant,5.000000,0.000257,0.002125,6.511429
apply japanese,3.000000,0.000154,0.001354,6.406068
apply supervisor,5.000000,0.000257,0.002125,6.799111
registered rn,3.000000,0.000154,0.001354,8.412939
registered nurse,3.000000,0.000154,0.001354,9.616912
nurse rn,3.000000,0.000154,0.001354,8.230618
family home,4.000000,0.000206,0.001746,4.999319
family friends,3.000000,0.000154,0.001354,5.260203
family sending,3.000000,0.000154,0.001354,6.726540
family breastcancerawareness,3.000000,0.000154,0.001354,7.825153
best nyc,3.000000,0.000154,0.001354,2.713098
best life,3.000000,0.000154,0.001354,3.401771
best day,3.000000,0.000154,0.001354,2.193344
best world,3.000000,0.000154,0.001354,3.886163
best going,3.000000,0.000154,0.001354,3.136663
best friends,4.000000,0.000206,0.001746,4.456708
best thing,3.000000,0.000154,0.001354,3.750822
best friend,6.000000,0.000309,0.002494,4.881591
looking like,4.000000,0.000206,0.001746,2.590352
looking ny,43.000000,0.002211,0.013519,5.039711
looking check,37.000000,0.001903,0.011918,6.270904
looking forward,9.000000,0.000463,0.003553,6.457079
looking real,3.000000,0.000154,0.001354,4.098924
looking work,52.000000,0.002674,0.015840,5.528773
looking nj,5.000000,0.000257,0.002125,4.802941
party tabacoyronmondaysindustrymondays,6.000000,0.000309,0.002494,7.841960
party wedding,4.000000,0.000206,0.001746,6.009378
john lennon,12.000000,0.000617,0.004560,8.552201
el ms,3.000000,0.000154,0.001354,5.636607
el en,4.000000,0.000206,0.001746,4.549424
el es,6.000000,0.000309,0.002494,5.757235
el que,6.000000,0.000309,0.002494,4.757358
el y,3.000000,0.000154,0.001354,4.383845
el por,3.000000,0.000154,0.001354,5.395445
el para,3.000000,0.000154,0.001354,5.360354
el del,3.000000,0.000154,0.001354,5.731918
el da,3.000000,0.000154,0.001354,5.955061
los ms,3.000000,0.000154,0.001354,6.213495
los en,4.000000,0.000206,0.001746,5.126311
los que,6.000000,0.000309,0.002494,5.334245
los son,3.000000,0.000154,0.001354,6.008700
ms que,4.000000,0.000206,0.001746,5.551310
en el,9.000000,0.000463,0.003553,5.360354
en la,7.000000,0.000360,0.002854,4.784379
en park,4.000000,0.000206,0.001746,4.832550
en y,3.000000,0.000154,0.001354,4.208396
en manhattan,3.000000,0.000154,0.001354,4.289521
en central,4.000000,0.000206,0.001746,5.151004
en tu,3.000000,0.000154,0.001354,6.067295
la es,7.000000,0.000360,0.002854,5.586725
la que,6.000000,0.000309,0.002494,4.432697
la al,3.000000,0.000154,0.001354,5.144892
la swing,4.000000,0.000206,0.001746,6.744761
la electriczoo,3.000000,0.000154,0.001354,7.016694
happy love,3.000000,0.000154,0.001354,2.102785
happy monday,13.000000,0.000668,0.004887,4.627946
happy john,4.000000,0.000206,0.001746,4.625290
happy columbus,15.000000,0.000771,0.005528,4.454529
happy day,47.000000,0.002417,0.014561,4.529513
happy today,3.000000,0.000154,0.001354,2.293257
happy indigenous,19.000000,0.000977,0.006771,5.789530
happy amazing,3.000000,0.000154,0.001354,3.456408
happy hope,3.000000,0.000154,0.001354,3.485396
happy canadian,4.000000,0.000206,0.001746,6.383148
happy friends,3.000000,0.000154,0.001354,3.753660
happy want,4.000000,0.000206,0.001746,2.439626
happy week,5.000000,0.000257,0.002125,3.488341
happy peoples,16.000000,0.000823,0.005844,5.852519
happy birthday,45.000000,0.002314,0.014042,6.150274
happy columbusday,8.000000,0.000411,0.003207,4.857091
happy lennon,4.000000,0.000206,0.001746,5.507679
happy hour,7.000000,0.000360,0.002854,5.556469
happy erikson,3.000000,0.000154,0.001354,5.913144
happy canada,5.000000,0.000257,0.002125,5.650780
happy thanksgiving,16.000000,0.000823,0.005844,6.383148
happy celebrating,3.000000,0.000154,0.001354,4.446807
happy indigenouspeoplesday,3.000000,0.000154,0.001354,4.932315
columbus ny,3.000000,0.000154,0.001354,2.132431
columbus party,11.000000,0.000566,0.004229,5.380043
columbus day,68.000000,0.003497,0.019776,5.352266
columbus got,3.000000,0.000154,0.001354,2.943361
columbus didnt,4.000000,0.000206,0.001746,3.871268
columbus work,3.000000,0.000154,0.001354,2.431449
columbus america,4.000000,0.000206,0.001746,4.684779
columbus parade,8.000000,0.000411,0.003207,6.094604
columbus columbusday,3.000000,0.000154,0.001354,4.329656
columbus holiday,3.000000,0.000154,0.001354,4.692561
columbus tabacoyronmondaysindustrymondays,6.000000,0.000309,0.002494,7.059685
columbus celebrating,3.000000,0.000154,0.001354,4.900200
columbus circle,4.000000,0.000206,0.001746,6.654220
day just,10.000000,0.000514,0.003894,2.062708
day love,5.000000,0.000257,0.002125,1.999890
day u,5.000000,0.000257,0.002125,2.558584
day like,8.000000,0.000411,0.003207,1.971694
day people,5.000000,0.000257,0.002125,2.096677
day nyc,9.000000,0.000463,0.003553,2.782624
day life,3.000000,0.000154,0.001354,2.372684
day party,16.000000,0.000823,0.005844,4.687622
day happy,4.000000,0.000206,0.001746,2.065659
day columbus,4.000000,0.000206,0.001746,2.519053
day today,8.000000,0.000411,0.003207,2.660367
day celebrate,3.000000,0.000154,0.001354,3.833087
day good,3.000000,0.000154,0.001354,1.688506
day italian,4.000000,0.000206,0.001746,4.434426
day got,5.000000,0.000257,0.002125,2.387073
day think,4.000000,0.000206,0.001746,2.309961
day little,3.000000,0.000154,0.001354,2.857077
day time,4.000000,0.000206,0.001746,1.945143
day work,13.000000,0.000668,0.004887,2.830673
day manhattan,4.000000,0.000206,0.001746,3.116186
day want,7.000000,0.000360,0.002854,2.385522
day better,3.000000,0.000154,0.001354,2.773695
day week,3.000000,0.000154,0.001354,2.363796
day school,3.000000,0.000154,0.001354,3.159358
day left,3.000000,0.000154,0.001354,3.564823
day parade,10.000000,0.000514,0.003894,5.250634
day dear,3.000000,0.000154,0.001354,4.318595
day black,3.000000,0.000154,0.001354,2.916796
day wonderful,6.000000,0.000309,0.002494,4.417035
day went,4.000000,0.000206,0.001746,3.550224
day museum,4.000000,0.000206,0.001746,4.159990
day slideshow,6.000000,0.000309,0.002494,5.587106
day timely,5.000000,0.000257,0.002125,5.992571
day holiday,3.000000,0.000154,0.001354,3.625447
day tabacoyronmondaysindustrymondays,6.000000,0.000309,0.002494,5.992571
day starbucks,3.000000,0.000154,0.001354,4.146744
day covering,3.000000,0.000154,0.001354,5.481745
lol just,4.000000,0.000206,0.001746,2.004439
lol love,6.000000,0.000309,0.002494,3.040234
lol job,3.000000,0.000154,0.001354,1.950269
lol ny,3.000000,0.000154,0.001354,1.923339
lol got,3.000000,0.000154,0.001354,2.734269
lol thank,4.000000,0.000206,0.001746,3.611914
lol right,3.000000,0.000154,0.001354,2.886610
lol ive,3.000000,0.000154,0.001354,3.248725
lol time,3.000000,0.000154,0.001354,2.515483
lol youre,3.000000,0.000154,0.001354,2.691710
lol work,4.000000,0.000206,0.001746,2.510039
lol want,4.000000,0.000206,0.001746,2.683928
lol feel,3.000000,0.000154,0.001354,3.592496
dumb fuck,3.000000,0.000154,0.001354,5.447666
sa la,3.000000,0.000154,0.001354,6.323547
beautiful day,3.000000,0.000154,0.001354,3.219982
beautiful city,3.000000,0.000154,0.001354,5.139575
night got,3.000000,0.000154,0.001354,3.598481
night went,3.000000,0.000154,0.001354,4.984775
night comedy,3.000000,0.000154,0.001354,6.328510
dr stop,3.000000,0.000154,0.001354,5.650401
dr st,3.000000,0.000154,0.001354,6.464176
dr nb,4.000000,0.000206,0.001746,6.445128
marvel nycomiccon,4.000000,0.000206,0.001746,7.370897
marvel cosplay,3.000000,0.000154,0.001354,6.418239
nycomiccon comic,4.000000,0.000206,0.001746,7.083215
realdonaldtrump vp,15.000000,0.000771,0.005528,6.084102
realdonaldtrump really,3.000000,0.000154,0.001354,3.477027
realdonaldtrump need,5.000000,0.000257,0.002125,3.903972
realdonaldtrump resign,3.000000,0.000154,0.001354,5.913144
realdonaldtrump eu,7.000000,0.000360,0.002854,6.264005
realdonaldtrump uk,7.000000,0.000360,0.002854,7.096914
realdonaldtrump chinaputinrf,6.000000,0.000309,0.002494,7.453589
view job,3.000000,0.000154,0.001354,2.770678
view great,3.000000,0.000154,0.001354,3.280676
view recommend,3.000000,0.000154,0.001354,4.258755
view latest,55.000000,0.002828,0.016595,6.395131
view opening,55.000000,0.002828,0.016595,6.615740
today just,3.000000,0.000154,0.001354,1.374015
today like,6.000000,0.000309,0.002494,2.199292
today people,3.000000,0.000154,0.001354,2.101132
today monday,5.000000,0.000257,0.002125,3.573994
today yes,3.000000,0.000154,0.001354,3.386956
today nyc,3.000000,0.000154,0.001354,2.199292
today happy,4.000000,0.000206,0.001746,2.580939
today columbus,15.000000,0.000771,0.005528,4.356089
today day,3.000000,0.000154,0.001354,1.679537
today lol,3.000000,0.000154,0.001354,2.537559
today need,3.000000,0.000154,0.001354,2.447408
today year,3.000000,0.000154,0.001354,3.224437
today make,3.000000,0.000154,0.001354,2.650636
today early,11.000000,0.000566,0.004229,5.350398
today join,12.000000,0.000617,0.004560,4.610731
today repost,3.000000,0.000154,0.001354,4.610731
today want,4.000000,0.000206,0.001746,2.341186
today game,3.000000,0.000154,0.001354,2.991343
today birthday,4.000000,0.000206,0.001746,3.631466
today holiday,4.000000,0.000206,0.001746,4.428409
open today,4.000000,0.000206,0.001746,4.460158
come home,3.000000,0.000154,0.001354,4.099459
come true,3.000000,0.000154,0.001354,5.015750
come celebrate,3.000000,0.000154,0.001354,5.341172
come time,3.000000,0.000154,0.001354,3.165547
come help,3.000000,0.000154,0.001354,4.538826
indigenous people,11.000000,0.000566,0.004229,5.050861
indigenous day,28.000000,0.001440,0.009421,5.563575
indigenous peoples,25.000000,0.001285,0.008557,7.850812
lets trump,3.000000,0.000154,0.001354,4.208844
lets youre,3.000000,0.000154,0.001354,3.483948
lets hurts,3.000000,0.000154,0.001354,6.662002
lets islanders,3.000000,0.000154,0.001354,6.438858
lets meryl,9.000000,0.000463,0.003553,6.895617
lets stripper,9.000000,0.000463,0.003553,7.642831
lets mock,9.000000,0.000463,0.003553,7.642831
lets boycott,3.000000,0.000154,0.001354,7.132005
celebrate columbus,4.000000,0.000206,0.001746,5.187882
remember people,3.000000,0.000154,0.001354,3.728588
remember ya,3.000000,0.000154,0.001354,4.985424
god love,4.000000,0.000206,0.001746,3.514018
god bless,5.000000,0.000257,0.002125,7.259839
god sex,3.000000,0.000154,0.001354,5.995241
stand want,3.000000,0.000154,0.001354,4.246274
stand believe,3.000000,0.000154,0.001354,5.992571
forgot respond,3.000000,0.000154,0.001354,8.281911
excited start,4.000000,0.000206,0.001746,5.537258
excited tonight,3.000000,0.000154,0.001354,5.365089
thursday ill,3.000000,0.000154,0.001354,5.913144
need know,3.000000,0.000154,0.001354,2.511947
need life,9.000000,0.000463,0.003553,4.239167
need stop,3.000000,0.000154,0.001354,3.381717
need long,3.000000,0.000154,0.001354,3.798611
need fuck,3.000000,0.000154,0.001354,3.284343
need help,5.000000,0.000257,0.002125,4.309437
need real,4.000000,0.000206,0.001746,3.842671
need want,3.000000,0.000154,0.001354,2.306094
need share,3.000000,0.000154,0.001354,4.723560
need pay,3.000000,0.000154,0.001354,4.248136
need hug,3.000000,0.000154,0.001354,6.472760
heart attack,3.000000,0.000154,0.001354,7.383320
does like,4.000000,0.000206,0.001746,2.956977
does know,6.000000,0.000309,0.002494,4.115654
does mean,4.000000,0.000206,0.001746,5.319627
clean power,11.000000,0.000566,0.004229,7.395734
clean plan,10.000000,0.000514,0.003894,8.073614
clean water,3.000000,0.000154,0.001354,6.541137
clean air,4.000000,0.000206,0.001746,6.751858
power plan,9.000000,0.000463,0.003553,7.562788
power play,4.000000,0.000206,0.001746,5.599179
nycc marvel,3.000000,0.000154,0.001354,5.725092
nycc nycomiccon,6.000000,0.000309,0.002494,6.572390
nycc cosplay,14.000000,0.000720,0.005209,6.754711
nycc comic,7.000000,0.000360,0.002854,6.284707
nycc comiccon,7.000000,0.000360,0.002854,7.051963
nycc newyorkcomiccon,6.000000,0.000309,0.002494,7.383320
nycc javits,4.000000,0.000206,0.001746,7.111386
nycc marvelcosplay,3.000000,0.000154,0.001354,7.671002
amazing weekend,4.000000,0.000206,0.001746,5.031945
amazing youre,3.000000,0.000154,0.001354,3.512119
check job,53.000000,0.002725,0.016093,5.246462
check video,4.000000,0.000206,0.001746,4.534266
check work,4.000000,0.000206,0.001746,2.934553
check want,4.000000,0.000206,0.001746,3.108441
photos ideas,14.000000,0.000720,0.005209,8.289458
cosplay marvel,3.000000,0.000154,0.001354,6.418239
cosplay nycomiccon,7.000000,0.000360,0.002854,7.419687
cosplay nycc,11.000000,0.000566,0.004229,6.513549
cosplay comic,5.000000,0.000257,0.002125,6.641382
cosplay comiccon,4.000000,0.000206,0.001746,7.185494
cosplay newyorkcomiccon,4.000000,0.000206,0.001746,7.671002
cosplay javits,4.000000,0.000206,0.001746,7.804533
cosplay cosplayers,4.000000,0.000206,0.001746,8.364149
cosplay cosplayersunite,3.000000,0.000154,0.001354,8.364149
cosplay cameraman,3.000000,0.000154,0.001354,8.364149
good love,3.000000,0.000154,0.001354,2.013313
good vibes,3.000000,0.000154,0.001354,4.725060
good people,4.000000,0.000206,0.001746,2.397783
good job,4.000000,0.000206,0.001746,1.904177
good great,12.000000,0.000617,0.004560,3.512789
good day,7.000000,0.000360,0.002854,2.535804
good need,3.000000,0.000154,0.001354,2.456377
good photos,5.000000,0.000257,0.002125,4.948204
good miss,3.000000,0.000154,0.001354,3.901860
good hes,3.000000,0.000154,0.001354,3.126796
good things,3.000000,0.000154,0.001354,3.233405
good make,3.000000,0.000154,0.001354,2.659605
good morning,9.000000,0.000463,0.003553,4.822224
good boys,3.000000,0.000154,0.001354,4.907382
good time,4.000000,0.000206,0.001746,2.469392
good stuff,4.000000,0.000206,0.001746,4.469127
good friends,3.000000,0.000154,0.001354,3.664188
good music,9.000000,0.000463,0.003553,4.332018
good books,10.000000,0.000514,0.003894,5.728362
good luck,8.000000,0.000411,0.003207,6.293676
good man,3.000000,0.000154,0.001354,3.395924
good idea,4.000000,0.000206,0.001746,4.607277
good times,8.000000,0.000411,0.003207,4.835061
good news,5.000000,0.000257,0.002125,4.365057
good afternoon,4.000000,0.000206,0.001746,5.130525
good streep,3.000000,0.000154,0.001354,5.535990
good ol,3.000000,0.000154,0.001354,6.005994
good feat,3.000000,0.000154,0.001354,5.535990
team job,42.000000,0.002160,0.013255,5.063110
team help,3.000000,0.000154,0.001354,4.362547
team guys,3.000000,0.000154,0.001354,4.531169
team latest,42.000000,0.002160,0.013255,5.778843
team opening,42.000000,0.002160,0.013255,5.999452
team member,9.000000,0.000463,0.003553,6.631230
gave good,3.000000,0.000154,0.001354,4.842843
se para,3.000000,0.000154,0.001354,6.067295
se puede,3.000000,0.000154,0.001354,8.335978
oh just,5.000000,0.000257,0.002125,2.865670
oh god,11.000000,0.000566,0.004229,5.696921
oh thank,3.000000,0.000154,0.001354,3.962320
oh shit,3.000000,0.000154,0.001354,3.895945
gotta love,5.000000,0.000257,0.002125,4.594612
resign trumptrain,3.000000,0.000154,0.001354,9.280440
nice day,5.000000,0.000257,0.002125,3.613025
nice work,5.000000,0.000257,0.002125,3.813103
red sox,10.000000,0.000514,0.003894,8.250820
italian americans,3.000000,0.000154,0.001354,7.301082
italian american,3.000000,0.000154,0.001354,6.410109
theyre playing,4.000000,0.000206,0.001746,5.750409
review film,3.000000,0.000154,0.001354,7.140374
white like,3.000000,0.000154,0.001354,2.498950
white people,8.000000,0.000411,0.003207,4.074766
white house,11.000000,0.000566,0.004229,6.137352
white color,4.000000,0.000206,0.001746,6.247894
white black,3.000000,0.000154,0.001354,4.424881
white woman,5.000000,0.000257,0.002125,5.851998
white living,4.000000,0.000206,0.001746,5.390443
hes just,5.000000,0.000257,0.002125,2.807851
hes like,3.000000,0.000154,0.001354,2.429154
hes gonna,3.000000,0.000154,0.001354,4.086822
hes dead,3.000000,0.000154,0.001354,4.840594
es el,4.000000,0.000206,0.001746,5.351770
es los,5.000000,0.000257,0.002125,6.151801
es que,4.000000,0.000206,0.001746,4.978791
que el,5.000000,0.000257,0.002125,4.575036
que los,4.000000,0.000206,0.001746,4.928780
que ms,3.000000,0.000154,0.001354,5.263628
que la,4.000000,0.000206,0.001746,4.027232
que se,11.000000,0.000566,0.004229,6.070434
que es,3.000000,0.000154,0.001354,4.691109
que te,6.000000,0.000309,0.002494,6.157446
que son,3.000000,0.000154,0.001354,5.058833
que y,5.000000,0.000257,0.002125,4.521690
que le,3.000000,0.000154,0.001354,5.263628
que por,3.000000,0.000154,0.001354,5.022466
que eu,3.000000,0.000154,0.001354,5.219176
que hacen,3.000000,0.000154,0.001354,7.256058
working time,3.000000,0.000154,0.001354,3.870815
world day,3.000000,0.000154,0.001354,2.857077
world trade,3.000000,0.000154,0.001354,6.992243
world center,3.000000,0.000154,0.001354,5.228655
world needs,3.000000,0.000154,0.001354,5.350016
world champion,4.000000,0.000206,0.001746,7.685391
trade center,3.000000,0.000154,0.001354,7.671002
year today,4.000000,0.000206,0.001746,3.512119
year old,8.000000,0.000411,0.003207,5.646620
ass just,3.000000,0.000154,0.001354,2.691317
ass time,3.000000,0.000154,0.001354,3.490043
talk shit,3.000000,0.000154,0.001354,4.337777
truth wwe,3.000000,0.000154,0.001354,7.719792
goes week,3.000000,0.000154,0.001354,4.889524
son really,3.000000,0.000154,0.001354,4.647099
son muy,3.000000,0.000154,0.001354,8.112835
things just,3.000000,0.000154,0.001354,2.403635
things need,3.000000,0.000154,0.001354,3.477027
things make,3.000000,0.000154,0.001354,3.680256
starwars nycc,3.000000,0.000154,0.001354,6.130557
got u,3.000000,0.000154,0.001354,2.759748
got like,5.000000,0.000257,0.002125,2.213680
got recommend,3.000000,0.000154,0.001354,3.292314
got day,4.000000,0.000206,0.001746,2.163930
got lol,4.000000,0.000206,0.001746,3.021951
got good,4.000000,0.000206,0.001746,2.688178
got time,3.000000,0.000154,0.001354,2.369452
got work,9.000000,0.000463,0.003553,3.174938
got story,3.000000,0.000154,0.001354,4.114294
got game,3.000000,0.000154,0.001354,3.188053
got school,4.000000,0.000206,0.001746,4.159030
got puppy,3.000000,0.000154,0.001354,5.164116
got hella,3.000000,0.000154,0.001354,6.193736
got meet,3.000000,0.000154,0.001354,4.337438
having day,3.000000,0.000154,0.001354,3.219982
having today,3.000000,0.000154,0.001354,3.735262
doing just,4.000000,0.000206,0.001746,2.530049
doing love,3.000000,0.000154,0.001354,2.872696
doing job,3.000000,0.000154,0.001354,2.475878
doing great,3.000000,0.000154,0.001354,2.985877
doing good,4.000000,0.000206,0.001746,3.359819
doing things,3.000000,0.000154,0.001354,4.092788
doing smart,4.000000,0.000206,0.001746,5.989908
meghanmccain theview,4.000000,0.000206,0.001746,9.116137
thank u,9.000000,0.000463,0.003553,4.448324
thank really,4.000000,0.000206,0.001746,3.605645
thank god,5.000000,0.000257,0.002125,4.714307
thank youre,3.000000,0.000154,0.001354,3.135641
thank support,4.000000,0.000206,0.001746,4.768796
thank gentlemennpsvoices,4.000000,0.000206,0.001746,7.294524
thank eafnyc,4.000000,0.000206,0.001746,7.294524
hey just,4.000000,0.000206,0.001746,2.898956
hey vp,3.000000,0.000154,0.001354,4.766185
hey baby,3.000000,0.000154,0.001354,5.106052
hey realdonaldtrump,3.000000,0.000154,0.001354,4.377814
president obama,4.000000,0.000206,0.001746,6.977855
president did,3.000000,0.000154,0.001354,4.841718
stop watching,4.000000,0.000206,0.001746,5.044265
stop didnt,4.000000,0.000206,0.001746,4.253744
stop youre,3.000000,0.000154,0.001354,3.283277
stop talking,4.000000,0.000206,0.001746,4.978307
stop las,3.000000,0.000154,0.001354,4.985424
stop traffic,14.000000,0.000720,0.005209,6.497699
stop delay,10.000000,0.000514,0.003894,6.749013
stop mins,4.000000,0.000206,0.001746,5.938083
stop st,7.000000,0.000360,0.002854,5.724509
stop vegas,3.000000,0.000154,0.001354,5.768184
mad just,3.000000,0.000154,0.001354,3.072089
mad love,4.000000,0.000206,0.001746,3.990101
thought good,3.000000,0.000154,0.001354,3.854232
end time,3.000000,0.000154,0.001354,4.000868
end story,3.000000,0.000154,0.001354,5.745711
end week,3.000000,0.000154,0.001354,4.707203
kneeling players,3.000000,0.000154,0.001354,7.252918
players flag,4.000000,0.000206,0.001746,6.893973
players protesting,4.000000,0.000206,0.001746,7.165907
flag people,3.000000,0.000154,0.001354,4.468255
flag anthem,3.000000,0.000154,0.001354,7.200998
art ny,4.000000,0.000206,0.001746,3.429778
art think,3.000000,0.000154,0.001354,4.099058
art happening,3.000000,0.000154,0.001354,6.865377
art artist,3.000000,0.000154,0.001354,6.770066
art moma,3.000000,0.000154,0.001354,6.865377
art nightlife,3.000000,0.000154,0.001354,7.558524
hard time,4.000000,0.000206,0.001746,3.920826
hard youre,3.000000,0.000154,0.001354,3.809370
hard work,3.000000,0.000154,0.001354,3.340018
long weekend,3.000000,0.000154,0.001354,4.932315
long time,6.000000,0.000309,0.002494,4.217092
long way,4.000000,0.000206,0.001746,4.581909
long island,4.000000,0.000206,0.001746,5.811361
make look,4.000000,0.000206,0.001746,3.734844
make happy,3.000000,0.000154,0.001354,2.749076
make good,3.000000,0.000154,0.001354,2.659605
make right,3.000000,0.000154,0.001354,2.999687
make time,3.000000,0.000154,0.001354,2.628560
make sure,11.000000,0.000566,0.004229,5.202682
make money,4.000000,0.000206,0.001746,4.145272
make better,3.000000,0.000154,0.001354,3.744794
make listening,3.000000,0.000154,0.001354,5.066550
make sense,5.000000,0.000257,0.002125,5.628669
ppl just,4.000000,0.000206,0.001746,3.312143
shit just,4.000000,0.000206,0.001746,2.381996
shit like,7.000000,0.000360,0.002854,3.073740
shit day,3.000000,0.000154,0.001354,2.399835
shit got,3.000000,0.000154,0.001354,3.111826
shit think,3.000000,0.000154,0.001354,3.257857
shit trump,4.000000,0.000206,0.001746,4.081844
shit wild,3.000000,0.000154,0.001354,5.554173
kinda wanna,3.000000,0.000154,0.001354,6.223523
kinda like,4.000000,0.000206,0.001746,4.261034
fall weather,3.000000,0.000154,0.001354,5.319627
fall foliage,3.000000,0.000154,0.001354,7.739995
looks just,3.000000,0.000154,0.001354,2.914460
looks like,31.000000,0.001594,0.010268,5.381964
noskiss kospisa,11.000000,0.000566,0.004229,9.347579
noskiss paquiarnerva,11.000000,0.000566,0.004229,9.193428
noskiss nimalevy,10.000000,0.000514,0.003894,9.252269
noskiss mariabjz,3.000000,0.000154,0.001354,8.230618
kospisa paquiarnerva,11.000000,0.000566,0.004229,9.193428
kospisa nimalevy,9.000000,0.000463,0.003553,9.146908
kospisa carmenbarcaru,6.000000,0.000309,0.002494,8.741443
kospisa mariabjz,4.000000,0.000206,0.001746,8.518300
paquiarnerva nimalevy,10.000000,0.000514,0.003894,9.098118
paquiarnerva carmenbarcaru,5.000000,0.000257,0.002125,8.404971
paquiarnerva mariabjz,10.000000,0.000514,0.003894,9.280440
nimalevy carmenbarcaru,6.000000,0.000309,0.002494,8.741443
nimalevy mariabjz,8.000000,0.000411,0.003207,9.211447
carmenbarcaru noskiss,7.000000,0.000360,0.002854,8.895594
carmenbarcaru kospisa,5.000000,0.000257,0.002125,8.559122
carmenbarcaru paquiarnerva,6.000000,0.000309,0.002494,8.587293
carmenbarcaru mariabjz,5.000000,0.000257,0.002125,8.741443
say hi,4.000000,0.000206,0.001746,5.012742
say like,3.000000,0.000154,0.001354,2.208260
say people,3.000000,0.000154,0.001354,2.803248
say day,4.000000,0.000206,0.001746,2.669335
say think,4.000000,0.000206,0.001746,3.527357
say youre,3.000000,0.000154,0.001354,3.051084
hope day,3.000000,0.000154,0.001354,2.871676
hope amazing,3.000000,0.000154,0.001354,4.550106
hope youre,5.000000,0.000257,0.002125,4.051932
video columbusday,3.000000,0.000154,0.001354,5.062334
video mondaymotivation,3.000000,0.000154,0.001354,5.846453
needs job,3.000000,0.000154,0.001354,3.585186
state n,5.000000,0.000257,0.002125,6.289002
state park,4.000000,0.000206,0.001746,5.584886
state mind,3.000000,0.000154,0.001354,6.085661
state sb,6.000000,0.000309,0.002494,5.808030
state building,4.000000,0.000206,0.001746,6.953162
state thruway,5.000000,0.000257,0.002125,8.023603
ccchicco kibetzval,6.000000,0.000309,0.002494,9.367451
ccchicco veronikasmolkov,4.000000,0.000206,0.001746,9.298458
think just,5.000000,0.000257,0.002125,2.227583
think u,4.000000,0.000206,0.001746,3.193462
think like,8.000000,0.000411,0.003207,2.829715
think people,5.000000,0.000257,0.002125,2.954699
think actually,4.000000,0.000206,0.001746,4.365686
think need,4.000000,0.000206,0.001746,3.077832
think check,3.000000,0.000154,0.001354,3.304814
think doesnt,3.000000,0.000154,0.001354,3.822071
think going,4.000000,0.000206,0.001746,3.253281
think ive,3.000000,0.000154,0.001354,3.248725
think time,3.000000,0.000154,0.001354,2.515483
think talking,3.000000,0.000154,0.001354,4.099058
think happening,3.000000,0.000154,0.001354,5.646620
think stupid,4.000000,0.000206,0.001746,5.145845
think culture,3.000000,0.000154,0.001354,5.004766
think anymoreselfie,3.000000,0.000154,0.001354,6.850593
didnt just,3.000000,0.000154,0.001354,2.210950
didnt u,5.000000,0.000257,0.002125,3.910799
didnt like,4.000000,0.000206,0.001746,2.630762
didnt know,15.000000,0.000771,0.005528,4.705729
didnt today,3.000000,0.000154,0.001354,3.031752
didnt make,3.000000,0.000154,0.001354,3.487571
didnt say,3.000000,0.000154,0.001354,3.733868
didnt want,3.000000,0.000154,0.001354,2.890439
didnt chance,4.000000,0.000206,0.001746,5.786641
fuck people,3.000000,0.000154,0.001354,2.938067
fuck know,3.000000,0.000154,0.001354,3.096291
fuck columbus,9.000000,0.000463,0.003553,4.682198
fuck got,3.000000,0.000154,0.001354,3.228463
fuck shit,3.000000,0.000154,0.001354,3.752051
fuck christopher,4.000000,0.000206,0.001746,4.779837
fuck work,3.000000,0.000154,0.001354,2.716551
trump just,3.000000,0.000154,0.001354,2.253062
trump administration,5.000000,0.000257,0.002125,6.511429
trump tower,6.000000,0.000309,0.002494,6.981432
trump repeal,3.000000,0.000154,0.001354,6.876072
doesnt like,4.000000,0.000206,0.001746,3.078338
