Number of pairs,19448.000000
Number of unique pairs,3136
Average pair frequency,6.201531
Pair entropy,7.568848

Pair,Frequency,Proportion,Entropy Term,Mutual Information
search babe,68.000000,0.003497,0.019776,6.907686
search whats,136.000000,0.006993,0.034705,7.125775
search notlost,68.000000,0.003497,0.019776,6.992243
search comes,68.000000,0.003497,0.019776,6.657874
babe search,68.000000,0.003497,0.019776,6.907686
babe whats,68.000000,0.003497,0.019776,7.055816
babe notlost,68.000000,0.003497,0.019776,7.615432
whats just,4.000000,0.000206,0.001746,2.294220
whats notlost,68.000000,0.003497,0.019776,7.140374
whats comes,68.000000,0.003497,0.019776,6.806004
whats right,3.000000,0.000154,0.001354,3.176391
whats lots,5.000000,0.000257,0.002125,5.916598
whats wrong,6.000000,0.000309,0.002494,5.294547
whats frazier,5.000000,0.000257,0.002125,7.140374
whats fir,5.000000,0.000257,0.002125,7.140374
notlost just,3.000000,0.000154,0.001354,2.566154
notlost comes,68.000000,0.003497,0.019776,7.365620
comes just,3.000000,0.000154,0.001354,2.231784
comes like,4.000000,0.000206,0.001746,2.651596
comes job,3.000000,0.000154,0.001354,2.465296
comes obama,3.000000,0.000154,0.001354,5.468500
comes work,4.000000,0.000206,0.001746,3.025067
todays b,3.000000,0.000154,0.001354,6.256537
todays good,3.000000,0.000154,0.001354,4.319595
todays gonna,3.000000,0.000154,0.001354,5.279621
years later,6.000000,0.000309,0.002494,6.299096
years ago,12.000000,0.000617,0.004560,6.795533
love just,3.000000,0.000154,0.001354,1.183543
love comes,3.000000,0.000154,0.001354,2.862114
love u,10.000000,0.000514,0.003894,3.576538
love like,6.000000,0.000309,0.002494,2.008819
love people,6.000000,0.000309,0.002494,2.603806
love tonight,3.000000,0.000154,0.001354,3.524170
love happy,3.000000,0.000154,0.001354,2.102785
love day,3.000000,0.000154,0.001354,1.489065
love realdonaldtrump,3.000000,0.000154,0.001354,2.950082
love playing,3.000000,0.000154,0.001354,3.752429
love year,3.000000,0.000154,0.001354,3.033964
love having,4.000000,0.000206,0.001746,3.832472
love damn,3.000000,0.000154,0.001354,3.678321
love girl,3.000000,0.000154,0.001354,3.484165
love want,6.000000,0.000309,0.002494,2.556178
love dude,4.000000,0.000206,0.001746,4.659150
pouring rain,4.000000,0.000206,0.001746,7.339645
n traffic,4.000000,0.000206,0.001746,6.195912
n orange,5.000000,0.000257,0.002125,7.517668
n stopped,3.000000,0.000154,0.001354,7.093854
u just,7.000000,0.000360,0.002854,2.589534
u love,3.000000,0.000154,0.001354,2.372565
u r,8.000000,0.000411,0.003207,5.521526
u like,5.000000,0.000257,0.002125,2.385191
u really,3.000000,0.000154,0.001354,2.899510
u know,9.000000,0.000463,0.003553,3.726189
u need,3.000000,0.000154,0.001354,2.815629
u say,3.000000,0.000154,0.001354,3.265154
u think,8.000000,0.000411,0.003207,3.886609
u break,3.000000,0.000154,0.001354,4.755808
u work,3.000000,0.000154,0.001354,2.247837
u want,5.000000,0.000257,0.002125,2.932550
u buy,3.000000,0.000154,0.001354,4.363766
u mean,4.000000,0.000206,0.001746,4.524697
u havent,3.000000,0.000154,0.001354,4.930162
u ur,8.000000,0.000411,0.003207,5.371995
u follow,3.000000,0.000154,0.001354,3.592658
like just,11.000000,0.000566,0.004229,1.984625
like u,5.000000,0.000257,0.002125,2.385191
like people,5.000000,0.000257,0.002125,1.923285
like great,3.000000,0.000154,0.001354,1.428853
like home,3.000000,0.000154,0.001354,2.417981
like weekend,3.000000,0.000154,0.001354,2.892439
like know,5.000000,0.000257,0.002125,2.081509
like hiring,5.000000,0.000257,0.002125,2.486974
like watching,3.000000,0.000154,0.001354,3.133601
like happy,3.000000,0.000154,0.001354,1.604584
like day,10.000000,0.000514,0.003894,2.194837
like lol,6.000000,0.000309,0.002494,2.542033
like today,3.000000,0.000154,0.001354,1.506144
like need,3.000000,0.000154,0.001354,1.758735
like does,3.000000,0.000154,0.001354,2.669295
like good,4.000000,0.000206,0.001746,1.802795
like white,3.000000,0.000154,0.001354,2.498950
like hes,4.000000,0.000206,0.001746,2.716836
like world,3.000000,0.000154,0.001354,2.683684
like year,3.000000,0.000154,0.001354,2.535764
like hours,3.000000,0.000154,0.001354,3.391430
like son,3.000000,0.000154,0.001354,3.621954
like got,4.000000,0.000206,0.001746,1.990537
like players,3.000000,0.000154,0.001354,3.550495
like make,4.000000,0.000206,0.001746,2.249645
like shit,3.000000,0.000154,0.001354,2.226443
like think,3.000000,0.000154,0.001354,1.848886
like idiot,3.000000,0.000154,0.001354,4.027419
like going,6.000000,0.000309,0.002494,2.627331
like ive,5.000000,0.000257,0.002125,2.728136
like time,4.000000,0.000206,0.001746,1.771750
like bad,4.000000,0.000206,0.001746,2.956977
like entire,4.000000,0.000206,0.001746,4.114430
like lot,3.000000,0.000154,0.001354,2.985965
like days,3.000000,0.000154,0.001354,2.698283
like fucking,4.000000,0.000206,0.001746,2.901407
like girl,3.000000,0.000154,0.001354,2.985965
like work,6.000000,0.000309,0.002494,1.884090
like want,3.000000,0.000154,0.001354,1.364831
like did,6.000000,0.000309,0.002494,2.766751
like october,3.000000,0.000154,0.001354,3.156590
like fake,3.000000,0.000154,0.001354,4.084577
like feel,3.000000,0.000154,0.001354,2.561082
like thing,3.000000,0.000154,0.001354,2.548343
like okay,3.000000,0.000154,0.001354,3.826748
like game,3.000000,0.000154,0.001354,2.302670
like child,3.000000,0.000154,0.001354,4.209740
like fans,3.000000,0.000154,0.001354,3.421283
like man,3.000000,0.000154,0.001354,2.698283
like idea,3.000000,0.000154,0.001354,3.621954
like cleared,3.000000,0.000154,0.001354,2.208260
like sunday,3.000000,0.000154,0.001354,3.922058
like human,3.000000,0.000154,0.001354,3.739737
like beings,3.000000,0.000154,0.001354,5.126031
bar grill,3.000000,0.000154,0.001354,8.636083
ha incident,3.000000,0.000154,0.001354,4.901991
said love,3.000000,0.000154,0.001354,3.196483
said time,3.000000,0.000154,0.001354,3.364880
said play,3.000000,0.000154,0.001354,4.755550
really just,3.000000,0.000154,0.001354,1.710488
really problem,3.000000,0.000154,0.001354,4.575640
really love,3.000000,0.000154,0.001354,2.340817
really like,8.000000,0.000411,0.003207,2.823446
really people,7.000000,0.000360,0.002854,3.284902
really know,4.000000,0.000206,0.001746,2.883510
really need,5.000000,0.000257,0.002125,3.294706
really sad,4.000000,0.000206,0.001746,4.796630
really feelings,3.000000,0.000154,0.001354,5.377986
really care,3.000000,0.000154,0.001354,4.446428
really think,4.000000,0.000206,0.001746,3.161713
really appreciate,3.000000,0.000154,0.001354,4.508948
really fucking,3.000000,0.000154,0.001354,3.638870
really want,4.000000,0.000206,0.001746,2.677658
start right,6.000000,0.000309,0.002494,4.641328
start week,5.000000,0.000257,0.002125,4.794214
people just,10.000000,0.000514,0.003894,2.484303
people r,3.000000,0.000154,0.001354,4.078791
people like,5.000000,0.000257,0.002125,1.923285
people really,3.000000,0.000154,0.001354,2.437604
people getting,3.000000,0.000154,0.001354,3.143330
people know,8.000000,0.000411,0.003207,3.146500
people life,3.000000,0.000154,0.001354,2.794279
people day,6.000000,0.000309,0.002494,2.278999
people today,4.000000,0.000206,0.001746,2.388814
people need,3.000000,0.000154,0.001354,2.353723
people good,4.000000,0.000206,0.001746,2.397783
people world,3.000000,0.000154,0.001354,3.278671
people ass,3.000000,0.000154,0.001354,3.418433
people things,4.000000,0.000206,0.001746,3.418433
people got,3.000000,0.000154,0.001354,2.297842
people long,3.000000,0.000154,0.001354,3.452335
people make,4.000000,0.000206,0.001746,2.844633
people say,5.000000,0.000257,0.002125,3.314073
people think,6.000000,0.000309,0.002494,3.137021
people going,4.000000,0.000206,0.001746,2.816853
people time,5.000000,0.000257,0.002125,2.589881
people fucking,3.000000,0.000154,0.001354,3.208713
people social,3.000000,0.000154,0.001354,4.293902
people want,7.000000,0.000360,0.002854,2.807116
people ask,4.000000,0.000206,0.001746,4.366473
people money,3.000000,0.000154,0.001354,3.308085
people die,3.000000,0.000154,0.001354,4.679564
people took,4.000000,0.000206,0.001746,4.245112
people arent,3.000000,0.000154,0.001354,4.421735
people arms,3.000000,0.000154,0.001354,6.126483
job just,3.000000,0.000154,0.001354,0.786725
job vp,3.000000,0.000154,0.001354,2.941635
job love,3.000000,0.000154,0.001354,1.417054
job people,3.000000,0.000154,0.001354,1.513841
job great,94.000000,0.004833,0.025773,4.974918
job fit,77.000000,0.003959,0.021902,5.700018
job inhouse,8.000000,0.000411,0.003207,5.515095
job jobs,7.000000,0.000360,0.002854,4.499175
job jdhuntr,3.000000,0.000154,0.001354,4.023441
job recommend,5.000000,0.000257,0.002125,3.019139
job ny,72.000000,0.003702,0.020728,4.171361
job hiring,4.000000,0.000206,0.001746,2.365212
job click,42.000000,0.002160,0.013255,4.745575
job apply,41.000000,0.002108,0.012990,5.101533
job today,5.000000,0.000257,0.002125,2.118352
job good,4.000000,0.000206,0.001746,1.904177
job team,3.000000,0.000154,0.001354,2.424053
job director,3.000000,0.000154,0.001354,4.454223
job say,3.000000,0.000154,0.001354,2.309643
job youre,3.000000,0.000154,0.001354,1.761677
job manager,11.000000,0.000566,0.004229,4.511793
job real,3.000000,0.000154,0.001354,2.715108
job work,6.000000,0.000309,0.002494,1.985472
job want,4.000000,0.000206,0.001746,1.753895
job nj,11.000000,0.000566,0.004229,4.207582
job opening,92.000000,0.004731,0.025326,5.379754
job rochester,3.000000,0.000154,0.001354,3.686968
job shift,6.000000,0.000309,0.002494,5.004270
job marketing,4.000000,0.000206,0.001746,4.821948
job retail,7.000000,0.000360,0.002854,5.227413
job store,10.000000,0.000514,0.003894,4.559584
job albany,3.000000,0.000154,0.001354,4.311123
job sr,4.000000,0.000206,0.001746,5.920561
job consultant,4.000000,0.000206,0.001746,4.908960
job designer,5.000000,0.000257,0.002125,5.227413
job incident,3.000000,0.000154,0.001354,1.793426
job barista,3.000000,0.000154,0.001354,4.939731
job respect,3.000000,0.000154,0.001354,3.686968
job jerseycity,3.000000,0.000154,0.001354,4.246584
job sales,5.000000,0.000257,0.002125,4.271902
job pharmacy,3.000000,0.000154,0.001354,5.920561
job senior,4.000000,0.000206,0.001746,4.311123
job management,3.000000,0.000154,0.001354,4.454223
job coordinator,4.000000,0.000206,0.001746,5.227413
job legal,8.000000,0.000411,0.003207,4.286430
job account,3.000000,0.000154,0.001354,4.128801
job verona,3.000000,0.000154,0.001354,5.632878
job varioususcities,5.000000,0.000257,0.002125,4.757410
job assistant,6.000000,0.000309,0.002494,5.227413
job executive,3.000000,0.000154,0.001354,5.073263
job catering,3.000000,0.000154,0.001354,5.920561
great just,5.000000,0.000257,0.002125,1.807549
great like,5.000000,0.000257,0.002125,1.939678
great fit,91.000000,0.004679,0.025102,6.377071
great hiring,3.000000,0.000154,0.001354,2.587529
great day,5.000000,0.000257,0.002125,2.113071
great visit,4.000000,0.000206,0.001746,4.725811
great photos,14.000000,0.000720,0.005209,5.891563
great team,3.000000,0.000154,0.001354,2.934052
great seeing,3.000000,0.000154,0.001354,4.127974
great stop,3.000000,0.000154,0.001354,3.051835
great time,3.000000,0.000154,0.001354,2.095450
great manager,6.000000,0.000309,0.002494,4.415656
great ideas,19.000000,0.000977,0.006771,6.283956
great week,3.000000,0.000154,0.001354,2.801784
great gift,6.000000,0.000309,0.002494,5.514269
great retail,4.000000,0.000206,0.001746,5.177796
great store,3.000000,0.000154,0.001354,3.865610
great idea,4.000000,0.000206,0.001746,4.521017
great sales,4.000000,0.000206,0.001746,4.558757
great luxury,3.000000,0.000154,0.001354,4.964222
great account,3.000000,0.000154,0.001354,4.638800
great comics,4.000000,0.000206,0.001746,5.870944
great leader,3.000000,0.000154,0.001354,5.226587
great executive,3.000000,0.000154,0.001354,5.583261
great passiflorahome,5.000000,0.000257,0.002125,6.430559
fit time,3.000000,0.000154,0.001354,3.020039
fit manager,7.000000,0.000360,0.002854,5.494397
fit retail,4.000000,0.000206,0.001746,6.102386
fit store,4.000000,0.000206,0.001746,5.077882
fit consultant,3.000000,0.000154,0.001354,6.055866
fit sales,6.000000,0.000309,0.002494,5.888812
fit account,3.000000,0.000154,0.001354,5.563389
fit assistant,3.000000,0.000154,0.001354,5.968855
fit executive,3.000000,0.000154,0.001354,6.507851
inhouse jobs,12.000000,0.000617,0.004560,8.552201
inhouse jdhuntr,8.000000,0.000411,0.003207,8.518300
inhouse counsel,4.000000,0.000206,0.001746,8.335978
inhouse hiring,3.000000,0.000154,0.001354,5.591560
inhouse varioususcities,3.000000,0.000154,0.001354,7.760614
jobs jdhuntr,16.000000,0.000823,0.005844,8.329058
jobs associate,3.000000,0.000154,0.001354,6.472760
jobs general,5.000000,0.000257,0.002125,7.389050
jobs counsel,7.000000,0.000360,0.002854,8.013205
jobs hiring,3.000000,0.000154,0.001354,4.709171
jobs click,3.000000,0.000154,0.001354,4.738159
jobs senior,4.000000,0.000206,0.001746,6.942763
jobs attorney,3.000000,0.000154,0.001354,8.041376
jobs varioususcities,3.000000,0.000154,0.001354,6.878225
jdhuntr inhouse,4.000000,0.000206,0.001746,7.825153
jdhuntr jobs,4.000000,0.000206,0.001746,6.942763
jdhuntr associate,3.000000,0.000154,0.001354,6.844323
jdhuntr general,7.000000,0.000360,0.002854,8.097086
jdhuntr counsel,9.000000,0.000463,0.003553,8.636083
jdhuntr hiring,3.000000,0.000154,0.001354,5.080735
jdhuntr senior,4.000000,0.000206,0.001746,7.314327
jdhuntr attorney,4.000000,0.000206,0.001746,8.700621
associate general,3.000000,0.000154,0.001354,7.067467
monday like,3.000000,0.000154,0.001354,2.374496
monday right,4.000000,0.000206,0.001746,3.699902
monday week,4.000000,0.000206,0.001746,4.035109
home just,3.000000,0.000154,0.001354,2.285852
home oh,3.000000,0.000154,0.001354,4.087483
home school,4.000000,0.000206,0.001746,4.874156
home plate,3.000000,0.000154,0.001354,6.321075
totally makeithappenmonday,3.000000,0.000154,0.001354,9.211447
mirtaimperatori marshacollier,3.000000,0.000154,0.001354,10.533203
weekend favorite,4.000000,0.000206,0.001746,5.409239
tonight just,3.000000,0.000154,0.001354,2.893841
tonight right,3.000000,0.000154,0.001354,4.063694
ill just,5.000000,0.000257,0.002125,3.236044
getting people,3.000000,0.000154,0.001354,3.143330
getting time,3.000000,0.000154,0.001354,3.214940
getting ready,5.000000,0.000257,0.002125,5.309340
yes people,3.000000,0.000154,0.001354,3.293270
yes way,3.000000,0.000154,0.001354,4.135163
b day,3.000000,0.000154,0.001354,3.625447
b good,3.000000,0.000154,0.001354,4.149696
let know,8.000000,0.000411,0.003207,4.508696
know just,4.000000,0.000206,0.001746,1.726236
know love,4.000000,0.000206,0.001746,2.356565
know u,7.000000,0.000360,0.002854,3.474875
know weekend,3.000000,0.000154,0.001354,3.645650
know good,4.000000,0.000206,0.001746,2.556007
know doing,3.000000,0.000154,0.001354,3.127707
know think,5.000000,0.000257,0.002125,3.112923
know fuck,3.000000,0.000154,0.001354,3.096291
know hate,3.000000,0.000154,0.001354,3.610559
know right,4.000000,0.000206,0.001746,2.896089
know youre,4.000000,0.000206,0.001746,2.701189
know want,4.000000,0.000206,0.001746,2.405724
know did,4.000000,0.000206,0.001746,3.114497
know theres,3.000000,0.000154,0.001354,4.007440
know deal,4.000000,0.000206,0.001746,4.591388
roger ailes,3.000000,0.000154,0.001354,10.533203
firefoxscout firefox,3.000000,0.000154,0.001354,10.820885
firefoxscout adblockplus,3.000000,0.000154,0.001354,10.820885
firefox adblockplus,3.000000,0.000154,0.001354,10.820885
trying like,3.000000,0.000154,0.001354,2.713098
trying remember,3.000000,0.000154,0.001354,5.029227
trying figure,3.000000,0.000154,0.001354,6.415521
thanks bro,3.000000,0.000154,0.001354,4.837788
thanks great,5.000000,0.000257,0.002125,3.260874
thanks s,7.000000,0.000360,0.002854,5.348614
thanks hear,3.000000,0.000154,0.001354,4.307160
thanks nyc,3.000000,0.000154,0.001354,2.831814
thanks good,3.000000,0.000154,0.001354,2.836308
thanks appreciate,4.000000,0.000206,0.001746,5.092681
thanks support,8.000000,0.000411,0.003207,5.307792
thanks rts,4.000000,0.000206,0.001746,6.224083
thanks follow,4.000000,0.000206,0.001746,4.144641
thanks sharing,4.000000,0.000206,0.001746,6.041761
thanks onward,5.000000,0.000257,0.002125,6.552587
s day,4.000000,0.000206,0.001746,3.641196
s support,4.000000,0.000206,0.001746,5.656099
s earth,4.000000,0.000206,0.001746,6.523599
s slideshow,3.000000,0.000154,0.001354,7.083215
s appreciated,4.000000,0.000206,0.001746,7.003172
s lorrys,4.000000,0.000206,0.001746,7.776362
hear nyc,4.000000,0.000206,0.001746,3.966794
hear recording,4.000000,0.000206,0.001746,7.428056
hear debut,4.000000,0.000206,0.001746,7.071381
hear enormous,5.000000,0.000257,0.002125,7.805350
nyc just,5.000000,0.000257,0.002125,1.889315
nyc love,4.000000,0.000206,0.001746,2.296501
nyc like,5.000000,0.000257,0.002125,2.021444
nyc foodie,6.000000,0.000309,0.002494,6.358175
nyc recording,6.000000,0.000309,0.002494,6.358175
nyc debut,6.000000,0.000309,0.002494,6.001500
nyc kims,6.000000,0.000309,0.002494,6.512325
nyc ny,4.000000,0.000206,0.001746,1.872754
nyc columbus,3.000000,0.000154,0.001354,2.751125
nyc day,3.000000,0.000154,0.001354,1.684012
nyc night,3.000000,0.000154,0.001354,3.406245
nyc dr,3.000000,0.000154,0.001354,4.720566
nyc today,3.000000,0.000154,0.001354,2.199292
nyc restaurant,3.000000,0.000154,0.001354,5.213042
nyc art,3.000000,0.000154,0.001354,3.760790
nyc newyorkcity,7.000000,0.000360,0.002854,5.413713
nyc youre,3.000000,0.000154,0.001354,2.353442
nyc manhattan,3.000000,0.000154,0.001354,3.348258
nyc usa,3.000000,0.000154,0.001354,4.519895
nyc tomorrow,3.000000,0.000154,0.001354,3.739737
nyc travel,3.000000,0.000154,0.001354,4.392062
nyc rain,5.000000,0.000257,0.002125,3.947376
nyc wonderful,4.000000,0.000206,0.001746,4.531324
nyc triumphhotels,3.000000,0.000154,0.001354,6.512325
nyc nb,3.000000,0.000154,0.001354,3.640646
nyc kara,5.000000,0.000257,0.002125,6.512325
nyc juniors,3.000000,0.000154,0.001354,5.819178
nyc nightlife,3.000000,0.000154,0.001354,6.001500
nyc fdr,3.000000,0.000154,0.001354,6.224643
recording debut,6.000000,0.000309,0.002494,9.462761
recording kims,6.000000,0.000309,0.002494,9.973587
recording town,6.000000,0.000309,0.002494,9.568122
debut kims,6.000000,0.000309,0.002494,9.616912
debut town,6.000000,0.000309,0.002494,9.211447
debut michaels,6.000000,0.000309,0.002494,9.329230
kims town,6.000000,0.000309,0.002494,9.722273
kims michaels,6.000000,0.000309,0.002494,9.840056
kims cichael,5.000000,0.000257,0.002125,10.127738
town michaels,6.000000,0.000309,0.002494,9.434590
town cichael,5.000000,0.000257,0.002125,9.722273
michaels cichael,5.000000,0.000257,0.002125,9.840056
recommend job,88.000000,0.004525,0.024426,5.887038
recommend inhouse,3.000000,0.000154,0.001354,6.022343
recommend ny,35.000000,0.001800,0.011374,4.938120
recommend manager,4.000000,0.000206,0.001746,4.988269
recommend nj,6.000000,0.000309,0.002494,5.089523
recommend store,3.000000,0.000154,0.001354,4.843688
recommend sales,3.000000,0.000154,0.001354,5.249153
ny just,4.000000,0.000206,0.001746,1.047477
ny love,9.000000,0.000463,0.003553,2.488737
ny u,4.000000,0.000206,0.001746,2.236500
ny like,5.000000,0.000257,0.002125,1.402750
ny really,4.000000,0.000206,0.001746,2.204752
ny people,3.000000,0.000154,0.001354,1.486912
ny job,76.000000,0.003908,0.021668,4.225428
ny great,35.000000,0.001800,0.011374,3.960041
ny fit,31.000000,0.001594,0.010268,4.763270
ny nyc,4.000000,0.000206,0.001746,1.872754
ny recommend,5.000000,0.000257,0.002125,2.992210
ny look,3.000000,0.000154,0.001354,2.377123
ny click,58.000000,0.002982,0.017342,5.041419
ny apply,26.000000,0.001337,0.008847,4.619128
ny happy,3.000000,0.000154,0.001354,1.679037
ny day,3.000000,0.000154,0.001354,1.065317
ny view,40.000000,0.002057,0.012724,5.334015
ny need,3.000000,0.000154,0.001354,1.833188
ny check,44.000000,0.002262,0.013781,5.033430
ny good,4.000000,0.000206,0.001746,1.877248
ny doing,3.000000,0.000154,0.001354,2.448949
ny thank,4.000000,0.000206,0.001746,2.654953
ny fall,3.000000,0.000154,0.001354,3.100423
ny say,6.000000,0.000309,0.002494,2.975860
ny hope,4.000000,0.000206,0.001746,3.060418
ny read,3.000000,0.000154,0.001354,2.282713
ny hair,3.000000,0.000154,0.001354,3.624948
ny right,4.000000,0.000206,0.001746,2.217330
ny join,3.000000,0.000154,0.001354,2.610217
ny time,5.000000,0.000257,0.002125,2.069347
ny youre,3.000000,0.000154,0.001354,1.734748
ny street,3.000000,0.000154,0.001354,2.492434
ny work,3.000000,0.000154,0.001354,1.265396
ny want,8.000000,0.000411,0.003207,2.420113
ny details,32.000000,0.001645,0.010547,5.427541
ny latest,43.000000,0.002211,0.013519,4.371627
ny opening,40.000000,0.002057,0.012724,4.519916
ny birthday,3.000000,0.000154,0.001354,2.729564
ny incident,5.000000,0.000257,0.002125,2.277322
ny cleared,5.000000,0.000257,0.002125,2.793539
ny sexy,8.000000,0.000411,0.003207,5.488166
ny escorts,8.000000,0.000411,0.003207,5.893631
ny elite,8.000000,0.000411,0.003207,5.334015
ny construction,3.000000,0.000154,0.001354,3.142096
ny boongalinge,4.000000,0.000206,0.001746,3.814190
ny latuazon,4.000000,0.000206,0.001746,3.814190
ny liesesmarryhk,3.000000,0.000154,0.001354,3.526507
ny gratefuli,3.000000,0.000154,0.001354,4.795019
life love,3.000000,0.000154,0.001354,2.697492
life happy,5.000000,0.000257,0.002125,3.497230
life day,3.000000,0.000154,0.001354,2.372684
life hard,3.000000,0.000154,0.001354,4.348367
life right,4.000000,0.000206,0.001746,3.524698
life work,4.000000,0.000206,0.001746,2.860445
life boring,3.000000,0.000154,0.001354,6.353700
look just,3.000000,0.000154,0.001354,2.170541
look whats,5.000000,0.000257,0.002125,4.134691
look like,16.000000,0.000823,0.005844,3.976646
look good,3.000000,0.000154,0.001354,3.000311
look forward,5.000000,0.000257,0.002125,5.869292
look frazier,5.000000,0.000257,0.002125,7.304377
look fir,5.000000,0.000257,0.002125,7.304377
actually like,3.000000,0.000154,0.001354,3.046589
hiring job,50.000000,0.002571,0.015332,4.890941
hiring ny,32.000000,0.001645,0.010547,4.417725
hiring click,90.000000,0.004628,0.024877,6.565009
hiring apply,48.000000,0.002468,0.014819,6.316456
hiring read,50.000000,0.002571,0.015332,6.180347
hiring details,29.000000,0.001491,0.009705,6.413325
hiring nj,7.000000,0.000360,0.002854,4.812891
hiring latest,50.000000,0.002571,0.015332,5.606674
hiring shift,3.000000,0.000154,0.001354,5.368417
hiring store,3.000000,0.000154,0.001354,4.412905
hiring barista,3.000000,0.000154,0.001354,5.997025
hiring jerseycity,3.000000,0.000154,0.001354,5.303878
hiring varioususcities,3.000000,0.000154,0.001354,5.303878
click jobs,7.000000,0.000360,0.002854,5.585457
click associate,3.000000,0.000154,0.001354,4.927401
