Number of words,51096
Number of unique words,4424
Average word frequency,11.549729
Entropy,7.655637

Word,Frequency,Proportion,Entropy Term
finally,50,0.000979,0.006781
wig,5,0.000098,0.000903
nra,6,0.000117,0.001063
power,43,0.000842,0.005958
sensible,3,0.000059,0.000572
policy,14,0.000274,0.002247
gun,9,0.000176,0.001523
control,15,0.000294,0.002388
sommerrayy,5,0.000098,0.000903
hacked,4,0.000078,0.000740
gt,22,0.000431,0.003337
mind,26,0.000509,0.003859
excitement,5,0.000098,0.000903
anxiety,11,0.000215,0.001818
pun,3,0.000059,0.000572
coming,50,0.000979,0.006781
near,17,0.000333,0.002664
metropolitan,15,0.000294,0.002388
area,17,0.000333,0.002664
missing,23,0.000450,0.003469
sexual,12,0.000235,0.001963
mile,5,0.000098,0.000903
scared,4,0.000078,0.000740
walk,20,0.000391,0.003071
ftweedy,12,0.000235,0.001963
espnpr,13,0.000254,0.002106
born,6,0.000117,0.001063
success,7,0.000137,0.001219
nerd,4,0.000078,0.000740
comics,6,0.000117,0.001063
summer,16,0.000313,0.002527
vibes,6,0.000117,0.001063
lost,31,0.000607,0.004494
google,8,0.000157,0.001372
earth,12,0.000235,0.001963
easier,5,0.000098,0.000903
god,73,0.001429,0.009359
trip,15,0.000294,0.002388
jersey,72,0.001409,0.009251
archery,3,0.000059,0.000572
spirit,8,0.000157,0.001372
smh,17,0.000333,0.002664
deja,4,0.000078,0.000740
ke,3,0.000059,0.000572
pa,14,0.000274,0.002247
nan,4,0.000078,0.000740
este,8,0.000157,0.001372
prensa,3,0.000059,0.000572
hace,6,0.000117,0.001063
mal,6,0.000117,0.001063
pas,7,0.000137,0.001219
dm,11,0.000215,0.001818
service,14,0.000274,0.002247
baseball,13,0.000254,0.002106
letting,8,0.000157,0.001372
magical,6,0.000117,0.001063
date,19,0.000372,0.002937
dude,36,0.000705,0.005114
wednesday,11,0.000215,0.001818
itll,6,0.000117,0.001063
longer,13,0.000254,0.002106
brooklyn,126,0.002466,0.014808
bogo,4,0.000078,0.000740
supreme,6,0.000117,0.001063
opportunity,12,0.000235,0.001963
speaks,3,0.000059,0.000572
community,11,0.000215,0.001818
tho,27,0.000528,0.003987
selling,9,0.000176,0.001523
amazon,8,0.000157,0.001372
pricing,3,0.000059,0.000572
progress,7,0.000137,0.001219
story,33,0.000646,0.004744
rise,6,0.000117,0.001063
peeloi,15,0.000294,0.002388
ew,7,0.000137,0.001219
kelly,13,0.000254,0.002106
second,22,0.000431,0.003337
arrived,4,0.000078,0.000740
aint,44,0.000861,0.006077
drink,17,0.000333,0.002664
eat,39,0.000763,0.005479
miami,7,0.000137,0.001219
end,29,0.000568,0.004242
moneylynch,3,0.000059,0.000572
nightmare,6,0.000117,0.001063
create,6,0.000117,0.001063
news,35,0.000685,0.004991
tudyk,3,0.000059,0.000572
steve,6,0.000117,0.001063
starring,3,0.000059,0.000572
creative,13,0.000254,0.002106
alright,4,0.000078,0.000740
pit,6,0.000117,0.001063
ladies,7,0.000137,0.001219
carlos,4,0.000078,0.000740
dominicano,3,0.000059,0.000572
nueva,4,0.000078,0.000740
fellow,6,0.000117,0.001063
given,7,0.000137,0.001219
insightful,3,0.000059,0.000572
topic,4,0.000078,0.000740
bewareofpeoplewho,13,0.000254,0.002106
taxes,4,0.000078,0.000740
resist,5,0.000098,0.000903
kidding,4,0.000078,0.000740
loved,19,0.000372,0.002937
whining,3,0.000059,0.000572
obamas,4,0.000078,0.000740
golfing,4,0.000078,0.000740
sweaty,3,0.000059,0.000572
thread,14,0.000274,0.002247
needed,14,0.000274,0.002247
comic,24,0.000470,0.003600
r,33,0.000646,0.004744
places,12,0.000235,0.001963
typical,4,0.000078,0.000740
happened,19,0.000372,0.002937
veep,3,0.000059,0.000572
retired,3,0.000059,0.000572
yep,11,0.000215,0.001818
apple,14,0.000274,0.002247
pays,4,0.000078,0.000740
spotify,4,0.000078,0.000740
theyre,50,0.000979,0.006781
salute,3,0.000059,0.000572
iphone,9,0.000176,0.001523
sick,23,0.000450,0.003469
entire,27,0.000528,0.003987
taking,34,0.000665,0.004868
telling,19,0.000372,0.002937
christopher,16,0.000313,0.002527
crazy,36,0.000705,0.005114
older,7,0.000137,0.001219
mas,5,0.000098,0.000903
knock,5,0.000098,0.000903
wood,3,0.000059,0.000572
seven,4,0.000078,0.000740
sunday,17,0.000333,0.002664
papers,4,0.000078,0.000740
whip,4,0.000078,0.000740
join,21,0.000411,0.003204
seanhannity,3,0.000059,0.000572
fox,4,0.000078,0.000740
channels,3,0.000059,0.000572
tryna,14,0.000274,0.002247
inn,9,0.000176,0.001523
suites,3,0.000059,0.000572
hartford,5,0.000098,0.000903
future,15,0.000294,0.002388
shares,3,0.000059,0.000572
impressive,4,0.000078,0.000740
ask,32,0.000626,0.004619
main,3,0.000059,0.000572
learned,16,0.000313,0.002527
travel,13,0.000254,0.002106
hair,27,0.000528,0.003987
dove,15,0.000294,0.002388
exiledheroine,4,0.000078,0.000740
husband,6,0.000117,0.001063
mentioned,6,0.000117,0.001063
elite,3,0.000059,0.000572
tastes,3,0.000059,0.000572
kitchen,13,0.000254,0.002106
base,7,0.000137,0.001219
uws,5,0.000098,0.000903
told,36,0.000705,0.005114
russians,5,0.000098,0.000903
anybody,12,0.000235,0.001963
hillary,14,0.000274,0.002247
wasnt,28,0.000548,0.004115
promise,9,0.000176,0.001523
helps,4,0.000078,0.000740
client,3,0.000059,0.000572
haircut,6,0.000117,0.001063
east,45,0.000881,0.006196
ngoftheyear,3,0.000059,0.000572
acting,8,0.000157,0.001372
met,11,0.000215,0.001818
remain,7,0.000137,0.001219
shook,8,0.000157,0.001372
state,33,0.000646,0.004744
truly,15,0.000294,0.002388
miles,5,0.000098,0.000903
san,5,0.000098,0.000903
trapped,3,0.000059,0.000572
change,28,0.000548,0.004115
gotta,37,0.000724,0.005236
heels,8,0.000157,0.001372
wallace,3,0.000059,0.000572
king,11,0.000215,0.001818
mural,3,0.000059,0.000572
dream,16,0.000313,0.002527
killer,5,0.000098,0.000903
evening,18,0.000352,0.002801
worth,13,0.000254,0.002106
sad,26,0.000509,0.003859
ugly,11,0.000215,0.001818
illegal,5,0.000098,0.000903
smells,5,0.000098,0.000903
father,13,0.000254,0.002106
alive,17,0.000333,0.002664
hoboken,5,0.000098,0.000903
path,5,0.000098,0.000903
nj,28,0.000548,0.004115
mood,26,0.000509,0.003859
release,10,0.000196,0.001671
steel,7,0.000137,0.001219
miss,60,0.001174,0.007923
answer,18,0.000352,0.002801
mikepence,5,0.000098,0.000903
grind,5,0.000098,0.000903
mondaymotivation,5,0.000098,0.000903
credit,14,0.000274,0.002247
union,12,0.000235,0.001963
suspended,15,0.000294,0.002388
taken,11,0.000215,0.001818
sides,5,0.000098,0.000903
thanksgiving,11,0.000215,0.001818
came,19,0.000372,0.002937
launch,5,0.000098,0.000903
party,31,0.000607,0.004494
saturday,16,0.000313,0.002527
hi,17,0.000333,0.002664
david,15,0.000294,0.002388
lifetime,4,0.000078,0.000740
sitting,12,0.000235,0.001963
toilet,5,0.000098,0.000903
accident,6,0.000117,0.001063
blvd,3,0.000059,0.000572
traffic,10,0.000196,0.001671
ave,10,0.000196,0.001671
mins,7,0.000137,0.001219
codingduckrbx,4,0.000078,0.000740
realize,18,0.000352,0.002801
breaking,6,0.000117,0.001063
tea,4,0.000078,0.000740
pouring,5,0.000098,0.000903
married,8,0.000157,0.001372
handle,7,0.000137,0.001219
cleaned,3,0.000059,0.000572
packed,7,0.000137,0.001219
clothes,7,0.000137,0.001219
soup,13,0.000254,0.002106
terms,3,0.000059,0.000572
argument,4,0.000078,0.000740
christmas,6,0.000117,0.001063
dinner,28,0.000548,0.004115
uncle,4,0.000078,0.000740
fully,9,0.000176,0.001523
grid,3,0.000059,0.000572
solar,4,0.000078,0.000740
hwarlow,3,0.000059,0.000572
sam,11,0.000215,0.001818
asked,22,0.000431,0.003337
jerseycityarchery,3,0.000059,0.000572
jerseycitymakeityours,4,0.000078,0.000740
jc,5,0.000098,0.000903
ah,9,0.000176,0.001523
duh,6,0.000117,0.001063
natural,13,0.000254,0.002106
history,25,0.000489,0.003730
nypost,5,0.000098,0.000903
appears,3,0.000059,0.000572
blame,7,0.000137,0.001219
loser,3,0.000059,0.000572
government,10,0.000196,0.001671
episode,30,0.000587,0.004368
grateful,7,0.000137,0.001219
comfortable,7,0.000137,0.001219
simple,7,0.000137,0.001219
tap,6,0.000117,0.001063
tou,3,0.000059,0.000572
wifi,5,0.000098,0.000903
lucasremoussin,4,0.000078,0.000740
scenes,5,0.000098,0.000903
group,24,0.000470,0.003600
afford,5,0.000098,0.000903
payments,3,0.000059,0.000572
nights,10,0.000196,0.001671
enjoying,7,0.000137,0.001219
farm,6,0.000117,0.001063
guy,58,0.001135,0.007697
account,19,0.000372,0.002937
lmaoo,7,0.000137,0.001219
mans,9,0.000176,0.001523
better,101,0.001977,0.012307
offer,6,0.000117,0.001063
limited,7,0.000137,0.001219
starting,19,0.000372,0.002937
downtown,16,0.000313,0.002527
rosa,5,0.000098,0.000903
maga,11,0.000215,0.001818
website,11,0.000215,0.001818
plans,11,0.000215,0.001818
expert,3,0.000059,0.000572
professional,5,0.000098,0.000903
development,4,0.000078,0.000740
details,12,0.000235,0.001963
reminder,10,0.000196,0.001671
dress,7,0.000137,0.001219
expected,4,0.000078,0.000740
pictures,11,0.000215,0.001818
instead,15,0.000294,0.002388
invited,3,0.000059,0.000572
core,3,0.000059,0.000572
members,4,0.000078,0.000740
belong,6,0.000117,0.001063
greatest,13,0.000254,0.002106
released,5,0.000098,0.000903
meet,18,0.000352,0.002801
info,11,0.000215,0.001818
candy,3,0.000059,0.000572
messages,7,0.000137,0.001219
color,18,0.000352,0.002801
dark,16,0.000313,0.002527
girl,65,0.001272,0.008481
escape,6,0.000117,0.001063
billsimmons,3,0.000059,0.000572
fan,33,0.000646,0.004744
colleagues,5,0.000098,0.000903
nats,11,0.000215,0.001818
dislike,5,0.000098,0.000903
cubbies,5,0.000098,0.000903
mitch,4,0.000078,0.000740
ill,74,0.001448,0.009468
count,13,0.000254,0.002106
blessings,3,0.000059,0.000572
youtube,19,0.000372,0.002937
police,6,0.000117,0.001063
jail,5,0.000098,0.000903
bless,10,0.000196,0.001671
negative,6,0.000117,0.001063
fantastic,9,0.000176,0.001523
reading,15,0.000294,0.002388
grade,6,0.000117,0.001063
girls,28,0.000548,0.004115
burn,9,0.000176,0.001523
grow,12,0.000235,0.001963
biggest,10,0.000196,0.001671
public,23,0.000450,0.003469
texas,4,0.000078,0.000740
fetish,4,0.000078,0.000740
sluts,3,0.000059,0.000572
cast,14,0.000274,0.002247
leaving,12,0.000235,0.001963
joss,3,0.000059,0.000572
set,30,0.000587,0.004368
tone,3,0.000059,0.000572
ship,4,0.000078,0.000740
search,121,0.002368,0.014317
mission,4,0.000078,0.000740
takes,18,0.000352,0.002801
course,15,0.000294,0.002388
administration,6,0.000117,0.001063
uniform,5,0.000098,0.000903
soho,6,0.000117,0.001063
guard,5,0.000098,0.000903
held,8,0.000157,0.001372
stage,8,0.000157,0.001372
door,8,0.000157,0.001372
performing,7,0.000137,0.001219
break,28,0.000548,0.004115
crush,9,0.000176,0.001523
crushes,3,0.000059,0.000572
use,37,0.000724,0.005236
names,3,0.000059,0.000572
confess,3,0.000059,0.000572
feelings,7,0.000137,0.001219
apart,5,0.000098,0.000903
presence,3,0.000059,0.000572
care,41,0.000802,0.005719
avocado,3,0.000059,0.000572
rude,6,0.000117,0.001063
af,9,0.000176,0.001523
dudes,4,0.000078,0.000740
book,36,0.000705,0.005114
pix,3,0.000059,0.000572
concert,14,0.000274,0.002247
tix,10,0.000196,0.001671
yikes,4,0.000078,0.000740
latest,32,0.000626,0.004619
embiid,3,0.000059,0.000572
potential,3,0.000059,0.000572
nba,7,0.000137,0.001219
sports,22,0.000431,0.003337
curse,3,0.000059,0.000572
housing,4,0.000078,0.000740
build,8,0.000157,0.001372
pee,5,0.000098,0.000903
sheriff,3,0.000059,0.000572
evidence,4,0.000078,0.000740
ties,3,0.000059,0.000572
poison,3,0.000059,0.000572
wallet,3,0.000059,0.000572
brave,3,0.000059,0.000572
grandma,6,0.000117,0.001063
rico,20,0.000391,0.003071
negro,3,0.000059,0.000572
ese,4,0.000078,0.000740
esa,4,0.000078,0.000740
puertorico,8,0.000157,0.001372
introduce,3,0.000059,0.000572
sample,5,0.000098,0.000903
size,7,0.000137,0.001219
branch,3,0.000059,0.000572
player,6,0.000117,0.001063
hopped,3,0.000059,0.000572
drinking,17,0.000333,0.002664
ipa,6,0.000117,0.001063
beer,10,0.000196,0.001671
bbq,8,0.000157,0.001372
learn,20,0.000391,0.003071
progressive,4,0.000078,0.000740
values,3,0.000059,0.000572
computer,5,0.000098,0.000903
modeling,3,0.000059,0.000572
assignment,4,0.000078,0.000740
sabe,3,0.000059,0.000572
director,8,0.000157,0.001372
medio,3,0.000059,0.000572
ver,7,0.000137,0.001219
finished,12,0.000235,0.001963
framed,3,0.000059,0.000572
collaboration,3,0.000059,0.000572
screaming,10,0.000196,0.001671
gop,23,0.000450,0.003469
personal,14,0.000274,0.002247
ups,4,0.000078,0.000740
hold,13,0.000254,0.002106
tweeting,8,0.000157,0.001372
bullshit,16,0.000313,0.002527
brown,9,0.000176,0.001523
cillizzacnn,4,0.000078,0.000740
politics,9,0.000176,0.001523
disgusting,8,0.000157,0.001372
presssec,16,0.000313,0.002527
russia,8,0.000157,0.001372
months,16,0.000313,0.002527
obama,10,0.000196,0.001671
flash,6,0.000117,0.001063
disrespect,6,0.000117,0.001063
lemon,3,0.000059,0.000572
fish,8,0.000157,0.001372
pic,16,0.000313,0.002527
everyday,14,0.000274,0.002247
trying,58,0.001135,0.007697
cure,7,0.000137,0.001219
spending,9,0.000176,0.001523
traveling,3,0.000059,0.000572
coast,3,0.000059,0.000572
equinox,6,0.000117,0.001063
running,12,0.000235,0.001963
sign,17,0.000333,0.002664
challenge,5,0.000098,0.000903
sent,13,0.000254,0.002106
wo,4,0.000078,0.000740
played,12,0.000235,0.001963
thanks,104,0.002035,0.012613
cross,4,0.000078,0.000740
says,29,0.000568,0.004242
car,12,0.000235,0.001963
finest,3,0.000059,0.000572
hottest,3,0.000059,0.000572
shut,18,0.000352,0.002801
mouth,19,0.000372,0.002937
similar,6,0.000117,0.001063
problems,5,0.000098,0.000903
let,60,0.001174,0.007923
playoff,6,0.000117,0.001063
association,7,0.000137,0.001219
shouldnt,7,0.000137,0.001219
kids,30,0.000587,0.004368
excited,40,0.000783,0.005599
ideas,8,0.000157,0.001372
hello,17,0.000333,0.002664
chat,5,0.000098,0.000903
mike,18,0.000352,0.002801
trumps,17,0.000333,0.002664
clown,7,0.000137,0.001219
anthem,10,0.000196,0.001671
respect,25,0.000489,0.003730
average,5,0.000098,0.000903
far,22,0.000431,0.003337
fires,9,0.000176,0.001523
safe,19,0.000372,0.002937
cutie,4,0.000078,0.000740
luis,4,0.000078,0.000740
severino,12,0.000235,0.001963
spent,15,0.000294,0.002388
booth,3,0.000059,0.000572
sure,57,0.001116,0.007584
friday,21,0.000411,0.003204
presents,6,0.000117,0.001063
nice,55,0.001076,0.007356
peppers,3,0.000059,0.000572
roasted,3,0.000059,0.000572
corn,4,0.000078,0.000740
em,28,0.000548,0.004115
buying,10,0.000196,0.001671
moving,16,0.000313,0.002527
minutes,18,0.000352,0.002801
stadium,12,0.000235,0.001963
da,19,0.000372,0.002937
todo,5,0.000098,0.000903
mejor,10,0.000196,0.001671
sportscenter,4,0.000078,0.000740
needs,38,0.000744,0.005358
word,18,0.000352,0.002801
reply,5,0.000098,0.000903
button,8,0.000157,0.001372
dumb,16,0.000313,0.002527
sentence,4,0.000078,0.000740
laugh,11,0.000215,0.001818
artist,10,0.000196,0.001671
financial,6,0.000117,0.001063
district,13,0.000254,0.002106
girlfriend,7,0.000137,0.001219
throat,5,0.000098,0.000903
whats,103,0.002016,0.012512
ol,3,0.000059,0.000572
used,31,0.000607,0.004494
legit,9,0.000176,0.001523
legacy,4,0.000078,0.000740
parents,14,0.000274,0.002247
gave,24,0.000470,0.003600
garden,20,0.000391,0.003071
weve,7,0.000137,0.001219
quite,11,0.000215,0.001818
nb,26,0.000509,0.003859
exit,56,0.001096,0.007470
benefits,3,0.000059,0.000572
physical,5,0.000098,0.000903
therapy,4,0.000078,0.000740
movement,5,0.000098,0.000903
recovery,5,0.000098,0.000903
avoid,4,0.000078,0.000740
surgery,4,0.000078,0.000740
replace,4,0.000078,0.000740
agenda,3,0.000059,0.000572
handjob,3,0.000059,0.000572
panties,3,0.000059,0.000572
cum,3,0.000059,0.000572
directchat,3,0.000059,0.000572
kikit,6,0.000117,0.001063
august,5,0.000098,0.000903
nearly,3,0.000059,0.000572
wet,6,0.000117,0.001063
conditions,8,0.000157,0.001372
puerto,20,0.000391,0.003071
pathetic,9,0.000176,0.001523
matching,3,0.000059,0.000572
tattoos,4,0.000078,0.000740
scary,9,0.000176,0.001523
indigenous,18,0.000352,0.002801
peoples,11,0.000215,0.001818
information,3,0.000059,0.000572
kept,8,0.000157,0.001372
lovers,4,0.000078,0.000740
chase,12,0.000235,0.001963
uber,6,0.000117,0.001063
pool,9,0.000176,0.001523
ppl,24,0.000470,0.003600
technology,4,0.000078,0.000740
digital,3,0.000059,0.000572
asks,9,0.000176,0.001523
turned,7,0.000137,0.001219
pussy,14,0.000274,0.002247
clear,20,0.000391,0.003071
double,11,0.000215,0.001818
case,18,0.000352,0.002801
budget,4,0.000078,0.000740
freeship,8,0.000157,0.001372
bam,4,0.000078,0.000740
winner,4,0.000078,0.000740
crushing,5,0.000098,0.000903
cam,6,0.000117,0.001063
effect,4,0.000078,0.000740
shaking,3,0.000059,0.000572
pants,7,0.000137,0.001219
standing,6,0.000117,0.001063
tha,4,0.000078,0.000740
ii,5,0.000098,0.000903
los,23,0.000450,0.003469
surprised,12,0.000235,0.001963
bowl,9,0.000176,0.001523
filled,5,0.000098,0.000903
stuck,5,0.000098,0.000903
everybody,8,0.000157,0.001372
screenwriting,5,0.000098,0.000903
amwriting,5,0.000098,0.000903
painting,10,0.000196,0.001671
nycgratitude,5,0.000098,0.000903
g,11,0.000215,0.001818
train,33,0.000646,0.004744
seat,9,0.000176,0.001523
feels,26,0.000509,0.003859
ice,19,0.000372,0.002937
directly,4,0.000078,0.000740
ac,5,0.000098,0.000903
moment,25,0.000489,0.003730
damon,10,0.000196,0.001671
excuse,9,0.000176,0.001523
knew,22,0.000431,0.003337
doesnt,53,0.001037,0.007127
trash,17,0.000333,0.002664
students,12,0.000235,0.001963
current,15,0.000294,0.002388
slut,6,0.000117,0.001063
wondering,4,0.000078,0.000740
ivana,20,0.000391,0.003071
le,10,0.000196,0.001671
mention,8,0.000157,0.001372
cats,7,0.000137,0.001219
hahaha,7,0.000137,0.001219
keeps,16,0.000313,0.002527
hotel,7,0.000137,0.001219
petty,11,0.000215,0.001818
land,4,0.000078,0.000740
casa,3,0.000059,0.000572
aaaaah,3,0.000059,0.000572
kote,3,0.000059,0.000572
wi,3,0.000059,0.000572
wearing,17,0.000333,0.002664
lab,5,0.000098,0.000903
coat,3,0.000059,0.000572
wear,20,0.000391,0.003071
batman,4,0.000078,0.000740
mask,3,0.000059,0.000572
flotus,7,0.000137,0.001219
bring,20,0.000391,0.003071
yr,8,0.000157,0.001372
donny,3,0.000059,0.000572
taylor,12,0.000235,0.001963
imma,4,0.000078,0.000740
figure,19,0.000372,0.002937
shoot,17,0.000333,0.002664
nonsense,5,0.000098,0.000903
cheers,5,0.000098,0.000903
industry,9,0.000176,0.001523
protest,11,0.000215,0.001818
shop,8,0.000157,0.001372
bean,5,0.000098,0.000903
coffee,8,0.000157,0.001372
half,30,0.000587,0.004368
costs,5,0.000098,0.000903
trending,17,0.000333,0.002664
remember,41,0.000802,0.005719
fabulous,5,0.000098,0.000903
concept,5,0.000098,0.000903
lmaoooooo,3,0.000059,0.000572
lil,21,0.000411,0.003204
siempre,4,0.000078,0.000740
esta,8,0.000157,0.001372
buena,3,0.000059,0.000572
os,4,0.000078,0.000740
ser,7,0.000137,0.001219
parte,4,0.000078,0.000740
dallas,3,0.000059,0.000572
cowboys,6,0.000117,0.001063
boys,22,0.000431,0.003337
act,25,0.000489,0.003730
kill,11,0.000215,0.001818
thesherylralph,4,0.000078,0.000740
brother,13,0.000254,0.002106
pin,5,0.000098,0.000903
strip,4,0.000078,0.000740
beats,6,0.000117,0.001063
armywphockey,3,0.000059,0.000572
hells,7,0.000137,0.001219
affair,4,0.000078,0.000740
private,7,0.000137,0.001219
schools,4,0.000078,0.000740
stunning,6,0.000117,0.001063
portrait,4,0.000078,0.000740
monkey,3,0.000059,0.000572
neighborhood,4,0.000078,0.000740
sleep,17,0.000333,0.002664
stays,6,0.000117,0.001063
bottle,7,0.000137,0.001219
fast,16,0.000313,0.002527
accurate,8,0.000157,0.001372
painful,3,0.000059,0.000572
angry,9,0.000176,0.001523
questions,10,0.000196,0.001671
phone,21,0.000411,0.003204
keyboard,4,0.000078,0.000740
wrong,40,0.000783,0.005599
wife,10,0.000196,0.001671
aline,3,0.000059,0.000572
streetinwood,3,0.000059,0.000572
pace,6,0.000117,0.001063
overlook,3,0.000059,0.000572
wanting,3,0.000059,0.000572
naw,3,0.000059,0.000572
chain,4,0.000078,0.000740
rt,29,0.000568,0.004242
officials,4,0.000078,0.000740
box,9,0.000176,0.001523
opened,4,0.000078,0.000740
hatred,3,0.000059,0.000572
vision,4,0.000078,0.000740
afraid,9,0.000176,0.001523
lmfao,19,0.000372,0.002937
changed,8,0.000157,0.001372
giants,9,0.000176,0.001523
officially,6,0.000117,0.001063
cancelled,5,0.000098,0.000903
forward,9,0.000176,0.001523
dope,16,0.000313,0.002527
spin,8,0.000157,0.001372
mental,9,0.000176,0.001523
health,10,0.000196,0.001671
crew,6,0.000117,0.001063
stumble,3,0.000059,0.000572
accepted,3,0.000059,0.000572
program,9,0.000176,0.001523
dr,4,0.000078,0.000740
soon,44,0.000861,0.006077
shameless,3,0.000059,0.000572
henny,3,0.000059,0.000572
pepper,3,0.000059,0.000572
yankees,165,0.003229,0.018521
lmaoooo,4,0.000078,0.000740
sis,15,0.000294,0.002388
views,4,0.000078,0.000740
unforgettable,3,0.000059,0.000572
project,11,0.000215,0.001818
discuss,6,0.000117,0.001063
wed,6,0.000117,0.001063
honored,4,0.000078,0.000740
younger,5,0.000098,0.000903
generation,7,0.000137,0.001219
band,11,0.000215,0.001818
abt,4,0.000078,0.000740
unexpected,4,0.000078,0.000740
caught,9,0.000176,0.001523
notice,7,0.000137,0.001219
ultimate,5,0.000098,0.000903
trick,3,0.000059,0.000572
agent,5,0.000098,0.000903
dangerous,5,0.000098,0.000903
ahora,6,0.000117,0.001063
rose,3,0.000059,0.000572
gold,6,0.000117,0.001063
headphones,3,0.000059,0.000572
d,15,0.000294,0.002388
pra,5,0.000098,0.000903
wine,16,0.000313,0.002527
survive,5,0.000098,0.000903
ohio,3,0.000059,0.000572
location,6,0.000117,0.001063
wit,11,0.000215,0.001818
horse,3,0.000059,0.000572
chill,15,0.000294,0.002388
charge,6,0.000117,0.001063
economics,7,0.000137,0.001219
pe,3,0.000059,0.000572
short,14,0.000274,0.002247
career,9,0.000176,0.001523
rec,3,0.000059,0.000572
td,5,0.000098,0.000903
wr,3,0.000059,0.000572
saw,39,0.000763,0.005479
hard,52,0.001018,0.007012
wall,8,0.000157,0.001372
late,28,0.000548,0.004115
congratulations,14,0.000274,0.002247
total,10,0.000196,0.001671
ago,37,0.000724,0.005236
final,6,0.000117,0.001063
route,3,0.000059,0.000572
yankee,26,0.000509,0.003859
row,7,0.000137,0.001219
liar,7,0.000137,0.001219
rainyday,3,0.000059,0.000572
light,22,0.000431,0.003337
williamsburg,21,0.000411,0.003204
alexander,3,0.000059,0.000572
yrs,9,0.000176,0.001523
reference,6,0.000117,0.001063
wicked,5,0.000098,0.000903
hat,7,0.000137,0.001219
intimate,3,0.000059,0.000572
performance,6,0.000117,0.001063
later,23,0.000450,0.003469
terminal,15,0.000294,0.002388
huge,22,0.000431,0.003337
bright,6,0.000117,0.001063
outside,18,0.000352,0.002801
sleeps,3,0.000059,0.000572
prove,5,0.000098,0.000903
risk,3,0.000059,0.000572
soooo,6,0.000117,0.001063
noticed,5,0.000098,0.000903
nasty,8,0.000157,0.001372
mta,11,0.000215,0.001818
circle,5,0.000098,0.000903
updates,3,0.000059,0.000572
aesthetic,6,0.000117,0.001063
peter,4,0.000078,0.000740
parker,4,0.000078,0.000740
nunca,6,0.000117,0.001063
annoyed,5,0.000098,0.000903
han,5,0.000098,0.000903
obvious,10,0.000196,0.001671
packs,4,0.000078,0.000740
streets,5,0.000098,0.000903
understand,27,0.000528,0.003987
reveal,4,0.000078,0.000740
yup,7,0.000137,0.001219
reaction,10,0.000196,0.001671
learning,11,0.000215,0.001818
swing,8,0.000157,0.001372
honor,17,0.000333,0.002664
millions,3,0.000059,0.000572
benefit,5,0.000098,0.000903
mornings,3,0.000059,0.000572
wonderfulworld,4,0.000078,0.000740
bestmomentsofmylife,4,0.000078,0.000740
beauty,12,0.000235,0.001963
boomerang,3,0.000059,0.000572
young,16,0.000313,0.002527
selfies,5,0.000098,0.000903
result,5,0.000098,0.000903
pure,7,0.000137,0.001219
varioususcities,13,0.000254,0.002106
pizza,19,0.000372,0.002937
insert,3,0.000059,0.000572
based,16,0.000313,0.002527
price,8,0.000157,0.001372
california,14,0.000274,0.002247
wildfires,9,0.000176,0.001523
continue,11,0.000215,0.001818
rage,3,0.000059,0.000572
emergency,3,0.000059,0.000572
buildings,5,0.000098,0.000903
madison,13,0.000254,0.002106
square,47,0.000920,0.006431
currently,18,0.000352,0.002801
bus,11,0.000215,0.001818
fine,13,0.000254,0.002106
networks,4,0.000078,0.000740
hoje,3,0.000059,0.000572
foi,3,0.000059,0.000572
tudo,4,0.000078,0.000740
meu,4,0.000078,0.000740
living,20,0.000391,0.003071
hurricane,4,0.000078,0.000740
november,7,0.000137,0.001219
advice,13,0.000254,0.002106
iceland,3,0.000059,0.000572
cup,11,0.000215,0.001818
country,23,0.000450,0.003469
shows,20,0.000391,0.003071
ta,5,0.000098,0.000903
opinions,8,0.000157,0.001372
upset,6,0.000117,0.001063
ones,18,0.000352,0.002801
accused,5,0.000098,0.000903
woody,4,0.000078,0.000740
upcoming,4,0.000078,0.000740
film,26,0.000509,0.003859
republican,4,0.000078,0.000740
wars,20,0.000391,0.003071
points,6,0.000117,0.001063
drive,12,0.000235,0.001963
bing,5,0.000098,0.000903
grapes,3,0.000059,0.000572
asap,10,0.000196,0.001671
phase,4,0.000078,0.000740
madden,3,0.000059,0.000572
brings,8,0.000157,0.001372
pitch,14,0.000274,0.002247
zimmerman,3,0.000059,0.000572
meeting,13,0.000254,0.002106
open,34,0.000665,0.004868
loud,9,0.000176,0.001523
cnn,5,0.000098,0.000903
barackobama,3,0.000059,0.000572
pulled,5,0.000098,0.000903
buy,27,0.000528,0.003987
nerve,4,0.000078,0.000740
idk,25,0.000489,0.003730
pregnancy,3,0.000059,0.000572
weight,6,0.000117,0.001063
gain,5,0.000098,0.000903
nvm,3,0.000059,0.000572
og,3,0.000059,0.000572
strike,12,0.000235,0.001963
facebook,13,0.000254,0.002106
push,7,0.000137,0.001219
bruh,6,0.000117,0.001063
options,3,0.000059,0.000572
vera,3,0.000059,0.000572
mf,4,0.000078,0.000740
tied,3,0.000059,0.000572
echoviii,4,0.000078,0.000740
possible,11,0.000215,0.001818
elected,4,0.000078,0.000740
happier,3,0.000059,0.000572
creek,3,0.000059,0.000572
advantage,3,0.000059,0.000572
fight,17,0.000333,0.002664
working,29,0.000568,0.004242
quit,7,0.000137,0.001219
warning,4,0.000078,0.000740
