Number of pairs,13758.000000
Number of unique pairs,2483
Average pair frequency,5.540878
Pair entropy,7.402765

Pair,Frequency,Proportion,Entropy Term,Mutual Information
whitehallstreet street,5.000000,0.000363,0.002878,6.715468
whitehallstreet stone,5.000000,0.000363,0.002878,10.074106
whitehallstreet water,5.000000,0.000363,0.002878,8.821343
stone street,10.000000,0.000727,0.005253,6.938611
stone water,5.000000,0.000363,0.002878,8.351339
water cleared,4.000000,0.000291,0.002368,5.302362
water incident,5.000000,0.000363,0.002878,5.050883
water street,5.000000,0.000363,0.002878,4.992701
updated manhattan,8.000000,0.000581,0.004332,5.073310
updated incident,81.000000,0.005887,0.030232,6.593388
updated construction,8.000000,0.000581,0.004332,5.632926
updated directions,13.000000,0.000945,0.006581,5.984903
updated sb,15.000000,0.001090,0.007437,6.573314
updated avenue,30.000000,0.002181,0.013363,5.748925
updated street,28.000000,0.002035,0.012612,5.472961
updated st,4.000000,0.000291,0.002368,5.301569
updated lexington,8.000000,0.000581,0.004332,6.767906
updated central,6.000000,0.000436,0.003374,5.310153
updated ltdbus,6.000000,0.000436,0.003374,6.885689
updated wb,6.000000,0.000436,0.003374,6.192542
updated special,4.000000,0.000291,0.002368,5.746255
updated event,4.000000,0.000291,0.002368,5.787077
updated brooklyn,10.000000,0.000727,0.005253,5.045139
updated nb,3.000000,0.000218,0.001838,5.419352
updated broadway,6.000000,0.000436,0.003374,6.074759
updated avenuee,4.000000,0.000291,0.002368,6.480224
special north,3.000000,0.000218,0.001838,6.449765
special bedfordavenue,3.000000,0.000218,0.001838,8.423846
special whitehallstreet,3.000000,0.000218,0.001838,8.423846
special stone,3.000000,0.000218,0.001838,7.953842
special event,8.000000,0.000581,0.004332,7.836059
event north,3.000000,0.000218,0.001838,6.490587
event street,6.000000,0.000436,0.003374,5.329174
event bedfordavenue,3.000000,0.000218,0.001838,8.464668
event whitehallstreet,3.000000,0.000218,0.001838,8.464668
event stone,3.000000,0.000218,0.001838,7.994664
event sorry,3.000000,0.000218,0.001838,6.490587
harvey weinstein,11.000000,0.000800,0.005702,7.818041
harvey weinsteins,6.000000,0.000436,0.003374,8.415878
hate just,3.000000,0.000218,0.001838,2.768917
hate people,3.000000,0.000218,0.001838,3.754387
thank u,4.000000,0.000291,0.002368,3.785899
thank birthday,3.000000,0.000218,0.001838,4.371157
thank making,3.000000,0.000218,0.001838,4.799612
thank hes,3.000000,0.000218,0.001838,4.017517
thank support,3.000000,0.000218,0.001838,5.126824
thank god,7.000000,0.000509,0.003858,5.117650
thank giving,3.000000,0.000218,0.001838,5.788223
thank sharing,5.000000,0.000363,0.002878,6.432580
thank sponsors,3.000000,0.000218,0.001838,6.951374
babe search,60.000000,0.004361,0.023703,7.262447
babe whats,60.000000,0.004361,0.023703,7.423508
babe notlost,60.000000,0.004361,0.023703,7.963892
getting going,3.000000,0.000218,0.001838,3.978844
getting right,3.000000,0.000218,0.001838,3.978844
getting better,3.000000,0.000218,0.001838,4.374359
hiring ny,3.000000,0.000218,0.001838,4.745017
hiring job,3.000000,0.000218,0.001838,5.628518
hiring legal,3.000000,0.000218,0.001838,6.865280
hiring click,16.000000,0.001163,0.007858,8.467798
hiring apply,10.000000,0.000727,0.005253,8.369358
hiring read,3.000000,0.000218,0.001838,6.289916
hiring inhouse,3.000000,0.000218,0.001838,7.522060
hiring details,6.000000,0.000436,0.003374,8.369358
hiring latest,3.000000,0.000218,0.001838,6.695381
click link,5.000000,0.000363,0.002878,7.260195
click legal,3.000000,0.000218,0.001838,6.589027
click apply,17.000000,0.001236,0.008274,8.623732
click inhouse,4.000000,0.000291,0.002368,7.533488
click jobs,4.000000,0.000291,0.002368,6.953670
click counsel,3.000000,0.000218,0.001838,7.051650
click details,7.000000,0.000509,0.003858,8.247255
apply legal,3.000000,0.000218,0.001838,6.960590
apply inhouse,4.000000,0.000291,0.002368,7.905052
apply jobs,7.000000,0.000509,0.003858,7.884849
apply jdhuntr,4.000000,0.000291,0.002368,7.548377
apply counsel,3.000000,0.000218,0.001838,7.423214
mother ensures,3.000000,0.000218,0.001838,9.157815
mother fed,3.000000,0.000218,0.001838,8.870133
music know,3.000000,0.000218,0.001838,3.715037
music video,4.000000,0.000291,0.002368,5.158239
music hear,3.000000,0.000218,0.001838,5.773425
perfect day,3.000000,0.000218,0.001838,4.412593
absolutely gorgeous,3.000000,0.000218,0.001838,7.994664
hey know,3.000000,0.000218,0.001838,3.681700
hey just,3.000000,0.000218,0.001838,2.785178
hey nyc,3.000000,0.000218,0.001838,3.770648
wait youre,4.000000,0.000291,0.002368,4.490962
world today,3.000000,0.000218,0.001838,4.027226
world beautiful,4.000000,0.000291,0.002368,5.188939
world wonderfulworld,4.000000,0.000291,0.002368,7.863088
world bestmomentsofmylife,4.000000,0.000291,0.002368,7.863088
world cup,4.000000,0.000291,0.002368,6.851487
tour ny,6.000000,0.000436,0.003374,5.821156
congrats astros,3.000000,0.000218,0.001838,7.687639
win just,3.000000,0.000218,0.001838,3.430316
win game,3.000000,0.000218,0.001838,4.918889
red sox,4.000000,0.000291,0.002368,8.433896
red hook,3.000000,0.000218,0.001838,7.558427
red carpet,4.000000,0.000291,0.002368,8.433896
tomorrow time,3.000000,0.000218,0.001838,3.494507
tomorrow night,4.000000,0.000291,0.002368,4.531128
night like,4.000000,0.000291,0.002368,2.499451
night ive,3.000000,0.000218,0.001838,3.499379
night tonight,3.000000,0.000218,0.001838,3.853019
night nyc,4.000000,0.000291,0.002368,3.365183
night football,3.000000,0.000218,0.001838,5.614925
super bowl,3.000000,0.000218,0.001838,7.589199
team like,3.000000,0.000218,0.001838,2.711725
team job,7.000000,0.000509,0.003858,5.262793
team love,3.000000,0.000218,0.001838,3.316883
team opening,7.000000,0.000509,0.003858,6.240044
team syracuse,3.000000,0.000218,0.001838,7.156335
team latest,7.000000,0.000509,0.003858,6.329656
team winning,3.000000,0.000218,0.001838,6.057723
team ready,3.000000,0.000218,0.001838,5.364575
team league,3.000000,0.000218,0.001838,6.463188
lit good,3.000000,0.000218,0.001838,5.114764
visit nyc,3.000000,0.000218,0.001838,4.790479
vp like,4.000000,0.000291,0.002368,3.748124
vp nfl,3.000000,0.000218,0.001838,6.295614
vp potus,5.000000,0.000363,0.002878,6.875433
vp pence,3.000000,0.000218,0.001838,6.477936
best day,3.000000,0.000218,0.001838,3.275514
best friend,6.000000,0.000436,0.003374,5.618306
best ive,5.000000,0.000363,0.002878,4.150786
best thing,7.000000,0.000509,0.003858,5.017178
best life,3.000000,0.000218,0.001838,3.879190
best seen,3.000000,0.000218,0.001838,4.676697
best start,3.000000,0.000218,0.001838,4.477847
read job,3.000000,0.000218,0.001838,4.848359
read opening,3.000000,0.000218,0.001838,5.825610
read book,3.000000,0.000218,0.001838,5.797440
read latest,3.000000,0.000218,0.001838,5.915223
lets need,4.000000,0.000291,0.002368,3.672344
lets fucking,5.000000,0.000363,0.002878,4.781178
lets just,4.000000,0.000291,0.002368,2.492386
lets make,5.000000,0.000363,0.002878,4.235355
lets baby,3.000000,0.000218,0.001838,4.732170
lets boys,4.000000,0.000291,0.002368,5.757451
lets yankees,25.000000,0.001817,0.011467,5.575130
lets pinstripepride,3.000000,0.000218,0.001838,5.727598
lets runs,3.000000,0.000218,0.001838,6.075905
lets goooooo,3.000000,0.000218,0.001838,7.462199
make feel,7.000000,0.000509,0.003858,4.763366
make people,3.000000,0.000218,0.001838,3.045240
make lol,3.000000,0.000218,0.001838,3.481404
make great,5.000000,0.000363,0.002878,3.949970
make look,4.000000,0.000291,0.002368,4.088439
make fun,4.000000,0.000291,0.002368,4.469453
make better,4.000000,0.000291,0.002368,4.088439
make sure,9.000000,0.000654,0.004796,5.471439
make sense,4.000000,0.000291,0.002368,5.995509
make happen,3.000000,0.000218,0.001838,5.525506
gonna like,6.000000,0.000436,0.003374,3.123970
gonna just,3.000000,0.000218,0.001838,2.311084
gonna watch,4.000000,0.000291,0.002368,4.433086
gonna make,5.000000,0.000363,0.002878,4.341736
gonna espn,3.000000,0.000218,0.001838,4.178556
gonna die,3.000000,0.000218,0.001838,5.722753
stay away,3.000000,0.000218,0.001838,5.617822
stay safe,10.000000,0.000727,0.005253,7.727504
stay tuned,3.000000,0.000218,0.001838,7.858532
completely different,5.000000,0.000363,0.002878,7.781571
said racist,3.000000,0.000218,0.001838,5.629496
said liked,3.000000,0.000218,0.001838,7.169941
celebrate day,4.000000,0.000291,0.002368,5.230903
celebrate columbus,3.000000,0.000218,0.001838,6.518758
good way,4.000000,0.000291,0.002368,3.227694
good shit,4.000000,0.000291,0.002368,3.183242
good time,3.000000,0.000218,0.001838,2.269854
good day,9.000000,0.000654,0.004796,3.608220
good ate,3.000000,0.000218,0.001838,5.424919
good friends,3.000000,0.000218,0.001838,3.648427
good job,8.000000,0.000581,0.004332,4.271044
good just,3.000000,0.000218,0.001838,1.466706
good work,5.000000,0.000363,0.002878,3.513358
good things,4.000000,0.000291,0.002368,3.967361
good people,3.000000,0.000218,0.001838,2.452176
good today,4.000000,0.000291,0.002368,3.176022
good place,4.000000,0.000291,0.002368,4.326306
good thing,5.000000,0.000363,0.002878,3.914799
good read,3.000000,0.000218,0.001838,3.951613
good lets,4.000000,0.000291,0.002368,3.419148
good luck,8.000000,0.000581,0.004332,6.095593
good bad,3.000000,0.000218,0.001838,3.505326
good peep,3.000000,0.000218,0.001838,6.724202
good vibes,3.000000,0.000218,0.001838,6.031054
good evening,3.000000,0.000218,0.001838,4.932442
fix like,3.000000,0.000218,0.001838,4.307740
ya know,4.000000,0.000291,0.002368,4.168233
ok know,3.000000,0.000218,0.001838,3.749523
hill preserve,4.000000,0.000291,0.002368,8.719560
live just,3.000000,0.000218,0.001838,2.721665
live life,3.000000,0.000218,0.001838,4.368242
live nyc,4.000000,0.000291,0.002368,3.994816
live jcpenney,3.000000,0.000218,0.001838,7.286013
live iheartradio,3.000000,0.000218,0.001838,7.131862
village manhattan,7.000000,0.000509,0.003858,6.681277
village elbridge,4.000000,0.000291,0.002368,9.320334
elbridge cleared,4.000000,0.000291,0.002368,7.248272
eb ny,4.000000,0.000291,0.002368,5.032699
eb cleared,4.000000,0.000291,0.002368,5.543524
eb incident,3.000000,0.000218,0.001838,4.781220
eb gallup,4.000000,0.000291,0.002368,9.062505
eb rd,4.000000,0.000291,0.002368,7.504360
eb jersey,3.000000,0.000218,0.001838,5.884451
eb exit,8.000000,0.000581,0.004332,7.116595
eb hudson,6.000000,0.000436,0.003374,8.551679
eb rensselaer,6.000000,0.000436,0.003374,8.908354
gallup cleared,3.000000,0.000218,0.001838,6.960590
gallup construction,3.000000,0.000218,0.001838,7.840513
road cleared,5.000000,0.000363,0.002878,6.218653
road construction,3.000000,0.000218,0.001838,6.587751
rd construction,3.000000,0.000218,0.001838,6.282369
rd east,5.000000,0.000363,0.002878,7.011884
rd nj,4.000000,0.000291,0.002368,7.263198
rd exit,6.000000,0.000436,0.003374,6.975516
rd cr,6.000000,0.000436,0.003374,8.228279
real life,4.000000,0.000291,0.002368,4.399495
real great,4.000000,0.000291,0.002368,4.132291
real lady,4.000000,0.000291,0.002368,5.930971
real housewives,6.000000,0.000436,0.003374,7.568580
real estate,3.000000,0.000218,0.001838,7.211905
doing job,3.000000,0.000218,0.001838,4.471065
doing love,4.000000,0.000291,0.002368,3.660135
doing things,3.000000,0.000218,0.001838,4.860530
doing best,3.000000,0.000218,0.001838,4.340225
doing good,3.000000,0.000218,0.001838,3.574319
doing amazing,3.000000,0.000218,0.001838,4.713205
doing telling,3.000000,0.000218,0.001838,6.059225
moma museum,3.000000,0.000218,0.001838,8.176986
moma modern,3.000000,0.000218,0.001838,8.975493
museum art,3.000000,0.000218,0.001838,6.344404
museum natural,6.000000,0.000436,0.003374,8.384625
museum history,6.000000,0.000436,0.003374,7.730699
art soon,8.000000,0.000581,0.004332,6.536776
art available,16.000000,0.001163,0.007858,7.878619
t s,3.000000,0.000218,0.001838,5.712601
t que,3.000000,0.000218,0.001838,5.278315
el que,5.000000,0.000363,0.002878,5.315356
el la,4.000000,0.000291,0.002368,4.860019
el mejor,3.000000,0.000218,0.001838,6.979283
games played,3.000000,0.000218,0.001838,7.270745
tonight got,3.000000,0.000218,0.001838,3.368773
tonight watching,3.000000,0.000218,0.001838,4.437532
tonight love,3.000000,0.000218,0.001838,3.025828
play right,3.000000,0.000218,0.001838,4.181081
play golf,3.000000,0.000218,0.001838,6.247278
wow love,3.000000,0.000218,0.001838,3.613615
wow really,5.000000,0.000363,0.002878,4.637658
wow beautiful,4.000000,0.000291,0.002368,5.472065
year ive,3.000000,0.000218,0.001838,3.908950
year old,12.000000,0.000872,0.006144,6.255021
year ago,6.000000,0.000436,0.003374,5.939940
si que,3.000000,0.000218,0.001838,5.779090
es que,5.000000,0.000363,0.002878,5.918353
es el,3.000000,0.000218,0.001838,5.914572
es para,3.000000,0.000218,0.001838,6.706810
es la,4.000000,0.000291,0.002368,5.463016
es mejor,3.000000,0.000218,0.001838,7.582279
por la,5.000000,0.000363,0.002878,6.008933
standard rooftop,3.000000,0.000218,0.001838,9.563280
standard bar,3.000000,0.000218,0.001838,7.905052
beautiful photo,3.000000,0.000218,0.001838,4.627368
amazing time,3.000000,0.000218,0.001838,3.408741
amazing mother,3.000000,0.000218,0.001838,5.965968
amazing night,3.000000,0.000218,0.001838,4.157679
amazing gt,3.000000,0.000218,0.001838,5.870658
amazing god,3.000000,0.000218,0.001838,4.671241
amazing fairy,3.000000,0.000218,0.001838,7.863088
yall need,3.000000,0.000218,0.001838,3.758522
yall just,4.000000,0.000291,0.002368,2.866246
yall really,3.000000,0.000218,0.001838,3.816678
yall remember,3.000000,0.000218,0.001838,5.221099
para que,3.000000,0.000218,0.001838,5.596769
para la,4.000000,0.000291,0.002368,5.652258
hes got,3.000000,0.000218,0.001838,3.420598
hes just,5.000000,0.000363,0.002878,2.863583
hes best,3.000000,0.000218,0.001838,4.045426
hes good,3.000000,0.000218,0.001838,3.279519
espn nfl,3.000000,0.000218,0.001838,5.362326
espn standwithjemele,7.000000,0.000509,0.003858,6.566299
espn suspending,3.000000,0.000218,0.001838,7.154085
espn jemele,4.000000,0.000291,0.002368,5.873151
espn jemelehill,12.000000,0.000872,0.006144,6.179526
espn suspended,3.000000,0.000218,0.001838,6.055473
espn standwithjemelehill,3.000000,0.000218,0.001838,7.154085
jemele weeks,3.000000,0.000218,0.001838,6.547745
jemele hill,17.000000,0.001236,0.008274,8.374720
columbus day,15.000000,0.001090,0.007437,5.810722
columbus american,4.000000,0.000291,0.002368,5.952024
columbus circle,5.000000,0.000363,0.002878,8.415878
columbus socalled,3.000000,0.000218,0.001838,7.905052
columbus discovery,3.000000,0.000218,0.001838,8.415878
october thursday,7.000000,0.000509,0.003858,7.366055
october nbcnewyork,21.000000,0.001526,0.009898,8.533661
big like,3.000000,0.000218,0.001838,2.527154
big city,3.000000,0.000218,0.001838,4.432790
big just,4.000000,0.000291,0.002368,2.695098
big ive,3.000000,0.000218,0.001838,3.814763
big difference,3.000000,0.000218,0.001838,6.055473
big deal,4.000000,0.000291,0.002368,6.217992
big mouth,9.000000,0.000654,0.004796,6.917696
big sleep,3.000000,0.000218,0.001838,5.930310
big sean,3.000000,0.000218,0.001838,6.684082
gets old,3.000000,0.000218,0.001838,5.930971
gets better,3.000000,0.000218,0.001838,5.304835
maybe just,3.000000,0.000218,0.001838,2.964226
away art,3.000000,0.000218,0.001838,5.489989
away soon,4.000000,0.000291,0.002368,5.905504
away available,3.000000,0.000218,0.001838,6.266518
la en,5.000000,0.000363,0.002878,4.622638
la que,9.000000,0.000654,0.004796,5.163905
la es,3.000000,0.000218,0.001838,5.175333
la gente,3.000000,0.000218,0.001838,6.463188
la del,3.000000,0.000218,0.001838,5.546897
la los,3.000000,0.000218,0.001838,5.407135
la vida,3.000000,0.000218,0.001838,6.933191
la isla,3.000000,0.000218,0.001838,7.444017
hear like,3.000000,0.000218,0.001838,3.614593
hear talk,3.000000,0.000218,0.001838,5.790519
comes people,3.000000,0.000218,0.001838,3.462681
comes great,3.000000,0.000218,0.001838,3.856585
site dm,3.000000,0.000218,0.001838,8.456369
battle ex,3.000000,0.000218,0.001838,8.657040
look like,24.000000,0.001744,0.011079,4.480111
look did,3.000000,0.000218,0.001838,3.695397
look got,3.000000,0.000218,0.001838,3.348772
look good,7.000000,0.000509,0.003858,4.054991
look forward,4.000000,0.000291,0.002368,6.727497
fall love,3.000000,0.000218,0.001838,3.708925
fall colors,3.000000,0.000218,0.001838,7.394226
true like,4.000000,0.000291,0.002368,3.748124
follow rt,6.000000,0.000436,0.003374,7.144024
come just,3.000000,0.000218,0.001838,2.311084
come home,3.000000,0.000218,0.001838,4.310483
come cause,3.000000,0.000218,0.001838,5.170684
fun day,3.000000,0.000218,0.001838,3.704847
bc like,4.000000,0.000291,0.002368,3.665886
bc say,3.000000,0.000218,0.001838,4.843889
bc hes,3.000000,0.000218,0.001838,5.071279
jemelehill istandwithjemele,3.000000,0.000218,0.001838,7.202426
jemelehill stand,3.000000,0.000218,0.001838,5.986031
del mundo,3.000000,0.000218,0.001838,9.157815
harlem west,3.000000,0.000218,0.001838,7.086742
month w,3.000000,0.000218,0.001838,5.621698
month nyc,3.000000,0.000218,0.001838,4.885789
month association,3.000000,0.000218,0.001838,8.310517
month girlfriends,3.000000,0.000218,0.001838,9.157815
pay attention,4.000000,0.000291,0.002368,7.533488
kyle schwarber,4.000000,0.000291,0.002368,9.733179
ball run,3.000000,0.000218,0.001838,6.282369
hit time,3.000000,0.000218,0.001838,3.870559
hit rt,4.000000,0.000291,0.002368,6.343904
feeling like,4.000000,0.000291,0.002368,3.936176
mondays west,4.000000,0.000291,0.002368,8.010413
mondays harlem,3.000000,0.000218,0.001838,8.221722
mondays mist,3.000000,0.000218,0.001838,9.263175
recommend job,10.000000,0.000727,0.005253,7.215483
recommend inhouse,3.000000,0.000218,0.001838,7.905052
inhouse jobs,14.000000,0.001018,0.007012,8.934671
inhouse jdhuntr,10.000000,0.000727,0.005253,8.821343
inhouse counsel,7.000000,0.000509,0.003858,8.627187
jobs jdhuntr,16.000000,0.001163,0.007858,8.711528
jobs counsel,8.000000,0.000581,0.004332,8.180900
jobs corporate,5.000000,0.000363,0.002878,8.146214
jobs director,3.000000,0.000218,0.001838,7.953842
jdhuntr legal,3.000000,0.000218,0.001838,6.960590
jdhuntr general,4.000000,0.000291,0.002368,7.905052
jdhuntr inhouse,4.000000,0.000291,0.002368,7.905052
jdhuntr jobs,4.000000,0.000291,0.002368,7.325234
jdhuntr counsel,10.000000,0.000727,0.005253,8.627187
jdhuntr corporate,5.000000,0.000363,0.002878,8.369358
jdhuntr director,3.000000,0.000218,0.001838,8.176986
counsel general,6.000000,0.000436,0.003374,8.473036
counsel jobs,7.000000,0.000509,0.003858,8.047368
counsel jdhuntr,7.000000,0.000509,0.003858,8.270512
counsel corporate,5.000000,0.000363,0.002878,8.531877
corporate general,3.000000,0.000218,0.001838,8.215207
shot brooklyn,3.000000,0.000218,0.001838,5.048582
mark twain,3.000000,0.000218,0.001838,9.755652
monday like,4.000000,0.000291,0.002368,3.278120
monday night,11.000000,0.000800,0.005702,5.722070
monday football,4.000000,0.000291,0.002368,6.681277
shield yes,4.000000,0.000291,0.002368,5.541506
shield reunion,5.000000,0.000363,0.002878,8.100025
raw truth,3.000000,0.000218,0.001838,5.707298
american leaves,4.000000,0.000291,0.002368,7.387109
american museum,6.000000,0.000436,0.003374,7.099427
american little,3.000000,0.000218,0.001838,5.153517
american natural,6.000000,0.000436,0.003374,7.530210
american history,7.000000,0.000509,0.003858,7.030434
american discovery,3.000000,0.000218,0.001838,8.303400
happening whatshappening,3.000000,0.000218,0.001838,8.598199
president trump,4.000000,0.000291,0.002368,5.106465
john lennon,4.000000,0.000291,0.002368,9.209108
nyc midtown,3.000000,0.000218,0.001838,5.684297
nyc ny,8.000000,0.000581,0.004332,3.446250
nyc friends,4.000000,0.000291,0.002368,3.994816
nyc know,3.000000,0.000218,0.001838,2.421936
nyc love,3.000000,0.000218,0.001838,2.250310
nyc en,3.000000,0.000218,0.001838,3.450705
nyc lead,3.000000,0.000218,0.001838,4.790479
nyc manhattan,10.000000,0.000727,0.005253,4.500527
nyc rain,4.000000,0.000291,0.002368,4.735216
nyc street,3.000000,0.000218,0.001838,2.443442
nyc central,4.000000,0.000291,0.002368,4.108761
nyc park,6.000000,0.000436,0.003374,4.180220
nyc night,3.000000,0.000218,0.001838,3.077500
nyc la,4.000000,0.000291,0.002368,3.459673
nyc monday,4.000000,0.000291,0.002368,4.143852
nyc brooklyn,4.000000,0.000291,0.002368,3.332922
nyc trying,3.000000,0.000218,0.001838,3.821078
nyc pizza,3.000000,0.000218,0.001838,4.937083
nyc newyorkcity,10.000000,0.000727,0.005253,6.040972
rooftop bar,3.000000,0.000218,0.001838,8.821343
jerry jones,4.000000,0.000291,0.002368,8.346885
baby just,3.000000,0.000218,0.001838,3.067410
america great,3.000000,0.000218,0.001838,4.874228
foodontheedge missfoodpr,3.000000,0.000218,0.001838,11.054935
man ive,3.000000,0.000218,0.001838,3.781611
man yep,3.000000,0.000218,0.001838,6.332476
man crush,3.000000,0.000218,0.001838,6.533146
national anthem,5.000000,0.000363,0.002878,8.627187
united trump,3.000000,0.000218,0.001838,6.376927
support just,3.000000,0.000218,0.001838,3.462065
gives hope,4.000000,0.000291,0.002368,6.527726
bad know,3.000000,0.000218,0.001838,3.475086
bad just,3.000000,0.000218,0.001838,2.578564
bad person,3.000000,0.000218,0.001838,5.245792
times just,3.000000,0.000218,0.001838,2.944808
times manhattan,9.000000,0.000654,0.004796,5.814561
times square,20.000000,0.001454,0.009498,7.347888
holy shit,9.000000,0.000654,0.004796,6.784461
lmao look,4.000000,0.000291,0.002368,4.765838
finding cool,3.000000,0.000218,0.001838,7.053681
y se,3.000000,0.000218,0.001838,5.520229
y en,5.000000,0.000363,0.002878,5.001435
y que,4.000000,0.000291,0.002368,4.731771
y te,3.000000,0.000218,0.001838,5.589222
y la,9.000000,0.000654,0.004796,5.310508
y gracias,3.000000,0.000218,0.001838,6.618841
y ahora,3.000000,0.000218,0.001838,7.129667
child forced,3.000000,0.000218,0.001838,9.003664
little bit,7.000000,0.000509,0.003858,6.555125
little celebrate,3.000000,0.000218,0.001838,6.007932
little late,3.000000,0.000218,0.001838,5.671460
little italy,3.000000,0.000218,0.001838,7.211905
talk like,4.000000,0.000291,0.002368,3.243029
talk love,3.000000,0.000218,0.001838,3.560505
believe cats,3.000000,0.000218,0.001838,7.335957
kim jong,4.000000,0.000291,0.002368,9.850962
sorry want,3.000000,0.000218,0.001838,4.631688
wonder say,3.000000,0.000218,0.001838,5.648262
wtf going,3.000000,0.000218,0.001838,4.983428
glad youre,4.000000,0.000291,0.002368,5.476779
glad doing,3.000000,0.000218,0.001838,5.784788
picture day,3.000000,0.000218,0.001838,4.943221
todd frazier,4.000000,0.000291,0.002368,9.380959
self love,3.000000,0.000218,0.001838,4.402072
guys got,3.000000,0.000218,0.001838,4.051869
lindseygrahamsc realdonaldtrump,22.000000,0.001599,0.010295,7.065951
finally got,6.000000,0.000436,0.003374,4.745017
finally home,3.000000,0.000218,0.001838,4.983428
wig coming,3.000000,0.000218,0.001838,7.730699
gun control,3.000000,0.000218,0.001838,8.346885
excitement hope,4.000000,0.000291,0.002368,7.626339
coming soon,9.000000,0.000654,0.004796,6.654559
metropolitan avenue,8.000000,0.000581,0.004332,6.293830
metropolitan area,8.000000,0.000581,0.004332,8.691725
metropolitan bedford,4.000000,0.000291,0.002368,8.059203
missing just,4.000000,0.000291,0.002368,4.048240
sexual predator,3.000000,0.000218,0.001838,9.157815
ftweedy realdonaldtrump,10.000000,0.000727,0.005253,7.088424
ftweedy espnpr,10.000000,0.000727,0.005253,9.406276
espnpr realdonaldtrump,10.000000,0.000727,0.005253,7.008381
lost title,3.000000,0.000218,0.001838,7.738731
god just,3.000000,0.000218,0.001838,2.605592
god damn,3.000000,0.000218,0.001838,4.818565
god mother,3.000000,0.000218,0.001838,5.965968
god good,4.000000,0.000291,0.002368,3.820037
god bless,4.000000,0.000291,0.002368,6.946797
god ensures,3.000000,0.000218,0.001838,7.863088
god fed,3.000000,0.000218,0.001838,7.575406
trip nyc,3.000000,0.000218,0.001838,5.173471
jersey city,13.000000,0.000945,0.006581,6.111097
brooklyn ny,24.000000,0.001744,0.011079,5.079219
brooklyn shit,4.000000,0.000291,0.002368,3.776306
brooklyn w,5.000000,0.000363,0.002878,4.291974
brooklyn manhattan,13.000000,0.000945,0.006581,5.297247
brooklyn cleared,10.000000,0.000727,0.005253,4.714576
brooklyn incident,17.000000,0.001236,0.008274,4.770581
brooklyn family,3.000000,0.000218,0.001838,4.631688
brooklyn updated,7.000000,0.000509,0.003858,4.688465
brooklyn nyc,8.000000,0.000581,0.004332,4.026069
brooklyn ngoftheyear,3.000000,0.000218,0.001838,7.317265
brooklyn downtown,8.000000,0.000581,0.004332,6.624118
brooklyn yankees,3.000000,0.000218,0.001838,3.309932
brooklyn pizza,3.000000,0.000218,0.001838,5.471439
brooklyn newyorkcity,3.000000,0.000218,0.001838,5.371355
brooklyn bridge,5.000000,0.000363,0.002878,6.154115
brooklyn brooklynny,3.000000,0.000218,0.001838,7.029583
story life,3.000000,0.000218,0.001838,5.046122
peeloi ew,3.000000,0.000218,0.001838,8.598199
ew kelly,3.000000,0.000218,0.001838,8.741300
aint shit,4.000000,0.000291,0.002368,4.828398
aint yall,3.000000,0.000218,0.001838,5.150482
eat food,4.000000,0.000291,0.002368,6.238694
eat good,3.000000,0.000218,0.001838,4.159252
news just,6.000000,0.000436,0.003374,4.033851
r u,5.000000,0.000363,0.002878,5.203883
yep apple,3.000000,0.000218,0.001838,8.215207
apple picking,3.000000,0.000218,0.001838,8.667192
entire life,3.000000,0.000218,0.001838,5.246792
entire cast,3.000000,0.000218,0.001838,7.317265
taking place,3.000000,0.000218,0.001838,5.941609
christopher columbus,13.000000,0.000945,0.006581,8.208238
christopher american,3.000000,0.000218,0.001838,6.629423
christopher socalled,3.000000,0.000218,0.001838,8.870133
knock police,3.000000,0.000218,0.001838,9.850962
sunday october,3.000000,0.000218,0.001838,6.393594
join team,5.000000,0.000363,0.002878,6.414398
ask say,3.000000,0.000218,0.001838,5.015739
hair riodesigns,3.000000,0.000218,0.001838,8.570028
dove ad,3.000000,0.000218,0.001838,7.653738
kitchen manhattan,4.000000,0.000291,0.002368,6.389925
told way,3.000000,0.000218,0.001838,4.785839
told ill,3.000000,0.000218,0.001838,5.364575
anybody know,3.000000,0.000218,0.001838,5.307667
hillary clinton,3.000000,0.000218,0.001838,8.215207
wasnt gonna,3.000000,0.000218,0.001838,5.334988
east manhattan,7.000000,0.000509,0.003858,5.707827
east street,4.000000,0.000291,0.002368,4.295100
east village,8.000000,0.000581,0.004332,7.593113
east rd,4.000000,0.000291,0.002368,6.788740
east harlem,3.000000,0.000218,0.001838,6.612284
east man,3.000000,0.000218,0.001838,4.923708
east brooklyn,3.000000,0.000218,0.001838,4.609215
east cr,8.000000,0.000581,0.004332,7.653738
acting like,6.000000,0.000436,0.003374,5.629496
state park,5.000000,0.000363,0.002878,5.872028
truly wrathsmuzik,3.000000,0.000218,0.001838,8.752350
san remo,3.000000,0.000218,0.001838,10.544109
gotta say,3.000000,0.000218,0.001838,4.870557
dream just,3.000000,0.000218,0.001838,4.123463
nj job,3.000000,0.000218,0.001838,5.387356
nj directions,3.000000,0.000218,0.001838,5.761072
nj east,4.000000,0.000291,0.002368,6.400975
release party,3.000000,0.000218,0.001838,7.515587
miss u,3.000000,0.000218,0.001838,4.095220
miss old,3.000000,0.000218,0.001838,5.168831
credit picture,3.000000,0.000218,0.001838,7.617370
