Number of words,53982
Number of unique words,4428
Average word frequency,12.191057
Entropy,7.626037

Word,Frequency,Proportion,Entropy Term
estn,5,0.000093,0.000860
esos,4,0.000074,0.000705
ill,73,0.001352,0.008933
u,127,0.002353,0.014239
asked,15,0.000278,0.002275
fake,27,0.000500,0.003802
id,36,0.000667,0.004877
lol,119,0.002204,0.013485
glad,9,0.000167,0.001450
got,133,0.002464,0.014798
work,224,0.004150,0.022759
stay,32,0.000593,0.004405
relevant,6,0.000111,0.001012
isnt,46,0.000852,0.006023
reason,27,0.000500,0.003802
stupid,33,0.000611,0.004524
yeah,23,0.000426,0.003307
ending,4,0.000074,0.000705
real,69,0.001278,0.008516
waiting,24,0.000445,0.003432
december,3,0.000056,0.000545
vacation,7,0.000130,0.001161
dear,17,0.000315,0.002539
make,150,0.002779,0.016355
millions,8,0.000148,0.001307
hate,57,0.001056,0.007237
trump,144,0.002668,0.015810
thinks,8,0.000148,0.001307
smh,36,0.000667,0.004877
double,13,0.000241,0.002006
tap,8,0.000148,0.001307
logo,6,0.000111,0.001012
hair,42,0.000778,0.005570
khx,4,0.000074,0.000705
cat,15,0.000278,0.002275
told,32,0.000593,0.004405
adopted,4,0.000074,0.000705
funny,28,0.000519,0.003923
oscar,5,0.000093,0.000860
won,19,0.000352,0.002799
hack,3,0.000056,0.000545
newyorkcity,21,0.000389,0.003055
lower,13,0.000241,0.002006
manhattan,58,0.001074,0.007345
trending,15,0.000278,0.002275
ny,364,0.006743,0.033710
em,19,0.000352,0.002799
king,11,0.000204,0.001732
shut,17,0.000315,0.002539
dawoodnot,3,0.000056,0.000545
time,233,0.004316,0.023504
helped,6,0.000111,0.001012
event,22,0.000408,0.003181
run,30,0.000556,0.004165
best,110,0.002038,0.012626
team,110,0.002038,0.012626
cosplay,10,0.000185,0.001592
ray,5,0.000093,0.000860
pr,11,0.000204,0.001732
puerto,29,0.000537,0.004045
rico,19,0.000352,0.002799
seen,35,0.000648,0.004760
streets,6,0.000111,0.001012
nyc,188,0.003483,0.019712
contra,4,0.000074,0.000705
god,75,0.001389,0.009140
horrible,5,0.000093,0.000860
sad,35,0.000648,0.004760
thing,81,0.001501,0.009756
social,20,0.000370,0.002927
media,33,0.000611,0.004524
really,154,0.002853,0.016716
talking,52,0.000963,0.006690
happy,169,0.003131,0.018053
birthday,51,0.000945,0.006580
beautiful,85,0.001575,0.010162
clown,9,0.000167,0.001450
biggest,10,0.000185,0.001592
mikepence,6,0.000111,0.001012
human,13,0.000241,0.002006
wife,10,0.000185,0.001592
failed,5,0.000093,0.000860
white,79,0.001463,0.009552
course,18,0.000333,0.002670
x,34,0.000630,0.004642
monday,13,0.000241,0.002006
night,103,0.001908,0.011948
win,36,0.000667,0.004877
tix,3,0.000056,0.000545
awww,4,0.000074,0.000705
thank,94,0.001741,0.011063
girls,24,0.000445,0.003432
wanna,55,0.001019,0.007019
sun,14,0.000259,0.002142
wtf,15,0.000278,0.002275
dumb,19,0.000352,0.002799
bitch,38,0.000704,0.005110
believe,61,0.001130,0.007668
true,41,0.000760,0.005455
yes,60,0.001111,0.007560
children,12,0.000222,0.001870
niggas,19,0.000352,0.002799
cute,24,0.000445,0.003432
bc,27,0.000500,0.003802
tall,4,0.000074,0.000705
deepakshenoy,6,0.000111,0.001012
dude,17,0.000315,0.002539
going,153,0.002834,0.016626
year,55,0.001019,0.007019
startup,4,0.000074,0.000705
dream,23,0.000426,0.003307
close,11,0.000204,0.001732
professionals,4,0.000074,0.000705
avoid,3,0.000056,0.000545
russias,3,0.000056,0.000545
attempt,3,0.000056,0.000545
trumps,18,0.000333,0.002670
campaign,12,0.000222,0.001870
behavior,7,0.000130,0.001161
russia,12,0.000222,0.001870
jr,7,0.000130,0.001161
main,12,0.000222,0.001870
weekend,34,0.000630,0.004642
nycc,24,0.000445,0.003432
vision,4,0.000074,0.000705
trying,58,0.001074,0.007345
feel,96,0.001778,0.011261
better,97,0.001797,0.011359
girl,51,0.000945,0.006580
definitely,16,0.000296,0.002408
taken,14,0.000259,0.002142
avenue,99,0.001834,0.011556
napa,5,0.000093,0.000860
lucianrandolph,6,0.000111,0.001012
video,43,0.000797,0.005684
news,52,0.000963,0.006690
outlets,5,0.000093,0.000860
election,11,0.000204,0.001732
wasnt,28,0.000519,0.003923
yall,90,0.001667,0.010665
pay,18,0.000333,0.002670
free,47,0.000871,0.006135
black,60,0.001111,0.007560
women,84,0.001556,0.010061
deliver,4,0.000074,0.000705
rap,5,0.000093,0.000860
folks,20,0.000370,0.002927
break,16,0.000296,0.002408
hot,24,0.000445,0.003432
folk,3,0.000056,0.000545
hide,5,0.000093,0.000860
problems,7,0.000130,0.001161
ya,53,0.000982,0.006800
body,23,0.000426,0.003307
en,102,0.001890,0.011850
tu,9,0.000167,0.001450
vida,6,0.000111,0.001012
quick,10,0.000185,0.001592
eliminate,5,0.000093,0.000860
errors,8,0.000148,0.001307
oh,60,0.001111,0.007560
sure,51,0.000945,0.006580
hollywood,9,0.000167,0.001450
knew,20,0.000370,0.002927
public,20,0.000370,0.002927
celebrities,5,0.000093,0.000860
rights,12,0.000222,0.001870
wars,21,0.000389,0.003055
tf,17,0.000315,0.002539
bought,14,0.000259,0.002142
lmao,50,0.000926,0.006469
hard,57,0.001056,0.007237
bae,8,0.000148,0.001307
fuck,76,0.001408,0.009244
entitled,3,0.000056,0.000545
life,138,0.002556,0.015260
face,43,0.000797,0.005684
artist,17,0.000315,0.002539
boom,4,0.000074,0.000705
stop,76,0.001408,0.009244
asking,20,0.000370,0.002927
questions,10,0.000185,0.001592
google,13,0.000241,0.002006
kid,17,0.000315,0.002539
bye,7,0.000130,0.001161
crack,4,0.000074,0.000705
head,31,0.000574,0.004285
tuesday,79,0.001463,0.009552
art,37,0.000685,0.004994
gallery,4,0.000074,0.000705
b,30,0.000556,0.004165
ave,22,0.000408,0.003181
repeat,9,0.000167,0.001450
neeratanden,3,0.000056,0.000545
pivot,3,0.000056,0.000545
minutes,11,0.000204,0.001732
forgive,6,0.000111,0.001012
pushing,5,0.000093,0.000860
collection,7,0.000130,0.001161
officially,9,0.000167,0.001450
available,16,0.000296,0.002408
purchase,5,0.000093,0.000860
link,24,0.000445,0.003432
bio,17,0.000315,0.002539
need,182,0.003371,0.019192
pie,6,0.000111,0.001012
brooklyn,165,0.003057,0.017699
hill,29,0.000537,0.004045
historic,16,0.000296,0.002408
district,5,0.000093,0.000860
person,50,0.000926,0.006469
terrorists,3,0.000056,0.000545
forces,5,0.000093,0.000860
archie,3,0.000056,0.000545
goes,27,0.000500,0.003802
straight,17,0.000315,0.002539
attack,9,0.000167,0.001450
case,16,0.000296,0.002408
dodgers,26,0.000482,0.003679
try,41,0.000760,0.005455
hoping,9,0.000167,0.001450
tomorrow,24,0.000445,0.003432
big,74,0.001371,0.009037
ahead,9,0.000167,0.001450
haha,13,0.000241,0.002006
bit,14,0.000259,0.002142
focus,13,0.000241,0.002006
question,12,0.000222,0.001870
jersey,82,0.001519,0.009858
ass,55,0.001019,0.007019
university,10,0.000185,0.001592
como,19,0.000352,0.002799
para,30,0.000556,0.004165
starting,17,0.000315,0.002539
wonder,23,0.000426,0.003307
blue,18,0.000333,0.002670
brothers,6,0.000111,0.001012
imma,7,0.000130,0.001161
clean,11,0.000204,0.001732
twitter,55,0.001019,0.007019
gets,30,0.000556,0.004165
popular,11,0.000204,0.001732
phone,25,0.000463,0.003556
died,13,0.000241,0.002006
cuz,12,0.000222,0.001870
jensfred,3,0.000056,0.000545
music,57,0.001056,0.007237
know,240,0.004446,0.024078
fact,24,0.000445,0.003432
loves,8,0.000148,0.001307
chaser,3,0.000056,0.000545
mom,25,0.000463,0.003556
dis,5,0.000093,0.000860
hello,9,0.000167,0.001450
todays,17,0.000315,0.002539
photo,80,0.001482,0.009654
featuring,3,0.000056,0.000545
favorite,25,0.000463,0.003556
forever,15,0.000278,0.002275
prison,8,0.000148,0.001307
numbers,3,0.000056,0.000545
weinstein,39,0.000722,0.005225
presumably,3,0.000056,0.000545
registered,4,0.000074,0.000705
sexual,17,0.000315,0.002539
address,4,0.000074,0.000705
outta,5,0.000093,0.000860
lmfaoo,5,0.000093,0.000860
looks,39,0.000722,0.005225
lot,41,0.000760,0.005455
let,72,0.001334,0.008829
heaven,4,0.000074,0.000705
thanks,84,0.001556,0.010061
bring,28,0.000519,0.003923
flags,3,0.000056,0.000545
adventure,4,0.000074,0.000705
blaming,5,0.000093,0.000860
everybody,13,0.000241,0.002006
wait,58,0.001074,0.007345
netflix,9,0.000167,0.001450
highly,10,0.000185,0.001592
dislike,3,0.000056,0.000545
bronx,8,0.000148,0.001307
republican,8,0.000148,0.001307
theres,33,0.000611,0.004524
world,104,0.001927,0.012045
screening,7,0.000130,0.001161
sooo,5,0.000093,0.000860
wanted,24,0.000445,0.003432
want,202,0.003742,0.020911
porg,31,0.000574,0.004285
thelastjedi,21,0.000389,0.003055
fort,3,0.000056,0.000545
interested,52,0.000963,0.006690
job,248,0.004594,0.024730
fit,67,0.001241,0.008305
good,306,0.005669,0.029322
look,89,0.001649,0.010564
company,20,0.000370,0.002927
delete,6,0.000111,0.001012
account,29,0.000537,0.004045
takes,19,0.000352,0.002799
use,44,0.000815,0.005797
clout,3,0.000056,0.000545
awwww,3,0.000056,0.000545
pink,19,0.000352,0.002799
talk,73,0.001352,0.008933
shit,132,0.002445,0.014705
victim,3,0.000056,0.000545
block,8,0.000148,0.001307
wack,3,0.000056,0.000545
save,13,0.000241,0.002006
america,46,0.000852,0.006023
drunk,6,0.000111,0.001012
shouldnt,16,0.000296,0.002408
decided,7,0.000130,0.001161
late,28,0.000519,0.003923
capitalism,3,0.000056,0.000545
hulu,4,0.000074,0.000705
party,32,0.000593,0.004405
yay,3,0.000056,0.000545
luck,16,0.000296,0.002408
ur,30,0.000556,0.004165
shine,10,0.000185,0.001592
chance,20,0.000370,0.002927
taking,38,0.000704,0.005110
chances,3,0.000056,0.000545
fucking,77,0.001426,0.009347
bedfordstuyvesant,5,0.000093,0.000860
murder,3,0.000056,0.000545
ca,9,0.000167,0.001450
politicians,7,0.000130,0.001161
hypocrites,3,0.000056,0.000545
office,24,0.000445,0.003432
pleasure,7,0.000130,0.001161
meet,22,0.000408,0.003181
bridal,4,0.000074,0.000705
fashion,18,0.000333,0.002670
designer,9,0.000167,0.001450
reality,18,0.000333,0.002670
tv,24,0.000445,0.003432
star,26,0.000482,0.003679
say,102,0.001890,0.011850
dress,16,0.000296,0.002408
ppl,46,0.000852,0.006023
r,31,0.000574,0.004285
man,140,0.002593,0.015443
august,4,0.000074,0.000705
street,104,0.001927,0.012045
crown,5,0.000093,0.000860
heights,4,0.000074,0.000705
units,4,0.000074,0.000705
family,38,0.000704,0.005110
lmaooo,11,0.000204,0.001732
stopped,4,0.000074,0.000705
watching,34,0.000630,0.004642
espn,68,0.001260,0.008411
years,59,0.001093,0.007453
ago,27,0.000500,0.003802
otro,4,0.000074,0.000705
quote,6,0.000111,0.001012
machine,8,0.000148,0.001307
sale,8,0.000148,0.001307
wednesday,7,0.000130,0.001161
loud,10,0.000185,0.001592
legit,16,0.000296,0.002408
david,6,0.000111,0.001012
wrote,6,0.000111,0.001012
n,47,0.000871,0.006135
guy,40,0.000741,0.005341
nah,13,0.000241,0.002006
dick,17,0.000315,0.002539
ride,13,0.000241,0.002006
wave,3,0.000056,0.000545
path,14,0.000259,0.002142
wish,41,0.000760,0.005455
prepare,4,0.000074,0.000705
killed,15,0.000278,0.002275
com,8,0.000148,0.001307
waves,3,0.000056,0.000545
tight,9,0.000167,0.001450
quality,9,0.000167,0.001450
central,33,0.000611,0.004524
park,55,0.001019,0.007019
hacer,3,0.000056,0.000545
o,48,0.000889,0.006247
sea,7,0.000130,0.001161
puede,5,0.000093,0.000860
hice,4,0.000074,0.000705
mi,27,0.000500,0.003802
mejor,4,0.000074,0.000705
whos,17,0.000315,0.002539
bad,76,0.001408,0.009244
yep,5,0.000093,0.000860
theyre,28,0.000519,0.003923
reading,23,0.000426,0.003307
old,54,0.001000,0.006910
ice,7,0.000130,0.001161
borders,4,0.000074,0.000705
mcdonalds,8,0.000148,0.001307
order,23,0.000426,0.003307
went,34,0.000630,0.004642
price,16,0.000296,0.002408
couple,18,0.000333,0.002670
noticed,11,0.000204,0.001732
wishing,7,0.000130,0.001161
start,56,0.001037,0.007128
studios,4,0.000074,0.000705
deserve,9,0.000167,0.001450
feelings,13,0.000241,0.002006
buddy,5,0.000093,0.000860
awesome,27,0.000500,0.003802
wow,46,0.000852,0.006023
started,14,0.000259,0.002142
nobel,5,0.000093,0.000860
prize,4,0.000074,0.000705
spent,11,0.000204,0.001732
money,46,0.000852,0.006023
lmfaoooooo,3,0.000056,0.000545
damn,39,0.000722,0.005225
posting,6,0.000111,0.001012
circle,4,0.000074,0.000705
hand,13,0.000241,0.002006
band,12,0.000222,0.001870
issues,45,0.000834,0.005910
okay,27,0.000500,0.003802
mark,10,0.000185,0.001592
chicago,6,0.000111,0.001012
concert,7,0.000130,0.001161
beef,5,0.000093,0.000860
mimbale,6,0.000111,0.001012
heard,18,0.000333,0.002670
clear,21,0.000389,0.003055
apartment,12,0.000222,0.001870
extremely,5,0.000093,0.000860
toxic,7,0.000130,0.001161
blade,3,0.000056,0.000545
runner,4,0.000074,0.000705
np,4,0.000074,0.000705
harlem,10,0.000185,0.001592
showed,5,0.000093,0.000860
dr,12,0.000222,0.001870
amazing,57,0.001056,0.007237
lecture,3,0.000056,0.000545
boy,31,0.000574,0.004285
anyways,3,0.000056,0.000545
basically,5,0.000093,0.000860
food,31,0.000574,0.004285
version,5,0.000093,0.000860
heroin,3,0.000056,0.000545
rn,25,0.000463,0.003556
trade,16,0.000296,0.002408
drinks,3,0.000056,0.000545
mission,3,0.000056,0.000545
complete,13,0.000241,0.002006
plastic,8,0.000148,0.001307
surgery,3,0.000056,0.000545
stuck,7,0.000130,0.001161
airport,4,0.000074,0.000705
sleep,80,0.001482,0.009654
thoughts,21,0.000389,0.003055
cast,5,0.000093,0.000860
moon,15,0.000278,0.002275
thinking,29,0.000537,0.004045
style,16,0.000296,0.002408
october,46,0.000852,0.006023
subway,33,0.000611,0.004524
platform,5,0.000093,0.000860
prayer,5,0.000093,0.000860
recovery,4,0.000074,0.000705
wont,39,0.000722,0.005225
slow,9,0.000167,0.001450
train,38,0.000704,0.005110
president,57,0.001056,0.007237
pussy,3,0.000056,0.000545
lame,3,0.000056,0.000545
nigga,26,0.000482,0.003679
tweet,42,0.000778,0.005570
chicken,6,0.000111,0.001012
set,35,0.000648,0.004760
ugh,10,0.000185,0.001592
received,4,0.000074,0.000705
ein,3,0.000056,0.000545
dass,3,0.000056,0.000545
auch,5,0.000093,0.000860
al,23,0.000426,0.003307
fundraiser,17,0.000315,0.002539
fb,82,0.001519,0.009858
facebookcustomerservice,96,0.001778,0.011261
storage,4,0.000074,0.000705
cases,14,0.000259,0.002142
rubber,4,0.000074,0.000705
stamps,3,0.000056,0.000545
freeship,18,0.000333,0.002670
hi,140,0.002593,0.015443
hire,21,0.000389,0.003055
resource,17,0.000315,0.002539
project,26,0.000482,0.003679
remotely,16,0.000296,0.002408
self,11,0.000204,0.001732
lord,4,0.000074,0.000705
tn,3,0.000056,0.000545
leaving,16,0.000296,0.002408
earlier,4,0.000074,0.000705
thomas,4,0.000074,0.000705
basis,3,0.000056,0.000545
eat,18,0.000333,0.002670
breakfast,30,0.000556,0.004165
shannonsharpe,3,0.000056,0.000545
cars,4,0.000074,0.000705
lit,12,0.000222,0.001870
cake,16,0.000296,0.002408
saw,29,0.000537,0.004045
piece,27,0.000500,0.003802
szechuansauce,3,0.000056,0.000545
woulda,3,0.000056,0.000545
totally,12,0.000222,0.001870
different,26,0.000482,0.003679
sports,13,0.000241,0.002006
parties,4,0.000074,0.000705
ashleyjudd,3,0.000056,0.000545
come,94,0.001741,0.011063
space,13,0.000241,0.002006
dirty,7,0.000130,0.001161
stuff,12,0.000222,0.001870
control,21,0.000389,0.003055
wasted,5,0.000093,0.000860
looki,3,0.000056,0.000545
teen,5,0.000093,0.000860
wolf,4,0.000074,0.000705
mixed,4,0.000074,0.000705
michael,9,0.000167,0.001450
jackson,10,0.000185,0.001592
memorial,4,0.000074,0.000705
mall,4,0.000074,0.000705
crazy,25,0.000463,0.003556
woman,40,0.000741,0.005341
image,7,0.000130,0.001161
understand,36,0.000667,0.004877
agent,9,0.000167,0.001450
manager,28,0.000519,0.003923
shift,9,0.000167,0.001450
atm,3,0.000056,0.000545
line,64,0.001186,0.007988
golden,4,0.000074,0.000705
light,20,0.000370,0.002927
boo,4,0.000074,0.000705
characters,5,0.000093,0.000860
end,36,0.000667,0.004877
sketch,7,0.000130,0.001161
doodle,4,0.000074,0.000705
drawings,3,0.000056,0.000545
empire,10,0.000185,0.001592
state,50,0.000926,0.006469
mind,37,0.000685,0.004994
travel,14,0.000259,0.002142
christian,4,0.000074,0.000705
naming,3,0.000056,0.000545
school,52,0.000963,0.006690
conservative,7,0.000130,0.001161
forward,16,0.000296,0.002408
picking,4,0.000074,0.000705
ok,32,0.000593,0.004405
kinnyleavitt,3,0.000056,0.000545
nyhopin,4,0.000074,0.000705
companies,8,0.000148,0.001307
asian,3,0.000056,0.000545
match,8,0.000148,0.001307
yellow,10,0.000185,0.001592
s,52,0.000963,0.006690
came,23,0.000426,0.003307
assist,35,0.000648,0.004760
portfolio,25,0.000463,0.003556
tried,9,0.000167,0.001450
deal,23,0.000426,0.003307
devil,7,0.000130,0.001161
said,66,0.001223,0.008200
soul,13,0.000241,0.002006
needed,16,0.000296,0.002408
lmfao,8,0.000148,0.001307
walk,22,0.000408,0.003181
shitty,6,0.000111,0.001012
playing,26,0.000482,0.003679
teams,12,0.000222,0.001870
relationship,6,0.000111,0.001012
flag,15,0.000278,0.002275
doesnt,65,0.001204,0.008094
honored,7,0.000130,0.001161
gop,25,0.000463,0.003556
lost,24,0.000445,0.003432
male,10,0.000185,0.001592
followers,6,0.000111,0.001012
having,39,0.000722,0.005225
swear,16,0.000296,0.002408
rey,5,0.000093,0.000860
bish,3,0.000056,0.000545
excited,34,0.000630,0.004642
facebookphonenumber,33,0.000611,0.004524
throw,10,0.000185,0.001592
blame,7,0.000130,0.001161
conditioning,3,0.000056,0.000545
qb,4,0.000074,0.000705
ko,4,0.000074,0.000705
na,15,0.000278,0.002275
super,20,0.000370,0.002927
product,6,0.000111,0.001012
sa,8,0.000148,0.001307
fresh,12,0.000222,0.001870
h,6,0.000111,0.001012
steps,5,0.000093,0.000860
wrap,6,0.000111,0.001012
wearing,15,0.000278,0.002275
exclusive,7,0.000130,0.001161
feeling,33,0.000611,0.004524
quotes,6,0.000111,0.001012
posted,62,0.001149,0.007775
app,52,0.000963,0.006690
ig,4,0.000074,0.000705
page,4,0.000074,0.000705
created,11,0.000204,0.001732
follow,71,0.001315,0.008725
instagram,10,0.000185,0.001592
words,23,0.000426,0.003307
open,38,0.000704,0.005110
house,35,0.000648,0.004760
natural,9,0.000167,0.001450
history,24,0.000445,0.003432
museum,9,0.000167,0.001450
concept,4,0.000074,0.000705
cancel,7,0.000130,0.001161
innocent,3,0.000056,0.000545
mr,11,0.000204,0.001732
p,13,0.000241,0.002006
doing,48,0.000889,0.006247
bar,11,0.000204,0.001732
low,11,0.000204,0.001732
wake,41,0.000760,0.005455
loser,8,0.000148,0.001307
steve,8,0.000148,0.001307
rogers,3,0.000056,0.000545
dad,10,0.000185,0.001592
kinda,12,0.000222,0.001870
smoking,7,0.000130,0.001161
technical,16,0.000296,0.002408
help,113,0.002093,0.012914
gmailpasswordrecovery,7,0.000130,0.001161
process,16,0.000296,0.002408
supposed,9,0.000167,0.001450
explains,6,0.000111,0.001012
mix,15,0.000278,0.002275
town,46,0.000852,0.006023
rough,3,0.000056,0.000545
vegan,5,0.000093,0.000860
mother,12,0.000222,0.001870
donna,21,0.000389,0.003055
karan,17,0.000315,0.002539
website,20,0.000370,0.002927
design,28,0.000519,0.003923
nytimes,29,0.000537,0.004045
charged,4,0.000074,0.000705
harassment,12,0.000222,0.001870
reporting,10,0.000185,0.001592
unite,6,0.000111,0.001012
immediate,12,0.000222,0.001870
aid,15,0.000278,0.002275
miss,49,0.000908,0.006358
currently,12,0.000222,0.001870
unable,3,0.000056,0.000545
trailer,30,0.000556,0.004165
hell,31,0.000574,0.004285
vote,13,0.000241,0.002006
impossible,7,0.000130,0.001161
men,55,0.001019,0.007019
sorry,35,0.000648,0.004760
lenadunham,9,0.000167,0.001450
mood,22,0.000408,0.003181
matter,18,0.000333,0.002670
salute,6,0.000111,0.001012
fam,6,0.000111,0.001012
experience,17,0.000315,0.002539
room,24,0.000445,0.003432
filled,4,0.000074,0.000705
eventually,3,0.000056,0.000545
ima,7,0.000130,0.001161
moment,21,0.000389,0.003055
construction,239,0.004427,0.023996
franklindrooseveltdrive,14,0.000259,0.002142
nb,57,0.001056,0.007237
east,66,0.001223,0.008200
song,33,0.000611,0.004524
talks,5,0.000093,0.000860
hit,24,0.000445,0.003432
craving,3,0.000056,0.000545
salt,3,0.000056,0.000545
took,24,0.000445,0.003432
place,36,0.000667,0.004877
special,30,0.000556,0.004165
general,7,0.000130,0.001161
does,83,0.001538,0.009960
congressional,3,0.000056,0.000545
approval,6,0.000111,0.001012
change,47,0.000871,0.006135
smile,14,0.000259,0.002142
earth,13,0.000241,0.002006
united,15,0.000278,0.002275
realjerryjones,3,0.000056,0.000545
jerry,8,0.000148,0.001307
respect,19,0.000352,0.002799
players,19,0.000352,0.002799
respecting,5,0.000093,0.000860
remains,4,0.000074,0.000705
priority,4,0.000074,0.000705
thomaskeister,14,0.000259,0.002142
vp,40,0.000741,0.005341
rt,12,0.000222,0.001870
wins,10,0.000185,0.001592
gun,8,0.000148,0.001307
issue,64,0.001186,0.007988
note,8,0.000148,0.001307
degrees,5,0.000093,0.000860
outside,13,0.000241,0.002006
shame,13,0.000241,0.002006
suspends,6,0.000111,0.001012
jemele,21,0.000389,0.003055
technology,12,0.000222,0.001870
dark,13,0.000241,0.002006
engineering,4,0.000074,0.000705
pictures,7,0.000130,0.001161
kesharose,7,0.000130,0.001161
nature,9,0.000167,0.001450
exciting,8,0.000148,0.001307
exactly,20,0.000370,0.002927
ideas,20,0.000370,0.002927
cooking,4,0.000074,0.000705
amwriting,5,0.000093,0.000860
vs,23,0.000426,0.003307
battle,5,0.000093,0.000860
fighting,4,0.000074,0.000705
war,15,0.000278,0.002275
author,10,0.000185,0.001592
mad,21,0.000389,0.003055
disrespectful,7,0.000130,0.001161
goku,15,0.000278,0.002275
eye,8,0.000148,0.001307
scared,7,0.000130,0.001161
tl,6,0.000111,0.001012
sane,3,0.000056,0.000545
healthy,6,0.000111,0.001012
members,9,0.000167,0.001450
families,7,0.000130,0.001161
fired,9,0.000167,0.001450
saying,23,0.000426,0.003307
honor,13,0.000241,0.002006
finally,30,0.000556,0.004165
heres,19,0.000352,0.002799
throwback,6,0.000111,0.001012
seriously,16,0.000296,0.002408
gave,17,0.000315,0.002539
pet,5,0.000093,0.000860
bird,6,0.000111,0.001012
female,8,0.000148,0.001307
dance,21,0.000389,0.003055
baseball,4,0.000074,0.000705
highlights,3,0.000056,0.000545
radio,10,0.000185,0.001592
cares,6,0.000111,0.001012
worst,24,0.000445,0.003432
acts,5,0.000093,0.000860
expect,12,0.000222,0.001870
camera,5,0.000093,0.000860
guard,5,0.000093,0.000860
shot,26,0.000482,0.003679
closure,20,0.000370,0.002927
directions,193,0.003575,0.020142
palenville,6,0.000111,0.001012
putin,5,0.000093,0.000860
energy,27,0.000500,0.003802
forum,4,0.000074,0.000705
past,34,0.000630,0.004642
hold,28,0.000519,0.003923
gilbert,3,0.000056,0.000545
doctorow,3,0.000056,0.000545
dawn,3,0.000056,0.000545
happens,15,0.000278,0.002275
reasons,6,0.000111,0.001012
reveal,4,0.000074,0.000705
knot,4,0.000074,0.000705
gala,5,0.000093,0.000860
theknot,3,0.000056,0.000545
theknotgala,6,0.000111,0.001012
honey,5,0.000093,0.000860
planet,8,0.000148,0.001307
halloween,21,0.000389,0.003055
eyes,20,0.000370,0.002927
brain,25,0.000463,0.003556
committee,5,0.000093,0.000860
potus,32,0.000593,0.004405
power,28,0.000519,0.003923
tired,18,0.000333,0.002670
near,11,0.000204,0.001732
comic,8,0.000148,0.001307
evil,10,0.000185,0.001592
liar,12,0.000222,0.001870
