Number of words,53982
Number of unique words,4428
Average word frequency,12.191057
Entropy,7.626037

Word,Frequency,Proportion,Entropy Term
smart,10,0.000185,0.001592
quit,8,0.000148,0.001307
ladies,18,0.000333,0.002670
book,29,0.000537,0.004045
root,6,0.000111,0.001012
autumn,10,0.000185,0.001592
review,7,0.000130,0.001161
jam,5,0.000093,0.000860
sent,9,0.000167,0.001450
snap,10,0.000185,0.001592
bed,38,0.000704,0.005110
lay,11,0.000204,0.001732
getting,69,0.001278,0.008516
later,13,0.000241,0.002006
play,42,0.000778,0.005570
water,22,0.000408,0.003181
donnakaran,14,0.000259,0.002142
single,17,0.000315,0.002539
harveyweinstein,16,0.000296,0.002408
hey,52,0.000963,0.006690
building,23,0.000426,0.003307
wild,7,0.000130,0.001161
guess,23,0.000426,0.003307
figure,7,0.000130,0.001161
tourists,3,0.000056,0.000545
missing,17,0.000315,0.002539
congress,7,0.000130,0.001161
supporting,4,0.000074,0.000705
official,15,0.000278,0.002275
story,38,0.000704,0.005110
scene,9,0.000167,0.001450
shows,16,0.000296,0.002408
knows,25,0.000463,0.003556
hurt,16,0.000296,0.002408
ugly,3,0.000056,0.000545
crying,12,0.000222,0.001870
proud,24,0.000445,0.003432
omg,32,0.000593,0.004405
incredible,10,0.000185,0.001592
thx,3,0.000056,0.000545
share,36,0.000667,0.004877
iconic,4,0.000074,0.000705
tea,14,0.000259,0.002142
read,68,0.001260,0.008411
mo,4,0.000074,0.000705
clintons,3,0.000056,0.000545
emails,5,0.000093,0.000860
lottery,6,0.000111,0.001012
business,24,0.000445,0.003432
locker,3,0.000056,0.000545
yankees,33,0.000611,0.004524
humble,6,0.000111,0.001012
lady,16,0.000296,0.002408
literally,39,0.000722,0.005225
killing,10,0.000185,0.001592
nfl,42,0.000778,0.005570
resign,9,0.000167,0.001450
trumptrain,4,0.000074,0.000705
confusing,3,0.000056,0.000545
listening,33,0.000611,0.004524
sources,3,0.000056,0.000545
writing,6,0.000111,0.001012
books,25,0.000463,0.003556
nice,66,0.001223,0.008200
absolute,6,0.000111,0.001012
care,51,0.000945,0.006580
boyfriend,7,0.000130,0.001161
itunes,6,0.000111,0.001012
speak,27,0.000500,0.003802
ag,4,0.000074,0.000705
did,114,0.002112,0.013009
step,12,0.000222,0.001870
investigation,4,0.000074,0.000705
fight,19,0.000352,0.002799
laptop,3,0.000056,0.000545
buildings,5,0.000093,0.000860
electric,3,0.000056,0.000545
goals,12,0.000222,0.001870
maybe,43,0.000797,0.005684
shall,3,0.000056,0.000545
promo,4,0.000074,0.000705
di,13,0.000241,0.002006
dealing,8,0.000148,0.001307
bright,5,0.000093,0.000860
law,19,0.000352,0.002799
prof,4,0.000074,0.000705
actual,12,0.000222,0.001870
strong,11,0.000204,0.001732
hands,16,0.000296,0.002408
friend,57,0.001056,0.007237
opinion,11,0.000204,0.001732
lil,28,0.000519,0.003923
wear,11,0.000204,0.001732
tiny,4,0.000074,0.000705
tie,4,0.000074,0.000705
forgot,23,0.000426,0.003307
sign,11,0.000204,0.001732
college,14,0.000259,0.002142
christmas,6,0.000111,0.001012
shopping,6,0.000111,0.001012
tbh,10,0.000185,0.001592
mention,7,0.000130,0.001161
excellent,8,0.000148,0.001307
episode,16,0.000296,0.002408
tatted,4,0.000074,0.000705
things,76,0.001408,0.009244
remember,38,0.000704,0.005110
resistance,3,0.000056,0.000545
hearing,5,0.000093,0.000860
seeing,23,0.000426,0.003307
ivana,6,0.000111,0.001012
eric,7,0.000130,0.001161
don,12,0.000222,0.001870
gross,7,0.000130,0.001161
ivanka,5,0.000093,0.000860
honest,6,0.000111,0.001012
bills,5,0.000093,0.000860
mothers,4,0.000074,0.000705
arguing,5,0.000093,0.000860
shes,25,0.000463,0.003556
says,33,0.000611,0.004524
sunshine,6,0.000111,0.001012
die,18,0.000333,0.002670
ive,70,0.001297,0.008621
rock,20,0.000370,0.002927
followed,5,0.000093,0.000860
didnt,74,0.001371,0.009037
plan,16,0.000296,0.002408
small,13,0.000241,0.002006
plans,4,0.000074,0.000705
happen,20,0.000370,0.002927
able,27,0.000500,0.003802
extra,9,0.000167,0.001450
present,10,0.000185,0.001592
important,23,0.000426,0.003307
negative,8,0.000148,0.001307
sees,5,0.000093,0.000860
hoes,4,0.000074,0.000705
development,27,0.000500,0.003802
reasonable,13,0.000241,0.002006
requirement,3,0.000056,0.000545
hood,5,0.000093,0.000860
bored,7,0.000130,0.001161
random,5,0.000093,0.000860
pics,10,0.000185,0.001592
award,12,0.000222,0.001870
knee,8,0.000148,0.001307
wrs,6,0.000111,0.001012
add,23,0.000426,0.003307
foh,3,0.000056,0.000545
venmo,5,0.000093,0.000860
garbage,8,0.000148,0.001307
offer,8,0.000148,0.001307
recommend,53,0.000982,0.006800
join,46,0.000852,0.006023
tues,3,0.000056,0.000545
oct,43,0.000797,0.005684
served,3,0.000056,0.000545
bullying,4,0.000074,0.000705
dallas,5,0.000093,0.000860
bbq,4,0.000074,0.000705
young,24,0.000445,0.003432
jeffbenjamin,3,0.000056,0.000545
called,25,0.000463,0.003556
view,52,0.000963,0.006690
latest,109,0.002019,0.012529
opening,84,0.001556,0.010061
congrats,27,0.000500,0.003802
challenge,16,0.000296,0.002408
cup,12,0.000222,0.001870
startups,3,0.000056,0.000545
revolution,4,0.000074,0.000705
pic,11,0.000204,0.001732
month,17,0.000315,0.002539
chelsea,7,0.000130,0.001161
nights,10,0.000185,0.001592
todo,4,0.000074,0.000705
list,17,0.000315,0.002539
francis,3,0.000056,0.000545
yoooo,3,0.000056,0.000545
sis,11,0.000204,0.001732
worry,11,0.000204,0.001732
guys,41,0.000760,0.005455
solution,14,0.000259,0.002142
provider,3,0.000056,0.000545
administration,9,0.000167,0.001450
daily,19,0.000352,0.002799
reminder,12,0.000222,0.001870
country,40,0.000741,0.005341
dm,11,0.000204,0.001732
hours,33,0.000611,0.004524
date,14,0.000259,0.002142
joe,10,0.000185,0.001592
drink,17,0.000315,0.002539
fun,34,0.000630,0.004642
wr,3,0.000056,0.000545
round,12,0.000222,0.001870
youve,14,0.000259,0.002142
gone,13,0.000241,0.002006
porgs,3,0.000056,0.000545
expense,3,0.000056,0.000545
worth,18,0.000333,0.002670
material,6,0.000111,0.001012
study,6,0.000111,0.001012
research,8,0.000148,0.001307
goin,4,0.000074,0.000705
positive,22,0.000408,0.003181
gotta,48,0.000889,0.006247
act,20,0.000370,0.002927
moms,4,0.000074,0.000705
apparently,6,0.000111,0.001012
evidence,6,0.000111,0.001012
credit,9,0.000167,0.001450
code,10,0.000185,0.001592
cut,26,0.000482,0.003679
tryna,14,0.000259,0.002142
obsessed,3,0.000056,0.000545
bannon,8,0.000148,0.001307
establishment,3,0.000056,0.000545
republicans,14,0.000259,0.002142
stand,18,0.000333,0.002670
swamp,7,0.000130,0.001161
maga,10,0.000185,0.001592
giving,24,0.000445,0.003432
hitting,8,0.000148,0.001307
raw,12,0.000222,0.001870
neighbors,4,0.000074,0.000705
songs,10,0.000185,0.001592
till,17,0.000315,0.002539
city,70,0.001297,0.008621
certain,9,0.000167,0.001450
everyday,15,0.000278,0.002275
scenes,7,0.000130,0.001161
deli,3,0.000056,0.000545
poetry,4,0.000074,0.000705
eating,19,0.000352,0.002799
drinking,14,0.000259,0.002142
iran,10,0.000185,0.001592
turkey,4,0.000074,0.000705
syria,12,0.000222,0.001870
sending,9,0.000167,0.001450
tune,5,0.000093,0.000860
needs,47,0.000871,0.006135
ears,3,0.000056,0.000545
guessing,4,0.000074,0.000705
contact,18,0.000333,0.002670
squad,15,0.000278,0.002275
creating,16,0.000296,0.002408
events,19,0.000352,0.002799
pass,14,0.000259,0.002142
national,19,0.000352,0.002799
golf,9,0.000167,0.001450
club,6,0.000111,0.001012
report,16,0.000296,0.002408
thousands,8,0.000148,0.001307
donations,3,0.000056,0.000545
california,22,0.000408,0.003181
sick,13,0.000241,0.002006
gn,3,0.000056,0.000545
schedule,6,0.000111,0.001012
fucked,12,0.000222,0.001870
fix,11,0.000204,0.001732
aside,5,0.000093,0.000860
military,9,0.000167,0.001450
jerseys,4,0.000074,0.000705
chill,4,0.000074,0.000705
voting,3,0.000056,0.000545
lets,52,0.000963,0.006690
bigoted,3,0.000056,0.000545
hang,7,0.000130,0.001161
little,59,0.001093,0.007453
used,29,0.000537,0.004045
growing,8,0.000148,0.001307
dirt,4,0.000074,0.000705
fyi,4,0.000074,0.000705
truth,25,0.000463,0.003556
jeff,5,0.000093,0.000860
bigger,7,0.000130,0.001161
failure,9,0.000167,0.001450
standards,4,0.000074,0.000705
desperately,3,0.000056,0.000545
haircut,6,0.000111,0.001012
sugar,7,0.000130,0.001161
daddy,14,0.000259,0.002142
loved,17,0.000315,0.002539
apple,13,0.000241,0.002006
apples,3,0.000056,0.000545
days,65,0.001204,0.008094
dog,14,0.000259,0.002142
lifestyle,3,0.000056,0.000545
sexy,10,0.000185,0.001592
rocking,5,0.000093,0.000860
classic,9,0.000167,0.001450
shirt,6,0.000111,0.001012
congratulations,8,0.000148,0.001307
catching,6,0.000111,0.001012
obamas,5,0.000093,0.000860
golfing,3,0.000056,0.000545
europe,3,0.000056,0.000545
newprofilepic,5,0.000093,0.000860
director,20,0.000370,0.002927
fine,13,0.000241,0.002006
spaces,4,0.000074,0.000705
following,11,0.000204,0.001732
appreciate,15,0.000278,0.002275
high,36,0.000667,0.004877
market,8,0.000148,0.001307
enjoy,20,0.000370,0.002927
repost,17,0.000315,0.002539
support,29,0.000537,0.004045
cmo,4,0.000074,0.000705
te,19,0.000352,0.002799
esa,8,0.000148,0.001307
del,17,0.000315,0.002539
rest,44,0.000815,0.005797
series,19,0.000352,0.002799
rich,13,0.000241,0.002006
brilliant,10,0.000185,0.001592
sitting,15,0.000278,0.002275
irvingplaza,3,0.000056,0.000545
expensive,8,0.000148,0.001307
form,4,0.000074,0.000705
fue,4,0.000074,0.000705
medio,3,0.000056,0.000545
ex,6,0.000111,0.001012
tambin,5,0.000093,0.000860
pretty,30,0.000556,0.004165
ways,14,0.000259,0.002142
safesolvent,3,0.000056,0.000545
deejayforte,4,0.000074,0.000705
gif,4,0.000074,0.000705
hmm,11,0.000204,0.001732
debut,18,0.000333,0.002670
regina,3,0.000056,0.000545
kings,3,0.000056,0.000545
sister,8,0.000148,0.001307
cus,4,0.000074,0.000705
heathermcdonald,4,0.000074,0.000705
liked,8,0.000148,0.001307
fox,13,0.000241,0.002006
victims,6,0.000111,0.001012
sleeve,7,0.000130,0.001161
disappointed,20,0.000370,0.002927
protect,10,0.000185,0.001592
citizens,11,0.000204,0.001732
accept,6,0.000111,0.001012
million,10,0.000185,0.001592
luckily,3,0.000056,0.000545
kindly,6,0.000111,0.001012
details,34,0.000630,0.004642
register,6,0.000111,0.001012
info,8,0.000148,0.001307
owners,3,0.000056,0.000545
joined,8,0.000148,0.001307
cool,23,0.000426,0.003307
friends,65,0.001204,0.008094
check,86,0.001593,0.010263
interview,16,0.000296,0.002408
waited,5,0.000093,0.000860
jedi,11,0.000204,0.001732
age,7,0.000130,0.001161
recruiting,3,0.000056,0.000545
wouldve,6,0.000111,0.001012
window,8,0.000148,0.001307
kneel,8,0.000148,0.001307
opinions,6,0.000111,0.001012
abt,7,0.000130,0.001161
tweets,23,0.000426,0.003307
bullshit,17,0.000315,0.002539
era,11,0.000204,0.001732
si,13,0.000241,0.002006
importance,5,0.000093,0.000860
parents,9,0.000167,0.001450
service,116,0.002149,0.013200
cost,15,0.000278,0.002275
jumping,3,0.000056,0.000545
met,26,0.000482,0.003679
making,27,0.000500,0.003802
ni,6,0.000111,0.001012
podcast,16,0.000296,0.002408
point,27,0.000500,0.003802
starwars,13,0.000241,0.002006
hillaryclinton,9,0.000167,0.001450
poor,8,0.000148,0.001307
sensitive,9,0.000167,0.001450
pledge,3,0.000056,0.000545
efforts,4,0.000074,0.000705
overcome,4,0.000074,0.000705
engagement,3,0.000056,0.000545
gender,5,0.000093,0.000860
land,8,0.000148,0.001307
air,16,0.000296,0.002408
rick,4,0.000074,0.000705
q,12,0.000222,0.001870
meu,3,0.000056,0.000545
bruh,4,0.000074,0.000705
suck,10,0.000185,0.001592
shooting,10,0.000185,0.001592
dreams,26,0.000482,0.003679
streetphotography,10,0.000185,0.001592
warrior,4,0.000074,0.000705
experienced,4,0.000074,0.000705
paper,12,0.000222,0.001870
policy,6,0.000111,0.001012
related,7,0.000130,0.001161
humanitarian,3,0.000056,0.000545
application,5,0.000093,0.000860
blockchain,5,0.000093,0.000860
equivalent,4,0.000074,0.000705
acknowledge,5,0.000093,0.000860
mans,8,0.000148,0.001307
holiday,11,0.000204,0.001732
se,45,0.000834,0.005910
qu,10,0.000185,0.001592
works,9,0.000167,0.001450
hungry,4,0.000074,0.000705
content,8,0.000148,0.001307
built,5,0.000093,0.000860
purple,4,0.000074,0.000705
color,22,0.000408,0.003181
cd,10,0.000185,0.001592
flap,3,0.000056,0.000545
greta,4,0.000074,0.000705
gerwig,3,0.000056,0.000545
email,9,0.000167,0.001450
leadsopenwavecompcom,3,0.000056,0.000545
revert,4,0.000074,0.000705
requirements,8,0.000148,0.001307
replace,8,0.000148,0.001307
nada,9,0.000167,0.001450
legal,56,0.001037,0.007128
sweat,3,0.000056,0.000545
blood,5,0.000093,0.000860
anniversary,6,0.000111,0.001012
friday,20,0.000370,0.002927
nov,41,0.000760,0.005455
judge,10,0.000185,0.001592
judged,4,0.000074,0.000705
applies,3,0.000056,0.000545
casa,6,0.000111,0.001012
los,39,0.000722,0.005225
dramatic,4,0.000074,0.000705
oil,9,0.000167,0.001450
countries,3,0.000056,0.000545
indigenous,6,0.000111,0.001012
profit,3,0.000056,0.000545
liberals,5,0.000093,0.000860
acceptance,3,0.000056,0.000545
north,48,0.000889,0.006247
nuclear,7,0.000130,0.001161
road,36,0.000667,0.004877
indians,9,0.000167,0.001450
ended,4,0.000074,0.000705
laughter,5,0.000093,0.000860
joy,10,0.000185,0.001592
grateful,16,0.000296,0.002408
including,9,0.000167,0.001450
laugh,9,0.000167,0.001450
oakland,3,0.000056,0.000545
screen,9,0.000167,0.001450
mcdanno,3,0.000056,0.000545
buy,21,0.000389,0.003055
secrets,3,0.000056,0.000545
tag,7,0.000130,0.001161
picture,18,0.000333,0.002670
choice,7,0.000130,0.001161
telling,14,0.000259,0.002142
meat,4,0.000074,0.000705
szn,3,0.000056,0.000545
suffering,7,0.000130,0.001161
loss,4,0.000074,0.000705
goodnight,10,0.000185,0.001592
loads,4,0.000074,0.000705
breaks,8,0.000148,0.001307
beating,4,0.000074,0.000705
wheres,11,0.000204,0.001732
outrage,4,0.000074,0.000705
pence,13,0.000241,0.002006
violation,3,0.000056,0.000545
handle,8,0.000148,0.001307
american,27,0.000500,0.003802
insult,5,0.000093,0.000860
native,5,0.000093,0.000860
americans,20,0.000370,0.002927
columbus,13,0.000241,0.002006
sleeping,16,0.000296,0.002408
epitome,3,0.000056,0.000545
player,5,0.000093,0.000860
bro,14,0.000259,0.002142
shower,3,0.000056,0.000545
fulltimedad,3,0.000056,0.000545
writeordielifestyle,3,0.000056,0.000545
cause,28,0.000519,0.003923
luther,3,0.000056,0.000545
gay,19,0.000352,0.002799
fans,18,0.000333,0.002670
smiling,6,0.000111,0.001012
nazi,6,0.000111,0.001012
lives,12,0.000222,0.001870
melissa,4,0.000074,0.000705
coming,47,0.000871,0.006135
tho,25,0.000463,0.003556
visit,11,0.000204,0.001732
doubt,8,0.000148,0.001307
madness,3,0.000056,0.000545
donald,19,0.000352,0.002799
sir,7,0.000130,0.001161
nation,8,0.000148,0.001307
greater,7,0.000130,0.001161
porque,7,0.000130,0.001161
pues,3,0.000056,0.000545
creo,4,0.000074,0.000705
plz,5,0.000093,0.000860
message,11,0.000204,0.001732
sauce,6,0.000111,0.001012
taste,7,0.000130,0.001161
eggs,4,0.000074,0.000705
animals,5,0.000093,0.000860
humans,3,0.000056,0.000545
weve,14,0.000259,0.002142
lead,16,0.000296,0.002408
disappointing,3,0.000056,0.000545
finish,4,0.000074,0.000705
peter,5,0.000093,0.000860
ton,4,0.000074,0.000705
twice,5,0.000093,0.000860
kluber,4,0.000074,0.000705
private,20,0.000370,0.002927
completely,13,0.000241,0.002006
agree,18,0.000333,0.002670
mass,11,0.000204,0.001732
hrs,5,0.000093,0.000860
mighty,3,0.000056,0.000545
gods,5,0.000093,0.000860
begin,8,0.000148,0.001307
difference,15,0.000278,0.002275
lights,7,0.000130,0.001161
hurricane,4,0.000074,0.000705
regret,4,0.000074,0.000705
decision,8,0.000148,0.001307
brought,10,0.000185,0.001592
seat,3,0.000056,0.000545
movie,12,0.000222,0.001870
theater,6,0.000111,0.001012
boxing,6,0.000111,0.001012
fitness,12,0.000222,0.001870
heart,26,0.000482,0.003679
imagine,17,0.000315,0.002539
living,13,0.000241,0.002006
dawg,3,0.000056,0.000545
dying,12,0.000222,0.001870
modern,9,0.000167,0.001450
civil,5,0.000093,0.000860
culture,15,0.000278,0.002275
ready,57,0.001056,0.007237
da,21,0.000389,0.003055
parts,5,0.000093,0.000860
psychology,4,0.000074,0.000705
helps,12,0.000222,0.001870
improve,5,0.000093,0.000860
sam,6,0.000111,0.001012
pulled,4,0.000074,0.000705
jimmy,4,0.000074,0.000705
havent,29,0.000537,0.004045
online,12,0.000222,0.001870
crap,4,0.000074,0.000705
kept,6,0.000111,0.001012
omfg,3,0.000056,0.000545
automatic,4,0.000074,0.000705
makes,35,0.000648,0.004760
anthony,3,0.000056,0.000545
argue,7,0.000130,0.001161
dead,34,0.000630,0.004642
ve,7,0.000130,0.001161
incident,306,0.005669,0.029322
dline,9,0.000167,0.001450
streetherald,9,0.000167,0.001450
square,37,0.000685,0.004994
station,149,0.002760,0.016264
idea,18,0.000333,0.002670
lunch,7,0.000130,0.001161
hitler,3,0.000056,0.000545
bunny,3,0.000056,0.000545
skin,11,0.000204,0.001732
finished,9,0.000167,0.001450
ep,12,0.000222,0.001870
youtube,16,0.000296,0.002408
channel,12,0.000222,0.001870
release,8,0.000148,0.001307
wordpress,4,0.000074,0.000705
designed,5,0.000093,0.000860
entirely,3,0.000056,0.000545
sht,7,0.000130,0.001161
minute,15,0.000278,0.002275
starwarsthelastjedi,7,0.000130,0.001161
celebrating,6,0.000111,0.001012
bout,16,0.000296,0.002408
lane,12,0.000222,0.001870
immediately,4,0.000074,0.000705
imo,4,0.000074,0.000705
bet,14,0.000259,0.002142
football,15,0.000278,0.002275
awareness,5,0.000093,0.000860
successful,7,0.000130,0.001161
pull,7,0.000130,0.001161
sounds,23,0.000426,0.003307
pathetic,7,0.000130,0.001161
fly,4,0.000074,0.000705
miles,5,0.000093,0.000860
sunset,11,0.000204,0.001732
hudsonriver,3,0.000056,0.000545
usa,27,0.000500,0.003802
hiding,5,0.000093,0.000860
probably,26,0.000482,0.003679
involved,4,0.000074,0.000705
temporary,4,0.000074,0.000705
blessed,18,0.000333,0.002670
feels,19,0.000352,0.002799
wants,32,0.000593,0.004405
send,14,0.000259,0.002142
obsession,3,0.000056,0.000545
drug,4,0.000074,0.000705
huge,18,0.000333,0.002670
walls,3,0.000056,0.000545
nick,6,0.000111,0.001012
notice,7,0.000130,0.001161
anchor,3,0.000056,0.000545
blocks,4,0.000074,0.000705
wrong,32,0.000593,0.004405
bus,31,0.000574,0.004285
times,43,0.000797,0.005684
middle,10,0.000185,0.001592
tattoo,6,0.000111,0.001012
gmail,15,0.000278,0.002275
password,20,0.000370,0.002927
recover,8,0.000148,0.001307
por,17,0.000315,0.002539
van,6,0.000111,0.001012
mail,4,0.000074,0.000705
dial,30,0.000556,0.004165
listened,3,0.000056,0.000545
hurdles,7,0.000130,0.001161
disrespect,10,0.000185,0.001592
jessica,3,0.000056,0.000545
rabbit,4,0.000074,0.000705
houston,4,0.000074,0.000705
defense,10,0.000185,0.001592
prolife,3,0.000056,0.000545
texas,4,0.000074,0.000705
tech,22,0.000408,0.003181
winter,6,0.000111,0.001012
sluggish,3,0.000056,0.000545
plus,6,0.000111,0.001012
cold,15,0.000278,0.002275
ratas,5,0.000093,0.000860
facebook,104,0.001927,0.012045
emotional,10,0.000185,0.001592
honestly,20,0.000370,0.002927
cnn,21,0.000389,0.003055
gentlemen,3,0.000056,0.000545
exhibit,5,0.000093,0.000860
defends,4,0.000074,0.000705
harvey,36,0.000667,0.004877
roger,5,0.000093,0.000860
disgusting,14,0.000259,0.002142
current,12,0.000222,0.001870
madonna,3,0.000056,0.000545
costume,9,0.000167,0.001450
weed,18,0.000333,0.002670
thought,44,0.000815,0.005797
til,10,0.000185,0.001592
boots,4,0.000074,0.000705
teniendo,3,0.000056,0.000545
columbusday,5,0.000093,0.000860
honeydemforce,3,0.000056,0.000545
continue,6,0.000111,0.001012
impeachment,4,0.000074,0.000705
cleared,180,0.003334,0.019018
wb,80,0.001482,0.009654
exit,180,0.003334,0.019018
batavia,4,0.000074,0.000705
rte,14,0.000259,0.002142
yea,7,0.000130,0.001161
weird,15,0.000278,0.002275
acting,5,0.000093,0.000860
wallace,4,0.000074,0.000705
hear,39,0.000722,0.005225
happiness,7,0.000130,0.001161
gratitude,3,0.000056,0.000545
miami,3,0.000056,0.000545
package,4,0.000074,0.000705
watched,13,0.000241,0.002006
places,4,0.000074,0.000705
jamie,3,0.000056,0.000545
lee,4,0.000074,0.000705
network,8,0.000148,0.001307
live,54,0.001000,0.006910
profile,10,0.000185,0.001592
screaming,9,0.000167,0.001450
huntychan,3,0.000056,0.000545
hashtag,4,0.000074,0.000705
dkny,9,0.000167,0.001450
cc,11,0.000204,0.001732
user,3,0.000056,0.000545
traveling,7,0.000130,0.001161
internet,9,0.000167,0.001450
buying,9,0.000167,0.001450
caught,3,0.000056,0.000545
lovely,22,0.000408,0.003181
zone,3,0.000056,0.000545
soooo,3,0.000056,0.000545
ac,4,0.000074,0.000705
budget,4,0.000074,0.000705
car,11,0.000204,0.001732
walking,16,0.000296,0.002408
fat,16,0.000296,0.002408
booty,3,0.000056,0.000545
foot,6,0.000111,0.001012
kelly,5,0.000093,0.000860
anne,3,0.000056,0.000545
fool,9,0.000167,0.001450
copy,10,0.000185,0.001592
pruitt,9,0.000167,0.001450
brother,15,0.000278,0.002275
photos,19,0.000352,0.002799
ask,31,0.000574,0.004285
rhondamaga,4,0.000074,0.000705
lsdmtshrooms,4,0.000074,0.000705
wsocfash,4,0.000074,0.000705
nickjfuentes,4,0.000074,0.000705
fully,3,0.000056,0.000545
investigated,3,0.000056,0.000545
political,12,0.000222,0.001870
performance,13,0.000241,0.002006
losers,5,0.000093,0.000860
leave,40,0.000741,0.005341
calls,9,0.000167,0.001450
daca,5,0.000093,0.000860
program,13,0.000241,0.002006
emmaccb,3,0.000056,0.000545
gt,24,0.000445,0.003432
defend,4,0.000074,0.000705
awful,12,0.000222,0.001870
glory,5,0.000093,0.000860
stopping,5,0.000093,0.000860
timeline,8,0.000148,0.001307
wwe,5,0.000093,0.000860
lowest,3,0.000056,0.000545
key,14,0.000259,0.002142
shooters,3,0.000056,0.000545
connected,8,0.000148,0.001307
obama,18,0.000333,0.002670
born,5,0.000093,0.000860
actors,4,0.000074,0.000705
pimp,3,0.000056,0.000545
enemy,4,0.000074,0.000705
girlswaynetwork,3,0.000056,0.000545
andy,7,0.000130,0.001161
chiefs,3,0.000056,0.000545
working,30,0.000556,0.004165
venus,3,0.000056,0.000545
keeping,8,0.000148,0.001307
boys,17,0.000315,0.002539
hola,5,0.000093,0.000860
soy,5,0.000093,0.000860
dave,3,0.000056,0.000545
daughters,3,0.000056,0.000545
praying,4,0.000074,0.000705
worried,3,0.000056,0.000545
ivankatrump,12,0.000222,0.001870
fortunempw,4,0.000074,0.000705
lockheedmartin,4,0.000074,0.000705
deloitte,5,0.000093,0.000860
cathyengelbert,4,0.000074,0.000705
non,7,0.000130,0.001161
journalists,3,0.000056,0.000545
ha,9,0.000167,0.001450
managed,4,0.000074,0.000705
theaters,4,0.000074,0.000705
grade,7,0.000130,0.001161
rappers,6,0.000111,0.001012
mis,7,0.000130,0.001161
seor,4,0.000074,0.000705
paying,5,0.000093,0.000860
understanding,6,0.000111,0.001012
thehill,12,0.000222,0.001870
spend,10,0.000185,0.001592
pick,11,0.000204,0.001732
fail,5,0.000093,0.000860
obj,3,0.000056,0.000545
putting,6,0.000111,0.001012
effort,9,0.000167,0.001450
approach,8,0.000148,0.001307
estoy,7,0.000130,0.001161
todos,3,0.000056,0.000545
entire,19,0.000352,0.002799
wrestling,6,0.000111,0.001012
doe,3,0.000056,0.000545
reminds,3,0.000056,0.000545
deadass,11,0.000204,0.001732
foxnews,32,0.000593,0.004405
hillary,7,0.000130,0.001161
condemn,3,0.000056,0.000545
shed,3,0.000056,0.000545
americas,5,0.000093,0.000860
returns,7,0.000130,0.001161
sport,5,0.000093,0.000860
means,17,0.000315,0.002539
tlc,4,0.000074,0.000705
chris,5,0.000093,0.000860
clearly,4,0.000074,0.000705
mckinnon,3,0.000056,0.000545
average,3,0.000056,0.000545
btstwt,7,0.000130,0.001161
mystery,6,0.000111,0.001012
whitfordbradley,3,0.000056,0.000545
bride,3,0.000056,0.000545
sza,13,0.000241,0.002006
names,14,0.000259,0.002142
justin,5,0.000093,0.000860
gays,3,0.000056,0.000545
ghosts,3,0.000056,0.000545
likes,4,0.000074,0.000705
return,11,0.000204,0.001732
kicks,4,0.000074,0.000705
runs,7,0.000130,0.001161
kick,4,0.000074,0.000705
beer,4,0.000074,0.000705
quite,6,0.000111,0.001012
store,15,0.000278,0.002275
bomb,4,0.000074,0.000705
lying,5,0.000093,0.000860
eva,3,0.000056,0.000545
twin,3,0.000056,0.000545
auschwitz,3,0.000056,0.000545
metropolitan,19,0.000352,0.002799
area,32,0.000593,0.004405
gym,15,0.000278,0.002275
lonely,4,0.000074,0.000705
prettier,4,0.000074,0.000705
paint,8,0.000148,0.001307
nose,6,0.000111,0.001012
happened,22,0.000408,0.003181
wit,9,0.000167,0.001450
goal,17,0.000315,0.002539
sharing,13,0.000241,0.002006
sweetrhythms,3,0.000056,0.000545
midnight,6,0.000111,0.001012
corn,3,0.000056,0.000545
christopher,4,0.000074,0.000705
shield,9,0.000167,0.001450
anthem,6,0.000111,0.001012
union,20,0.000370,0.002927
anymore,16,0.000296,0.002408
monk,7,0.000130,0.001161
ball,13,0.000241,0.002006
dbacks,6,0.000111,0.001012
mlb,5,0.000093,0.000860
nlds,5,0.000093,0.000860
fraud,4,0.000074,0.000705
ah,13,0.000241,0.002006
arm,5,0.000093,0.000860
explanation,6,0.000111,0.001012
wh,12,0.000222,0.001870
personal,11,0.000204,0.001732
beginning,4,0.000074,0.000705
resistancemen,4,0.000074,0.000705
eraseracism,3,0.000056,0.000545
lmfaoooo,3,0.000056,0.000545
nee,3,0.000056,0.000545
sta,3,0.000056,0.000545
dvdr,8,0.000148,0.001307
inkjet,4,0.000074,0.000705
hub,7,0.000130,0.001161
printable,3,0.000056,0.000545
using,39,0.000722,0.005225
oppression,4,0.000074,0.000705
officer,6,0.000111,0.001012
holes,3,0.000056,0.000545
poorly,3,0.000056,0.000545
supported,6,0.000111,0.001012
claims,6,0.000111,0.001012
coffee,42,0.000778,0.005570
suspension,4,0.000074,0.000705
racist,12,0.000222,0.001870
situation,6,0.000111,0.001012
half,19,0.000352,0.002799
idiots,7,0.000130,0.001161
fantastic,7,0.000130,0.001161
talent,10,0.000185,0.001592
fault,3,0.000056,0.000545
bobbidylanxxx,4,0.000074,0.000705
g,12,0.000222,0.001870
ticket,4,0.000074,0.000705
hits,7,0.000130,0.001161
burning,7,0.000130,0.001161
trip,13,0.000241,0.002006
washingtonpost,6,0.000111,0.001012
engage,3,0.000056,0.000545
protest,9,0.000167,0.001450
feminist,3,0.000056,0.000545
lie,18,0.000333,0.002670
corker,14,0.000259,0.002142
