Number of pairs,23936.000000
Number of unique pairs,3783
Average pair frequency,6.327254
Pair entropy,7.842861

Pair,Frequency,Proportion,Entropy Term,Mutual Information
twitter today,3.000000,0.000125,0.001126,3.398275
twitter mytwitteranniversary,4.000000,0.000167,0.001453,7.479196
gets suspended,3.000000,0.000125,0.001126,7.209863
music great,9.000000,0.000376,0.002965,4.438896
music books,9.000000,0.000376,0.002965,6.644970
music photos,9.000000,0.000376,0.002965,6.919407
know love,5.000000,0.000209,0.001770,2.262523
know youre,4.000000,0.000167,0.001453,2.659501
know realdonaldtrump,4.000000,0.000167,0.001453,2.085899
know looking,3.000000,0.000125,0.001126,2.933197
know actually,3.000000,0.000125,0.001126,3.233302
know whats,5.000000,0.000209,0.001770,4.149593
know just,3.000000,0.000125,0.001126,1.143497
know like,5.000000,0.000209,0.001770,1.779349
know people,3.000000,0.000125,0.001126,1.810193
know hes,3.000000,0.000125,0.001126,3.050980
know got,3.000000,0.000125,0.001126,2.437297
know work,3.000000,0.000125,0.001126,1.916000
know trump,3.000000,0.000125,0.001126,2.357833
know time,5.000000,0.000209,0.001770,2.387434
know happy,3.000000,0.000125,0.001126,2.197748
know true,4.000000,0.000167,0.001453,3.901756
know going,4.000000,0.000167,0.001453,2.584891
know trying,3.000000,0.000125,0.001126,3.267203
know life,4.000000,0.000167,0.001453,2.688075
know need,4.000000,0.000167,0.001453,2.411322
know want,6.000000,0.000251,0.002078,2.712526
know good,3.000000,0.000125,0.001126,1.604061
know talk,3.000000,0.000125,0.001126,3.037187
know shit,8.000000,0.000334,0.002675,3.425674
know man,3.000000,0.000125,0.001126,2.386004
know eat,3.000000,0.000125,0.001126,4.437275
know doing,3.000000,0.000125,0.001126,3.456445
know help,4.000000,0.000167,0.001453,2.887941
know discuss,4.000000,0.000167,0.001453,5.050379
know difficult,5.000000,0.000209,0.001770,6.229034
photo like,4.000000,0.000167,0.001453,2.654818
photo jersey,4.000000,0.000167,0.001453,4.307221
photo park,4.000000,0.000167,0.001453,4.706608
photo city,5.000000,0.000209,0.001770,4.688589
photo national,3.000000,0.000125,0.001126,5.481820
photo st,3.000000,0.000125,0.001126,4.108771
photo west,3.000000,0.000125,0.001126,5.094054
photo model,4.000000,0.000167,0.001453,5.769502
photo lueurphoto,4.000000,0.000167,0.001453,7.327646
photo mikkohchen,3.000000,0.000125,0.001126,7.327646
photo statue,3.000000,0.000125,0.001126,6.634499
photo liberty,3.000000,0.000125,0.001126,6.816821
photo rochester,5.000000,0.000209,0.001770,5.223512
weinstein asking,3.000000,0.000125,0.001126,6.148991
sexual harassment,8.000000,0.000334,0.002675,8.470995
looks like,23.000000,0.000961,0.006676,5.122482
looks jessica,3.000000,0.000125,0.001126,8.046111
let know,10.000000,0.000418,0.003251,4.254953
let help,3.000000,0.000125,0.001126,3.804231
let dreams,3.000000,0.000125,0.001126,5.273523
let discuss,3.000000,0.000125,0.001126,5.966670
thanks love,4.000000,0.000167,0.001453,3.089201
thanks great,3.000000,0.000125,0.001126,2.952518
thanks s,4.000000,0.000167,0.001453,4.713907
thanks follow,5.000000,0.000209,0.001770,4.625614
thanks hear,4.000000,0.000167,0.001453,5.001589
thanks onward,4.000000,0.000167,0.001453,6.362565
thanks travels,3.000000,0.000125,0.001126,5.433030
blaming women,3.000000,0.000125,0.001126,6.768031
wait read,3.000000,0.000125,0.001126,4.528335
wait till,3.000000,0.000125,0.001126,5.914629
wait turn,3.000000,0.000125,0.001126,6.108785
bronx line,4.000000,0.000167,0.001453,6.857643
bronx county,4.000000,0.000167,0.001453,8.020794
bronx whitestone,4.000000,0.000167,0.001453,9.630231
theres just,3.000000,0.000125,0.001126,3.127629
theres like,4.000000,0.000167,0.001453,3.540337
world center,10.000000,0.000418,0.003251,5.630198
world realdonaldtrump,3.000000,0.000125,0.001126,2.634465
world day,6.000000,0.000251,0.002078,3.281092
world just,3.000000,0.000125,0.001126,1.979745
world order,3.000000,0.000125,0.001126,5.028400
world trade,9.000000,0.000376,0.002965,6.489918
world cup,6.000000,0.000251,0.002078,6.372135
world needs,4.000000,0.000167,0.001453,4.601429
world series,3.000000,0.000125,0.001126,5.219455
want game,3.000000,0.000125,0.001126,3.325630
want w,3.000000,0.000125,0.001126,2.925307
want just,3.000000,0.000125,0.001126,1.315869
want people,3.000000,0.000125,0.001126,1.982565
want u,3.000000,0.000125,0.001126,2.655830
want work,58.000000,0.002423,0.014594,5.050202
want ny,20.000000,0.000836,0.005922,3.499984
want time,3.000000,0.000125,0.001126,2.048979
want happy,3.000000,0.000125,0.001126,2.370119
want thank,3.000000,0.000125,0.001126,2.956723
want better,3.000000,0.000125,0.001126,2.925307
want fuck,4.000000,0.000167,0.001453,3.456966
want know,4.000000,0.000167,0.001453,2.307061
want good,3.000000,0.000125,0.001126,1.776432
want talk,6.000000,0.000251,0.002078,3.902705
want dick,4.000000,0.000167,0.001453,4.954486
want view,17.000000,0.000710,0.005149,5.283375
want live,3.000000,0.000125,0.001126,3.511034
want leave,3.000000,0.000125,0.001126,3.811138
want hiring,12.000000,0.000501,0.003809,4.504285
want nj,11.000000,0.000460,0.003532,4.234952
thelastjedi really,3.000000,0.000125,0.001126,4.726810
thelastjedi trailer,4.000000,0.000167,0.001453,6.650248
interested great,21.000000,0.000877,0.006175,5.378002
interested work,15.000000,0.000627,0.004622,5.054833
interested ny,29.000000,0.001212,0.008137,5.228571
interested job,32.000000,0.001337,0.008847,5.710736
interested hire,16.000000,0.000668,0.004887,7.486496
interested resource,16.000000,0.000668,0.004887,7.697805
interested nj,3.000000,0.000125,0.001126,4.292693
interested verona,3.000000,0.000125,0.001126,7.247604
job just,4.000000,0.000167,0.001453,1.398390
job like,4.000000,0.000167,0.001453,1.523415
job great,65.000000,0.002716,0.016046,4.945681
job ny,47.000000,0.001964,0.012239,4.149238
job know,3.000000,0.000125,0.001126,1.814218
job want,3.000000,0.000125,0.001126,1.986589
job fit,52.000000,0.002172,0.013321,5.942795
job opening,46.000000,0.001922,0.012020,5.594069
job director,9.000000,0.000376,0.002965,5.397737
job albany,4.000000,0.000167,0.001453,5.184643
job barista,4.000000,0.000167,0.001453,6.196244
job click,26.000000,0.001086,0.007414,4.999993
job morning,6.000000,0.000251,0.002078,2.503207
job apply,25.000000,0.001044,0.007169,5.426136
job systems,3.000000,0.000125,0.001126,5.215415
job nj,6.000000,0.000251,0.002078,3.423656
job restaurant,3.000000,0.000125,0.001126,5.097632
job rochester,6.000000,0.000251,0.002078,4.274432
job senior,4.000000,0.000167,0.001453,5.017589
job associate,4.000000,0.000167,0.001453,5.184643
job consultant,3.000000,0.000125,0.001126,5.503097
job verona,3.000000,0.000125,0.001126,5.685419
fit work,3.000000,0.000125,0.001126,3.191947
fit team,3.000000,0.000125,0.001126,3.903112
fit want,4.000000,0.000167,0.001453,3.583007
fit manager,6.000000,0.000251,0.002078,5.964535
fit join,3.000000,0.000125,0.001126,4.774951
fit associate,3.000000,0.000125,0.001126,6.205697
good realdonaldtrump,4.000000,0.000167,0.001453,1.842953
good today,3.000000,0.000125,0.001126,1.682023
good day,13.000000,0.000543,0.004083,2.975088
good week,3.000000,0.000125,0.001126,2.653883
good just,7.000000,0.000292,0.002380,1.747849
good like,4.000000,0.000167,0.001453,1.313259
good people,11.000000,0.000460,0.003532,2.866530
good hope,3.000000,0.000125,0.001126,3.172677
good great,10.000000,0.000418,0.003251,2.863723
good work,5.000000,0.000209,0.001770,2.183880
good make,4.000000,0.000167,0.001453,2.361747
good time,5.000000,0.000209,0.001770,2.144487
good nyc,6.000000,0.000251,0.002078,2.541405
good thing,3.000000,0.000125,0.001126,2.690251
good beautiful,4.000000,0.000167,0.001453,2.929731
good night,8.000000,0.000334,0.002675,3.430800
good better,5.000000,0.000209,0.001770,3.020815
good news,5.000000,0.000209,0.001770,3.644282
good life,3.000000,0.000125,0.001126,2.157446
good tuesday,3.000000,0.000125,0.001126,2.715252
good need,3.000000,0.000125,0.001126,1.880693
good brooklyn,5.000000,0.000209,0.001770,2.489580
good music,8.000000,0.000334,0.002675,4.022478
good everybody,3.000000,0.000125,0.001126,4.519751
good job,6.000000,0.000251,0.002078,2.264419
good look,3.000000,0.000125,0.001126,2.596064
good luck,14.000000,0.000585,0.004354,5.852556
good bad,3.000000,0.000125,0.001126,2.753967
good books,7.000000,0.000292,0.002380,4.713122
good care,3.000000,0.000125,0.001126,3.152875
good friend,4.000000,0.000167,0.001453,3.329331
good didnt,3.000000,0.000125,0.001126,2.780635
good point,4.000000,0.000167,0.001453,4.076545
good leave,3.000000,0.000125,0.001126,3.395821
good morning,95.000000,0.003969,0.021945,5.055168
good vibes,3.000000,0.000125,0.001126,4.782115
look like,13.000000,0.000543,0.004083,3.726863
look better,3.000000,0.000125,0.001126,3.744938
look good,5.000000,0.000209,0.001770,3.106889
look different,3.000000,0.000125,0.001126,5.061552
look teen,4.000000,0.000167,0.001453,6.997893
look facebook,4.000000,0.000167,0.001453,3.962940
look customer,4.000000,0.000167,0.001453,4.042983
look pros,4.000000,0.000167,0.001453,7.221037
company center,3.000000,0.000125,0.001126,6.074883
company development,3.000000,0.000125,0.001126,6.516716
company offshore,3.000000,0.000125,0.001126,8.713941
talk love,3.000000,0.000125,0.001126,2.941877
talk think,3.000000,0.000125,0.001126,3.493945
talk know,3.000000,0.000125,0.001126,3.037187
talk shit,5.000000,0.000209,0.001770,4.145850
talk app,12.000000,0.000501,0.003809,5.952876
talk small,3.000000,0.000125,0.001126,5.952876
talk using,12.000000,0.000501,0.003809,6.240559
talk mymixtapez,12.000000,0.000501,0.003809,6.075479
shit day,5.000000,0.000209,0.001770,2.860360
shit just,3.000000,0.000125,0.001126,1.741334
shit like,12.000000,0.000501,0.003809,3.252655
shit lol,3.000000,0.000125,0.001126,3.146360
shit got,3.000000,0.000125,0.001126,3.035134
shit make,3.000000,0.000125,0.001126,2.914848
shit say,5.000000,0.000209,0.001770,3.811336
america trump,3.000000,0.000125,0.001126,4.009831
america time,3.000000,0.000125,0.001126,3.528605
late night,3.000000,0.000125,0.001126,4.841352
party october,3.000000,0.000125,0.001126,5.513908
taking surveysstart,17.000000,0.000710,0.005149,8.072087
fucking life,3.000000,0.000125,0.001126,3.537226
fucking moron,6.000000,0.000251,0.002078,5.661119
bedfordstuyvesant brooklyn,3.000000,0.000125,0.001126,6.092902
office construction,3.000000,0.000125,0.001126,4.153768
office campus,4.000000,0.000167,0.001453,8.126154
meet people,6.000000,0.000251,0.002078,4.892937
meet iran,6.000000,0.000251,0.002078,8.107805
meet irannucleardeal,6.000000,0.000251,0.002078,8.618631
fashion week,6.000000,0.000251,0.002078,6.180244
designer nycc,3.000000,0.000125,0.001126,7.433007
designer rjnovelline,3.000000,0.000125,0.001126,9.512448
designer beyondbluenycc,3.000000,0.000125,0.001126,9.512448
star wars,19.000000,0.000794,0.005667,8.351493
star trailer,10.000000,0.000418,0.003251,7.352964
say like,3.000000,0.000125,0.001126,2.124189
say better,4.000000,0.000167,0.001453,3.896284
say yall,4.000000,0.000167,0.001453,3.971185
say knew,3.000000,0.000125,0.001126,5.187580
say know,4.000000,0.000167,0.001453,2.990356
say shit,4.000000,0.000167,0.001453,3.588193
say food,3.000000,0.000125,0.001126,4.749325
say didnt,4.000000,0.000167,0.001453,4.166929
ppl aint,6.000000,0.000251,0.002078,6.009229
r u,5.000000,0.000209,0.001770,5.040937
man just,7.000000,0.000292,0.002380,2.529792
man like,3.000000,0.000125,0.001126,1.807520
man think,3.000000,0.000125,0.001126,2.842762
man president,3.000000,0.000125,0.001126,3.823592
man woman,4.000000,0.000167,0.001453,4.465445
man beating,3.000000,0.000125,0.001126,6.480348
man saved,3.000000,0.000125,0.001126,5.920733
august street,3.000000,0.000125,0.001126,6.777600
street ny,6.000000,0.000251,0.002078,2.959888
street brooklyn,3.000000,0.000125,0.001126,3.057949
street park,4.000000,0.000167,0.001453,4.444243
street construction,15.000000,0.000627,0.004622,4.296869
street franklindrooseveltdrive,4.000000,0.000167,0.001453,5.812519
street east,8.000000,0.000334,0.002675,4.955069
street directions,6.000000,0.000251,0.002078,3.594351
street incident,16.000000,0.000668,0.004887,4.114286
street station,17.000000,0.000710,0.005149,4.894549
street sunset,4.000000,0.000167,0.001453,6.053681
street cleared,18.000000,0.000752,0.005409,4.762697
street updated,5.000000,0.000209,0.001770,3.791918
street authority,6.000000,0.000251,0.002078,6.372135
street avenuee,4.000000,0.000167,0.001453,6.659817
street streetport,6.000000,0.000251,0.002078,7.065282
street industrial,4.000000,0.000167,0.001453,7.065282
crown heights,3.000000,0.000125,0.001126,9.812553
units sf,3.000000,0.000125,0.001126,10.035697
watching movies,4.000000,0.000167,0.001453,6.930549
watching espn,5.000000,0.000209,0.001770,5.573243
watching trailer,3.000000,0.000125,0.001126,5.880727
espn hill,6.000000,0.000251,0.002078,5.914629
espn suspends,6.000000,0.000251,0.002078,7.490165
espn jemele,6.000000,0.000251,0.002078,6.237402
espn standwithjemele,7.000000,0.000292,0.002380,6.797018
espn suspend,3.000000,0.000125,0.001126,7.490165
years today,4.000000,0.000167,0.001453,3.615753
years ago,9.000000,0.000376,0.002965,6.533523
years later,4.000000,0.000167,0.001453,6.453481
ago today,3.000000,0.000125,0.001126,4.109771
legit know,3.000000,0.000125,0.001126,4.555058
n good,3.000000,0.000125,0.001126,3.234553
ride dumb,3.000000,0.000125,0.001126,7.298897
path station,5.000000,0.000209,0.001770,5.676107
path st,4.000000,0.000167,0.001453,6.139422
path journal,4.000000,0.000167,0.001453,8.847472
wish way,4.000000,0.000167,0.001453,4.507198
wish just,4.000000,0.000167,0.001453,3.198246
wish make,3.000000,0.000125,0.001126,4.084078
wish looked,4.000000,0.000167,0.001453,6.743338
tight just,3.000000,0.000125,0.001126,4.426912
quality time,3.000000,0.000125,0.001126,5.160022
central park,13.000000,0.000543,0.004083,6.770782
central union,6.000000,0.000251,0.002078,7.009193
central terminal,11.000000,0.000460,0.003532,7.838472
central haven,6.000000,0.000251,0.002078,8.059015
park ny,6.000000,0.000251,0.002078,3.596945
park avenue,5.000000,0.000209,0.001770,4.716658
park brooklyn,4.000000,0.000167,0.001453,3.982689
park exit,8.000000,0.000334,0.002675,4.588824
park industrial,4.000000,0.000167,0.001453,7.702340
o d,5.000000,0.000209,0.001770,6.046713
o metropolitan,3.000000,0.000125,0.001126,5.992645
o m,3.000000,0.000125,0.001126,6.634499
o outono,3.000000,0.000125,0.001126,7.838472
o lindo,3.000000,0.000125,0.001126,7.550790
mi en,3.000000,0.000125,0.001126,4.887476
bad got,3.000000,0.000125,0.001126,3.587203
bad feel,3.000000,0.000125,0.001126,3.913204
old great,3.000000,0.000125,0.001126,3.394351
old school,3.000000,0.000125,0.001126,4.868058
went bed,4.000000,0.000167,0.001453,5.932021
price share,9.000000,0.000376,0.002965,7.550790
price requirement,3.000000,0.000125,0.001126,8.937084
start day,4.000000,0.000167,0.001453,3.494667
start ny,4.000000,0.000167,0.001453,3.173462
start life,3.000000,0.000125,0.001126,3.855680
start state,4.000000,0.000167,0.001453,5.158593
start town,4.000000,0.000167,0.001453,5.241974
start route,8.000000,0.000334,0.002675,6.991174
start wantagh,4.000000,0.000167,0.001453,7.684321
awesome day,3.000000,0.000125,0.001126,3.936499
wow just,5.000000,0.000209,0.001770,3.306321
wow morning,3.000000,0.000125,0.001126,3.494847
issues way,9.000000,0.000376,0.002965,5.225038
issues fb,9.000000,0.000376,0.002965,5.693516
issues facebookcustomerservice,23.000000,0.000961,0.006676,6.474157
issues disappointed,7.000000,0.000292,0.002380,6.853188
heard got,4.000000,0.000167,0.001453,5.315246
clear gt,4.000000,0.000167,0.001453,6.873391
apartment extremely,3.000000,0.000125,0.001126,8.713941
apartment toxic,4.000000,0.000167,0.001453,8.665151
extremely toxic,3.000000,0.000125,0.001126,9.252937
blade runner,3.000000,0.000125,0.001126,10.323379
dr st,3.000000,0.000125,0.001126,6.005891
dr sb,3.000000,0.000125,0.001126,6.164496
trade center,10.000000,0.000418,0.003251,7.502000
complete failure,3.000000,0.000125,0.001126,8.046111
plastic sleeve,3.000000,0.000125,0.001126,8.782934
sleep just,4.000000,0.000167,0.001453,2.529792
sleep like,4.000000,0.000167,0.001453,2.654818
sleep night,3.000000,0.000125,0.001126,3.791530
sleep let,3.000000,0.000125,0.001126,4.149593
sleep feeling,3.000000,0.000125,0.001126,4.929751
thoughts prayers,3.000000,0.000125,0.001126,8.154325
subway nyc,3.000000,0.000125,0.001126,4.075336
subway platform,3.000000,0.000125,0.001126,7.702340
prayer god,3.000000,0.000125,0.001126,6.881359
wont come,3.000000,0.000125,0.001126,4.601429
train station,3.000000,0.000125,0.001126,4.166753
train morning,3.000000,0.000125,0.001126,3.685902
president just,4.000000,0.000167,0.001453,2.868767
president trump,4.000000,0.000167,0.001453,4.083103
president united,3.000000,0.000125,0.001126,6.057184
president wants,3.000000,0.000125,0.001126,5.299498
president states,3.000000,0.000125,0.001126,6.126177
nigga feel,3.000000,0.000125,0.001126,4.985841
tweet worth,3.000000,0.000125,0.001126,6.180244
set dial,3.000000,0.000125,0.001126,5.851740
set privacy,6.000000,0.000251,0.002078,7.748860
ugh just,4.000000,0.000167,0.001453,4.609233
fundraiser fb,12.000000,0.000501,0.003809,6.954647
fundraiser facebookcustomerservice,12.000000,0.000501,0.003809,6.797018
fb account,9.000000,0.000376,0.002965,6.132882
fb issues,25.000000,0.001044,0.007169,6.715167
fb facebookcustomerservice,37.000000,0.001546,0.010005,6.349523
fb facebookphonenumber,5.000000,0.000209,0.001770,5.415884
fb technical,3.000000,0.000125,0.001126,5.628977
fb disappointed,7.000000,0.000292,0.002380,6.253132
fb dial,5.000000,0.000209,0.001770,5.511194
fb facebook,9.000000,0.000376,0.002965,4.855787
fb solutions,5.000000,0.000209,0.001770,6.609807
fb facebooktechnicalsupport,5.000000,0.000209,0.001770,5.128202
fb avail,6.000000,0.000251,0.002078,6.204341
fb customer,8.000000,0.000334,0.002675,4.818047
facebookcustomerservice way,21.000000,0.000877,0.006175,5.314650
facebookcustomerservice just,3.000000,0.000125,0.001126,2.059788
facebookcustomerservice team,9.000000,0.000376,0.002965,4.642069
facebookcustomerservice free,5.000000,0.000209,0.001770,4.904615
facebookcustomerservice account,3.000000,0.000125,0.001126,4.876641
facebookcustomerservice fb,21.000000,0.000877,0.006175,5.783128
facebookcustomerservice immediate,5.000000,0.000209,0.001770,6.269856
facebookcustomerservice aid,11.000000,0.000460,0.003532,6.835170
facebookcustomerservice getting,3.000000,0.000125,0.001126,4.009831
facebookcustomerservice giving,3.000000,0.000125,0.001126,5.065883
facebookcustomerservice squad,12.000000,0.000501,0.003809,6.922181
facebookcustomerservice creating,12.000000,0.000501,0.003809,6.857643
facebookcustomerservice events,12.000000,0.000501,0.003809,6.685792
facebookcustomerservice incident,3.000000,0.000125,0.001126,2.520352
facebookcustomerservice rid,21.000000,0.000877,0.006175,7.194115
facebookcustomerservice instant,6.000000,0.000251,0.002078,6.991174
facebookcustomerservice resolve,5.000000,0.000209,0.001770,6.808853
facebookcustomerservice solutions,5.000000,0.000209,0.001770,6.452178
storage cases,3.000000,0.000125,0.001126,8.782934
storage rubber,3.000000,0.000125,0.001126,10.035697
storage stamps,3.000000,0.000125,0.001126,10.323379
cases rubber,3.000000,0.000125,0.001126,8.782934
cases stamps,3.000000,0.000125,0.001126,9.070616
cases freeship,3.000000,0.000125,0.001126,7.278856
rubber stamps,3.000000,0.000125,0.001126,10.323379
hi looking,6.000000,0.000251,0.002078,4.165341
hi like,14.000000,0.000585,0.004354,3.347965
hi tonight,25.000000,0.001044,0.007169,5.630198
hi ny,3.000000,0.000125,0.001126,1.969489
hi happy,30.000000,0.001253,0.008375,5.039329
hi interested,15.000000,0.000627,0.004622,5.524837
hi taking,14.000000,0.000585,0.004354,5.769502
hi hire,15.000000,0.000627,0.004622,6.431558
hi resource,15.000000,0.000627,0.004622,6.642867
hi assist,29.000000,0.001212,0.008137,6.579978
hi help,13.000000,0.000543,0.004083,4.605592
hi website,6.000000,0.000251,0.002078,5.564058
hi design,11.000000,0.000460,0.003532,5.833721
hi experience,3.000000,0.000125,0.001126,5.033430
hi development,11.000000,0.000460,0.003532,5.870089
hi lets,3.000000,0.000125,0.001126,3.915399
hi remote,5.000000,0.000209,0.001770,5.487097
hi based,3.000000,0.000125,0.001126,5.669418
hi paid,14.000000,0.000585,0.004354,6.188212
hi partly,23.000000,0.000961,0.006676,6.768031
hi cloudy,25.000000,0.001044,0.007169,6.768031
hire work,15.000000,0.000627,0.004622,5.961555
hire resource,16.000000,0.000668,0.004887,8.604526
hire project,15.000000,0.000627,0.004622,8.115104
resource work,15.000000,0.000627,0.004622,6.172864
resource project,15.000000,0.000627,0.004622,8.326413
resource remotely,15.000000,0.000627,0.004622,8.811921
project happy,15.000000,0.000627,0.004622,6.029728
project ass,3.000000,0.000125,0.001126,5.542856
project remotely,15.000000,0.000627,0.004622,8.387038
project manager,3.000000,0.000125,0.001126,6.217984
project mountsinainyc,3.000000,0.000125,0.001126,8.451576
remotely happy,15.000000,0.000627,0.004622,6.515236
remotely ass,3.000000,0.000125,0.001126,6.028363
eat meat,3.000000,0.000125,0.001126,8.531619
lit nyc,3.000000,0.000125,0.001126,5.086937
lit columbusday,3.000000,0.000125,0.001126,8.713941
piece shit,3.000000,0.000125,0.001126,4.629646
come home,3.000000,0.000125,0.001126,4.276006
come true,3.000000,0.000125,0.001126,4.551418
come meet,3.000000,0.000125,0.001126,5.173948
looki mean,3.000000,0.000125,0.001126,7.972003
looki look,4.000000,0.000167,0.001453,7.508719
teen wolf,3.000000,0.000125,0.001126,9.812553
teen michael,3.000000,0.000125,0.001126,9.001623
wolf michael,3.000000,0.000125,0.001126,9.224766
wolf jackson,3.000000,0.000125,0.001126,9.119406
michael jackson,3.000000,0.000125,0.001126,8.308476
jackson avenue,3.000000,0.000125,0.001126,5.910580
jackson station,3.000000,0.000125,0.001126,5.501754
jackson htsroosevelt,3.000000,0.000125,0.001126,9.407088
mall lol,3.000000,0.000125,0.001126,6.642867
crazy lol,3.000000,0.000125,0.001126,4.810286
agent x,7.000000,0.000292,0.002380,7.931998
shift supervisor,3.000000,0.000125,0.001126,9.001623
line like,3.000000,0.000125,0.001126,2.590279
line town,3.000000,0.000125,0.001126,4.820761
line construction,11.000000,0.000460,0.003532,4.472222
line directions,5.000000,0.000209,0.001770,3.897538
line oil,3.000000,0.000125,0.001126,6.452178
line cleared,4.000000,0.000167,0.001453,3.744127
line bridge,10.000000,0.000418,0.003251,5.678988
line toll,4.000000,0.000167,0.001453,6.103871
line whitestone,4.000000,0.000167,0.001453,7.550790
line koskuisko,4.000000,0.000167,0.001453,7.550790
line essential,3.000000,0.000125,0.001126,5.094054
line products,3.000000,0.000125,0.001126,5.282106
end incident,3.000000,0.000125,0.001126,3.501181
sketch doodle,3.000000,0.000125,0.001126,9.476081
empire lit,3.000000,0.000125,0.001126,8.020794
empire state,9.000000,0.000376,0.002965,7.692289
empire building,5.000000,0.000209,0.001770,7.881032
state office,5.000000,0.000209,0.001770,6.229034
state lit,3.000000,0.000125,0.001126,6.411356
state mind,4.000000,0.000167,0.001453,5.573026
state construction,5.000000,0.000209,0.001770,3.930624
state building,5.000000,0.000209,0.001770,6.271594
state hwy,4.000000,0.000167,0.001453,7.574506
state parkway,13.000000,0.000543,0.004083,6.624930
state ocean,4.000000,0.000167,0.001453,6.881359
state campus,4.000000,0.000167,0.001453,7.392185
ok help,3.000000,0.000125,0.001126,4.615162
yellow ny,3.000000,0.000125,0.001126,4.608546
yellow connect,3.000000,0.000125,0.001126,8.559790
s que,3.000000,0.000125,0.001126,4.044857
s nyc,5.000000,0.000209,0.001770,4.131425
s hear,7.000000,0.000292,0.002380,6.040778
s travels,7.000000,0.000292,0.002380,6.759900
s recording,3.000000,0.000125,0.001126,6.084453
s slideshow,3.000000,0.000125,0.001126,6.148991
s hamp,5.000000,0.000209,0.001770,7.170643
came like,3.000000,0.000125,0.001126,3.613668
assist work,5.000000,0.000209,0.001770,4.352117
assist dream,3.000000,0.000125,0.001126,6.117443
assist app,3.000000,0.000125,0.001126,5.301694
assist website,5.000000,0.000209,0.001770,6.768031
assist design,5.000000,0.000209,0.001770,6.431558
assist developing,3.000000,0.000125,0.001126,7.461178
assist remote,7.000000,0.000292,0.002380,7.209863
said left,3.000000,0.000125,0.001126,4.667387
said mrs,3.000000,0.000125,0.001126,7.520018
flag anthem,3.000000,0.000125,0.001126,8.308476
doesnt right,3.000000,0.000125,0.001126,3.743549
doesnt mean,5.000000,0.000209,0.001770,5.407054
doesnt make,6.000000,0.000251,0.002078,4.316410
doesnt need,3.000000,0.000125,0.001126,3.429891
doesnt know,7.000000,0.000292,0.002380,4.000557
doesnt want,5.000000,0.000209,0.001770,3.836456
gop realdonaldtrump,3.000000,0.000125,0.001126,4.059980
male men,3.000000,0.000125,0.001126,6.498367
male malemodel,3.000000,0.000125,0.001126,9.407088
male mensstyle,3.000000,0.000125,0.001126,9.119406
having hair,3.000000,0.000125,0.001126,5.407054
having good,3.000000,0.000125,0.001126,3.421139
swear god,3.000000,0.000125,0.001126,5.718208
facebookphonenumber free,3.000000,0.000125,0.001126,5.461630
facebookphonenumber fb,3.000000,0.000125,0.001126,4.905058
facebookphonenumber charges,3.000000,0.000125,0.001126,7.925483
feeling like,7.000000,0.000292,0.002380,4.099952
posted video,5.000000,0.000209,0.001770,5.430776
posted jersey,3.000000,0.000125,0.001126,4.274432
posted photo,51.000000,0.002131,0.013106,7.132338
posted city,5.000000,0.000209,0.001770,4.943481
posted st,3.000000,0.000125,0.001126,4.363663
posted west,3.000000,0.000125,0.001126,5.348946
posted statue,3.000000,0.000125,0.001126,6.889391
posted liberty,3.000000,0.000125,0.001126,7.071713
posted rochester,4.000000,0.000167,0.001453,5.255261
app happy,3.000000,0.000125,0.001126,3.727143
app developers,3.000000,0.000125,0.001126,6.777600
app designers,3.000000,0.000125,0.001126,7.758429
app mymixtapez,23.000000,0.000961,0.006676,7.065282
created collaboration,3.000000,0.000125,0.001126,8.618631
follow today,3.000000,0.000125,0.001126,3.142928
follow facebookcustomerservice,5.000000,0.000209,0.001770,4.492083
follow dreams,3.000000,0.000125,0.001126,5.287509
follow onward,6.000000,0.000251,0.002078,6.936167
follow icacademynj,22.000000,0.000919,0.006427,8.140140
follow misstransstarinternational,6.000000,0.000251,0.002078,5.346932
follow susivilla,5.000000,0.000209,0.001770,5.164611
follow upward,6.000000,0.000251,0.002078,7.041528
doing just,3.000000,0.000125,0.001126,2.752935
doing things,3.000000,0.000125,0.001126,4.606351
wake hours,3.000000,0.000125,0.001126,5.598206
steve bannon,3.000000,0.000125,0.001126,8.649402
technical facebookcustomerservice,7.000000,0.000292,0.002380,6.318646
technical help,4.000000,0.000167,0.001453,5.595991
technical gmailpasswordrecovery,4.000000,0.000167,0.001453,8.377468
technical hurdles,7.000000,0.000292,0.002380,8.937084
help people,4.000000,0.000167,0.001453,2.851127
help team,4.000000,0.000167,0.001453,3.668099
help free,5.000000,0.000209,0.001770,4.741575
help facebookcustomerservice,5.000000,0.000209,0.001770,4.027375
help app,3.000000,0.000125,0.001126,4.129654
help gmailpasswordrecovery,4.000000,0.000167,0.001453,6.422669
help website,9.000000,0.000376,0.002965,6.183777
help design,11.000000,0.000460,0.003532,6.047976
help development,11.000000,0.000460,0.003532,6.084344
help dial,5.000000,0.000209,0.001770,5.190526
help developing,3.000000,0.000125,0.001126,6.289138
help facebooktechnicalsupport,4.000000,0.000167,0.001453,4.584390
help gaining,4.000000,0.000167,0.001453,6.982285
help resultsfacebookcustomerservice,4.000000,0.000167,0.001453,6.982285
help desk,3.000000,0.000125,0.001126,6.001456
gmailpasswordrecovery help,3.000000,0.000125,0.001126,6.134987
