Number of pairs,23936.000000
Number of unique pairs,3783
Average pair frequency,6.327254
Pair entropy,7.842861

Pair,Frequency,Proportion,Entropy Term,Mutual Information
actually know,3.000000,0.000125,0.001126,3.233302
wind mph,11.000000,0.000460,0.003532,8.829454
wind wsw,3.000000,0.000125,0.001126,9.070616
mph wsw,3.000000,0.000125,0.001126,9.070616
barometer rising,11.000000,0.000460,0.003532,9.070616
barometer slowly,7.000000,0.000292,0.002380,8.772781
rising slowly,7.000000,0.000292,0.002380,8.531619
temperature f,11.000000,0.000460,0.003532,8.490797
rain today,12.000000,0.000501,0.003809,5.901531
today realdonaldtrump,3.000000,0.000125,0.001126,1.876179
today day,6.000000,0.000251,0.002078,2.522806
today just,4.000000,0.000167,0.001453,1.509141
today tonight,24.000000,0.001003,0.006924,5.128341
today believe,3.000000,0.000125,0.001126,3.294734
today going,3.000000,0.000125,0.001126,2.375170
today tuesday,3.000000,0.000125,0.001126,3.036160
today know,3.000000,0.000125,0.001126,1.924969
today good,3.000000,0.000125,0.001126,1.682023
today bad,3.000000,0.000125,0.001126,3.074875
today hi,25.000000,0.001044,0.007169,4.584229
today hey,3.000000,0.000125,0.001126,3.454364
today ask,3.000000,0.000125,0.001126,3.971621
today morning,3.000000,0.000125,0.001126,1.920811
today sunny,23.000000,0.000961,0.006676,6.184393
el y,3.000000,0.000125,0.001126,3.831139
el es,3.000000,0.000125,0.001126,4.617376
el que,6.000000,0.000251,0.002078,4.211911
el la,11.000000,0.000460,0.003532,4.902844
el en,5.000000,0.000209,0.001770,4.216801
el para,3.000000,0.000125,0.001126,4.929751
el da,3.000000,0.000125,0.001126,5.286426
el sbado,4.000000,0.000167,0.001453,7.232336
el paz,4.000000,0.000167,0.001453,5.846042
el sendero,5.000000,0.000209,0.001770,7.050015
y el,5.000000,0.000209,0.001770,4.341964
y que,5.000000,0.000209,0.001770,4.007117
y la,3.000000,0.000125,0.001126,3.581088
y lo,3.000000,0.000125,0.001126,4.197602
y yo,5.000000,0.000209,0.001770,4.927481
y en,6.000000,0.000251,0.002078,4.376650
y mi,3.000000,0.000125,0.001126,5.012639
y despus,3.000000,0.000125,0.001126,6.111251
day love,3.000000,0.000125,0.001126,1.656387
day today,4.000000,0.000167,0.001453,2.117341
day week,4.000000,0.000167,0.001453,3.089201
day way,3.000000,0.000125,0.001126,2.357139
day w,3.000000,0.000125,0.001126,2.657625
day just,6.000000,0.000251,0.002078,1.741334
day people,5.000000,0.000209,0.001770,2.225709
day great,5.000000,0.000209,0.001770,2.318212
day think,5.000000,0.000209,0.001770,2.719281
day work,4.000000,0.000167,0.001453,2.108372
day real,3.000000,0.000125,0.001126,2.998230
day make,4.000000,0.000167,0.001453,2.509383
day nyc,9.000000,0.000376,0.002965,3.094507
day white,3.000000,0.000125,0.001126,2.862888
day weekend,4.000000,0.000167,0.001453,3.993658
day life,4.000000,0.000167,0.001453,2.592765
day brooklyn,5.000000,0.000209,0.001770,2.637216
day good,5.000000,0.000209,0.001770,2.019577
day posted,4.000000,0.000167,0.001453,3.392884
day hey,3.000000,0.000125,0.001126,3.281092
day challenge,3.000000,0.000125,0.001126,4.459747
day days,5.000000,0.000209,0.001770,3.568775
day morning,4.000000,0.000167,0.001453,2.035221
day parade,4.000000,0.000167,0.001453,6.421406
right just,4.000000,0.000167,0.001453,2.021469
right people,3.000000,0.000125,0.001126,2.400483
right manhattan,3.000000,0.000125,0.001126,3.857493
right time,4.000000,0.000167,0.001453,2.754580
right past,3.000000,0.000125,0.001126,4.391576
right lane,5.000000,0.000209,0.001770,5.943855
right blocked,5.000000,0.000209,0.001770,5.789704
way today,3.000000,0.000125,0.001126,2.530411
way just,4.000000,0.000167,0.001453,2.036621
way trump,3.000000,0.000125,0.001126,2.963275
way eliminate,3.000000,0.000125,0.001126,6.323650
way errors,7.000000,0.000292,0.002380,6.700944
way issues,12.000000,0.000501,0.003809,5.512720
way fb,12.000000,0.000501,0.003809,4.912663
way knows,3.000000,0.000125,0.001126,4.714212
way rid,16.000000,0.000668,0.004887,6.611332
way looked,3.000000,0.000125,0.001126,5.294031
whats happening,3.000000,0.000125,0.001126,6.816821
mean like,5.000000,0.000209,0.001770,3.522318
mean look,4.000000,0.000167,0.001453,4.869661
l train,3.000000,0.000125,0.001126,6.035205
es el,3.000000,0.000125,0.001126,4.617376
es que,8.000000,0.000334,0.002675,5.263358
es la,6.000000,0.000251,0.002078,5.060473
es como,3.000000,0.000125,0.001126,6.150274
es una,3.000000,0.000125,0.001126,5.959219
w listen,3.000000,0.000125,0.001126,4.707214
w people,3.000000,0.000125,0.001126,2.716121
w shit,3.000000,0.000125,0.001126,3.350772
w updated,3.000000,0.000125,0.001126,3.350772
w door,3.000000,0.000125,0.001126,5.594517
just love,3.000000,0.000125,0.001126,1.048187
just realdonaldtrump,4.000000,0.000167,0.001453,1.382389
just looking,3.000000,0.000125,0.001126,2.229687
just day,6.000000,0.000251,0.002078,1.741334
just right,3.000000,0.000125,0.001126,1.733787
just week,5.000000,0.000209,0.001770,2.704145
just way,6.000000,0.000251,0.002078,2.442086
just like,21.000000,0.000877,0.006175,2.510923
just home,3.000000,0.000125,0.001126,2.635152
just people,3.000000,0.000125,0.001126,1.106683
just hope,3.000000,0.000125,0.001126,2.712113
just great,4.000000,0.000167,0.001453,1.486868
just think,4.000000,0.000167,0.001453,1.887938
just u,4.000000,0.000167,0.001453,2.067631
just asked,3.000000,0.000125,0.001126,3.916086
just lol,4.000000,0.000167,0.001453,2.132695
just got,8.000000,0.000334,0.002675,2.714617
just work,4.000000,0.000167,0.001453,1.500172
just stupid,3.000000,0.000125,0.001126,3.127629
just make,3.000000,0.000125,0.001126,1.613501
just hate,5.000000,0.000209,0.001770,3.091911
just funny,3.000000,0.000125,0.001126,3.291932
just best,3.000000,0.000125,0.001126,1.923656
just seen,3.000000,0.000125,0.001126,3.068788
just happy,3.000000,0.000125,0.001126,1.494238
just x,3.000000,0.000125,0.001126,3.097776
just win,4.000000,0.000167,0.001453,3.328300
just thank,3.000000,0.000125,0.001126,2.080842
just wanna,7.000000,0.000292,0.002380,3.464101
just trying,6.000000,0.000251,0.002078,3.256841
just video,6.000000,0.000251,0.002078,3.556083
just fuck,5.000000,0.000209,0.001770,2.804229
just life,3.000000,0.000125,0.001126,1.696883
just stop,3.000000,0.000125,0.001126,2.293403
just need,7.000000,0.000292,0.002380,2.267428
just jersey,3.000000,0.000125,0.001126,2.217417
just know,7.000000,0.000292,0.002380,1.990795
just photo,51.000000,0.002131,0.013106,5.075323
just let,4.000000,0.000167,0.001453,2.635152
just wait,3.000000,0.000125,0.001126,2.563693
just world,3.000000,0.000125,0.001126,1.979745
just wanted,4.000000,0.000167,0.001453,3.733765
just want,13.000000,0.000543,0.004083,2.782206
just job,5.000000,0.000209,0.001770,1.621533
just good,4.000000,0.000167,0.001453,1.188233
just shit,8.000000,0.000334,0.002675,2.722164
just fucking,4.000000,0.000167,0.001453,2.568013
just say,4.000000,0.000167,0.001453,2.286846
just man,3.000000,0.000125,0.001126,1.682494
just wish,4.000000,0.000167,0.001453,3.198246
just started,3.000000,0.000125,0.001126,3.985079
just sleep,4.000000,0.000167,0.001453,2.529792
just saw,6.000000,0.000251,0.002078,3.949988
just came,3.000000,0.000125,0.001126,3.488642
just doesnt,3.000000,0.000125,0.001126,2.449749
just posted,56.000000,0.002340,0.014173,5.423741
just bed,3.000000,0.000125,0.001126,2.986550
just getting,8.000000,0.000334,0.002675,3.370859
just did,3.000000,0.000125,0.001126,1.887938
just hours,4.000000,0.000167,0.001453,3.415311
just cut,4.000000,0.000167,0.001453,3.653722
just giving,4.000000,0.000167,0.001453,3.733765
just city,3.000000,0.000125,0.001126,2.375641
just needs,3.000000,0.000125,0.001126,2.773989
just days,3.000000,0.000125,0.001126,2.449749
just finished,4.000000,0.000167,0.001453,4.714594
just live,3.000000,0.000125,0.001126,2.635152
just leave,3.000000,0.000125,0.001126,2.935257
just sucks,3.000000,0.000125,0.001126,4.678226
just tweeted,3.000000,0.000125,0.001126,5.525524
just west,4.000000,0.000167,0.001453,3.579614
just kind,3.000000,0.000125,0.001126,3.127629
just confused,3.000000,0.000125,0.001126,4.678226
just kiss,3.000000,0.000125,0.001126,4.678226
just woke,6.000000,0.000251,0.002078,3.916086
just statue,3.000000,0.000125,0.001126,4.832377
just entered,4.000000,0.000167,0.001453,5.302381
felt like,4.000000,0.000167,0.001453,4.638949
like love,3.000000,0.000125,0.001126,1.173213
like tell,5.000000,0.000209,0.001770,3.040480
like realdonaldtrump,5.000000,0.000209,0.001770,1.730559
like left,4.000000,0.000167,0.001453,3.085600
like day,7.000000,0.000292,0.002380,2.020511
like right,4.000000,0.000167,0.001453,2.146495
like way,3.000000,0.000125,0.001126,1.873965
like w,3.000000,0.000125,0.001126,2.174451
like just,8.000000,0.000334,0.002675,1.545842
like people,5.000000,0.000209,0.001770,1.742535
like forget,3.000000,0.000125,0.001126,3.571108
like hes,3.000000,0.000125,0.001126,2.472496
like think,3.000000,0.000125,0.001126,1.725282
like ill,4.000000,0.000167,0.001453,2.746385
like u,8.000000,0.000334,0.002675,2.885804
like lol,5.000000,0.000209,0.001770,2.480864
like got,5.000000,0.000209,0.001770,2.369639
like real,3.000000,0.000125,0.001126,2.515056
like make,5.000000,0.000209,0.001770,2.249352
like smh,3.000000,0.000125,0.001126,3.165643
like team,3.000000,0.000125,0.001126,2.048682
like really,5.000000,0.000209,0.001770,2.223035
like white,4.000000,0.000167,0.001453,2.667396
like night,3.000000,0.000125,0.001126,2.114433
like going,6.000000,0.000251,0.002078,2.411871
like trying,3.000000,0.000125,0.001126,2.688719
like girl,3.000000,0.000125,0.001126,2.817336
like yall,3.000000,0.000125,0.001126,2.249352
like hot,4.000000,0.000167,0.001453,3.858790
like fuck,4.000000,0.000167,0.001453,2.706111
like need,6.000000,0.000251,0.002078,2.238303
like know,7.000000,0.000292,0.002380,2.115821
like want,3.000000,0.000125,0.001126,1.440894
like good,8.000000,0.000334,0.002675,2.006406
like shit,10.000000,0.000418,0.003251,3.070333
like taking,16.000000,0.000668,0.004887,4.785552
like man,4.000000,0.000167,0.001453,2.095202
like old,5.000000,0.000209,0.001770,3.271004
like teen,3.000000,0.000125,0.001126,5.139724
like wolf,3.000000,0.000125,0.001126,5.362868
like super,3.000000,0.000125,0.001126,3.753430
like doing,4.000000,0.000167,0.001453,3.165643
like song,3.000000,0.000125,0.001126,3.252655
like mad,3.000000,0.000125,0.001126,3.704640
like hey,3.000000,0.000125,0.001126,2.797918
like things,4.000000,0.000167,0.001453,2.706111
like sis,3.000000,0.000125,0.001126,4.351267
like guys,3.000000,0.000125,0.001126,3.035590
like gotta,3.000000,0.000125,0.001126,2.877961
like met,3.000000,0.000125,0.001126,3.491066
like dead,4.000000,0.000167,0.001453,3.510484
like jessica,3.000000,0.000125,0.001126,5.650550
like rabbit,3.000000,0.000125,0.001126,5.362868
like facebook,3.000000,0.000125,0.001126,2.104771
like paid,15.000000,0.000627,0.004622,5.139724
like surveysstart,15.000000,0.000627,0.004622,5.525387
todas las,3.000000,0.000125,0.001126,7.979972
las vegas,4.000000,0.000167,0.001453,7.574506
watch trailer,5.000000,0.000209,0.001770,5.928929
watch jedi,4.000000,0.000167,0.001453,6.709088
watch live,4.000000,0.000167,0.001453,5.117999
scary movies,3.000000,0.000125,0.001126,7.771333
home people,3.000000,0.000125,0.001126,3.301848
home vs,3.000000,0.000125,0.001126,5.683807
people tell,3.000000,0.000125,0.001126,3.071325
people actually,3.000000,0.000125,0.001126,3.196488
people way,3.000000,0.000125,0.001126,2.415635
people just,6.000000,0.000251,0.002078,1.799831
people like,10.000000,0.000418,0.003251,2.435682
people think,5.000000,0.000209,0.001770,2.777777
people trump,3.000000,0.000125,0.001126,2.321019
people fuck,3.000000,0.000125,0.001126,2.960099
people life,3.000000,0.000125,0.001126,2.363579
people need,3.000000,0.000125,0.001126,2.086826
people know,8.000000,0.000334,0.002675,2.791023
people want,7.000000,0.000292,0.002380,2.829863
people good,3.000000,0.000125,0.001126,1.567247
people shit,4.000000,0.000167,0.001453,2.695713
people say,4.000000,0.000167,0.001453,2.953542
people come,4.000000,0.000167,0.001453,3.035220
people things,3.000000,0.000125,0.001126,2.960099
people iran,6.000000,0.000251,0.002078,5.681394
people ready,3.000000,0.000125,0.001126,3.247781
people morning,4.000000,0.000167,0.001453,2.093718
people irannucleardeal,6.000000,0.000251,0.002078,6.192220
people diplomacy,6.000000,0.000251,0.002078,6.192220
ms que,4.000000,0.000167,0.001453,5.105729
post facebookphonenumber,3.000000,0.000125,0.001126,5.622898
post gain,4.000000,0.000167,0.001453,6.462649
sf family,3.000000,0.000125,0.001126,7.784405
gonna day,3.000000,0.000125,0.001126,2.941877
gonna great,3.000000,0.000125,0.001126,3.092876
gonna need,4.000000,0.000167,0.001453,3.601501
long time,6.000000,0.000251,0.002078,4.412808
long night,3.000000,0.000125,0.001126,4.535970
long weekend,4.000000,0.000167,0.001453,5.932021
sweet think,3.000000,0.000125,0.001126,4.417109
sweet dreams,4.000000,0.000167,0.001453,6.470575
que el,10.000000,0.000418,0.003251,4.722737
que y,3.000000,0.000125,0.001126,3.496291
que es,5.000000,0.000209,0.001770,4.793354
que t,3.000000,0.000125,0.001126,4.469740
que la,16.000000,0.000668,0.004887,4.942690
que lo,9.000000,0.000376,0.002965,4.983839
que en,3.000000,0.000125,0.001126,3.371128
que para,4.000000,0.000167,0.001453,4.882586
que se,13.000000,0.000543,0.004083,5.655776
que los,4.000000,0.000167,0.001453,4.620221
que ser,3.000000,0.000125,0.001126,5.511194
que eu,4.000000,0.000167,0.001453,5.885888
que le,3.000000,0.000125,0.001126,5.000369
que nos,3.000000,0.000125,0.001126,6.050191
que ese,3.000000,0.000125,0.001126,6.609807
que tiene,3.000000,0.000125,0.001126,6.050191
que su,3.000000,0.000125,0.001126,5.051662
que sendero,4.000000,0.000167,0.001453,6.492024
fan dark,3.000000,0.000125,0.001126,7.152293
la y,4.000000,0.000167,0.001453,3.868770
la es,6.000000,0.000251,0.002078,5.060473
la ms,3.000000,0.000125,0.001126,4.902844
la que,7.000000,0.000292,0.002380,4.116011
la pero,4.000000,0.000167,0.001453,5.424141
la en,5.000000,0.000209,0.001770,3.966750
la se,8.000000,0.000334,0.002675,5.255064
la los,3.000000,0.000125,0.001126,4.417336
la hace,4.000000,0.000167,0.001453,6.422669
la paz,12.000000,0.000501,0.003809,6.694603
la dios,4.000000,0.000167,0.001453,6.576820
pero lo,4.000000,0.000167,0.001453,6.040655
lo love,3.000000,0.000125,0.001126,3.121462
lo y,3.000000,0.000125,0.001126,4.197602
lo es,3.000000,0.000125,0.001126,4.983839
lo ms,3.000000,0.000125,0.001126,5.519358
lo que,10.000000,0.000418,0.003251,5.089200
lo hice,3.000000,0.000125,0.001126,7.311117
lo nj,3.000000,0.000125,0.001126,4.133063
hope day,4.000000,0.000167,0.001453,3.607995
baby just,3.000000,0.000125,0.001126,3.040617
great love,3.000000,0.000125,0.001126,1.807386
great day,7.000000,0.000292,0.002380,2.654684
great just,4.000000,0.000167,0.001453,1.486868
great work,5.000000,0.000209,0.001770,2.482515
great make,3.000000,0.000125,0.001126,2.372700
great time,3.000000,0.000125,0.001126,1.932297
great team,3.000000,0.000125,0.001126,2.682855
great going,3.000000,0.000125,0.001126,2.352897
great music,3.000000,0.000125,0.001126,3.340284
great want,4.000000,0.000167,0.001453,2.362750
great job,5.000000,0.000209,0.001770,2.380732
great fit,62.000000,0.002590,0.015427,6.207165
great project,4.000000,0.000167,0.001453,4.412921
great manager,5.000000,0.000209,0.001770,4.561956
great ideas,11.000000,0.000460,0.003532,5.686886
great story,4.000000,0.000167,0.001453,4.033431
great friend,3.000000,0.000125,0.001126,3.340284
great mention,3.000000,0.000125,0.001126,5.437425
great idea,3.000000,0.000125,0.001126,4.492964
great photos,10.000000,0.000418,0.003251,5.642869
great film,3.000000,0.000125,0.001126,4.387603
great nvotfootball,3.000000,0.000125,0.001126,6.284723
great survey,8.000000,0.000334,0.002675,4.867657
great essential,6.000000,0.000251,0.002078,4.521134
hes just,5.000000,0.000209,0.001770,2.858296
hes gonna,3.000000,0.000125,0.001126,4.241160
perfect day,3.000000,0.000125,0.001126,3.900132
think youre,3.000000,0.000125,0.001126,2.828578
think just,4.000000,0.000167,0.001453,1.887938
think like,5.000000,0.000209,0.001770,2.236107
think people,5.000000,0.000209,0.001770,2.777777
think hes,3.000000,0.000125,0.001126,3.507739
think perfect,3.000000,0.000125,0.001126,4.452200
think lol,4.000000,0.000167,0.001453,3.292963
think isnt,3.000000,0.000125,0.001126,3.955763
think time,5.000000,0.000209,0.001770,2.844192
think going,4.000000,0.000167,0.001453,3.041649
think crazy,3.000000,0.000125,0.001126,4.565529
think did,3.000000,0.000125,0.001126,3.048206
major network,3.000000,0.000125,0.001126,8.426259
tonight like,3.000000,0.000125,0.001126,2.392453
tonight lo,25.000000,0.001044,0.007169,6.460966
tonight outlets,3.000000,0.000125,0.001126,6.842139
tonight come,3.000000,0.000125,0.001126,3.908282
tonight partly,23.000000,0.000961,0.006676,7.352964
tonight cloudy,25.000000,0.001044,0.007169,7.352964
hombre que,3.000000,0.000125,0.001126,6.204341
ill tell,5.000000,0.000209,0.001770,4.809144
ill just,5.000000,0.000209,0.001770,2.844503
ill u,5.000000,0.000209,0.001770,4.184464
ill make,3.000000,0.000125,0.001126,3.507191
ill did,3.000000,0.000125,0.001126,3.781627
u love,3.000000,0.000125,0.001126,2.388149
u just,3.000000,0.000125,0.001126,1.779949
u like,6.000000,0.000251,0.002078,2.598122
u feel,3.000000,0.000125,0.001126,3.399750
u need,5.000000,0.000209,0.001770,3.270917
u know,6.000000,0.000251,0.002078,3.176606
u want,3.000000,0.000125,0.001126,2.655830
u ur,6.000000,0.000251,0.002078,5.256048
u r,6.000000,0.000251,0.002078,5.223258
u n,3.000000,0.000125,0.001126,4.113951
fake news,6.000000,0.000251,0.002078,6.254352
id love,3.000000,0.000125,0.001126,3.648817
id like,6.000000,0.000251,0.002078,3.858790
id check,3.000000,0.000125,0.001126,4.770419
lol just,5.000000,0.000209,0.001770,2.355839
lol like,4.000000,0.000167,0.001453,2.257721
lol people,3.000000,0.000125,0.001126,2.511709
lol fuck,4.000000,0.000167,0.001453,3.986111
lol know,3.000000,0.000125,0.001126,2.548523
got away,3.000000,0.000125,0.001126,4.156736
got great,4.000000,0.000167,0.001453,2.780668
got work,3.000000,0.000125,0.001126,2.506290
got time,3.000000,0.000125,0.001126,2.466898
got good,3.000000,0.000125,0.001126,2.194351
got feelings,3.000000,0.000125,0.001126,5.352987
work today,7.000000,0.000292,0.002380,2.841260
work day,4.000000,0.000167,0.001453,2.108372
work ny,51.000000,0.002131,0.013106,4.332699
work time,4.000000,0.000167,0.001453,2.233283
work happy,15.000000,0.000627,0.004622,3.876178
work hard,3.000000,0.000125,0.001126,3.353588
work job,21.000000,0.000877,0.006175,3.829121
work good,3.000000,0.000125,0.001126,1.673054
work project,15.000000,0.000627,0.004622,5.747981
work remotely,16.000000,0.000668,0.004887,6.298027
work view,31.000000,0.001295,0.008611,5.780770
work latest,17.000000,0.000710,0.005149,4.439892
work check,26.000000,0.001086,0.007414,5.101776
work nbc,3.000000,0.000125,0.001126,5.787201
work hiring,19.000000,0.000794,0.005667,4.860439
work shop,5.000000,0.000209,0.001770,5.342515
work nj,13.000000,0.000543,0.004083,4.298628
work starts,3.000000,0.000125,0.001126,4.998744
work jerseycity,4.000000,0.000167,0.001453,5.199415
work rochester,5.000000,0.000209,0.001770,4.193893
work weehawken,3.000000,0.000125,0.001126,6.010345
stay tuned,3.000000,0.000125,0.001126,7.733111
reason ur,3.000000,0.000125,0.001126,6.111251
stupid shit,3.000000,0.000125,0.001126,4.428976
real right,3.000000,0.000125,0.001126,3.683830
real fake,3.000000,0.000125,0.001126,5.278342
real life,9.000000,0.000376,0.002965,4.745537
real world,3.000000,0.000125,0.001126,3.929788
real job,3.000000,0.000125,0.001126,3.060750
waiting jdm,3.000000,0.000125,0.001126,8.243937
make today,4.000000,0.000167,0.001453,2.682655
make just,5.000000,0.000209,0.001770,2.124327
make people,4.000000,0.000167,0.001453,2.567879
make great,6.000000,0.000251,0.002078,3.065847
make happy,4.000000,0.000167,0.001453,2.955433
make feel,4.000000,0.000167,0.001453,3.520984
make better,3.000000,0.000125,0.001126,3.222939
make black,3.000000,0.000125,0.001126,3.703305
make sure,10.000000,0.000418,0.003251,5.069797
make stop,4.000000,0.000167,0.001453,3.754599
make good,8.000000,0.000334,0.002675,3.054894
make deal,3.000000,0.000125,0.001126,4.662156
make happen,6.000000,0.000251,0.002078,5.495065
make everyday,3.000000,0.000125,0.001126,5.089600
make friends,3.000000,0.000125,0.001126,3.623263
make difference,3.000000,0.000125,0.001126,5.089600
make fall,3.000000,0.000125,0.001126,3.990987
make morning,3.000000,0.000125,0.001126,2.312853
hate people,3.000000,0.000125,0.001126,3.247781
hate ppl,3.000000,0.000125,0.001126,4.936593
trump realdonaldtrump,3.000000,0.000125,0.001126,2.309043
trump great,3.000000,0.000125,0.001126,2.413522
trump complete,3.000000,0.000125,0.001126,5.273523
trump president,3.000000,0.000125,0.001126,3.795421
trump said,3.000000,0.000125,0.001126,3.648817
trump called,3.000000,0.000125,0.001126,4.619596
trump administration,7.000000,0.000292,0.002380,6.488545
trump failure,3.000000,0.000125,0.001126,5.641247
trump wh,3.000000,0.000125,0.001126,5.353565
trump unfit,3.000000,0.000125,0.001126,5.892562
trump compare,3.000000,0.000125,0.001126,6.229034
trump challenges,3.000000,0.000125,0.001126,5.759030
trump tillerson,4.000000,0.000167,0.001453,6.334395
trump iq,7.000000,0.000292,0.002380,5.353565
hair khx,4.000000,0.000167,0.001453,7.972003
