Number of words,51720
Number of unique words,4265
Average word frequency,12.126612
Entropy,7.612985

Word,Frequency,Proportion,Entropy Term
michael,10,0.000193,0.001653
beasley,3,0.000058,0.000566
elbow,3,0.000058,0.000566
msgnetworks,3,0.000058,0.000566
posted,72,0.001392,0.009156
photo,79,0.001527,0.009904
historic,4,0.000077,0.000732
district,4,0.000077,0.000732
bullshit,10,0.000193,0.001653
vote,11,0.000213,0.001798
friday,145,0.002804,0.016476
lose,20,0.000387,0.003039
gotta,61,0.001179,0.007953
pull,15,0.000290,0.002362
shoe,4,0.000077,0.000732
slept,5,0.000097,0.000894
tease,61,0.001179,0.007953
pitcher,4,0.000077,0.000732
brandon,5,0.000097,0.000894
cool,37,0.000715,0.005181
amo,6,0.000116,0.001051
cada,7,0.000135,0.001206
foto,3,0.000058,0.000566
que,110,0.002127,0.013087
nos,4,0.000077,0.000732
friends,77,0.001489,0.009692
guess,37,0.000715,0.005181
death,17,0.000329,0.002636
wrong,46,0.000889,0.006248
giant,6,0.000116,0.001051
ups,3,0.000058,0.000566
omfg,7,0.000135,0.001206
artists,6,0.000116,0.001051
partner,6,0.000116,0.001051
brands,3,0.000058,0.000566
officer,9,0.000174,0.001506
candidate,4,0.000077,0.000732
interview,14,0.000271,0.002224
danny,4,0.000077,0.000732
premier,3,0.000058,0.000566
happens,20,0.000387,0.003039
sa,6,0.000116,0.001051
megamall,3,0.000058,0.000566
wb,22,0.000425,0.003302
canaan,4,0.000077,0.000732
toll,10,0.000193,0.001653
barrier,6,0.000116,0.001051
grateful,8,0.000155,0.001357
slam,4,0.000077,0.000732
harder,4,0.000077,0.000732
yall,117,0.002262,0.013780
realmelina,23,0.000445,0.003432
gets,33,0.000638,0.004694
private,8,0.000155,0.001357
fired,9,0.000174,0.001506
esto,4,0.000077,0.000732
s,33,0.000638,0.004694
california,12,0.000232,0.001942
turns,6,0.000116,0.001051
luke,23,0.000445,0.003432
evil,6,0.000116,0.001051
rip,13,0.000251,0.002083
seats,8,0.000155,0.001357
thankful,10,0.000193,0.001653
long,65,0.001257,0.008394
thinking,37,0.000715,0.005181
criminals,5,0.000097,0.000894
talking,33,0.000638,0.004694
smoyer,3,0.000058,0.000566
bitch,49,0.000947,0.006596
felt,9,0.000174,0.001506
smart,11,0.000213,0.001798
criminal,5,0.000097,0.000894
running,20,0.000387,0.003039
paid,18,0.000348,0.002771
hillary,5,0.000097,0.000894
clinton,5,0.000097,0.000894
thrown,3,0.000058,0.000566
games,25,0.000483,0.003690
hometown,3,0.000058,0.000566
bbq,4,0.000077,0.000732
prefer,3,0.000058,0.000566
wars,110,0.002127,0.013087
thursday,9,0.000174,0.001506
december,17,0.000329,0.002636
raped,4,0.000077,0.000732
yrs,7,0.000135,0.001206
yr,6,0.000116,0.001051
sent,10,0.000193,0.001653
rape,4,0.000077,0.000732
harveyweinstein,8,0.000155,0.001357
loved,24,0.000464,0.003562
snort,4,0.000077,0.000732
phil,6,0.000116,0.001051
ivankatrump,10,0.000193,0.001653
responded,5,0.000097,0.000894
question,19,0.000367,0.002906
daca,3,0.000058,0.000566
thoughts,22,0.000425,0.003302
control,17,0.000329,0.002636
themikedowd,3,0.000058,0.000566
butttroy,3,0.000058,0.000566
walteryurkiw,3,0.000058,0.000566
maxjustice,3,0.000058,0.000566
fadefriend,3,0.000058,0.000566
dance,22,0.000425,0.003302
haters,3,0.000058,0.000566
foxsports,5,0.000097,0.000894
gross,4,0.000077,0.000732
screen,11,0.000213,0.001798
logo,4,0.000077,0.000732
minutes,16,0.000309,0.002500
rapper,3,0.000058,0.000566
track,4,0.000077,0.000732
badndblonde,5,0.000097,0.000894
peyton,6,0.000116,0.001051
article,8,0.000155,0.001357
gucci,3,0.000058,0.000566
moving,9,0.000174,0.001506
stress,6,0.000116,0.001051
tribe,5,0.000097,0.000894
face,53,0.001025,0.007054
phone,28,0.000541,0.004072
dead,27,0.000522,0.003945
usual,4,0.000077,0.000732
charge,5,0.000097,0.000894
nigga,30,0.000580,0.004323
tracks,6,0.000116,0.001051
ken,3,0.000058,0.000566
means,18,0.000348,0.002771
simply,3,0.000058,0.000566
th,11,0.000213,0.001798
armor,3,0.000058,0.000566
floor,10,0.000193,0.001653
mat,3,0.000058,0.000566
design,15,0.000290,0.002362
thefader,6,0.000116,0.001051
issue,33,0.000638,0.004694
ft,12,0.000232,0.001942
kelelam,6,0.000116,0.001051
son,21,0.000406,0.003171
works,14,0.000271,0.002224
news,41,0.000793,0.005660
r,29,0.000561,0.004198
murrow,10,0.000193,0.001653
winner,12,0.000232,0.001942
wind,7,0.000135,0.001206
caballo,3,0.000058,0.000566
o,42,0.000812,0.005779
stakes,3,0.000058,0.000566
muchos,3,0.000058,0.000566
pic,18,0.000348,0.002771
haha,21,0.000406,0.003171
bae,9,0.000174,0.001506
daveeast,3,0.000058,0.000566
makes,47,0.000909,0.006364
requested,3,0.000058,0.000566
mcm,8,0.000155,0.001357
british,4,0.000077,0.000732
thor,3,0.000058,0.000566
alamonyc,3,0.000058,0.000566
safe,18,0.000348,0.002771
mr,16,0.000309,0.002500
gm,5,0.000097,0.000894
able,19,0.000367,0.002906
drawing,4,0.000077,0.000732
anybody,4,0.000077,0.000732
td,7,0.000135,0.001206
vikes,4,0.000077,0.000732
keenum,13,0.000251,0.002083
drives,4,0.000077,0.000732
agree,23,0.000445,0.003432
los,29,0.000561,0.004198
el,57,0.001102,0.007506
ago,27,0.000522,0.003945
upset,15,0.000290,0.002362
ad,12,0.000232,0.001942
ig,7,0.000135,0.001206
breakfast,3,0.000058,0.000566
soho,4,0.000077,0.000732
retweet,8,0.000155,0.001357
puertorico,8,0.000155,0.001357
jonesact,3,0.000058,0.000566
compared,4,0.000077,0.000732
bit,19,0.000367,0.002906
click,22,0.000425,0.003302
details,5,0.000097,0.000894
join,12,0.000232,0.001942
tuesday,10,0.000193,0.001653
creators,5,0.000097,0.000894
checking,4,0.000077,0.000732
bag,12,0.000232,0.001942
airport,3,0.000058,0.000566
omg,53,0.001025,0.007054
seasons,6,0.000116,0.001051
shameless,3,0.000058,0.000566
month,16,0.000309,0.002500
greatest,12,0.000232,0.001942
smells,6,0.000116,0.001051
spirit,8,0.000155,0.001357
harry,3,0.000058,0.000566
sza,8,0.000155,0.001357
wanna,65,0.001257,0.008394
class,15,0.000290,0.002362
er,4,0.000077,0.000732
nikki,5,0.000097,0.000894
cross,6,0.000116,0.001051
match,15,0.000290,0.002362
sea,6,0.000116,0.001051
celebrate,4,0.000077,0.000732
october,41,0.000793,0.005660
pork,3,0.000058,0.000566
harvest,4,0.000077,0.000732
theme,5,0.000097,0.000894
jeff,6,0.000116,0.001051
affection,3,0.000058,0.000566
stick,8,0.000155,0.001357
god,65,0.001257,0.008394
moron,15,0.000290,0.002362
act,16,0.000309,0.002500
listen,25,0.000483,0.003690
members,10,0.000193,0.001653
gun,10,0.000193,0.001653
violence,4,0.000077,0.000732
victims,10,0.000193,0.001653
golden,8,0.000155,0.001357
awards,7,0.000135,0.001206
caribbean,4,0.000077,0.000732
mondays,10,0.000193,0.001653
harlem,10,0.000193,0.001653
west,20,0.000387,0.003039
expecting,4,0.000077,0.000732
lindseygrahamsc,11,0.000213,0.001798
gives,11,0.000213,0.001798
ideas,9,0.000174,0.001506
basic,4,0.000077,0.000732
root,3,0.000058,0.000566
turn,32,0.000619,0.004571
channel,11,0.000213,0.001798
hey,69,0.001334,0.008831
aint,42,0.000812,0.005779
true,47,0.000909,0.006364
honor,22,0.000425,0.003302
flow,6,0.000116,0.001051
chief,4,0.000077,0.000732
essay,4,0.000077,0.000732
writing,8,0.000155,0.001357
coming,44,0.000851,0.006014
sleep,40,0.000773,0.005541
gotham,3,0.000058,0.000566
empire,10,0.000193,0.001653
state,25,0.000483,0.003690
building,18,0.000348,0.002771
mortal,3,0.000058,0.000566
jump,8,0.000155,0.001357
mind,33,0.000638,0.004694
scream,6,0.000116,0.001051
free,46,0.000889,0.006248
accurate,10,0.000193,0.001653
add,13,0.000251,0.002083
min,5,0.000097,0.000894
note,10,0.000193,0.001653
nra,7,0.000135,0.001206
dope,20,0.000387,0.003039
bharta,4,0.000077,0.000732
moms,8,0.000155,0.001357
roasted,4,0.000077,0.000732
til,13,0.000251,0.002083
alarms,4,0.000077,0.000732
dumb,20,0.000387,0.003039
difference,10,0.000193,0.001653
humidity,9,0.000174,0.001506
crying,26,0.000503,0.003818
fk,4,0.000077,0.000732
jake,6,0.000116,0.001051
second,26,0.000503,0.003818
thinks,17,0.000329,0.002636
non,7,0.000135,0.001206
alcoholic,3,0.000058,0.000566
beer,10,0.000193,0.001653
mercer,3,0.000058,0.000566
bannon,16,0.000309,0.002500
things,62,0.001199,0.008063
democratic,3,0.000058,0.000566
baby,53,0.001025,0.007054
statement,8,0.000155,0.001357
introducing,4,0.000077,0.000732
limited,7,0.000135,0.001206
edition,7,0.000135,0.001206
tees,4,0.000077,0.000732
beat,28,0.000541,0.004072
higher,5,0.000097,0.000894
wondering,5,0.000097,0.000894
wasnt,36,0.000696,0.005060
green,12,0.000232,0.001942
edge,5,0.000097,0.000894
impeachdtrump,3,0.000058,0.000566
forward,12,0.000232,0.001942
mom,28,0.000541,0.004072
cookies,4,0.000077,0.000732
calls,7,0.000135,0.001206
checkout,3,0.000058,0.000566
lil,14,0.000271,0.002224
crush,9,0.000174,0.001506
laugh,12,0.000232,0.001942
complain,3,0.000058,0.000566
melina,5,0.000097,0.000894
tune,10,0.000193,0.001653
forgot,20,0.000387,0.003039
field,13,0.000251,0.002083
win,75,0.001450,0.009478
episode,27,0.000522,0.003945
especially,10,0.000193,0.001653
ii,4,0.000077,0.000732
television,3,0.000058,0.000566
type,12,0.000232,0.001942
gay,16,0.000309,0.002500
peoples,11,0.000213,0.001798
supposed,12,0.000232,0.001942
netflix,16,0.000309,0.002500
hook,5,0.000097,0.000894
mans,9,0.000174,0.001506
header,3,0.000058,0.000566
check,38,0.000735,0.005302
meal,5,0.000097,0.000894
ahora,6,0.000116,0.001051
bueno,5,0.000097,0.000894
quien,5,0.000097,0.000894
voy,5,0.000097,0.000894
everyday,16,0.000309,0.002500
learn,18,0.000348,0.002771
daily,8,0.000155,0.001357
pure,8,0.000155,0.001357
guy,52,0.001005,0.006940
senator,4,0.000077,0.000732
threat,3,0.000058,0.000566
enter,6,0.000116,0.001051
suffer,5,0.000097,0.000894
layaette,3,0.000058,0.000566
custom,4,0.000077,0.000732
labels,3,0.000058,0.000566
business,21,0.000406,0.003171
sauce,9,0.000174,0.001506
seanhannity,11,0.000213,0.001798
hannity,6,0.000116,0.001051
sound,20,0.000387,0.003039
stupid,21,0.000406,0.003171
laura,3,0.000058,0.000566
speak,24,0.000464,0.003562
trending,15,0.000290,0.002362
telling,11,0.000213,0.001798
soooooo,3,0.000058,0.000566
devastating,3,0.000058,0.000566
quick,16,0.000309,0.002500
user,3,0.000058,0.000566
plays,10,0.000193,0.001653
based,12,0.000232,0.001942
kneeling,7,0.000135,0.001206
focused,5,0.000097,0.000894
midnight,5,0.000097,0.000894
bar,30,0.000580,0.004323
inning,6,0.000116,0.001051
trash,23,0.000445,0.003432
grocery,3,0.000058,0.000566
forgotten,4,0.000077,0.000732
eating,16,0.000309,0.002500
pasta,10,0.000193,0.001653
brand,15,0.000290,0.002362
version,10,0.000193,0.001653
polaris,6,0.000116,0.001051
sending,9,0.000174,0.001506
core,4,0.000077,0.000732
cal,5,0.000097,0.000894
tony,3,0.000058,0.000566
moment,28,0.000541,0.004072
brought,10,0.000193,0.001653
caring,3,0.000058,0.000566
hearts,8,0.000155,0.001357
seinfeld,3,0.000058,0.000566
shown,6,0.000116,0.001051
error,3,0.000058,0.000566
ways,9,0.000174,0.001506
hella,6,0.000116,0.001051
fast,19,0.000367,0.002906
beats,7,0.000135,0.001206
begins,5,0.000097,0.000894
ganas,7,0.000135,0.001206
volver,3,0.000058,0.000566
bridge,8,0.000155,0.001357
saving,3,0.000058,0.000566
looking,46,0.000889,0.006248
super,37,0.000715,0.005181
gym,13,0.000251,0.002083
dream,14,0.000271,0.002224
lower,5,0.000097,0.000894
status,6,0.000116,0.001051
ignoring,5,0.000097,0.000894
temperature,4,0.000077,0.000732
wearing,18,0.000348,0.002771
degrees,10,0.000193,0.001653
prettiest,3,0.000058,0.000566
phenomenal,5,0.000097,0.000894
wonderful,11,0.000213,0.001798
effort,9,0.000174,0.001506
sis,17,0.000329,0.002636
street,51,0.000986,0.006825
yelling,5,0.000097,0.000894
sad,52,0.001005,0.006940
saying,43,0.000831,0.005897
fighting,11,0.000213,0.001798
boss,7,0.000135,0.001206
sale,11,0.000213,0.001798
favorite,49,0.000947,0.006596
wanted,20,0.000387,0.003039
likes,20,0.000387,0.003039
ugly,17,0.000329,0.002636
ice,19,0.000367,0.002906
cream,12,0.000232,0.001942
carry,4,0.000077,0.000732
total,12,0.000232,0.001942
inspiration,6,0.000116,0.001051
privilege,8,0.000155,0.001357
red,29,0.000561,0.004198
yup,10,0.000193,0.001653
generation,3,0.000058,0.000566
figure,11,0.000213,0.001798
rtdna,6,0.000116,0.001051
big,73,0.001411,0.009264
scifi,9,0.000174,0.001506
pregnant,7,0.000135,0.001206
avi,7,0.000135,0.001206
decent,4,0.000077,0.000732
insane,15,0.000290,0.002362
amor,4,0.000077,0.000732
apology,3,0.000058,0.000566
straight,12,0.000232,0.001942
birds,3,0.000058,0.000566
moments,5,0.000097,0.000894
poster,7,0.000135,0.001206
rightviewpoint,4,0.000077,0.000732
azygoslobe,4,0.000077,0.000732
scrowder,4,0.000077,0.000732
dineshdsouza,8,0.000155,0.001357
proof,3,0.000058,0.000566
literal,5,0.000097,0.000894
garbage,7,0.000135,0.001206
tour,13,0.000251,0.002083
handing,3,0.000058,0.000566
acting,6,0.000116,0.001051
bradford,15,0.000290,0.002362
qb,11,0.000213,0.001798
healthy,8,0.000155,0.001357
pan,3,0.000058,0.000566
fish,4,0.000077,0.000732
tacos,3,0.000058,0.000566
floyd,4,0.000077,0.000732
mayweather,3,0.000058,0.000566
starwarsthelastjedi,11,0.000213,0.001798
grew,6,0.000116,0.001051
leg,7,0.000135,0.001206
hungry,9,0.000174,0.001506
wolf,6,0.000116,0.001051
fail,9,0.000174,0.001506
dick,16,0.000309,0.002500
worth,21,0.000406,0.003171
sentinel,3,0.000058,0.000566
ss,3,0.000058,0.000566
babe,54,0.001044,0.007167
kit,4,0.000077,0.000732
kat,3,0.000058,0.000566
fact,18,0.000348,0.002771
buy,39,0.000754,0.005422
bags,3,0.000058,0.000566
michaelsmith,6,0.000116,0.001051
bears,27,0.000522,0.003945
fantasy,14,0.000271,0.002224
weekly,5,0.000097,0.000894
matchup,9,0.000174,0.001506
replies,3,0.000058,0.000566
triggered,8,0.000155,0.001357
millennials,3,0.000058,0.000566
offended,6,0.000116,0.001051
deserved,7,0.000135,0.001206
award,8,0.000155,0.001357
nytimes,8,0.000155,0.001357
speaking,9,0.000174,0.001506
enablers,3,0.000058,0.000566
boutta,5,0.000097,0.000894
revolution,3,0.000058,0.000566
responsible,5,0.000097,0.000894
london,3,0.000058,0.000566
morning,21,0.000406,0.003171
dam,4,0.000077,0.000732
sit,13,0.000251,0.002083
movies,9,0.000174,0.001506
talk,45,0.000870,0.006131
democrats,5,0.000097,0.000894
republicans,5,0.000097,0.000894
reach,4,0.000077,0.000732
bts,3,0.000058,0.000566
idk,27,0.000522,0.003945
promise,4,0.000077,0.000732
opportunity,8,0.000155,0.001357
goku,4,0.000077,0.000732
ton,6,0.000116,0.001051
athletes,3,0.000058,0.000566
vibe,6,0.000116,0.001051
strong,17,0.000329,0.002636
warm,6,0.000116,0.001051
tshirt,7,0.000135,0.001206
toss,3,0.000058,0.000566
bunch,7,0.000135,0.001206
homie,6,0.000116,0.001051
official,7,0.000135,0.001206
soccer,4,0.000077,0.000732
nyu,5,0.000097,0.000894
pictures,9,0.000174,0.001506
mirror,7,0.000135,0.001206
quality,6,0.000116,0.001051
transphobic,4,0.000077,0.000732
remarks,3,0.000058,0.000566
homophobic,4,0.000077,0.000732
maana,9,0.000174,0.001506
para,27,0.000522,0.003945
lo,26,0.000503,0.003818
tiene,5,0.000097,0.000894
aunque,3,0.000058,0.000566
argentina,3,0.000058,0.000566
van,9,0.000174,0.001506
esse,4,0.000077,0.000732
picture,17,0.000329,0.002636
bro,36,0.000696,0.005060
emails,4,0.000077,0.000732
sleeping,7,0.000135,0.001206
piss,6,0.000116,0.001051
push,9,0.000174,0.001506
makeup,11,0.000213,0.001798
lmaooooo,3,0.000058,0.000566
dawg,6,0.000116,0.001051
tiffany,5,0.000097,0.000894
girls,33,0.000638,0.004694
collection,8,0.000155,0.001357
ps,9,0.000174,0.001506
disclothesure,3,0.000058,0.000566
amen,3,0.000058,0.000566
park,23,0.000445,0.003432
weather,8,0.000155,0.001357
snapchat,9,0.000174,0.001506
accent,3,0.000058,0.000566
rejection,3,0.000058,0.000566
glad,27,0.000522,0.003945
alot,4,0.000077,0.000732
ban,3,0.000058,0.000566
sucks,11,0.000213,0.001798
book,28,0.000541,0.004072
prize,6,0.000116,0.001051
novel,3,0.000058,0.000566
project,16,0.000309,0.002500
hat,7,0.000135,0.001206
house,34,0.000657,0.004817
penn,12,0.000232,0.001942
artist,19,0.000367,0.002906
asks,3,0.000058,0.000566
liu,3,0.000058,0.000566
drive,9,0.000174,0.001506
ask,39,0.000754,0.005422
source,6,0.000116,0.001051
caught,13,0.000251,0.002083
books,7,0.000135,0.001206
truck,3,0.000058,0.000566
east,30,0.000580,0.004323
enjoy,12,0.000232,0.001942
middle,14,0.000271,0.002224
weight,3,0.000058,0.000566
area,15,0.000290,0.002362
annoying,6,0.000116,0.001051
times,76,0.001469,0.009585
tix,14,0.000271,0.002224
racist,25,0.000483,0.003690
ignorant,6,0.000116,0.001051
parent,3,0.000058,0.000566
laughed,4,0.000077,0.000732
f,12,0.000232,0.001942
acknowledge,8,0.000155,0.001357
blessing,3,0.000058,0.000566
stage,6,0.000116,0.001051
drunk,15,0.000290,0.002362
points,12,0.000232,0.001942
clearly,22,0.000425,0.003302
problems,6,0.000116,0.001051
minvschi,5,0.000097,0.000894
comics,7,0.000135,0.001206
batman,3,0.000058,0.000566
available,13,0.000251,0.002083
major,10,0.000193,0.001653
platforms,5,0.000097,0.000894
basketball,9,0.000174,0.001506
aunt,3,0.000058,0.000566
uncle,6,0.000116,0.001051
sf,5,0.000097,0.000894
earthquake,5,0.000097,0.000894
san,5,0.000097,0.000894
jose,3,0.000058,0.000566
breath,4,0.000077,0.000732
fresh,13,0.000251,0.002083
basically,12,0.000232,0.001942
saludos,6,0.000116,0.001051
desde,5,0.000097,0.000894
familia,3,0.000058,0.000566
cleaning,7,0.000135,0.001206
premiere,5,0.000097,0.000894
nycc,31,0.000599,0.004447
sneak,6,0.000116,0.001051
horror,8,0.000155,0.001357
blog,8,0.000155,0.001357
post,23,0.000445,0.003432
uber,12,0.000232,0.001942
company,16,0.000309,0.002500
press,14,0.000271,0.002224
les,6,0.000116,0.001051
le,28,0.000541,0.004072
hoes,8,0.000155,0.001357
lmfaooooo,10,0.000193,0.001653
poor,16,0.000309,0.002500
featuring,4,0.000077,0.000732
hehehe,3,0.000058,0.000566
boyfriend,14,0.000271,0.002224
plan,11,0.000213,0.001798
huh,14,0.000271,0.002224
animal,9,0.000174,0.001506
evening,26,0.000503,0.003818
strength,8,0.000155,0.001357
amazon,4,0.000077,0.000732
law,11,0.000213,0.001798
titties,4,0.000077,0.000732
serve,4,0.000077,0.000732
given,15,0.000290,0.002362
concert,16,0.000309,0.002500
rock,18,0.000348,0.002771
potus,32,0.000619,0.004571
k,12,0.000232,0.001942
pa,9,0.000174,0.001506
m,10,0.000193,0.001653
ap,6,0.000116,0.001051
lucky,10,0.000193,0.001653
met,27,0.000522,0.003945
university,9,0.000174,0.001506
worked,13,0.000251,0.002083
lifestyle,3,0.000058,0.000566
sharpton,5,0.000097,0.000894
driver,3,0.000058,0.000566
peak,7,0.000135,0.001206
vid,3,0.000058,0.000566
insta,3,0.000058,0.000566
snap,9,0.000174,0.001506
pics,10,0.000193,0.001653
confuse,3,0.000058,0.000566
duty,3,0.000058,0.000566
protect,8,0.000155,0.001357
foolishness,3,0.000058,0.000566
showing,14,0.000271,0.002224
consistently,5,0.000097,0.000894
open,22,0.000425,0.003302
coffee,12,0.000232,0.001942
heres,23,0.000445,0.003432
dan,8,0.000155,0.001357
curious,4,0.000077,0.000732
ha,21,0.000406,0.003171
hello,11,0.000213,0.001798
correct,5,0.000097,0.000894
outta,12,0.000232,0.001942
bird,10,0.000193,0.001653
msm,3,0.000058,0.000566
maddow,6,0.000116,0.001051
cnn,13,0.000251,0.002083
studio,17,0.000329,0.002636
museum,13,0.000251,0.002083
sushi,5,0.000097,0.000894
hotel,9,0.000174,0.001506
fandango,10,0.000193,0.001653
amctheatres,8,0.000155,0.001357
theaters,3,0.000058,0.000566
blood,14,0.000271,0.002224
spoke,3,0.000058,0.000566
corner,4,0.000077,0.000732
cafe,3,0.000058,0.000566
bakery,3,0.000058,0.000566
afraid,12,0.000232,0.001942
heads,4,0.000077,0.000732
early,13,0.000251,0.002083
reserved,3,0.000058,0.000566
theatre,4,0.000077,0.000732
sold,8,0.000155,0.001357
whiskey,5,0.000097,0.000894
saved,9,0.000174,0.001506
china,4,0.000077,0.000732
breaking,15,0.000290,0.002362
romantic,4,0.000077,0.000732
feelings,10,0.000193,0.001653
stripper,3,0.000058,0.000566
halftime,6,0.000116,0.001051
este,10,0.000193,0.001653
festival,8,0.000155,0.001357
hay,7,0.000135,0.001206
se,37,0.000715,0.005181
school,42,0.000812,0.005779
shift,5,0.000097,0.000894
las,17,0.000329,0.002636
al,17,0.000329,0.002636
mundial,4,0.000077,0.000732
su,7,0.000135,0.001206
fin,3,0.000058,0.000566
nada,9,0.000174,0.001506
genuinely,4,0.000077,0.000732
foot,7,0.000135,0.001206
thehill,4,0.000077,0.000732
trumps,13,0.000251,0.002083
secret,5,0.000097,0.000894
defeat,3,0.000058,0.000566
isis,4,0.000077,0.000732
campaign,4,0.000077,0.000732
che,5,0.000097,0.000894
goals,9,0.000174,0.001506
da,22,0.000425,0.003302
di,7,0.000135,0.001206
cody,5,0.000097,0.000894
corey,4,0.000077,0.000732
traceeellisross,7,0.000135,0.001206
elainewelteroth,5,0.000097,0.000894
paleyfest,8,0.000155,0.001357
panel,7,0.000135,0.001206
commend,3,0.000058,0.000566
keeping,8,0.000155,0.001357
nova,4,0.000077,0.000732
reasons,7,0.000135,0.001206
information,3,0.000058,0.000566
sell,6,0.000116,0.001051
place,41,0.000793,0.005660
shirts,5,0.000097,0.000894
theyd,4,0.000077,0.000732
triple,6,0.000116,0.001051
strowman,3,0.000058,0.000566
discount,4,0.000077,0.000732
apply,9,0.000174,0.001506
trade,7,0.000135,0.001206
extension,3,0.000058,0.000566
mileycyrus,4,0.000077,0.000732
voiceblinds,5,0.000097,0.000894
leader,8,0.000155,0.001357
speech,5,0.000097,0.000894
rap,6,0.000116,0.001051
remembered,9,0.000174,0.001506
meeting,14,0.000271,0.002224
force,19,0.000367,0.002906
media,24,0.000464,0.003562
disappointed,8,0.000155,0.001357
dress,9,0.000174,0.001506
fix,7,0.000135,0.001206
boy,37,0.000715,0.005181
happiness,6,0.000116,0.001051
catching,10,0.000193,0.001653
booking,3,0.000058,0.000566
nearly,4,0.000077,0.000732
later,19,0.000367,0.002906
chat,9,0.000174,0.001506
whoisconway,3,0.000058,0.000566
mos,4,0.000077,0.000732
start,57,0.001102,0.007506
settled,3,0.000058,0.000566
shitty,7,0.000135,0.001206
fool,10,0.000193,0.001653
youtube,22,0.000425,0.003302
strike,10,0.000193,0.001653
n,36,0.000696,0.005060
spent,13,0.000251,0.002083
apple,18,0.000348,0.002771
store,11,0.000213,0.001798
nightmares,3,0.000058,0.000566
overtime,5,0.000097,0.000894
police,21,0.000406,0.003171
involved,8,0.000155,0.001357
gig,5,0.000097,0.000894
hero,11,0.000213,0.001798
bye,10,0.000193,0.001653
justice,5,0.000097,0.000894
released,7,0.000135,0.001206
christmas,8,0.000155,0.001357
dark,17,0.000329,0.002636
lighting,6,0.000116,0.001051
perspective,6,0.000116,0.001051
iq,3,0.000058,0.000566
english,8,0.000155,0.001357
understand,21,0.000406,0.003171
experience,14,0.000271,0.002224
tinder,4,0.000077,0.000732
sister,22,0.000425,0.003302
cars,7,0.000135,0.001206
broken,6,0.000116,0.001051
solo,10,0.000193,0.001653
staying,5,0.000097,0.000894
associated,3,0.000058,0.000566
liked,14,0.000271,0.002224
abt,10,0.000193,0.001653
settle,3,0.000058,0.000566
fuckin,15,0.000290,0.002362
anymore,29,0.000561,0.004198
bs,7,0.000135,0.001206
idgsummit,3,0.000058,0.000566
sparkmvmnt,3,0.000058,0.000566
feminist,4,0.000077,0.000732
hanging,4,0.000077,0.000732
facebook,10,0.000193,0.001653
clintons,3,0.000058,0.000566
numbers,4,0.000077,0.000732
shake,8,0.000155,0.001357
semester,5,0.000097,0.000894
crossed,3,0.000058,0.000566
crap,4,0.000077,0.000732
mother,9,0.000174,0.001506
stuff,15,0.000290,0.002362
arrived,5,0.000097,0.000894
height,3,0.000058,0.000566
movement,4,0.000077,0.000732
complete,11,0.000213,0.001798
senbobcorker,8,0.000155,0.001357
believes,5,0.000097,0.000894
puts,7,0.000135,0.001206
path,4,0.000077,0.000732
si,14,0.000271,0.002224
parece,5,0.000097,0.000894
amiga,5,0.000097,0.000894
ohio,3,0.000058,0.000566
tn,5,0.000097,0.000894
husband,3,0.000058,0.000566
grip,3,0.000058,0.000566
john,22,0.000425,0.003302
lennon,5,0.000097,0.000894
upper,9,0.000174,0.001506
por,24,0.000464,0.003562
te,9,0.000174,0.001506
drinks,6,0.000116,0.001051
jj,5,0.000097,0.000894
nj,24,0.000464,0.003562
rob,3,0.000058,0.000566
covering,3,0.000058,0.000566
lonely,6,0.000116,0.001051
extremely,5,0.000097,0.000894
hold,15,0.000290,0.002362
mayor,7,0.000135,0.001206
helps,4,0.000077,0.000732
difficult,6,0.000116,0.001051
independent,4,0.000077,0.000732
security,7,0.000135,0.001206
different,24,0.000464,0.003562
ah,8,0.000155,0.001357
lyft,6,0.000116,0.001051
chinese,4,0.000077,0.000732
studying,3,0.000058,0.000566
cup,11,0.000213,0.001798
wine,20,0.000387,0.003039
todays,10,0.000193,0.001653
paper,12,0.000232,0.001942
pleasure,3,0.000058,0.000566
share,14,0.000271,0.002224
supremacist,5,0.000097,0.000894
meaning,5,0.000097,0.000894
teach,3,0.000058,0.000566
loud,6,0.000116,0.001051
completely,9,0.000174,0.001506
sober,3,0.000058,0.000566
head,30,0.000580,0.004323
theyll,3,0.000058,0.000566
roman,5,0.000097,0.000894
loves,12,0.000232,0.001942
hands,11,0.000213,0.001798
government,6,0.000116,0.001051
hitting,7,0.000135,0.001206
fortnitegame,3,0.000058,0.000566
lmk,6,0.000116,0.001051
sitting,10,0.000193,0.001653
giants,14,0.000271,0.002224
jeweljk,3,0.000058,0.000566
voice,20,0.000387,0.003039
brain,5,0.000097,0.000894
dos,6,0.000116,0.001051
eu,10,0.000193,0.001653
view,13,0.000251,0.002083
totally,19,0.000367,0.002906
science,9,0.000174,0.001506
tells,6,0.000116,0.001051
bought,22,0.000425,0.003302
fit,16,0.000309,0.002500
inside,11,0.000213,0.001798
earlier,4,0.000077,0.000732
bunny,3,0.000058,0.000566
ranch,4,0.000077,0.000732
espn,47,0.000909,0.006364
reaction,5,0.000097,0.000894
text,21,0.000406,0.003171
reply,4,0.000077,0.000732
quiet,6,0.000116,0.001051
form,6,0.000116,0.001051
headshots,3,0.000058,0.000566
signs,8,0.000155,0.001357
karma,3,0.000058,0.000566
jhene,4,0.000077,0.000732
