Number of pairs,13911.000000
Number of unique pairs,2640
Average pair frequency,5.269318
Pair entropy,7.535640

Pair,Frequency,Proportion,Entropy Term,Mutual Information
oh shit,4.000000,0.000288,0.002345,3.942936
oh star,3.000000,0.000216,0.001821,3.875218
oh yeah,4.000000,0.000288,0.002345,4.809527
oh god,13.000000,0.000935,0.006519,6.003450
oh boy,3.000000,0.000216,0.001821,5.100582
oh yah,3.000000,0.000216,0.001821,6.765590
didnt like,6.000000,0.000431,0.003342,3.102568
didnt know,11.000000,0.000791,0.005648,4.399962
didnt need,3.000000,0.000216,0.001821,3.663129
didnt happen,3.000000,0.000216,0.001821,5.422313
didnt end,3.000000,0.000216,0.001821,4.788589
didnt tell,5.000000,0.000359,0.002851,4.986542
didnt wrong,4.000000,0.000288,0.002345,5.139450
didnt scare,4.000000,0.000288,0.002345,7.022181
lol like,3.000000,0.000216,0.001821,1.925484
lol game,3.000000,0.000216,0.001821,2.883267
lol playing,3.000000,0.000216,0.001821,3.906013
lol make,3.000000,0.000216,0.001821,3.199260
lol just,9.000000,0.000647,0.004751,2.871838
lol got,3.000000,0.000216,0.001821,2.835180
lol did,3.000000,0.000216,0.001821,3.060674
lol time,3.000000,0.000216,0.001821,2.811978
miss beloved,4.000000,0.000288,0.002345,7.556607
miss saigon,3.000000,0.000216,0.001821,7.962072
nfl game,4.000000,0.000288,0.002345,4.502183
nfl players,8.000000,0.000575,0.004291,7.176332
work like,3.000000,0.000216,0.001821,2.349997
work day,3.000000,0.000216,0.001821,3.411500
work ny,5.000000,0.000359,0.002851,4.256614
work good,3.000000,0.000216,0.001821,3.127924
work latest,3.000000,0.000216,0.001821,6.223091
work tomorrow,3.000000,0.000216,0.001821,4.132350
work view,3.000000,0.000216,0.001821,6.056037
say just,4.000000,0.000288,0.002345,2.475852
say lol,3.000000,0.000216,0.001821,3.542512
say u,4.000000,0.000288,0.002345,3.763300
say good,3.000000,0.000216,0.001821,3.118355
say want,3.000000,0.000216,0.001821,3.396481
say hi,3.000000,0.000216,0.001821,4.973830
say shit,3.000000,0.000216,0.001821,3.555171
say whats,4.000000,0.000288,0.002345,4.189568
say star,3.000000,0.000216,0.001821,3.775135
look like,12.000000,0.000863,0.006086,3.848083
look day,3.000000,0.000216,0.001821,3.523291
look just,3.000000,0.000216,0.001821,2.309530
look good,3.000000,0.000216,0.001821,3.239716
look bad,3.000000,0.000216,0.001821,4.266869
look great,4.000000,0.000288,0.002345,4.071699
look face,3.000000,0.000216,0.001821,4.762485
isnt way,3.000000,0.000216,0.001821,4.487359
feels like,12.000000,0.000863,0.006086,5.048478
feels good,5.000000,0.000359,0.002851,4.950936
comes homeboy,3.000000,0.000216,0.001821,6.672332
comes fuck,3.000000,0.000216,0.001821,4.107383
homeboy like,3.000000,0.000216,0.001821,4.691803
homeboy gonna,3.000000,0.000216,0.001821,6.217860
gonna like,6.000000,0.000431,0.003342,2.942603
gonna love,4.000000,0.000288,0.002345,2.967485
gonna say,3.000000,0.000216,0.001821,3.866484
gonna u,3.000000,0.000216,0.001821,3.384646
gonna shit,3.000000,0.000216,0.001821,3.464199
gonna hit,3.000000,0.000216,0.001821,4.806873
gonna watch,4.000000,0.000288,0.002345,4.243779
gonna wear,3.000000,0.000216,0.001821,5.475922
gonna start,3.000000,0.000216,0.001821,4.477393
goes ya,3.000000,0.000216,0.001821,5.344204
waiting trailer,3.000000,0.000216,0.001821,4.896220
club girls,3.000000,0.000216,0.001821,6.633375
reunion set,3.000000,0.000216,0.001821,7.225122
reunion alschnier,3.000000,0.000216,0.001821,9.527707
williamsburg brooklyn,6.000000,0.000431,0.003342,7.006752
blade runner,13.000000,0.000935,0.006519,9.394176
brooklyn williamsburg,3.000000,0.000216,0.001821,6.313605
brooklyn ny,11.000000,0.000791,0.005648,5.135586
brooklyn nyc,3.000000,0.000216,0.001821,3.605554
brooklyn manhattan,10.000000,0.000719,0.005203,5.415663
brooklyn cleared,9.000000,0.000647,0.004751,6.048912
brooklyn incident,8.000000,0.000575,0.004291,5.458223
brooklyn w,4.000000,0.000288,0.002345,4.354791
brooklyn hey,3.000000,0.000216,0.001821,4.477393
brooklyn bridge,4.000000,0.000288,0.002345,6.919740
ny world,3.000000,0.000216,0.001821,4.072691
ny yankees,3.000000,0.000216,0.001821,2.922119
ny nyc,4.000000,0.000288,0.002345,3.571916
ny opening,3.000000,0.000216,0.001821,5.445740
ny thing,3.000000,0.000216,0.001821,3.785009
ny latest,3.000000,0.000216,0.001821,5.992284
ny time,3.000000,0.000216,0.001821,3.005684
ny star,3.000000,0.000216,0.001821,3.553898
ny job,3.000000,0.000216,0.001821,4.478156
ny w,7.000000,0.000503,0.003822,4.593086
ny click,4.000000,0.000288,0.002345,5.586819
ny times,3.000000,0.000216,0.001821,4.059446
ny view,3.000000,0.000216,0.001821,5.825230
ny northcountry,4.000000,0.000288,0.002345,7.291567
trailer like,4.000000,0.000288,0.002345,2.245118
trailer monday,3.000000,0.000216,0.001821,4.134080
trailer just,4.000000,0.000288,0.002345,2.092859
trailer looks,4.000000,0.000288,0.002345,4.508773
trailer need,4.000000,0.000288,0.002345,3.498826
trailer good,4.000000,0.000288,0.002345,3.023045
trailer jedi,6.000000,0.000431,0.003342,5.050370
trailer starwars,12.000000,0.000863,0.006086,5.245271
trailer thelastjedi,13.000000,0.000935,0.006519,4.924077
trailer great,3.000000,0.000216,0.001821,3.279664
trailer watch,3.000000,0.000216,0.001821,3.664076
trailer star,6.000000,0.000431,0.003342,4.085289
trailer wars,6.000000,0.000431,0.003342,4.221091
trailer scifi,3.000000,0.000216,0.001821,6.031200
watching game,5.000000,0.000359,0.002851,4.068547
watching trailer,11.000000,0.000791,0.005648,5.133258
watching yankees,5.000000,0.000359,0.002851,3.913693
watching jedi,3.000000,0.000216,0.001821,4.999727
watching starwars,3.000000,0.000216,0.001821,4.501480
watching thelastjedi,3.000000,0.000216,0.001821,4.100243
watching football,4.000000,0.000288,0.002345,5.547692
watching star,3.000000,0.000216,0.001821,4.034646
watching favorite,3.000000,0.000216,0.001821,4.979107
honestly just,5.000000,0.000359,0.002851,3.481754
hollywood men,3.000000,0.000216,0.001821,6.126510
pretty monday,7.000000,0.000503,0.003822,5.875195
pretty just,3.000000,0.000216,0.001821,2.698995
pretty say,3.000000,0.000216,0.001821,4.468282
pretty good,17.000000,0.001222,0.008197,5.363782
pretty great,4.000000,0.000288,0.002345,4.461164
pretty sure,6.000000,0.000431,0.003342,5.704515
pretty youre,4.000000,0.000288,0.002345,4.482670
pretty hope,12.000000,0.000863,0.006086,5.986748
fucking love,4.000000,0.000288,0.002345,3.039588
fucking just,3.000000,0.000216,0.001821,2.169301
fucking realdonaldtrump,3.000000,0.000216,0.001821,3.772266
fucking hate,3.000000,0.000216,0.001821,4.515011
fucking lit,3.000000,0.000216,0.001821,5.648109
fucking ice,3.000000,0.000216,0.001821,5.648109
thanks best,3.000000,0.000216,0.001821,3.886645
point love,3.000000,0.000216,0.001821,3.735856
positive yards,9.000000,0.000647,0.004751,8.274944
positive lateral,8.000000,0.000575,0.004291,8.899099
wtf going,3.000000,0.000216,0.001821,4.551959
doing game,3.000000,0.000216,0.001821,3.608365
doing days,3.000000,0.000216,0.001821,4.747184
doing thing,4.000000,0.000288,0.002345,4.604083
doing great,3.000000,0.000216,0.001821,3.972811
doing job,3.000000,0.000216,0.001821,5.009548
doing wrong,3.000000,0.000216,0.001821,5.092930
doing things,3.000000,0.000216,0.001821,4.794437
u like,4.000000,0.000288,0.002345,2.146272
u make,5.000000,0.000359,0.002851,3.643192
u just,4.000000,0.000288,0.002345,1.994013
u know,8.000000,0.000575,0.004291,3.530678
u need,3.000000,0.000216,0.001821,3.112299
u miss,3.000000,0.000216,0.001821,3.924886
u look,4.000000,0.000288,0.002345,3.884661
u good,4.000000,0.000288,0.002345,2.924199
u think,5.000000,0.000359,0.002851,3.528416
u want,5.000000,0.000359,0.002851,3.425468
u nyc,3.000000,0.000216,0.001821,3.023633
u left,3.000000,0.000216,0.001821,4.178335
u ur,9.000000,0.000647,0.004751,5.356990
u come,3.000000,0.000216,0.001821,3.309297
u really,3.000000,0.000216,0.001821,2.898470
u gotta,3.000000,0.000216,0.001821,4.018704
u friends,3.000000,0.000216,0.001821,3.785773
u r,5.000000,0.000359,0.002851,5.273108
u wanna,3.000000,0.000216,0.001821,3.955191
u eat,3.000000,0.000216,0.001821,4.728381
lives blessed,3.000000,0.000216,0.001821,7.229895
lives incredible,3.000000,0.000216,0.001821,7.283963
lives talent,3.000000,0.000216,0.001821,7.776439
blessed incredible,3.000000,0.000216,0.001821,7.430566
blessed talent,3.000000,0.000216,0.001821,7.923043
blessed curtis,3.000000,0.000216,0.001821,9.222326
incredible talent,3.000000,0.000216,0.001821,7.977110
incredible curtis,3.000000,0.000216,0.001821,9.276393
incredible fontaine,3.000000,0.000216,0.001821,9.276393
talent curtis,3.000000,0.000216,0.001821,9.768869
talent fontaine,3.000000,0.000216,0.001821,9.768869
talent xycurtisz,3.000000,0.000216,0.001821,9.768869
curtis fontaine,3.000000,0.000216,0.001821,11.068152
curtis xycurtisz,3.000000,0.000216,0.001821,11.068152
fontaine xycurtisz,3.000000,0.000216,0.001821,11.068152
ugh convinced,3.000000,0.000216,0.001821,8.050441
yankee game,3.000000,0.000216,0.001821,5.649586
yankee stadium,3.000000,0.000216,0.001821,8.765567
yankees like,5.000000,0.000359,0.002851,2.037154
yankees game,15.000000,0.001078,0.007367,4.093549
yankees nice,3.000000,0.000216,0.001821,3.702972
yankees just,8.000000,0.000575,0.004291,2.354899
yankees know,5.000000,0.000359,0.002851,2.728412
yankees got,4.000000,0.000288,0.002345,2.723707
yankees oh,3.000000,0.000216,0.001821,3.243440
yankees fucking,5.000000,0.000359,0.002851,3.635313
yankees doing,3.000000,0.000216,0.001821,3.453511
yankees realdonaldtrump,3.000000,0.000216,0.001821,2.977035
yankees nyc,3.000000,0.000216,0.001821,2.691371
yankees fans,4.000000,0.000288,0.002345,4.447413
yankees wednesday,4.000000,0.000288,0.002345,4.529651
yankees thing,5.000000,0.000359,0.002851,3.702972
yankees series,3.000000,0.000216,0.001821,4.083745
yankees cleveland,6.000000,0.000431,0.003342,4.964103
yankees indians,12.000000,0.000863,0.006086,5.494732
yankees year,3.000000,0.000216,0.001821,3.402867
yankees great,3.000000,0.000216,0.001821,2.848557
yankees hate,3.000000,0.000216,0.001821,3.719779
yankees lets,5.000000,0.000359,0.002851,3.977409
yankees yankeesvsindians,4.000000,0.000288,0.002345,6.005557
yankees tonight,5.000000,0.000359,0.002851,3.487861
yankees letsgoyankees,3.000000,0.000216,0.001821,5.232367
yankees mlb,7.000000,0.000503,0.003822,5.553572
yankees alds,7.000000,0.000503,0.003822,5.509120
yankees friday,8.000000,0.000575,0.004291,3.801412
yankees games,3.000000,0.000216,0.001821,4.578441
yankees beat,3.000000,0.000216,0.001821,4.465112
yankees win,16.000000,0.001150,0.007784,5.153805
yankees won,3.000000,0.000216,0.001821,4.752794
yankees pinstripepride,4.000000,0.000288,0.002345,5.040476
yankees octoberbaseball,4.000000,0.000288,0.002345,6.698704
yankees strip,3.000000,0.000216,0.001821,3.702972
good like,5.000000,0.000359,0.002851,2.012153
good way,5.000000,0.000359,0.002851,3.512456
good right,5.000000,0.000359,0.002851,3.189391
good day,4.000000,0.000288,0.002345,2.850511
good love,3.000000,0.000216,0.001821,1.931674
good monday,7.000000,0.000503,0.003822,4.525269
good night,5.000000,0.000359,0.002851,3.285929
good just,8.000000,0.000575,0.004291,2.329898
good know,4.000000,0.000288,0.002345,2.480268
good work,5.000000,0.000359,0.002851,3.638750
good fucking,3.000000,0.000216,0.001821,3.099487
good yankees,4.000000,0.000288,0.002345,2.591937
good people,6.000000,0.000431,0.003342,3.049362
good food,3.000000,0.000216,0.001821,4.275808
good thing,7.000000,0.000503,0.003822,4.014443
good raw,3.000000,0.000216,0.001821,3.229021
good time,3.000000,0.000216,0.001821,2.387820
good shit,4.000000,0.000288,0.002345,3.003752
good having,8.000000,0.000575,0.004291,4.626010
good tonight,3.000000,0.000216,0.001821,2.952034
good job,6.000000,0.000431,0.003342,4.553440
good youre,17.000000,0.001222,0.008197,4.579663
good friends,4.000000,0.000288,0.002345,3.716192
good face,3.000000,0.000216,0.001821,3.802023
good omg,3.000000,0.000216,0.001821,3.802023
good things,4.000000,0.000288,0.002345,3.932863
good looking,3.000000,0.000216,0.001821,3.943674
good place,3.000000,0.000216,0.001821,4.058743
good start,3.000000,0.000216,0.001821,3.729264
good wine,3.000000,0.000216,0.001821,4.776583
good vibes,3.000000,0.000216,0.001821,5.692874
good hope,14.000000,0.001006,0.006946,4.790972
good idea,4.000000,0.000288,0.002345,4.727793
good hmm,3.000000,0.000216,0.001821,5.980556
believe just,3.000000,0.000216,0.001821,3.153250
hes like,3.000000,0.000216,0.001821,2.528480
hes good,4.000000,0.000288,0.002345,3.594089
hes going,3.000000,0.000216,0.001821,3.669570
hes fuck,3.000000,0.000216,0.001821,3.931934
hes running,3.000000,0.000216,0.001821,5.803736
realdonaldtrump right,5.000000,0.000359,0.002851,3.862171
realdonaldtrump fucking,3.000000,0.000216,0.001821,3.772266
realdonaldtrump going,3.000000,0.000216,0.001821,3.315197
realdonaldtrump people,5.000000,0.000359,0.002851,3.539820
realdonaldtrump vp,6.000000,0.000431,0.003342,5.641735
realdonaldtrump number,17.000000,0.001222,0.008197,6.653336
realdonaldtrump puerto,4.000000,0.000288,0.002345,6.024727
realdonaldtrump moron,4.000000,0.000288,0.002345,6.024727
realdonaldtrump saying,3.000000,0.000216,0.001821,4.683895
realdonaldtrump big,3.000000,0.000216,0.001821,4.154636
realdonaldtrump gop,3.000000,0.000216,0.001821,5.737045
realdonaldtrump rico,3.000000,0.000216,0.001821,6.142510
realdonaldtrump rhl,3.000000,0.000216,0.001821,5.672506
lmao like,3.000000,0.000216,0.001821,2.835505
lmao love,4.000000,0.000288,0.002345,3.553534
pls come,3.000000,0.000216,0.001821,5.737045
think game,3.000000,0.000216,0.001821,2.840183
think ive,3.000000,0.000216,0.001821,3.325075
think love,3.000000,0.000216,0.001821,2.312747
think just,9.000000,0.000647,0.004751,2.828754
think know,3.000000,0.000216,0.001821,2.573659
think trailer,5.000000,0.000359,0.002851,3.627262
think want,3.000000,0.000216,0.001821,2.938453
think going,3.000000,0.000216,0.001821,3.023490
think people,4.000000,0.000288,0.002345,3.024971
think went,3.000000,0.000216,0.001821,4.324748
think did,4.000000,0.000288,0.002345,3.305273
think time,3.000000,0.000216,0.001821,2.768894
think life,3.000000,0.000216,0.001821,3.169782
called red,4.000000,0.000288,0.002345,6.496884
called ask,3.000000,0.000216,0.001821,5.912936
called management,4.000000,0.000288,0.002345,7.666955
want man,4.000000,0.000288,0.002345,3.646775
want make,3.000000,0.000216,0.001821,3.053229
want just,3.000000,0.000216,0.001821,1.627194
want know,3.000000,0.000216,0.001821,2.470711
want need,4.000000,0.000288,0.002345,3.320843
want hear,3.000000,0.000216,0.001821,4.439523
want work,6.000000,0.000431,0.003342,4.099197
want say,4.000000,0.000288,0.002345,3.684163
want ny,3.000000,0.000216,0.001821,3.175244
want yankees,3.000000,0.000216,0.001821,2.582381
want going,4.000000,0.000288,0.002345,3.208224
want people,3.000000,0.000216,0.001821,2.634341
want bad,4.000000,0.000288,0.002345,3.872215
want fuck,3.000000,0.000216,0.001821,3.182907
want shield,3.000000,0.000216,0.001821,4.524080
want watch,6.000000,0.000431,0.003342,4.179240
want money,3.000000,0.000216,0.001821,4.361562
want tell,5.000000,0.000359,0.002851,4.356574
want place,3.000000,0.000216,0.001821,4.336869
want view,3.000000,0.000216,0.001821,5.485492
want selling,3.000000,0.000216,0.001821,5.652546
want rapeclothes,3.000000,0.000216,0.001821,6.951829
making like,3.000000,0.000216,0.001821,2.359659
making game,3.000000,0.000216,0.001821,3.317442
making love,3.000000,0.000216,0.001821,2.790006
making just,7.000000,0.000503,0.003822,3.054699
making music,4.000000,0.000288,0.002345,5.006307
making fun,5.000000,0.000359,0.002851,5.030600
read book,3.000000,0.000216,0.001821,6.021149
rainy day,5.000000,0.000359,0.002851,6.264131
ass just,3.000000,0.000216,0.001821,2.816778
ass really,4.000000,0.000288,0.002345,4.296599
following link,3.000000,0.000216,0.001821,7.261490
following order,3.000000,0.000216,0.001821,7.612888
following bonnie,3.000000,0.000216,0.001821,9.171032
nyc love,3.000000,0.000216,0.001821,2.318790
nyc just,4.000000,0.000288,0.002345,2.023866
nyc brooklyn,4.000000,0.000288,0.002345,3.893236
nyc manhattan,5.000000,0.000359,0.002851,4.170447
nyc city,4.000000,0.000288,0.002345,4.369576
nyc friends,3.000000,0.000216,0.001821,3.815626
nyc newyorkcity,3.000000,0.000216,0.001821,5.520374
nyc hispanicheritagemonth,4.000000,0.000288,0.002345,7.060819
whos gonna,5.000000,0.000359,0.002851,5.773174
going home,4.000000,0.000288,0.002345,4.053712
going just,6.000000,0.000431,0.003342,2.405378
going bed,3.000000,0.000216,0.001821,4.701491
going need,4.000000,0.000288,0.002345,3.405880
going great,3.000000,0.000216,0.001821,3.186718
going tomorrow,4.000000,0.000288,0.002345,3.934524
going fast,3.000000,0.000216,0.001821,5.191039
going changes,3.000000,0.000216,0.001821,6.056037
meet create,3.000000,0.000216,0.001821,7.630587
people feel,4.000000,0.000288,0.002345,3.521838
people like,14.000000,0.001006,0.006946,3.118733
people playing,3.000000,0.000216,0.001821,3.558817
people play,3.000000,0.000216,0.001821,3.659622
people way,3.000000,0.000216,0.001821,3.078592
people ive,3.000000,0.000216,0.001821,3.020963
people love,4.000000,0.000288,0.002345,2.296317
people make,5.000000,0.000359,0.002851,3.362890
people just,8.000000,0.000575,0.004291,2.406859
people know,5.000000,0.000359,0.002851,2.780372
people need,3.000000,0.000216,0.001821,2.831997
people outside,3.000000,0.000216,0.001821,4.671223
people work,4.000000,0.000288,0.002345,3.492568
people good,3.000000,0.000216,0.001821,2.356215
people think,14.000000,0.001006,0.006946,4.277734
people going,4.000000,0.000288,0.002345,3.007060
people life,5.000000,0.000359,0.002851,3.376495
people shit,3.000000,0.000216,0.001821,2.793031
people hurt,3.000000,0.000216,0.001821,4.904837
people youre,4.000000,0.000288,0.002345,3.209705
people god,3.000000,0.000216,0.001821,3.674889
people saying,3.000000,0.000216,0.001821,4.088076
people talk,3.000000,0.000216,0.001821,4.042614
people person,3.000000,0.000216,0.001821,4.211690
food gone,3.000000,0.000216,0.001821,6.590815
says like,3.000000,0.000216,0.001821,3.383470
says just,3.000000,0.000216,0.001821,3.231212
cute did,3.000000,0.000216,0.001821,4.695591
cute guy,3.000000,0.000216,0.001821,5.880146
art mid,3.000000,0.000216,0.001821,8.094893
mortreport jones,4.000000,0.000288,0.002345,8.503203
case keenum,5.000000,0.000359,0.002851,8.320881
katwatersminion wwepeytonroyce,5.000000,0.000359,0.002851,9.151230
wwepeytonroyce nikki,3.000000,0.000216,0.001821,8.822726
wwepeytonroyce cross,3.000000,0.000216,0.001821,8.640404
wwepeytonroyce tripleh,8.000000,0.000575,0.004291,9.110408
wwepeytonroyce wwenxt,9.000000,0.000647,0.004751,8.965826
fans love,4.000000,0.000288,0.002345,4.074831
wednesday night,6.000000,0.000431,0.003342,5.405964
wednesday alds,3.000000,0.000216,0.001821,6.574535
fall love,5.000000,0.000359,0.002851,4.106919
fall break,3.000000,0.000216,0.001821,6.492296
fall appalachian,4.000000,0.000288,0.002345,8.338123
fall trail,4.000000,0.000288,0.002345,8.338123
black people,5.000000,0.000359,0.002851,4.282565
opening night,4.000000,0.000288,0.002345,5.611408
thing ive,4.000000,0.000288,0.002345,4.119575
thing just,6.000000,0.000431,0.003342,2.930107
thing got,3.000000,0.000216,0.001821,3.298914
thing going,3.000000,0.000216,0.001821,3.530308
thing getting,3.000000,0.000216,0.001821,4.182870
thought great,3.000000,0.000216,0.001821,4.205743
hiking fall,4.000000,0.000288,0.002345,7.932658
hiking appalachian,4.000000,0.000288,0.002345,10.375005
hiking trail,4.000000,0.000288,0.002345,10.375005
went like,3.000000,0.000216,0.001821,3.165747
went tonight,3.000000,0.000216,0.001821,4.616454
went really,3.000000,0.000216,0.001821,4.205627
week time,4.000000,0.000288,0.002345,3.878104
series yankees,3.000000,0.000216,0.001821,4.083745
series tied,3.000000,0.000216,0.001821,7.472363
mcmythead ladybuggedhc,3.000000,0.000216,0.001821,11.068152
jemelehill espn,3.000000,0.000216,0.001821,6.370707
ill home,3.000000,0.000216,0.001821,4.465112
ill like,4.000000,0.000288,0.002345,2.851254
ill just,4.000000,0.000288,0.002345,2.698995
ill wait,3.000000,0.000216,0.001821,4.357223
ill u,4.000000,0.000288,0.002345,3.986444
ill movie,3.000000,0.000216,0.001821,4.984412
ill life,3.000000,0.000216,0.001821,3.850953
ill shit,3.000000,0.000216,0.001821,3.778314
ill years,3.000000,0.000216,0.001821,4.586065
ill understand,3.000000,0.000216,0.001821,5.790038
ill forgive,3.000000,0.000216,0.001821,7.448266
did like,3.000000,0.000216,0.001821,1.858590
did play,4.000000,0.000288,0.002345,4.227606
did just,14.000000,0.001006,0.006946,3.246776
did know,4.000000,0.000288,0.002345,2.837531
did set,6.000000,0.000431,0.003342,5.421528
did miss,3.000000,0.000216,0.001821,3.924886
did say,5.000000,0.000359,0.002851,3.986444
did u,3.000000,0.000216,0.001821,2.993780
did think,4.000000,0.000288,0.002345,3.305273
did people,3.000000,0.000216,0.001821,2.713478
did thing,3.000000,0.000216,0.001821,3.524408
did let,3.000000,0.000216,0.001821,4.018704
did great,5.000000,0.000359,0.002851,3.691644
did thank,3.000000,0.000216,0.001821,3.514458
did come,3.000000,0.000216,0.001821,3.309297
did watch,4.000000,0.000288,0.002345,3.852912
did deserve,3.000000,0.000216,0.001821,5.490521
did wrong,3.000000,0.000216,0.001821,4.300937
did design,6.000000,0.000431,0.003342,6.114675
did thefader,6.000000,0.000431,0.003342,7.030966
manhattan just,3.000000,0.000216,0.001821,2.342320
manhattan brooklyn,7.000000,0.000503,0.003822,5.058988
manhattan realdonaldtrump,3.000000,0.000216,0.001821,3.945286
manhattan nyc,5.000000,0.000359,0.002851,4.170447
manhattan center,12.000000,0.000863,0.006086,6.819657
manhattan cleared,9.000000,0.000647,0.004751,6.102979
manhattan incident,9.000000,0.000647,0.004751,5.630073
manhattan bound,3.000000,0.000216,0.001821,5.875195
manhattan events,12.000000,0.000863,0.006086,7.318648
manhattan sara,3.000000,0.000216,0.001821,7.379273
manhattan avenue,3.000000,0.000216,0.001821,5.269060
manhattan frank,3.000000,0.000216,0.001821,7.156129
manhattan bareillesgodspeed,3.000000,0.000216,0.001821,7.666955
manhattan newyorkcity,3.000000,0.000216,0.001821,6.126510
manhattan hammerstein,9.000000,0.000647,0.004751,7.666955
manhattan utica,3.000000,0.000216,0.001821,7.666955
left just,4.000000,0.000288,0.002345,3.178568
took hours,3.000000,0.000216,0.001821,6.025444
took long,4.000000,0.000288,0.002345,5.665100
disney store,3.000000,0.000216,0.001821,8.302532
party saturday,4.000000,0.000288,0.002345,7.012029
tickets thelastjedi,3.000000,0.000216,0.001821,4.644545
tickets december,3.000000,0.000216,0.001821,6.582016
knicks game,3.000000,0.000216,0.001821,5.387221
jedi trailer,18.000000,0.001294,0.008605,6.148983
jedi tickets,3.000000,0.000216,0.001821,5.544028
vikings just,5.000000,0.000359,0.002851,4.357223
vikings team,3.000000,0.000216,0.001821,5.952156
cleveland wednesday,5.000000,0.000359,0.002851,6.694494
cleveland indians,4.000000,0.000288,0.002345,6.337819
indians yankees,3.000000,0.000216,0.001821,4.108437
literally like,3.000000,0.000216,0.001821,3.005404
literally night,3.000000,0.000216,0.001821,4.279180
literally yall,3.000000,0.000216,0.001821,4.514219
columbus day,10.000000,0.000719,0.005203,5.964027
stop playing,3.000000,0.000216,0.001821,4.785263
stop people,4.000000,0.000288,0.002345,3.947304
white lol,3.000000,0.000216,0.001821,3.947977
white people,6.000000,0.000431,0.003342,4.293928
white women,4.000000,0.000288,0.002345,5.244121
white privilege,3.000000,0.000216,0.001821,6.937440
white house,4.000000,0.000288,0.002345,5.778203
white supremacist,5.000000,0.000359,0.002851,7.918269
latest opening,3.000000,0.000216,0.001821,7.923043
raw like,3.000000,0.000216,0.001821,2.451094
raw just,6.000000,0.000431,0.003342,2.991982
raw blink,3.000000,0.000216,0.001821,6.930323
raw tonight,3.000000,0.000216,0.001821,3.901800
bad just,3.000000,0.000216,0.001821,2.376222
bad baby,3.000000,0.000216,0.001821,4.829177
bad example,3.000000,0.000216,0.001821,6.401573
shot killed,3.000000,0.000216,0.001821,7.314734
missing entertainment,15.000000,0.001078,0.007367,8.338123
missing infothe,15.000000,0.001078,0.007367,8.701029
missing solution,15.000000,0.001078,0.007367,8.583246
men like,3.000000,0.000216,0.001821,2.900044
men meet,3.000000,0.000216,0.001821,5.838828
men women,6.000000,0.000431,0.003342,5.803736
fuck like,3.000000,0.000216,0.001821,2.126854
fuck love,3.000000,0.000216,0.001821,2.557201
fuck id,3.000000,0.000216,0.001821,4.569201
fuck want,3.000000,0.000216,0.001821,3.182907
fuck going,3.000000,0.000216,0.001821,3.267944
fuck shit,5.000000,0.000359,0.002851,3.852422
fuck yes,10.000000,0.000719,0.005203,5.124478
fuck outta,4.000000,0.000288,0.002345,6.200618
let just,4.000000,0.000288,0.002345,3.018938
let know,7.000000,0.000503,0.003822,4.422071
let people,3.000000,0.000216,0.001821,3.738403
let happen,3.000000,0.000216,0.001821,5.896406
time just,6.000000,0.000431,0.003342,2.150782
time got,3.000000,0.000216,0.001821,2.519590
time honestly,3.000000,0.000216,0.001821,4.009681
time nyc,4.000000,0.000288,0.002345,3.062618
time people,3.000000,0.000216,0.001821,2.464781
time year,5.000000,0.000359,0.002851,3.997258
time come,3.000000,0.000216,0.001821,3.060600
time wwe,3.000000,0.000216,0.001821,4.384374
time happy,3.000000,0.000216,0.001821,3.265761
time room,3.000000,0.000216,0.001821,4.354521
time twitter,3.000000,0.000216,0.001821,3.910590
time w,3.000000,0.000216,0.001821,3.236491
time ago,3.000000,0.000216,0.001821,4.585045
time moment,3.000000,0.000216,0.001821,4.548677
time alive,6.000000,0.000431,0.003342,5.934972
g e,3.000000,0.000216,0.001821,7.655905
link order,4.000000,0.000288,0.002345,7.312783
link tshirt,3.000000,0.000216,0.001821,8.023630
link bio,6.000000,0.000431,0.003342,8.177780
link bonnie,3.000000,0.000216,0.001821,8.583246
enzo good,3.000000,0.000216,0.001821,5.207366
enzo raw,4.000000,0.000288,0.002345,6.444815
enzo amore,3.000000,0.000216,0.001821,9.601815
theyre actually,4.000000,0.000288,0.002345,5.790038
using just,3.000000,0.000216,0.001821,3.897691
cosplay comic,4.000000,0.000288,0.002345,8.011795
cosplay nycomiccon,3.000000,0.000216,0.001821,8.486253
ok just,4.000000,0.000288,0.002345,3.069369
life like,7.000000,0.000503,0.003822,2.858080
life right,4.000000,0.000288,0.002345,3.475702
life love,4.000000,0.000288,0.002345,2.728811
life just,3.000000,0.000216,0.001821,1.858523
life better,3.000000,0.000216,0.001821,3.563271
life fucking,3.000000,0.000216,0.001821,3.608941
life yankees,3.000000,0.000216,0.001821,2.813710
life good,3.000000,0.000216,0.001821,2.788709
mood just,3.000000,0.000216,0.001821,3.408143
hi monday,7.000000,0.000503,0.003822,6.380744
hi pretty,10.000000,0.000719,0.005203,6.688629
hi good,10.000000,0.000719,0.005203,5.338702
hi hope,16.000000,0.001150,0.007784,6.779978
alright opens,3.000000,0.000216,0.001821,9.681858
stay lol,3.000000,0.000216,0.001821,4.641125
stay tuned,5.000000,0.000359,0.002851,8.141413
stay safe,5.000000,0.000359,0.002851,7.330483
broadway pierre,5.000000,0.000359,0.002851,8.947889
broadway st,12.000000,0.000863,0.006086,8.031598
