Number of pairs,13911.000000
Number of unique pairs,2640
Average pair frequency,5.269318
Pair entropy,7.535640

Pair,Frequency,Proportion,Entropy Term,Mutual Information
theres way,3.000000,0.000216,0.001821,4.582669
theres room,3.000000,0.000216,0.001821,5.826993
website missing,15.000000,0.001078,0.007367,8.254741
website app,16.000000,0.001150,0.007784,8.286490
website entertainment,14.000000,0.001006,0.006946,8.451452
american museum,5.000000,0.000359,0.002851,7.600335
american history,6.000000,0.000431,0.003342,7.015402
american natural,5.000000,0.000359,0.002851,7.862699
group chat,3.000000,0.000216,0.001821,7.602416
group celebrations,3.000000,0.000216,0.001821,8.007881
bring home,3.000000,0.000216,0.001821,5.207049
starwars wow,3.000000,0.000216,0.001821,4.661822
starwars trailer,14.000000,0.001006,0.006946,5.399421
starwars tickets,4.000000,0.000288,0.002345,5.333463
starwars thelastjedi,25.000000,0.001797,0.011361,6.245508
thelastjedi feel,3.000000,0.000216,0.001821,3.879572
thelastjedi like,5.000000,0.000359,0.002851,2.734529
thelastjedi looks,3.000000,0.000216,0.001821,4.487359
thelastjedi know,4.000000,0.000288,0.002345,3.202644
thelastjedi trailer,16.000000,0.001150,0.007784,5.131716
thelastjedi realdonaldtrump,4.000000,0.000288,0.002345,3.962093
thelastjedi tickets,3.000000,0.000216,0.001821,4.644545
thelastjedi starwars,8.000000,0.000575,0.004291,5.106074
thelastjedi cool,3.000000,0.000216,0.001821,4.883774
thelastjedi tix,3.000000,0.000216,0.001821,5.855635
living life,6.000000,0.000431,0.003342,5.716821
living room,3.000000,0.000216,0.001821,6.480920
hiring click,3.000000,0.000216,0.001821,8.788040
best game,5.000000,0.000359,0.002851,3.658975
best way,7.000000,0.000503,0.003822,4.537969
best ive,4.000000,0.000288,0.002345,3.920724
best love,4.000000,0.000288,0.002345,2.908396
best happen,3.000000,0.000216,0.001821,5.203259
best thing,9.000000,0.000647,0.004751,4.954798
best raw,3.000000,0.000216,0.001821,3.918061
best life,6.000000,0.000431,0.003342,4.170896
best friend,6.000000,0.000431,0.003342,5.283302
best friends,5.000000,0.000359,0.002851,4.628376
tmom kaanapali,6.000000,0.000431,0.003342,10.375005
amazing work,3.000000,0.000216,0.001821,4.178335
amazing time,3.000000,0.000216,0.001821,3.438230
amazing dinner,4.000000,0.000288,0.002345,5.778203
little bit,3.000000,0.000216,0.001821,6.470790
little pig,3.000000,0.000216,0.001821,7.017334
family group,3.000000,0.000216,0.001821,5.887618
year think,3.000000,0.000216,0.001821,3.758940
year ago,4.000000,0.000288,0.002345,5.862773
shield just,3.000000,0.000216,0.001821,3.315769
shield reunion,4.000000,0.000288,0.002345,7.387641
shield raw,3.000000,0.000216,0.001821,5.195721
shield shirts,3.000000,0.000216,0.001821,8.129578
great way,4.000000,0.000288,0.002345,3.833614
great day,6.000000,0.000431,0.003342,3.800278
great night,4.000000,0.000288,0.002345,3.607087
great got,3.000000,0.000216,0.001821,2.955325
great yankees,4.000000,0.000288,0.002345,3.136239
great time,5.000000,0.000359,0.002851,3.442947
great seeing,3.000000,0.000216,0.001821,4.487975
great job,7.000000,0.000503,0.003822,5.251892
great today,4.000000,0.000288,0.002345,3.850709
great friday,3.000000,0.000216,0.001821,3.339883
great things,3.000000,0.000216,0.001821,4.189483
great win,3.000000,0.000216,0.001821,3.999129
great fit,4.000000,0.000288,0.002345,5.831710
shit like,3.000000,0.000216,0.001821,1.938143
shit game,3.000000,0.000216,0.001821,2.895925
shit ive,3.000000,0.000216,0.001821,3.380817
shit just,8.000000,0.000575,0.004291,2.766713
shit crazy,3.000000,0.000216,0.001821,4.520252
shit fucking,3.000000,0.000216,0.001821,3.536302
shit good,3.000000,0.000216,0.001821,2.716070
shit going,3.000000,0.000216,0.001821,3.079232
shit cause,3.000000,0.000216,0.001821,4.712623
shit whats,3.000000,0.000216,0.001821,3.499601
shit posted,3.000000,0.000216,0.001821,3.932465
hate just,4.000000,0.000288,0.002345,3.052274
hate people,3.000000,0.000216,0.001821,3.771739
lets game,5.000000,0.000359,0.002851,4.132263
lets make,4.000000,0.000288,0.002345,4.225113
lets fucking,3.000000,0.000216,0.001821,4.261815
lets yankees,18.000000,0.001294,0.008605,5.258343
lets series,3.000000,0.000216,0.001821,5.221071
lets boys,3.000000,0.000216,0.001821,5.756590
lets fuckin,3.000000,0.000216,0.001821,6.226593
lets goooo,3.000000,0.000216,0.001821,7.836031
jerry jones,10.000000,0.000719,0.005203,8.646304
hip hop,7.000000,0.000503,0.003822,9.730648
season just,3.000000,0.000216,0.001821,2.910304
season premiere,3.000000,0.000216,0.001821,7.724113
en manhattan,5.000000,0.000359,0.002851,4.722516
en y,9.000000,0.000647,0.004751,5.391272
en square,5.000000,0.000359,0.002851,5.372178
en la,11.000000,0.000791,0.005648,5.376054
en city,3.000000,0.000216,0.001821,4.633962
en el,3.000000,0.000216,0.001821,4.668449
en times,4.000000,0.000288,0.002345,4.668449
en esta,3.000000,0.000216,0.001821,6.919740
en nueva,3.000000,0.000216,0.001821,7.325206
y u,3.000000,0.000216,0.001821,3.710738
y en,4.000000,0.000288,0.002345,4.580341
y la,9.000000,0.000647,0.004751,5.310419
y es,3.000000,0.000216,0.001821,5.514332
y yo,3.000000,0.000216,0.001821,5.039874
y ya,4.000000,0.000288,0.002345,4.580341
y que,4.000000,0.000288,0.002345,4.433738
y los,4.000000,0.000288,0.002345,5.766922
y el,6.000000,0.000431,0.003342,5.496632
y se,5.000000,0.000359,0.002851,5.746444
y si,3.000000,0.000216,0.001821,6.207479
todos en,3.000000,0.000216,0.001821,6.632058
seeing happens,3.000000,0.000216,0.001821,6.441003
league policy,3.000000,0.000216,0.001821,8.123713
watched trailer,3.000000,0.000216,0.001821,4.702064
watched star,3.000000,0.000216,0.001821,4.902734
watched wars,3.000000,0.000216,0.001821,5.038536
football game,7.000000,0.000503,0.003822,5.188551
ur man,3.000000,0.000216,0.001821,4.702828
ur u,4.000000,0.000288,0.002345,4.546059
hit like,3.000000,0.000216,0.001821,3.280816
hit cosby,4.000000,0.000288,0.002345,8.740874
prod keyzkilohz,3.000000,0.000216,0.001821,10.220854
wish like,4.000000,0.000288,0.002345,3.092416
wish people,3.000000,0.000216,0.001821,3.659622
end like,3.000000,0.000216,0.001821,3.102568
end game,4.000000,0.000288,0.002345,4.348033
end better,3.000000,0.000216,0.001821,4.655058
end trailer,3.000000,0.000216,0.001821,4.336604
whats like,4.000000,0.000288,0.002345,2.572540
whats comes,50.000000,0.003594,0.020230,7.078798
whats gonna,3.000000,0.000216,0.001821,3.810914
whats point,3.000000,0.000216,0.001821,4.866967
whats good,3.000000,0.000216,0.001821,3.062785
whats going,3.000000,0.000216,0.001821,3.425948
whats left,3.000000,0.000216,0.001821,4.604603
whats really,3.000000,0.000216,0.001821,3.324738
whats wrong,7.000000,0.000503,0.003822,5.574503
whats notlost,50.000000,0.003594,0.020230,7.457234
mi la,5.000000,0.000359,0.002851,5.675738
thank love,4.000000,0.000288,0.002345,3.097297
thank just,5.000000,0.000359,0.002851,2.737835
thank u,4.000000,0.000288,0.002345,3.802140
thank sharing,3.000000,0.000216,0.001821,6.858497
thank god,11.000000,0.000791,0.005648,5.775152
thank wonderful,3.000000,0.000216,0.001821,6.252361
thank mindfulnessinamerica,3.000000,0.000216,0.001821,7.040818
visiting butterfly,3.000000,0.000216,0.001821,9.710029
visiting americanmuseumofnationalhistory,3.000000,0.000216,0.001821,10.269645
visiting exhibit,3.000000,0.000216,0.001821,10.269645
come like,5.000000,0.000359,0.002851,2.684932
come game,3.000000,0.000216,0.001821,3.131889
come soon,5.000000,0.000359,0.002851,5.267041
come fucking,3.000000,0.000216,0.001821,3.772266
come yall,4.000000,0.000288,0.002345,3.970603
come house,4.000000,0.000288,0.002345,5.206417
square station,3.000000,0.000216,0.001821,5.256346
square manhattan,14.000000,0.001006,0.006946,6.455865
square city,4.000000,0.000288,0.002345,5.625374
square atlantic,3.000000,0.000216,0.001821,8.028935
square garden,3.000000,0.000216,0.001821,7.335788
square paypal,6.000000,0.000431,0.003342,8.028935
square cash,6.000000,0.000431,0.003342,8.028935
square avenuebarclays,3.000000,0.000216,0.001821,8.316617
la en,3.000000,0.000216,0.001821,4.076771
la y,5.000000,0.000359,0.002851,4.722633
la es,3.000000,0.000216,0.001821,5.298443
la que,12.000000,0.000863,0.006086,5.316462
la se,4.000000,0.000288,0.002345,5.307412
la al,3.000000,0.000216,0.001821,5.797434
la mejor,3.000000,0.000216,0.001821,6.838888
la casa,5.000000,0.000359,0.002851,7.195563
la vida,3.000000,0.000216,0.001821,7.244353
la verdad,3.000000,0.000216,0.001821,7.532036
la cancin,3.000000,0.000216,0.001821,7.532036
es en,4.000000,0.000288,0.002345,5.666977
es que,4.000000,0.000288,0.002345,5.520374
dinner tonight,4.000000,0.000288,0.002345,5.400573
having nice,16.000000,0.001150,0.007784,6.717874
having day,3.000000,0.000216,0.001821,3.928756
having evening,16.000000,0.001150,0.007784,7.554122
having relaxing,16.000000,0.001150,0.007784,7.979005
having sex,3.000000,0.000216,0.001821,6.499185
tonight ive,3.000000,0.000216,0.001821,3.616781
tonight fucking,4.000000,0.000288,0.002345,4.059948
tonight thelastjedi,4.000000,0.000288,0.002345,3.962093
legal issue,13.000000,0.000935,0.006519,8.239474
legal thetrumpreport,10.000000,0.000719,0.005203,9.171032
legal artusalawfirm,3.000000,0.000216,0.001821,9.171032
saw trailer,3.000000,0.000216,0.001821,4.490755
saw video,3.000000,0.000216,0.001821,5.502355
wwe good,4.000000,0.000288,0.002345,4.563490
wwe win,3.000000,0.000216,0.001821,5.451381
years come,3.000000,0.000216,0.001821,4.196600
years old,4.000000,0.000288,0.002345,5.334272
years ago,7.000000,0.000503,0.003822,6.568343
years later,7.000000,0.000503,0.003822,6.919740
guys just,3.000000,0.000216,0.001821,2.781687
watch game,3.000000,0.000216,0.001821,3.387823
watch trailer,11.000000,0.000791,0.005648,4.963359
watch movie,4.000000,0.000288,0.002345,5.138563
watch thelastjedi,4.000000,0.000288,0.002345,4.218026
watch star,4.000000,0.000288,0.002345,4.152429
watch wars,4.000000,0.000288,0.002345,4.288230
watch news,3.000000,0.000216,0.001821,4.987457
shirt just,4.000000,0.000288,0.002345,4.134080
star looks,5.000000,0.000359,0.002851,4.932587
star need,3.000000,0.000216,0.001821,3.411815
star trailer,39.000000,0.002804,0.016476,5.957092
star party,3.000000,0.000216,0.001821,4.932587
star tickets,6.000000,0.000431,0.003342,5.272094
star jedi,8.000000,0.000575,0.004291,5.538723
star movie,7.000000,0.000503,0.003822,5.426245
star war,3.000000,0.000216,0.001821,5.538723
star thelastjedi,3.000000,0.000216,0.001821,3.658410
star wars,104.000000,0.007476,0.036603,7.274393
star trek,3.000000,0.000216,0.001821,7.330483
mean like,4.000000,0.000288,0.002345,3.221627
mean shes,3.000000,0.000216,0.001821,5.398271
hot like,4.000000,0.000288,0.002345,3.593191
hot really,3.000000,0.000216,0.001821,4.345389
hot fashion,4.000000,0.000288,0.002345,6.773137
hot mess,3.000000,0.000216,0.001821,7.178602
hot bodysuit,4.000000,0.000288,0.002345,8.072420
adult care,3.000000,0.000216,0.001821,7.174067
care people,5.000000,0.000359,0.002851,4.833741
care business,3.000000,0.000216,0.001821,6.694494
center station,3.000000,0.000216,0.001821,5.774289
center events,12.000000,0.000863,0.006086,8.486253
center jackson,3.000000,0.000216,0.001821,7.853731
center ballroom,4.000000,0.000288,0.002345,7.918269
center hammerstein,9.000000,0.000647,0.004751,8.834560
center htsroosevelt,3.000000,0.000216,0.001821,8.834560
happy like,3.000000,0.000216,0.001821,2.379268
happy day,7.000000,0.000503,0.003822,4.288068
happy love,3.000000,0.000216,0.001821,2.809615
happy make,3.000000,0.000216,0.001821,3.653044
happy indigenous,5.000000,0.000359,0.002851,7.215172
happy birthday,37.000000,0.002660,0.015771,6.943054
happy peoples,4.000000,0.000288,0.002345,6.540043
rn ha,3.000000,0.000216,0.001821,7.176332
taking like,3.000000,0.000216,0.001821,2.637680
taking just,4.000000,0.000288,0.002345,2.773103
taking making,55.000000,0.003954,0.021876,7.182660
paradise issue,6.000000,0.000431,0.003342,8.159431
paradise ft,6.000000,0.000431,0.003342,9.171032
job great,4.000000,0.000288,0.002345,4.692276
job fit,4.000000,0.000288,0.002345,6.868447
braun strowman,3.000000,0.000216,0.001821,10.375005
really like,3.000000,0.000216,0.001821,1.763280
really play,3.000000,0.000216,0.001821,3.844613
really love,3.000000,0.000216,0.001821,2.193627
really just,9.000000,0.000647,0.004751,2.709633
really know,8.000000,0.000575,0.004291,3.435368
really got,6.000000,0.000431,0.003342,3.366123
really doesnt,3.000000,0.000216,0.001821,3.939924
really miss,3.000000,0.000216,0.001821,3.829576
really watching,3.000000,0.000216,0.001821,3.639819
really good,9.000000,0.000647,0.004751,3.639819
really think,5.000000,0.000359,0.002851,3.433106
really want,10.000000,0.000719,0.005203,4.023305
really going,4.000000,0.000288,0.002345,3.192052
really people,3.000000,0.000216,0.001821,2.618168
really did,3.000000,0.000216,0.001821,2.898470
really life,3.000000,0.000216,0.001821,3.050662
really best,3.000000,0.000216,0.001821,3.230247
really great,3.000000,0.000216,0.001821,3.085508
really hot,3.000000,0.000216,0.001821,4.345389
really job,5.000000,0.000359,0.002851,4.633071
really wanna,3.000000,0.000216,0.001821,3.859881
kids collection,3.000000,0.000216,0.001821,8.007881
kids ps,3.000000,0.000216,0.001821,7.890098
yanks startspreadingthenews,3.000000,0.000216,0.001821,8.477885
girl just,5.000000,0.000359,0.002851,3.104460
girl really,5.000000,0.000359,0.002851,4.296599
fan seeing,3.000000,0.000216,0.001821,5.773174
fun night,3.000000,0.000216,0.001821,4.157291
fun watching,3.000000,0.000216,0.001821,4.760054
worst day,4.000000,0.000288,0.002345,5.252530
ready bed,3.000000,0.000216,0.001821,5.981242
ready read,3.000000,0.000216,0.001821,5.503206
remember years,3.000000,0.000216,0.001821,5.328002
number rhl,5.000000,0.000359,0.002851,7.477253
beautiful just,3.000000,0.000216,0.001821,2.747785
ang sevensundaysbukasna,3.000000,0.000216,0.001821,9.681858
cleared brooklyn,10.000000,0.000719,0.005203,6.154273
cleared manhattan,8.000000,0.000575,0.004291,5.985196
cleared incident,28.000000,0.002013,0.012496,7.503662
cleared systemwide,3.000000,0.000216,0.001821,7.894739
cleared directions,9.000000,0.000647,0.004751,6.774148
cleared jersey,4.000000,0.000288,0.002345,5.501399
cleared wb,6.000000,0.000431,0.003342,7.106281
cleared construction,6.000000,0.000431,0.003342,6.154273
cleared event,7.000000,0.000503,0.003822,7.093378
cleared exit,5.000000,0.000359,0.002851,6.682798
cleared sb,4.000000,0.000288,0.002345,6.847420
cleared special,7.000000,0.000503,0.003822,7.055638
cleared eb,5.000000,0.000359,0.002851,7.935561
cleared alltrains,4.000000,0.000288,0.002345,8.405564
incident station,11.000000,0.000791,0.005648,6.171670
incident brooklyn,10.000000,0.000719,0.005203,5.681366
incident manhattan,10.000000,0.000719,0.005203,5.735433
incident broadway,4.000000,0.000288,0.002345,6.100077
incident cleared,7.000000,0.000503,0.003822,6.117368
incident systemwide,5.000000,0.000359,0.002851,7.932658
incident directions,16.000000,0.001150,0.007784,6.876605
incident jersey,4.000000,0.000288,0.002345,5.028493
incident wb,6.000000,0.000431,0.003342,6.633375
incident street,9.000000,0.000647,0.004751,6.198057
incident penn,10.000000,0.000719,0.005203,7.750336
incident exit,9.000000,0.000647,0.004751,6.797678
incident updated,4.000000,0.000288,0.002345,5.605380
incident sb,10.000000,0.000719,0.005203,7.290804
incident harriman,4.000000,0.000288,0.002345,7.239511
incident avenue,3.000000,0.000216,0.001821,5.534763
incident montclairboontonline,8.000000,0.000575,0.004291,7.932658
incident st,8.000000,0.000575,0.004291,6.610902
incident ave,4.000000,0.000288,0.002345,7.121728
incident eb,3.000000,0.000216,0.001821,6.951829
incident avenuee,6.000000,0.000431,0.003342,7.932658
incident canal,3.000000,0.000216,0.001821,6.951829
incident robert,4.000000,0.000288,0.002345,7.709514
incident wide,4.000000,0.000288,0.002345,7.373042
incident gline,3.000000,0.000216,0.001821,7.932658
incident eline,3.000000,0.000216,0.001821,7.932658
incident alltrains,4.000000,0.000288,0.002345,7.932658
directions station,12.000000,0.000863,0.006086,6.664147
directions square,5.000000,0.000359,0.002851,6.097413
directions cleared,3.000000,0.000216,0.001821,5.675535
directions jersey,8.000000,0.000575,0.004291,6.127105
directions yards,3.000000,0.000216,0.001821,6.392213
directions manhattanqueens,3.000000,0.000216,0.001821,8.338123
directions bound,11.000000,0.000791,0.005648,7.845647
directions lots,3.000000,0.000216,0.001821,6.871786
directions exit,4.000000,0.000288,0.002345,6.392213
directions st,4.000000,0.000288,0.002345,6.323220
directions ferry,3.000000,0.000216,0.001821,7.827297
directions south,3.000000,0.000216,0.001821,6.951829
directions split,6.000000,0.000431,0.003342,7.827297
directions wide,4.000000,0.000288,0.002345,7.778507
directions turnpikenj,6.000000,0.000431,0.003342,8.050441
directions streetherald,3.000000,0.000216,0.001821,8.338123
directions streethudson,3.000000,0.000216,0.001821,8.338123
directions streetharlem,3.000000,0.000216,0.001821,8.338123
authority station,6.000000,0.000431,0.003342,7.497056
authority bus,8.000000,0.000575,0.004291,8.999182
authority construction,3.000000,0.000216,0.001821,6.919740
bus station,6.000000,0.000431,0.003342,6.855202
bus e,4.000000,0.000288,0.002345,6.945058
bus construction,3.000000,0.000216,0.001821,6.277887
bus av,4.000000,0.000288,0.002345,8.816860
bus st,4.000000,0.000288,0.002345,7.207422
murray like,3.000000,0.000216,0.001821,5.202629
city oh,3.000000,0.000216,0.001821,4.633962
city jersey,9.000000,0.000647,0.004751,5.995992
city nj,13.000000,0.000935,0.006519,7.476123
city shopapttherapy,6.000000,0.000431,0.003342,8.089227
today day,4.000000,0.000288,0.002345,3.589983
today went,4.000000,0.000288,0.002345,4.970827
today thank,3.000000,0.000216,0.001821,3.896666
today tomorrow,3.000000,0.000216,0.001821,4.023150
tomorrow like,5.000000,0.000359,0.002851,3.016578
tomorrow ive,3.000000,0.000216,0.001821,3.948427
tomorrow day,5.000000,0.000359,0.002851,4.078080
tomorrow night,6.000000,0.000431,0.003342,4.472675
trump like,3.000000,0.000216,0.001821,2.461789
trump just,3.000000,0.000216,0.001821,2.309530
trump administration,3.000000,0.000216,0.001821,7.346483
puerto rican,4.000000,0.000288,0.002345,9.458714
puerto rico,9.000000,0.000647,0.004751,9.353354
knock door,3.000000,0.000216,0.001821,9.122242
alds art,3.000000,0.000216,0.001821,6.345693
alds nyyvscle,4.000000,0.000288,0.002345,8.471654
couple days,4.000000,0.000288,0.002345,6.488300
couple work,3.000000,0.000216,0.001821,5.730614
old days,3.000000,0.000216,0.001821,5.120698
old school,3.000000,0.000216,0.001821,5.557415
order tshirt,3.000000,0.000216,0.001821,8.375028
order bonnie,3.000000,0.000216,0.001821,8.934643
heart love,3.000000,0.000216,0.001821,3.553534
heart got,3.000000,0.000216,0.001821,4.032884
heart fuck,3.000000,0.000216,0.001821,4.526641
heart attack,3.000000,0.000216,0.001821,6.909269
todd frazier,3.000000,0.000216,0.001821,9.864179
jersey love,3.000000,0.000216,0.001821,3.134276
jersey know,3.000000,0.000216,0.001821,3.395188
jersey city,22.000000,0.001581,0.010200,6.889810
jersey nj,7.000000,0.000503,0.003822,6.644161
jersey construction,3.000000,0.000216,0.001821,4.931866
jersey north,4.000000,0.000288,0.002345,6.623542
jersey ave,4.000000,0.000288,0.002345,7.065375
jersey tube,5.000000,0.000359,0.002851,7.087848
jersey split,8.000000,0.000575,0.004291,7.653162
jersey shopapttherapy,6.000000,0.000431,0.003342,7.876305
jersey tonnelle,6.000000,0.000431,0.003342,7.588623
jersey turnpikenj,8.000000,0.000575,0.004291,7.876305
seriously ready,3.000000,0.000216,0.001821,6.083025
sam bradford,6.000000,0.000431,0.003342,8.542424
getting like,3.000000,0.000216,0.001821,2.517052
getting lol,4.000000,0.000288,0.002345,4.006818
getting work,4.000000,0.000288,0.002345,4.431331
getting yankees,3.000000,0.000216,0.001821,3.319980
woman like,3.000000,0.000216,0.001821,3.305509
woman shes,3.000000,0.000216,0.001821,5.769835
indigenous day,5.000000,0.000359,0.002851,6.620806
indigenous peoples,4.000000,0.000288,0.002345,9.209253
yo que,4.000000,0.000288,0.002345,5.045916
p e,3.000000,0.000216,0.001821,6.711443
sure tonight,3.000000,0.000216,0.001821,4.334221
sure cut,3.000000,0.000216,0.001821,6.063460
came house,3.000000,0.000216,0.001821,6.212656
oscar isaac,3.000000,0.000216,0.001821,10.492788
yards station,3.000000,0.000216,0.001821,6.061971
yards plaza,3.000000,0.000216,0.001821,7.918269
yards lateral,8.000000,0.000575,0.004291,8.899099
yards queensboro,3.000000,0.000216,0.001821,8.834560
needs jemele,4.000000,0.000288,0.002345,7.318648
birthday boy,3.000000,0.000216,0.001821,5.434951
james raw,3.000000,0.000216,0.001821,6.642640
used time,3.000000,0.000216,0.001821,4.415146
live right,3.000000,0.000216,0.001821,4.012743
live just,3.000000,0.000216,0.001821,2.683247
live nyc,3.000000,0.000216,0.001821,4.000548
live life,4.000000,0.000288,0.002345,4.410569
w just,4.000000,0.000288,0.002345,2.485421
w rotation,5.000000,0.000359,0.002851,5.605451
said tonight,3.000000,0.000216,0.001821,4.141030
said friday,3.000000,0.000216,0.001821,3.984578
song love,3.000000,0.000216,0.001821,3.841216
song just,3.000000,0.000216,0.001821,3.258611
important questions,3.000000,0.000216,0.001821,7.561594
real life,3.000000,0.000216,0.001821,3.827423
tell love,3.000000,0.000216,0.001821,3.220043
tell got,3.000000,0.000216,0.001821,3.699392
tell wait,3.000000,0.000216,0.001821,4.583347
tell u,5.000000,0.000359,0.002851,4.435711
space dandy,4.000000,0.000288,0.002345,9.122242
youre like,4.000000,0.000288,0.002345,2.354817
youre nice,17.000000,0.001222,0.008197,5.978380
youre love,3.000000,0.000216,0.001821,2.497481
youre just,5.000000,0.000359,0.002851,2.425702
youre gonna,4.000000,0.000288,0.002345,3.880873
youre doing,4.000000,0.000288,0.002345,4.282000
youre good,3.000000,0.000216,0.001821,2.845062
youre going,3.000000,0.000216,0.001821,3.208224
youre okay,3.000000,0.000216,0.001821,4.600453
youre best,3.000000,0.000216,0.001821,3.534102
youre welcome,3.000000,0.000216,0.001821,6.035538
youre having,16.000000,0.001150,0.007784,5.884965
youre star,3.000000,0.000216,0.001821,3.501841
youre really,3.000000,0.000216,0.001821,3.107014
youre getting,4.000000,0.000288,0.002345,4.148468
youre talking,3.000000,0.000216,0.001821,4.841616
youre supposed,5.000000,0.000359,0.002851,6.364042
youre relaxing,16.000000,0.001150,0.007784,7.178886
ya just,6.000000,0.000431,0.003342,2.981400
ya know,4.000000,0.000288,0.002345,3.419452
ya u,3.000000,0.000216,0.001821,3.575701
ya la,5.000000,0.000359,0.002851,4.587597
ya girl,4.000000,0.000288,0.002345,4.750687
ya que,3.000000,0.000216,0.001821,4.011020
ya el,3.000000,0.000216,0.001821,4.668449
ya nom,3.000000,0.000216,0.001821,7.612888
high school,7.000000,0.000503,0.003822,6.909269
yes fuck,10.000000,0.000719,0.005203,5.124478
yeah know,3.000000,0.000216,0.001821,3.495992
yeah trailer,3.000000,0.000216,0.001821,4.038769
yeah did,3.000000,0.000216,0.001821,3.939924
yeah okay,5.000000,0.000359,0.002851,5.848878
yeah theres,3.000000,0.000216,0.001821,5.163699
l train,3.000000,0.000216,0.001821,6.994388
taylor swift,3.000000,0.000216,0.001821,10.087323
spread word,3.000000,0.000216,0.001821,8.295563
loving clip,3.000000,0.000216,0.001821,9.481187
common sense,3.000000,0.000216,0.001821,8.486253
mnf game,4.000000,0.000288,0.002345,5.406640
told yall,3.000000,0.000216,0.001821,5.245106
dove ad,3.000000,0.000216,0.001821,8.382575
women men,3.000000,0.000216,0.001821,5.110589
women speak,3.000000,0.000216,0.001821,6.026880
women ask,3.000000,0.000216,0.001821,5.541372
appreciate shield,4.000000,0.000288,0.002345,7.628803
posted video,7.000000,0.000503,0.003822,5.810657
posted american,4.000000,0.000288,0.002345,5.665475
posted photo,57.000000,0.004097,0.022525,7.563702
posted museum,4.000000,0.000288,0.002345,6.711443
posted kitchen,10.000000,0.000719,0.005203,7.101641
posted hells,10.000000,0.000719,0.005203,7.553626
posted gallery,10.000000,0.000719,0.005203,7.627734
posted lilac,5.000000,0.000359,0.002851,7.890098
posted chocolates,5.000000,0.000359,0.002851,7.890098
posted gagosian,10.000000,0.000719,0.005203,7.890098
photo manhattan,8.000000,0.000575,0.004291,5.376949
photo american,4.000000,0.000288,0.002345,5.572693
photo bar,3.000000,0.000216,0.001821,5.494732
photo museum,4.000000,0.000288,0.002345,6.618662
photo model,4.000000,0.000288,0.002345,6.350398
photo kitchen,11.000000,0.000791,0.005648,7.104169
photo hells,10.000000,0.000719,0.005203,7.460844
photo natural,4.000000,0.000288,0.002345,6.881026
photo lueurphoto,4.000000,0.000288,0.002345,7.797317
photo gallery,10.000000,0.000719,0.005203,7.534952
photo lilac,5.000000,0.000359,0.002851,7.797317
photo chocolates,5.000000,0.000359,0.002851,7.797317
photo gagosian,10.000000,0.000719,0.005203,7.797317
historic district,3.000000,0.000216,0.001821,10.492788
friday night,5.000000,0.000359,0.002851,3.802256
friday tease,115.000000,0.008267,0.039644,7.824089
friday direct,3.000000,0.000216,0.001821,6.496884
friday strip,115.000000,0.008267,0.039644,7.840618
friday strippers,55.000000,0.003954,0.021876,7.190031
friday atl,3.000000,0.000216,0.001821,7.190031
gotta finally,3.000000,0.000216,0.001821,5.060158
gotta right,3.000000,0.000216,0.001821,4.060753
gotta love,3.000000,0.000216,0.001821,3.313861
gotta make,3.000000,0.000216,0.001821,4.157291
gotta fucking,3.000000,0.000216,0.001821,4.481674
gotta stop,3.000000,0.000216,0.001821,4.964848
tease making,55.000000,0.003954,0.021876,7.428495
tease taking,55.000000,0.003954,0.021876,7.706515
tease strippers,55.000000,0.003954,0.021876,8.055891
brandon marshall,4.000000,0.000288,0.002345,9.864179
que en,7.000000,0.000503,0.003822,4.858317
que la,7.000000,0.000503,0.003822,4.777465
que es,4.000000,0.000288,0.002345,5.520374
que ya,4.000000,0.000288,0.002345,4.298702
que los,5.000000,0.000359,0.002851,5.708426
que el,7.000000,0.000503,0.003822,5.369143
que lo,6.000000,0.000431,0.003342,5.999947
que hay,3.000000,0.000216,0.001821,6.618986
que se,6.000000,0.000431,0.003342,5.647126
que por,3.000000,0.000216,0.001821,5.386843
que ver,4.000000,0.000288,0.002345,6.773137
friends nyc,3.000000,0.000216,0.001821,3.815626
friends family,3.000000,0.000216,0.001821,5.009548
friends birthday,3.000000,0.000216,0.001821,4.702064
friends talk,3.000000,0.000216,0.001821,5.114909
wrong lol,3.000000,0.000216,0.001821,4.367831
officer shot,3.000000,0.000216,0.001821,7.890098
wb jersey,8.000000,0.000575,0.004291,6.864704
wb toll,4.000000,0.000288,0.002345,8.159431
wb nj,4.000000,0.000288,0.002345,7.283963
wb exit,8.000000,0.000575,0.004291,7.822959
wb north,4.000000,0.000288,0.002345,7.822959
wb avenue,6.000000,0.000431,0.003342,7.370974
wb ave,4.000000,0.000288,0.002345,8.264792
wb tube,4.000000,0.000288,0.002345,8.064121
wb pleasant,6.000000,0.000431,0.003342,8.921571
canaan toll,4.000000,0.000288,0.002345,9.864179
canaan barrier,4.000000,0.000288,0.002345,10.375005
toll cleared,3.000000,0.000216,0.001821,7.201592
toll incident,3.000000,0.000216,0.001821,6.728685
toll barrier,6.000000,0.000431,0.003342,9.864179
yall make,4.000000,0.000288,0.002345,3.793673
yall just,6.000000,0.000431,0.003342,2.773103
yall got,9.000000,0.000647,0.004751,4.240523
yall look,3.000000,0.000216,0.001821,3.970603
yall gonna,6.000000,0.000431,0.003342,4.451418
yall reunion,3.000000,0.000216,0.001821,5.864146
